file_name,tumor_type,seed_index,mpp,n_pool,n_tp,seed_base_size_px,seed_base_size_um,window51_ceiling_um,t512_n_components,t512_frac_on_nucleus,t512_frac_area_gt4000,t512_frac_all_area_gt4000,t512_side_p50,t512_side_p90,t512_side_p99,t512_side_max,t512_eqd_p50,t512_area_p50,t512_apriori_keep_frac,t512_tp_frac_on_nucleus,t512_tp_frac_area_gt4000,t512_tp_side_p50,t512_tp_side_min,t512_tp_side_max,t512_tp_apriori_keep,t1024_n_components,t1024_frac_on_nucleus,t1024_frac_area_gt4000,t1024_frac_all_area_gt4000,t1024_side_p50,t1024_side_p90,t1024_side_p99,t1024_side_max,t1024_eqd_p50,t1024_area_p50,t1024_apriori_keep_frac,t1024_tp_frac_on_nucleus,t1024_tp_frac_area_gt4000,t1024_tp_side_p50,t1024_tp_side_min,t1024_tp_side_max,t1024_tp_apriori_keep,tile_both_defined_frac,tile_med_abs_delta_um,tile_frac_delta_gt1um,tile_keep_flip_frac,tile_keep_frac_delta
201.tiff,canine lung cancer,0,0.2481656261296909,22631,17,51,12.656446932614235,12.656446932614235,115792,0.5938756572842561,0.056868896646193275,0.056868896646193275,13.649109437133,34.49502203202704,56.53957460112791,81.6464909966683,8.53961241643444,930.0,0.3486810127700941,0.9411764705882353,0.11764705882352941,11.291535988900936,7.444968783890727,44.42164707721467,0.7058823529411765,116423,0.592063983032124,0.05214086871989749,0.05214086871989749,13.649109437133,32.509697022989506,57.57442526208829,76.1868472218151,8.498191255076621,921.0,0.3499624408996509,0.9411764705882353,0.17647058823529413,11.16745317583609,7.693134410020418,44.42164707721467,0.6470588235294118,0.5830056117714639,0.0,0.19114749128391692,0.04838495868498962,0.001281428129556783
201.tiff,canine lung cancer,1,0.2481656261296909,22631,17,51,12.656446932614235,12.656446932614235,115792,0.5938756572842561,0.056868896646193275,0.056868896646193275,13.649109437133,34.49502203202704,56.53957460112791,81.6464909966683,8.53961241643444,930.0,0.3486810127700941,0.9411764705882353,0.11764705882352941,11.291535988900936,7.444968783890727,44.42164707721467,0.7058823529411765,116423,0.592063983032124,0.05214086871989749,0.05214086871989749,13.649109437133,32.509697022989506,57.57442526208829,76.1868472218151,8.498191255076621,921.0,0.3499624408996509,0.9411764705882353,0.17647058823529413,11.16745317583609,7.693134410020418,44.42164707721467,0.6470588235294118,0.5830056117714639,0.0,0.19114749128391692,0.04838495868498962,0.001281428129556783
201.tiff,canine lung cancer,2,0.2481656261296909,17861,17,51,12.656446932614235,12.656446932614235,115792,0.5437545490174123,0.05184480152287106,0.05184480152287106,13.649109437133,33.99869077976765,57.3262596359586,81.6464909966683,8.567115265145846,936.0,0.33032864901181347,0.9411764705882353,0.11764705882352941,11.043370362771245,7.444968783890727,44.42164707721467,0.7647058823529411,116423,0.5429707183248418,0.048541515032752926,0.048541515032752926,13.649109437133,32.65859639866786,57.57442526208829,76.1868472218151,8.521227868916867,926.0,0.3316163708638934,0.9411764705882353,0.17647058823529413,10.795204736641555,7.693134410020418,44.42164707721467,0.7058823529411765,0.5342925927999552,0.0,0.1967934611757309,0.041934942052516654,0.001287721852079926
201.tiff,canine lung cancer,3,0.2481656261296909,23817,17,47,11.663784428095472,12.656446932614235,115792,0.3335852542301717,0.03371541336020489,0.03371541336020489,14.14544068939238,34.49502203202704,62.7859034108118,81.6464909966683,8.95204246459904,1022.0,0.19523869504975438,0.9411764705882353,0.11764705882352941,11.291535988900936,7.444968783890727,44.42164707721467,0.7058823529411765,116423,0.3336272410463115,0.032371835243733466,0.032371835243733466,14.14544068939238,33.50235952750827,58.36855526570348,76.1868472218151,8.925725771309065,1016.0,0.19502876096905572,0.9411764705882353,0.17647058823529413,11.16745317583609,7.693134410020418,44.42164707721467,0.6470588235294118,0.3251039173699458,0.0,0.1965646390288002,0.030524415333585256,-0.00020993408069866493
201.tiff,canine lung cancer,4,0.2481656261296909,16911,17,51,12.656446932614235,12.656446932614235,115792,0.5916267518183431,0.05647211873928212,0.05647211873928212,13.89727506326269,34.49502203202704,56.08543150531014,81.6464909966683,8.589967040241756,941.0,0.3600023653243451,0.9411764705882353,0.058823529411764705,11.043370362771245,7.444968783890727,44.42164707721467,0.7647058823529411,116423,0.5897344923422624,0.05103187274555023,0.05103187274555023,13.649109437133,32.261531396859816,57.57442526208829,76.1868472218151,8.544202372378024,931.0,0.36100762817101295,0.9411764705882353,0.11764705882352941,10.795204736641555,7.693134410020418,44.42164707721467,0.7058823529411765,0.5815149902430371,0.0,0.19646125686394142,0.04913961326946958,0.0010052628466678537
233.tiff,canine lung cancer,0,0.2481656261296909,33221,17,25,6.2041406532422725,12.656446932614235,90031,0.46684326179223984,0.034315643719334155,0.034315643719334155,12.408281306484545,28.29088137878476,46.65513771238189,71.96803157761036,8.178453736268997,853.0,0.309111706450739,1.0,0.058823529411764705,8.1894656622798,4.715146896464127,38.71383767623178,0.8235294117647058,89906,0.4652478853737094,0.035850817254146475,0.035850817254146475,12.408281306484545,28.539047004914455,49.63312522593818,72.96069408212912,8.154448830555475,848.0,0.30863008338099396,1.0,0.0,8.1894656622798,4.715146896464127,24.5683969868394,0.8235294117647058,0.462749465699407,0.0,0.060560723346126326,0.01246199692965293,-0.00048162306974502966
233.tiff,canine lung cancer,1,0.2481656261296909,33221,17,25,6.2041406532422725,12.656446932614235,90031,0.46684326179223984,0.034315643719334155,0.034315643719334155,12.408281306484545,28.29088137878476,46.65513771238189,71.96803157761036,8.178453736268997,853.0,0.309111706450739,1.0,0.058823529411764705,8.1894656622798,4.715146896464127,38.71383767623178,0.8235294117647058,89906,0.4652478853737094,0.035850817254146475,0.035850817254146475,12.408281306484545,28.539047004914455,49.63312522593818,72.96069408212912,8.154448830555475,848.0,0.30863008338099396,1.0,0.0,8.1894656622798,4.715146896464127,24.5683969868394,0.8235294117647058,0.462749465699407,0.0,0.060560723346126326,0.01246199692965293,-0.00048162306974502966
233.tiff,canine lung cancer,2,0.2481656261296909,20836,17,43,10.671121923576708,12.656446932614235,90031,0.5548569783067767,0.0379631407179881,0.0379631407179881,11.911950054225162,27.79455012652538,44.91797832947405,71.96803157761036,7.949946510922686,806.0,0.38558264542138604,0.9411764705882353,0.058823529411764705,7.693134410020418,4.715146896464127,38.71383767623178,0.7647058823529411,89906,0.5548569783067767,0.03993088884622768,0.03993088884622768,11.911950054225162,28.04271575265507,46.952936463737245,72.96069408212912,7.930195060502357,802.0,0.3862545594163947,0.9411764705882353,0.0,7.693134410020418,4.715146896464127,24.5683969868394,0.7647058823529411,0.5513534267613746,0.0,0.05727715877437326,0.013630255327318104,0.000671913995008655
233.tiff,canine lung cancer,3,0.2481656261296909,18082,17,51,12.656446932614235,12.656446932614235,90031,0.5938502378055525,0.0393761752018582,0.0393761752018582,11.911950054225162,27.54638450039569,44.91797832947405,71.96803157761036,7.905436351743732,797.0,0.4179847362017476,0.9411764705882353,0.058823529411764705,7.693134410020418,4.715146896464127,38.71383767623178,0.7647058823529411,89906,0.5929653799358479,0.04114589094126756,0.04114589094126756,11.911950054225162,27.79455012652538,47.39963459077096,72.96069408212912,7.897993214411026,795.5,0.41853777237031303,0.9411764705882353,0.0,7.693134410020418,4.715146896464127,24.5683969868394,0.7647058823529411,0.5897577701581683,0.0,0.05570142535633908,0.015374405486118792,0.0005530361685654461
233.tiff,canine lung cancer,4,0.2481656261296909,33221,17,25,6.2041406532422725,12.656446932614235,90031,0.46684326179223984,0.034315643719334155,0.034315643719334155,12.408281306484545,28.29088137878476,46.65513771238189,71.96803157761036,8.178453736268997,853.0,0.309111706450739,1.0,0.058823529411764705,8.1894656622798,4.715146896464127,38.71383767623178,0.8235294117647058,89906,0.4652478853737094,0.035850817254146475,0.035850817254146475,12.408281306484545,28.539047004914455,49.63312522593818,72.96069408212912,8.154448830555475,848.0,0.30863008338099396,1.0,0.0,8.1894656622798,4.715146896464127,24.5683969868394,0.8235294117647058,0.462749465699407,0.0,0.060560723346126326,0.01246199692965293,-0.00048162306974502966
245.tiff,canine lymphosarcoma,0,0.2481656261296909,38389,89,47,11.663784428095472,12.656446932614235,100377,0.41397275261142513,0.0011722107895490897,0.0011722107895490897,8.1894656622798,17.371593829078364,28.29088137878476,50.87395335658663,6.005865493441882,460.0,0.36403657297663394,0.3258426966292135,0.0,8.685796914539182,4.466981270334436,22.831237603931562,0.3146067415730337,100602,0.41295683659381593,0.001015916017609211,0.001015916017609211,8.1894656622798,17.371593829078364,28.29088137878476,50.87395335658663,5.992795041619396,458.0,0.36348954127484434,0.3258426966292135,0.0,8.685796914539182,4.466981270334436,22.831237603931562,0.3146067415730337,0.4112375941024773,0.0,0.03502882118198518,0.007580296439084112,-0.000547031701789602
245.tiff,canine lymphosarcoma,1,0.2481656261296909,40879,89,51,12.656446932614235,12.656446932614235,100377,0.6665525086230094,0.0018102204065657183,0.0018102204065657183,8.1894656622798,17.123428202948674,28.29088137878476,50.87395335658663,5.826941176992807,433.0,0.5738398688813328,0.8089887640449438,0.0,7.569051596955573,2.233490635167218,24.81656261296909,0.7303370786516854,100602,0.6648401379681499,0.001516671151446953,0.001516671151446953,8.1894656622798,17.123428202948674,27.54638450039569,50.87395335658663,5.79996445258232,429.0,0.5731793830573155,0.797752808988764,0.0,7.693134410020418,2.481656261296909,24.81656261296909,0.7303370786516854,0.6635925536338951,0.0,0.033509050023961366,0.009466963477580175,-0.0006604858240172318
245.tiff,canine lymphosarcoma,2,0.2481656261296909,36765,89,51,12.656446932614235,12.656446932614235,100377,0.7770161838705291,0.001767985856113151,0.001767985856113151,7.941300036150109,16.87526257681898,28.29088137878476,50.87395335658663,5.745631035263833,421.0,0.6972120223038216,0.898876404494382,0.0,7.196803157761036,4.466981270334436,24.81656261296909,0.8764044943820225,100602,0.7753569971440228,0.0015503875968992248,0.0015503875968992248,7.941300036150109,16.62709695068929,27.54638450039569,50.87395335658663,5.725123066074659,418.0,0.6965320277437781,0.898876404494382,0.0,7.196803157761036,4.466981270334436,19.35691883811589,0.8764044943820225,0.7739426084591323,0.0,0.032122021508399524,0.010199918400652794,-0.0006799945600435287
245.tiff,canine lymphosarcoma,3,0.2481656261296909,38012,89,41,10.174790671317327,12.656446932614235,100377,0.7585499316005472,0.002104598547827002,0.002104598547827002,7.941300036150109,16.87526257681898,28.29088137878476,50.87395335658663,5.690778886545792,413.0,0.6765232031989898,0.9101123595505618,0.0,6.948637531631345,3.4743187658156724,26.801887622006618,0.8426966292134831,100602,0.7569188677259813,0.0018152162475007893,0.0018152162475007893,7.941300036150109,16.62709695068929,27.54638450039569,50.87395335658663,5.663153583176037,409.0,0.6757076712617068,0.9101123595505618,0.0,6.948637531631345,3.7224843919453634,26.801887622006618,0.8426966292134831,0.7557087235609807,0.0,0.03195711202395043,0.009760075765547722,-0.0008155319372830094
245.tiff,canine lymphosarcoma,4,0.2481656261296909,37617,89,51,12.656446932614235,12.656446932614235,100377,0.8277906265784087,0.002179865486349257,0.002179865486349257,7.941300036150109,16.62709695068929,27.79455012652538,50.87395335658663,5.663153583176037,409.0,0.7438923890794056,0.9550561797752809,0.0,7.196803157761036,4.466981270334436,22.831237603931562,0.9325842696629213,100602,0.8264614403062445,0.0018608607810298536,0.0018608607810298536,7.693134410020418,16.62709695068929,27.298218874266,50.87395335658663,5.642345845032254,406.0,0.7434936331977563,0.9550561797752809,0.0,7.196803157761036,4.466981270334436,22.831237603931562,0.9325842696629213,0.8252385889358534,0.0,0.03108591308829688,0.01028790174655076,-0.000398755881649282
246.tiff,canine lymphosarcoma,0,0.2481656261296909,30343,115,41,10.174790671317327,12.656446932614235,166756,0.5860659789737337,0.031638269123026724,0.031638269123026724,12.160115680354854,29.531709509433217,58.81525339273674,90.0841222850778,7.166668820655848,655.0,0.37557261971459643,0.9130434782608695,0.008695652173913044,7.693134410020418,4.963312522593818,48.64046272141942,0.8434782608695652,165994,0.5874501532478661,0.030814355864614573,0.030814355864614573,12.408281306484545,29.531709509433217,56.58176275756952,90.0841222850778,7.199418429868789,661.0,0.37415548891012756,0.9130434782608695,0.0,7.693134410020418,4.963312522593818,36.97667829332394,0.8521739130434782,0.5804963253468675,0.0,0.15277620074940387,0.03984444517681179,-0.001417130804468869
246.tiff,canine lymphosarcoma,1,0.2481656261296909,31638,115,51,12.656446932614235,12.656446932614235,166756,0.5835387824767685,0.030785763954737973,0.030785763954737973,12.160115680354854,29.531709509433217,57.67120985627872,90.0841222850778,7.172137473737494,656.0,0.37366458056767177,0.9826086956521739,0.017391304347826087,7.941300036150109,4.466981270334436,60.80057840177427,0.8956521739130435,165994,0.585624881471648,0.030564511031038626,0.030564511031038626,12.408281306484545,29.779875135562907,57.30640638586779,90.0841222850778,7.226596399030397,666.0,0.37300082179657373,0.9826086956521739,0.008695652173913044,7.941300036150109,4.466981270334436,57.57442526208829,0.9043478260869565,0.5778494215816423,0.0,0.15709440980199102,0.03998356406852519,-0.000663758771098033
246.tiff,canine lymphosarcoma,2,0.2481656261296909,29149,115,47,11.663784428095472,12.656446932614235,166756,0.6634875982023397,0.03526707605749768,0.03526707605749768,12.160115680354854,29.283543883303526,57.82259088821798,90.0841222850778,7.100716477807948,643.0,0.4281793543517788,0.9391304347826087,0.008695652173913044,7.693134410020418,5.211478148723509,48.64046272141942,0.8782608695652174,165994,0.6645167930289204,0.034169268242478304,0.034169268242478304,12.160115680354854,29.531709509433217,57.57442526208829,90.0841222850778,7.136515793760458,649.5,0.4270472400425401,0.9478260869565217,0.0,7.693134410020418,4.466981270334436,27.050053248136308,0.8956521739130435,0.6581014786099009,0.0,0.15472032528801544,0.04188822944183334,-0.0011321143092387076
246.tiff,canine lymphosarcoma,3,0.2481656261296909,28531,115,51,12.656446932614235,12.656446932614235,166756,0.5231502576145246,0.028530370474221023,0.028530370474221023,12.160115680354854,29.531709509433217,57.82259088821798,90.0841222850778,7.15023776620567,652.0,0.335529774631103,0.8,0.0,7.941300036150109,5.211478148723509,39.458334554620855,0.7130434782608696,165994,0.5246924398023203,0.028109775332094914,0.028109775332094914,12.160115680354854,30.028040761692598,57.57442526208829,90.0841222850778,7.1939705150289175,660.0,0.3338123444674214,0.808695652173913,0.0,7.941300036150109,5.4596437748532,36.97667829332394,0.7217391304347827,0.5171217272440504,0.0,0.15602548461434187,0.03655672776979426,-0.001717430163681588
246.tiff,canine lymphosarcoma,4,0.2481656261296909,31289,115,37,9.182128166798563,12.656446932614235,166756,0.6759883665185848,0.035475726293585606,0.035475726293585606,11.911950054225162,29.283543883303526,58.81525339273674,90.0841222850778,7.06195984112135,636.0,0.4328038607817444,1.0,0.008695652173913044,7.693134410020418,4.466981270334436,48.64046272141942,0.9130434782608695,165994,0.6773946115248171,0.03474064367669149,0.03474064367669149,12.160115680354854,29.531709509433217,57.57442526208829,90.0841222850778,7.100716477807948,643.0,0.43162133657195817,1.0,0.0,7.693134410020418,4.466981270334436,36.97667829332394,0.9217391304347826,0.670906708427882,0.0,0.15172446646341464,0.04362555530697689,-0.0011825242097862065
300.tiff,canine cutaneous mast cell tumor,0,0.2533008895448562,23413,180,45,11.398540029518529,12.918345366787666,83661,0.4822107376243967,0.0,0.0,6.839124017711117,11.145239139973672,17.477761378595076,27.10319518129961,5.8015011449100555,412.0,0.45410669286293937,0.8333333333333334,0.0,6.839124017711117,4.559416011807412,15.704655151781084,0.8333333333333334,83081,0.4812710887113997,0.0,0.0,6.839124017711117,11.145239139973672,17.477761378595076,26.089991623120188,5.8015011449100555,412.0,0.4522273950369453,0.8333333333333334,0.0,6.839124017711117,4.559416011807412,15.704655151781084,0.8333333333333334,0.4778968948874557,0.0,0.03038698721959067,0.009140221244607697,-0.001879297825994053
300.tiff,canine cutaneous mast cell tumor,1,0.2533008895448562,29804,180,41,10.385336471339103,12.918345366787666,83661,0.26117299691316603,0.0,0.0,7.092424907255973,11.398540029518529,17.731062268139933,24.57018628585105,5.885382622073942,424.0,0.24087370822708362,0.25,0.0,6.839124017711117,2.279708005903706,10.63863736088396,0.24444444444444444,83081,0.2595960273788753,0.0,0.0,7.092424907255973,11.499860385336609,17.731062268139933,26.089991623120188,5.878438215381574,423.0,0.2389612132599651,0.25,0.0,6.839124017711117,2.279708005903706,10.63863736088396,0.24444444444444444,0.257348006978929,0.0,0.03233376792698826,0.0072137968057978796,-0.001912494967118511
300.tiff,canine cutaneous mast cell tumor,2,0.2533008895448562,23524,180,47,11.90514180860824,12.918345366787666,83661,0.39219520489712634,0.0,0.0,6.839124017711117,11.145239139973672,17.477761378595076,27.10319518129961,5.822584804264082,415.0,0.37493623533412684,0.8111111111111111,0.0,6.839124017711117,0.7599026686345686,15.704655151781084,0.8055555555555556,83081,0.39104744091140964,0.0,0.0,6.839124017711117,11.398540029518529,17.731062268139933,26.089991623120188,5.822584804264082,415.0,0.37323584424417616,0.8166666666666667,0.0,6.839124017711117,0.7599026686345686,15.704655151781084,0.8111111111111111,0.3874341098452644,0.0,0.030392802282203205,0.009692229212718926,-0.0017003910899506813
300.tiff,canine cutaneous mast cell tumor,3,0.2533008895448562,23524,180,47,11.90514180860824,12.918345366787666,83661,0.39219520489712634,0.0,0.0,6.839124017711117,11.145239139973672,17.477761378595076,27.10319518129961,5.822584804264082,415.0,0.37493623533412684,0.8111111111111111,0.0,6.839124017711117,0.7599026686345686,15.704655151781084,0.8055555555555556,83081,0.39104744091140964,0.0,0.0,6.839124017711117,11.398540029518529,17.731062268139933,26.089991623120188,5.822584804264082,415.0,0.37323584424417616,0.8166666666666667,0.0,6.839124017711117,0.7599026686345686,15.704655151781084,0.8111111111111111,0.3874341098452644,0.0,0.030392802282203205,0.009692229212718926,-0.0017003910899506813
300.tiff,canine cutaneous mast cell tumor,4,0.2533008895448562,28442,180,29,7.34572579680083,12.918345366787666,83661,0.44666338513466003,0.0,0.0,6.839124017711117,11.145239139973672,17.477761378595076,27.10319518129961,5.723529961197623,401.0,0.40809366429927574,0.9722222222222222,0.0,6.839124017711117,4.306115122262555,15.704655151781084,0.9722222222222222,83081,0.44515153646016453,0.0,0.0,6.839124017711117,11.398540029518529,17.731062268139933,26.089991623120188,5.723529961197623,401.0,0.4062653821812812,0.9722222222222222,0.0,6.839124017711117,4.306115122262555,15.704655151781084,0.9722222222222222,0.44188172421067434,0.0,0.02999681731381286,0.009422684761971731,-0.0018282821179945175
301.tiff,canine cutaneous mast cell tumor,0,0.2533008895448562,25447,217,41,10.385336471339103,12.918345366787666,58264,0.7860651550280976,0.015876134711360866,0.015876134711360866,7.852327575890542,17.477761378595076,46.860664565798395,143.87490526147832,6.056405494350252,449.0,0.6835383345777498,0.9308755760368663,0.0,6.0792213490765485,2.279708005903706,14.438150704056802,0.9216589861751152,58124,0.7867332102015955,0.016740676700593392,0.016740676700593392,7.852327575890542,17.477761378595076,72.31233794726819,144.12820615102316,6.063146070164181,450.0,0.6822022242307542,0.9354838709677419,0.0,6.0792213490765485,2.279708005903706,14.438150704056802,0.9308755760368663,0.7834322316972531,0.0,0.04975922953451043,0.012968129838487838,-0.001336110346995656
301.tiff,canine cutaneous mast cell tumor,1,0.2533008895448562,32225,217,51,12.918345366787666,12.918345366787666,58264,0.19286268425135764,0.0062063615205585725,0.0062063615205585725,9.372132913159678,20.51737205313335,78.52327575890541,143.87490526147832,6.9130501479876125,585.0,0.154755624515128,0.04608294930875576,0.0,8.612230244525112,6.0792213490765485,17.477761378595076,0.04608294930875576,58124,0.19391776570985259,0.006361520558572537,0.006361520558572537,9.372132913159678,20.770672942678207,139.56879013921576,144.12820615102316,6.918956214975132,586.0,0.1552211016291699,0.04608294930875576,0.0,7.852327575890541,0.2533008895448562,12.411743587697954,0.041474654377880185,0.19075252133436774,0.0,0.06588579795021962,0.007106283941039565,0.0004654771140419067
