file_name,tumor_type,seed_index,n_mit,n_pool,frac_on_nucleus,arm,lo_um,hi_um,retention_nominal,n_kept,n_tp,recall,depth_90,depth_95,depth_100
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,insample@1.00,4.237545967102051,22.36345672607422,1.0,19526,17,1.0,1177.0,1204.0,1204.0
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,20801,17,1.0,1191.0,1218.0,1218.0
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,insample@0.99,4.26097002029419,21.685277414321906,0.99,19454,16,0.9411764705882353,1304.0,,
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,lodo@0.99,2.823413163423538,24.682384529113353,0.99,20254,17,1.0,1184.0,1211.0,1211.0
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,insample@0.98,4.284394073486328,21.00709810256958,0.98,19352,16,0.9411764705882353,1301.0,,
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,lodo@0.98,3.6195910692214968,21.30833625793457,0.98,19767,16,0.9411764705882353,1202.0,,
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,insample@0.95,4.354666233062744,18.972560167312622,0.95,19054,16,0.9411764705882353,1290.0,,
233.tiff,canine lung cancer,2,17,20836,0.5548569783067767,lodo@0.95,3.963262927532197,15.015493750572142,0.95,18503,16,0.9411764705882353,1137.0,,
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,baseline,-inf,inf,,18082,17,1.0,1649.0,2320.0,2320.0
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,apriori,4.0,18.0,,16677,16,0.9411764705882353,2226.0,,
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,insample@1.00,4.237545967102051,22.36345672607422,1.0,17007,17,1.0,1628.0,2289.0,2289.0
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,18058,17,1.0,1649.0,2320.0,2320.0
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,insample@0.99,4.26097002029419,21.685277414321906,0.99,16941,16,0.9411764705882353,3597.0,,
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,lodo@0.99,2.823413163423538,24.682384529113353,0.99,17582,17,1.0,1636.0,2303.0,2303.0
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,insample@0.98,4.284394073486328,21.00709810256958,0.98,16849,16,0.9411764705882353,3587.0,,
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,lodo@0.98,3.6195910692214968,21.30833625793457,0.98,17183,16,0.9411764705882353,2280.0,,
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,insample@0.95,4.354666233062744,18.972560167312622,0.95,16577,16,0.9411764705882353,3534.0,,
233.tiff,canine lung cancer,3,17,18082,0.5938502378055525,lodo@0.95,3.963262927532197,15.015493750572142,0.95,16081,16,0.9411764705882353,2135.0,,
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,baseline,-inf,inf,,33221,17,1.0,434.0,1328.0,1328.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,apriori,4.0,18.0,,30498,17,1.0,1277.0,17341.0,17341.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,insample@1.00,4.237545967102051,22.36345672607422,1.0,30993,17,1.0,423.0,1291.0,1291.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,33168,17,1.0,434.0,1328.0,1328.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,insample@0.99,4.240493888854981,21.64006546020508,0.99,30900,17,1.0,1286.0,17727.0,17727.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,lodo@0.99,2.823413163423538,24.682384529113353,0.99,32148,17,1.0,434.0,1321.0,1321.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,insample@0.98,4.24344181060791,20.916674194335936,0.98,30773,17,1.0,1283.0,17606.0,17606.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,lodo@0.98,3.6195910692214968,21.30833625793457,0.98,31319,17,1.0,1309.0,18138.0,18138.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,insample@0.95,4.252285575866699,18.746500396728514,0.95,30433,17,1.0,1275.0,17275.0,17275.0
233.tiff,canine lung cancer,4,17,33221,0.4668432617922398,lodo@0.95,3.963262927532197,15.015493750572142,0.95,29575,17,1.0,1233.0,16445.0,16445.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,baseline,-inf,inf,,38389,89,1.0,12554.0,14988.0,16226.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,apriori,4.0,18.0,,37270,89,1.0,12326.0,14691.0,15902.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,insample@1.00,4.172277450561523,12.266881942749023,1.0,36449,89,1.0,12079.0,14379.0,15563.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,38334,89,1.0,12545.0,14973.0,16210.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,insample@0.99,4.2005367088317875,11.834890880584716,0.99,36251,89,1.0,12967.0,14533.0,24347.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,lodo@0.99,2.829468250274658,23.32760238647461,0.99,37831,89,1.0,12459.0,14857.0,16083.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,insample@0.98,4.228795967102051,11.402899818420407,0.98,36024,89,1.0,12882.0,14436.0,24198.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,37581,89,1.0,12401.0,14781.0,15999.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,insample@0.95,4.313573741912842,10.106926631927493,0.95,35103,89,1.0,12528.0,14051.0,23566.0
245.tiff,canine lymphosarcoma,0,89,38389,0.4139727526114251,lodo@0.95,4.022317862510684,17.37734603881836,0.95,37235,89,1.0,12313.0,14674.0,15884.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,baseline,-inf,inf,,40879,89,1.0,12748.0,17622.0,33073.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,apriori,4.0,18.0,,37424,88,0.9887640449438202,15666.0,20936.0,
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,insample@1.00,1.81476891040802,12.359222412109375,1.0,39309,89,1.0,12305.0,17003.0,31851.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,40821,89,1.0,12737.0,17606.0,33032.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,insample@0.99,1.8592506396770478,12.133831863403318,0.99,39152,89,1.0,13331.0,19244.0,31727.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,lodo@0.99,2.829468250274658,23.32760238647461,0.99,39629,89,1.0,14612.0,22246.0,32162.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,insample@0.98,1.9037323689460754,11.908441314697269,0.98,39026,89,1.0,13277.0,19176.0,31620.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,38455,89,1.0,16167.0,21578.0,31200.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,insample@0.95,2.3033863753080377,11.236976981163021,0.95,38340,89,1.0,14076.0,21443.0,31065.0
245.tiff,canine lymphosarcoma,1,89,40879,0.6665525086230094,lodo@0.95,4.022317862510684,17.37734603881836,0.95,37357,88,0.9887640449438202,15636.0,20892.0,
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,baseline,-inf,inf,,36765,89,1.0,13099.0,17916.0,29638.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,apriori,4.0,18.0,,34341,89,1.0,13868.0,19118.0,28014.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,insample@1.00,3.6187195777893066,13.161170959472656,1.0,34699,89,1.0,12644.0,17243.0,28253.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,36747,89,1.0,13096.0,17910.0,29630.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,insample@0.99,3.6567307221889496,12.59361461639405,0.99,34451,89,1.0,13859.0,19099.0,28062.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,lodo@0.99,2.829468250274658,23.32760238647461,0.99,36245,89,1.0,13040.0,17815.0,29383.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,insample@0.98,3.6947418665885925,12.02605827331542,0.98,34070,89,1.0,13713.0,18904.0,27754.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,35353,89,1.0,12849.0,17539.0,28787.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,insample@0.95,3.9828713178634647,10.182468485832201,0.95,31830,89,1.0,13201.0,20758.0,29442.0
245.tiff,canine lymphosarcoma,2,89,36765,0.7770161838705291,lodo@0.95,4.022317862510684,17.37734603881836,0.95,34269,89,1.0,13837.0,19075.0,27957.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,baseline,-inf,inf,,38012,89,1.0,11095.0,14084.0,20558.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,apriori,4.0,18.0,,35318,89,1.0,12600.0,15915.0,34051.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,insample@1.00,1.8574751615524292,15.596156120300293,1.0,37589,89,1.0,11025.0,13996.0,20414.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,37984,89,1.0,11093.0,14081.0,20553.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,insample@0.99,2.570614647865296,15.00392932891845,0.99,37310,89,1.0,10996.0,13957.0,20339.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,lodo@0.99,2.829468250274658,23.32760238647461,0.99,37388,89,1.0,11038.0,14009.0,20421.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,insample@0.98,3.283754134178163,14.411702537536625,0.98,36695,89,1.0,10886.0,13809.0,20106.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,36454,89,1.0,10848.0,13759.0,20038.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,insample@0.95,3.7043814659118652,12.359222412109375,0.95,35308,89,1.0,10622.0,13370.0,24111.0
245.tiff,canine lymphosarcoma,3,89,38012,0.7585499316005472,lodo@0.95,4.022317862510684,17.37734603881836,0.95,35252,89,1.0,12577.0,15883.0,33988.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,baseline,-inf,inf,,37617,89,1.0,12622.0,18681.0,29455.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,apriori,4.0,18.0,,34981,89,1.0,12204.0,17930.0,27868.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,insample@1.00,3.725489377975464,12.266881942749023,1.0,34792,89,1.0,12101.0,17789.0,27670.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,37600,89,1.0,12622.0,18679.0,29449.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,insample@0.99,3.815709834098816,11.405559425354001,0.99,33995,89,1.0,13061.0,17418.0,27060.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,lodo@0.99,2.829468250274658,23.32760238647461,0.99,37013,89,1.0,12589.0,18618.0,29214.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,insample@0.98,3.905930290222168,10.544236907958977,0.98,33015,89,1.0,12757.0,16975.0,26296.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,36095,89,1.0,12450.0,18354.0,28639.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,insample@0.95,3.9907225608825683,10.083192825317377,0.95,32156,89,1.0,15511.0,17960.0,31986.0
245.tiff,canine lymphosarcoma,4,89,37617,0.8277906265784087,lodo@0.95,4.022317862510684,17.37734603881836,0.95,34896,89,1.0,12182.0,17894.0,27804.0
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,baseline,-inf,inf,,30343,115,1.0,1477.0,1912.0,6268.0
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,apriori,4.0,18.0,,26729,114,0.991304347826087,1448.0,4062.0,
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,insample@1.00,3.777742624282837,25.155529022216797,1.0,27748,115,1.0,1416.0,1833.0,6053.0
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,30290,115,1.0,1477.0,1912.0,6266.0
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,insample@0.99,3.7992124557495117,20.838086318969758,0.99,27428,114,0.991304347826087,1483.0,3732.0,
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,lodo@0.99,2.829468250274658,23.32760238647461,0.99,28678,114,0.991304347826087,1505.0,2495.0,
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,insample@0.98,3.825465612411499,16.813059997558586,0.98,26717,114,0.991304347826087,1459.0,3646.0,
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,27730,114,0.991304347826087,1469.0,2439.0,
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,insample@0.95,3.9858054637908937,14.680813407897933,0.95,25873,114,0.991304347826087,1490.0,3931.0,
246.tiff,canine lymphosarcoma,0,115,30343,0.5860659789737337,lodo@0.95,4.022317862510684,17.37734603881836,0.95,26559,114,0.991304347826087,1441.0,4034.0,
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,baseline,-inf,inf,,31638,115,1.0,2073.0,3985.0,16972.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,apriori,4.0,18.0,,27920,115,1.0,2354.0,6099.0,26930.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,insample@1.00,3.508702278137207,25.155529022216797,1.0,29283,115,1.0,2003.0,3847.0,16163.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,31588,115,1.0,2073.0,3984.0,16967.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,insample@0.99,3.582410373687744,24.934723968505857,0.99,29134,115,1.0,2018.0,5302.0,16076.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,lodo@0.99,2.829468250274658,23.32760238647461,0.99,29948,115,1.0,2069.0,5422.0,16446.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,insample@0.98,3.656814126968384,23.81221672058102,0.98,28937,115,1.0,2431.0,5835.0,27940.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,28918,115,1.0,1996.0,5255.0,15942.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,insample@0.95,3.8107731342315674,16.05886268615723,0.95,27700,115,1.0,2325.0,6055.0,26711.0
246.tiff,canine lymphosarcoma,1,115,31638,0.5835387824767685,lodo@0.95,4.022317862510684,17.37734603881836,0.95,27742,115,1.0,2337.0,6056.0,26754.0
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,baseline,-inf,inf,,29149,115,1.0,1632.0,2350.0,8502.0
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,apriori,4.0,18.0,,25209,113,0.9826086956521739,1840.0,6394.0,
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,insample@1.00,3.6403238773345947,25.155529022216797,1.0,26497,115,1.0,1564.0,2256.0,8124.0
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,29109,115,1.0,1632.0,2350.0,8500.0
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,insample@0.99,3.821998188495636,19.130840620994604,0.99,25719,114,0.991304347826087,1770.0,5687.0,
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,lodo@0.99,2.829468250274658,23.32760238647461,0.99,27379,115,1.0,1702.0,2959.0,8286.0
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,insample@0.98,3.986714584827423,13.830291824340813,0.98,23881,112,0.9739130434782609,1788.0,6217.0,
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,26293,115,1.0,1648.0,2871.0,8056.0
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,insample@0.95,4.141385161876679,12.8838711977005,0.95,23059,112,0.9739130434782609,1969.0,6257.0,
246.tiff,canine lymphosarcoma,2,115,29149,0.6634875982023397,lodo@0.95,4.022317862510684,17.37734603881836,0.95,25008,113,0.9826086956521739,1826.0,6347.0,
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,baseline,-inf,inf,,28531,115,1.0,2136.0,3605.0,7065.0
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,apriori,4.0,18.0,,25734,114,0.991304347826087,2060.0,3753.0,
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,insample@1.00,3.6403238773345947,16.852754592895508,1.0,25841,115,1.0,2065.0,3461.0,6730.0
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,28459,115,1.0,2136.0,3604.0,7061.0
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,insample@0.99,3.8993889772892,16.401228570938112,0.99,25489,114,0.991304347826087,2043.0,3719.0,
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,lodo@0.99,2.829468250274658,23.32760238647461,0.99,27128,115,1.0,2112.0,3556.0,6955.0
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,insample@0.98,4.158454077243805,15.949702548980717,0.98,25157,114,0.991304347826087,2021.0,3674.0,
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,26499,115,1.0,2099.0,3534.0,6900.0
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,insample@0.95,4.355736005306245,14.647752285003657,0.95,24585,113,0.9826086956521739,2825.0,4467.0,
246.tiff,canine lymphosarcoma,3,115,28531,0.5231502576145246,lodo@0.95,4.022317862510684,17.37734603881836,0.95,25570,114,0.991304347826087,2053.0,3736.0,
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,baseline,-inf,inf,,31289,115,1.0,1066.0,2421.0,8527.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,apriori,4.0,18.0,,26679,115,1.0,1532.0,4568.0,14969.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,insample@1.00,3.62953782081604,25.155529022216797,1.0,28118,115,1.0,1009.0,2314.0,8150.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,lodo@1.00,0.49505379796028137,99.84673309326172,1.0,31260,115,1.0,1066.0,2421.0,8526.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,insample@0.99,3.6356858730316164,20.4229475975036,0.99,27730,115,1.0,1081.0,2334.0,8125.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,lodo@0.99,2.829468250274658,23.32760238647461,0.99,29157,115,1.0,1136.0,2434.0,8428.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,insample@0.98,3.6595625019073488,16.713823509216308,0.98,26877,115,1.0,1180.0,2326.0,7873.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,lodo@0.98,3.6266422271728516,22.268333435058594,0.98,27884,115,1.0,1086.0,2350.0,8165.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,insample@0.95,3.812837541103363,14.189323282241805,0.95,25727,115,1.0,1132.0,2956.0,14343.0
246.tiff,canine lymphosarcoma,4,115,31289,0.6759883665185848,lodo@0.95,4.022317862510684,17.37734603881836,0.95,26471,115,1.0,1517.0,4534.0,14837.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,baseline,-inf,inf,,23413,180,1.0,3868.0,6370.0,11702.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,apriori,4.0,18.0,,22036,177,0.9833333333333333,3927.0,9379.0,
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,insample@1.00,3.781035900115967,9.092473030090332,1.0,21919,180,1.0,3786.0,6238.0,11347.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,lodo@1.00,0.8094951510429382,99.84673309326172,1.0,23339,180,1.0,3867.0,6368.0,11696.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,insample@0.99,3.8209935319423676,9.062285132408142,0.99,21867,180,1.0,3848.0,8312.0,21585.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,lodo@0.99,3.3165440559387207,25.900210552215498,0.99,22525,180,1.0,3863.0,6362.0,11643.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,insample@0.98,3.8450802397727966,8.8459593296051,0.98,21777,180,1.0,4374.0,9015.0,21495.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,lodo@0.98,3.665332794189453,22.36345672607422,0.98,22304,180,1.0,3863.0,6360.0,11607.0
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,insample@0.95,3.937499052286148,8.3366694688797,0.95,21441,177,0.9833333333333333,5168.0,9316.0,
300.tiff,canine cutaneous mast cell tumor,0,180,23413,0.4822107376243967,lodo@0.95,4.172277450561523,18.69338035583496,0.95,21864,174,0.9666666666666667,4479.0,9722.0,
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,baseline,-inf,inf,,29804,180,1.0,2809.0,4105.0,20944.0
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,apriori,4.0,18.0,,28861,178,0.9888888888888889,2818.0,5632.0,
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,insample@1.00,2.041159152984619,8.411059379577637,1.0,28877,180,1.0,2715.0,3968.0,20315.0
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,lodo@1.00,0.8094951510429382,99.84673309326172,1.0,29672,180,1.0,2802.0,4091.0,20882.0
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,insample@0.99,2.3899654293060304,8.388485889434815,0.99,28801,180,1.0,2721.0,4080.0,20281.0
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,lodo@0.99,3.3165440559387207,25.900210552215498,0.99,29080,180,1.0,2798.0,4189.0,20623.0
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,insample@0.98,2.738771705627442,8.365912399291993,0.98,28716,180,1.0,2718.0,4075.0,20247.0
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,lodo@0.98,3.665332794189453,22.36345672607422,0.98,28985,179,0.9944444444444445,2792.0,4182.0,
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,insample@0.95,3.642081594467163,8.30154104232788,0.95,28474,179,0.9944444444444445,2705.0,4058.0,
300.tiff,canine cutaneous mast cell tumor,1,180,29804,0.261172996913166,lodo@0.95,4.172277450561523,18.69338035583496,0.95,28788,178,0.9888888888888889,2817.0,5624.0,
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,baseline,-inf,inf,,23524,180,1.0,2893.0,5721.0,11024.0
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,apriori,4.0,18.0,,22588,179,0.9944444444444445,4075.0,8380.0,
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,insample@1.00,0.6391116976737976,9.051952362060547,1.0,23225,180,1.0,2843.0,5620.0,10822.0
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,lodo@1.00,0.8094951510429382,99.84673309326172,1.0,23470,180,1.0,3255.0,6634.0,15266.0
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,insample@0.99,2.7305243134498616,8.747166752815248,0.99,22798,180,1.0,3393.0,7818.0,14829.0
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,lodo@0.99,3.3165440559387207,25.900210552215498,0.99,22983,180,1.0,3253.0,6631.0,15098.0
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,insample@0.98,3.5700893044471744,8.48616080284119,0.98,22382,179,0.9944444444444445,3967.0,8131.0,
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,lodo@0.98,3.665332794189453,22.36345672607422,0.98,22796,180,1.0,3607.0,8277.0,20347.0
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,insample@0.95,3.9548116922378544,7.916261613368988,0.95,21861,177,0.9833333333333333,5326.0,10339.0,
300.tiff,canine cutaneous mast cell tumor,2,180,23524,0.3921952048971263,lodo@0.95,4.172277450561523,18.69338035583496,0.95,22458,176,0.9777777777777777,5133.0,10861.0,
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,baseline,-inf,inf,,23524,180,1.0,2893.0,5721.0,11024.0
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,apriori,4.0,18.0,,22588,179,0.9944444444444445,4075.0,8380.0,
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,insample@1.00,0.6391116976737976,9.051952362060547,1.0,23225,180,1.0,2843.0,5620.0,10822.0
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,lodo@1.00,0.8094951510429382,99.84673309326172,1.0,23470,180,1.0,3255.0,6634.0,15266.0
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,insample@0.99,2.7305243134498616,8.747166752815248,0.99,22798,180,1.0,3393.0,7818.0,14829.0
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,lodo@0.99,3.3165440559387207,25.900210552215498,0.99,22983,180,1.0,3253.0,6631.0,15098.0
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,insample@0.98,3.5700893044471744,8.48616080284119,0.98,22382,179,0.9944444444444445,3967.0,8131.0,
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,lodo@0.98,3.665332794189453,22.36345672607422,0.98,22796,180,1.0,3607.0,8277.0,20347.0
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,insample@0.95,3.9548116922378544,7.916261613368988,0.95,21861,177,0.9833333333333333,5326.0,10339.0,
300.tiff,canine cutaneous mast cell tumor,3,180,23524,0.3921952048971263,lodo@0.95,4.172277450561523,18.69338035583496,0.95,22458,176,0.9777777777777777,5133.0,10861.0,
300.tiff,canine cutaneous mast cell tumor,4,180,28442,0.44666338513466,baseline,-inf,inf,,28442,180,1.0,3716.0,5274.0,10256.0
