file_name,tumor_type,arm_tag,arm,axis,budget,n_seeds,mean,sd,min,max,range,seed_pool_size,n_gt_mitotic,granularity_1_over_n
013.tiff,human breast cancer,pad_on_dropband,tm_score@pad_on_dropband,tm_score,100,5,0.7176470588235293,0.11314931800983141,0.5882352941176471,0.8823529411764706,0.2941176470588235,11,17,0.058823529411764705
013.tiff,human breast cancer,pad_on_dropband,tm_score@pad_on_dropband,tm_score,250,5,0.8235294117647058,0.1176470588235294,0.6470588235294118,0.9411764705882353,0.2941176470588235,11,17,0.058823529411764705
013.tiff,human breast cancer,pad_on_dropband,tm_score@pad_on_dropband,tm_score,500,5,0.9294117647058823,0.07669649888473706,0.8235294117647058,1.0,0.17647058823529416,11,17,0.058823529411764705
013.tiff,human breast cancer,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1000,5,0.9764705882352942,0.03221897397089213,0.9411764705882353,1.0,0.05882352941176472,11,17,0.058823529411764705
094.tiff,human breast cancer,pad_off,chromatin_od@pad_off,chromatin_od,50,5,0.41728395061728396,0.005521155499999481,0.4074074074074074,0.41975308641975306,0.012345679012345678,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,chromatin_od@pad_off,chromatin_od,100,5,0.5950617283950617,0.005521155499999505,0.5925925925925926,0.6049382716049383,0.012345679012345734,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,chromatin_od@pad_off,chromatin_od,250,5,0.7333333333333334,0.006762006882779797,0.7283950617283951,0.7407407407407407,0.012345679012345623,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,chromatin_od@pad_off,chromatin_od,500,5,0.8592592592592594,0.011042310999998955,0.8518518518518519,0.8765432098765432,0.024691358024691357,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,chromatin_od@pad_off,chromatin_od,1000,5,0.9506172839506173,0.0,0.9506172839506173,0.9506172839506173,0.0,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,tm_score@pad_off,tm_score,50,5,0.40740740740740744,0.021383343303319473,0.3950617283950617,0.4444444444444444,0.04938271604938271,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,tm_score@pad_off,tm_score,100,5,0.5925925925925926,0.02895318370261375,0.5679012345679012,0.6419753086419753,0.07407407407407407,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,tm_score@pad_off,tm_score,250,5,0.7308641975308643,0.0342578689518805,0.6790123456790124,0.7654320987654321,0.08641975308641969,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,tm_score@pad_off,tm_score,500,5,0.8320987654320987,0.022427039659981395,0.8024691358024691,0.8641975308641975,0.061728395061728336,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_off,tm_score@pad_off,tm_score,1000,5,0.9259259259259259,0.017459426695964154,0.9135802469135802,0.9506172839506173,0.03703703703703709,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,chromatin_od@pad_on,chromatin_od,50,5,0.4024691358024691,0.006762006882779828,0.3950617283950617,0.4074074074074074,0.012345679012345678,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,chromatin_od@pad_on,chromatin_od,100,5,0.5728395061728395,0.011042310999998967,0.5555555555555556,0.5802469135802469,0.024691358024691357,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,chromatin_od@pad_on,chromatin_od,250,5,0.7333333333333334,0.006762006882779797,0.7283950617283951,0.7407407407407407,0.012345679012345623,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,chromatin_od@pad_on,chromatin_od,500,5,0.8567901234567902,0.006762006882779798,0.8518518518518519,0.8641975308641975,0.012345679012345623,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,chromatin_od@pad_on,chromatin_od,1000,5,0.9506172839506173,0.0,0.9506172839506173,0.9506172839506173,0.0,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,tm_score@pad_on,tm_score,50,5,0.4049382716049383,0.02374738773045845,0.38271604938271603,0.4444444444444444,0.06172839506172839,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,tm_score@pad_on,tm_score,100,5,0.5901234567901235,0.03195599779146858,0.5555555555555556,0.6419753086419753,0.08641975308641969,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,tm_score@pad_on,tm_score,250,5,0.725925925925926,0.029474904657563746,0.6790123456790124,0.7530864197530864,0.07407407407407407,49,81,0.012345679012345678
094.tiff,human breast cancer,pad_on,tm_score@pad_on,tm_score,500,5,0.8320987654320987,0.022427039659981395,0.8024691358024691,0.8641975308641975,0.061728395061728336,49,81,0.012345679012345678
