file_name,image_id,mpp,pass,n_clicks,seed_index,seed_ann_id,n_candidates_after_selfhit,n_selfhit_dropped,dist_seed_to_nearest_cand,crop_um,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_100,encoder,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget,variant,query
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_16um_cl2n_snap,cos_lunit_dino_vits16_16um_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,458.0,1778.0,9308.0,lunit_dino_vits16_16um,2000,2000,173,60,0.8046511627906977,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_16um_cl2n_snap,cos_lunit_dino_vits16_16um_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,458.0,1778.0,9308.0,lunit_dino_vits16_16um,5000,5000,207,85,0.9627906976744186,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6343.0,13402.0,19999.0,resnet18_in1k,500,500,13,4,0.06046511627906977,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6343.0,13402.0,19999.0,resnet18_in1k,1000,1000,24,7,0.11162790697674418,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6343.0,13402.0,19999.0,resnet18_in1k,2000,2000,42,17,0.19534883720930232,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k,cos_resnet18_in1k,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6343.0,13402.0,19999.0,resnet18_in1k,5000,5000,85,41,0.3953488372093023,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4575.0,10943.0,18836.0,resnet18_in1k,500,500,18,9,0.08372093023255814,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4575.0,10943.0,18836.0,resnet18_in1k,1000,1000,35,16,0.16279069767441862,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4575.0,10943.0,18836.0,resnet18_in1k,2000,2000,60,24,0.27906976744186046,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n,cos_resnet18_in1k_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4575.0,10943.0,18836.0,resnet18_in1k,5000,5000,115,46,0.5348837209302325,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4931.0,9784.0,18537.0,resnet18_in1k,500,500,20,8,0.09302325581395349,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4931.0,9784.0,18537.0,resnet18_in1k,1000,1000,33,15,0.15348837209302327,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4931.0,9784.0,18537.0,resnet18_in1k,2000,2000,60,27,0.27906976744186046,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_cl2n_snap,cos_resnet18_in1k_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4931.0,9784.0,18537.0,resnet18_in1k,5000,5000,108,49,0.5023255813953489,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3047.0,6860.0,17776.0,resnet18_in1k_16um,500,500,42,6,0.19534883720930232,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3047.0,6860.0,17776.0,resnet18_in1k_16um,1000,1000,56,13,0.26046511627906976,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3047.0,6860.0,17776.0,resnet18_in1k_16um,2000,2000,91,29,0.4232558139534884,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um,cos_resnet18_in1k_16um,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3047.0,6860.0,17776.0,resnet18_in1k_16um,5000,5000,146,55,0.6790697674418604,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,852.0,4069.0,17171.0,resnet18_in1k_16um,500,500,86,17,0.4,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,852.0,4069.0,17171.0,resnet18_in1k_16um,1000,1000,109,28,0.5069767441860465,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,852.0,4069.0,17171.0,resnet18_in1k_16um,2000,2000,139,42,0.6465116279069767,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n,cos_resnet18_in1k_16um_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,852.0,4069.0,17171.0,resnet18_in1k_16um,5000,5000,182,68,0.8465116279069768,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,1109.0,4900.0,18584.0,resnet18_in1k_16um,500,500,78,16,0.3627906976744186,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,1109.0,4900.0,18584.0,resnet18_in1k_16um,1000,1000,102,26,0.4744186046511628,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,1109.0,4900.0,18584.0,resnet18_in1k_16um,2000,2000,130,40,0.6046511627906976,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_resnet18_in1k_16um_cl2n_snap,cos_resnet18_in1k_16um_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,1109.0,4900.0,18584.0,resnet18_in1k_16um,5000,5000,175,66,0.813953488372093,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2482.0,8398.0,20291.0,rawpixel_ccoeff,500,500,50,7,0.23255813953488372,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2482.0,8398.0,20291.0,rawpixel_ccoeff,1000,1000,74,13,0.34418604651162793,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2482.0,8398.0,20291.0,rawpixel_ccoeff,2000,2000,95,16,0.4418604651162791,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff,cos_rawpixel_ccoeff,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2482.0,8398.0,20291.0,rawpixel_ccoeff,5000,5000,146,41,0.6790697674418604,cosine,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4119.0,11137.0,20354.0,rawpixel_ccoeff,500,500,26,5,0.12093023255813953,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4119.0,11137.0,20354.0,rawpixel_ccoeff,1000,1000,38,11,0.17674418604651163,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4119.0,11137.0,20354.0,rawpixel_ccoeff,2000,2000,63,14,0.2930232558139535,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n,cos_rawpixel_ccoeff_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,4119.0,11137.0,20354.0,rawpixel_ccoeff,5000,5000,120,37,0.5581395348837209,cl2n,click
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n_snap,cos_rawpixel_ccoeff_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2372.0,9284.0,20245.0,rawpixel_ccoeff,500,500,49,5,0.22790697674418606,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n_snap,cos_rawpixel_ccoeff_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2372.0,9284.0,20245.0,rawpixel_ccoeff,1000,1000,66,8,0.30697674418604654,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n_snap,cos_rawpixel_ccoeff_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2372.0,9284.0,20245.0,rawpixel_ccoeff,2000,2000,97,16,0.4511627906976744,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,3,14787|14816|14976,20367,3,2.67,32.0,cos_rawpixel_ccoeff_cl2n_snap,cos_rawpixel_ccoeff_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2372.0,9284.0,20245.0,rawpixel_ccoeff,5000,5000,138,37,0.641860465116279,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,chromatin,od,False,,False,False,215,109,20367,0.9358,107,2,0.022144,1.0,29.609,191.0,1454.0,19931.0,chromatin_density_51px,500,500,136,37,0.6325581395348837,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,chromatin,od,False,,False,False,215,109,20367,0.9358,107,2,0.022144,1.0,29.609,191.0,1454.0,19931.0,chromatin_density_51px,1000,1000,164,59,0.7627906976744186,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,chromatin,od,False,,False,False,215,109,20367,0.9358,107,2,0.022144,1.0,29.609,191.0,1454.0,19931.0,chromatin_density_51px,2000,2000,182,77,0.8465116279069768,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,chromatin,od,False,,False,False,215,109,20367,0.9358,107,2,0.022144,1.0,29.609,191.0,1454.0,19931.0,chromatin_density_51px,5000,5000,195,96,0.9069767441860465,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,blob_native,score,False,,False,False,215,109,20367,0.9358,107,2,0.0,1.0,29.609,166.0,475.0,7747.0,otsu_component_mean,500,500,173,68,0.8046511627906977,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,blob_native,score,False,,False,False,215,109,20367,0.9358,107,2,0.0,1.0,29.609,166.0,475.0,7747.0,otsu_component_mean,1000,1000,200,85,0.9302325581395349,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,blob_native,score,False,,False,False,215,109,20367,0.9358,107,2,0.0,1.0,29.609,166.0,475.0,7747.0,otsu_component_mean,2000,2000,208,98,0.9674418604651163,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,blob_native,score,False,,False,False,215,109,20367,0.9358,107,2,0.0,1.0,29.609,166.0,475.0,7747.0,otsu_component_mean,5000,5000,212,104,0.986046511627907,,
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,147.0,267.0,1536.0,fcos_midogpp_r18,500,500,204,67,0.9488372093023256,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,147.0,267.0,1536.0,fcos_midogpp_r18,1000,1000,212,84,0.986046511627907,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,147.0,267.0,1536.0,fcos_midogpp_r18,2000,2000,215,95,1.0,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18,cos_fcos_midogpp_r18,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,147.0,267.0,1536.0,fcos_midogpp_r18,5000,5000,215,106,1.0,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,134.0,231.0,1514.0,fcos_midogpp_r18,500,500,206,69,0.958139534883721,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,134.0,231.0,1514.0,fcos_midogpp_r18,1000,1000,211,86,0.9813953488372092,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,134.0,231.0,1514.0,fcos_midogpp_r18,2000,2000,215,97,1.0,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n,cos_fcos_midogpp_r18_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,134.0,231.0,1514.0,fcos_midogpp_r18,5000,5000,215,106,1.0,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,123.0,213.0,1678.0,fcos_midogpp_r18,500,500,206,60,0.958139534883721,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,123.0,213.0,1678.0,fcos_midogpp_r18,1000,1000,213,82,0.9906976744186047,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,123.0,213.0,1678.0,fcos_midogpp_r18,2000,2000,215,91,1.0,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_fcos_midogpp_r18_cl2n_snap,cos_fcos_midogpp_r18_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,123.0,213.0,1678.0,fcos_midogpp_r18,5000,5000,215,106,1.0,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,5056.0,11134.0,19248.0,kaiko_vits16,500,500,14,4,0.06511627906976744,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,5056.0,11134.0,19248.0,kaiko_vits16,1000,1000,34,6,0.15813953488372093,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,5056.0,11134.0,19248.0,kaiko_vits16,2000,2000,57,16,0.2651162790697674,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16,cos_kaiko_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,5056.0,11134.0,19248.0,kaiko_vits16,5000,5000,107,35,0.49767441860465117,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3437.0,8855.0,19251.0,kaiko_vits16,500,500,37,8,0.17209302325581396,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3437.0,8855.0,19251.0,kaiko_vits16,1000,1000,54,11,0.25116279069767444,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3437.0,8855.0,19251.0,kaiko_vits16,2000,2000,84,23,0.39069767441860465,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n,cos_kaiko_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3437.0,8855.0,19251.0,kaiko_vits16,5000,5000,132,41,0.6139534883720931,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2286.0,7638.0,19643.0,kaiko_vits16,500,500,47,11,0.2186046511627907,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2286.0,7638.0,19643.0,kaiko_vits16,1000,1000,67,17,0.3116279069767442,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2286.0,7638.0,19643.0,kaiko_vits16,2000,2000,97,29,0.4511627906976744,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_kaiko_vits16_cl2n_snap,cos_kaiko_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,2286.0,7638.0,19643.0,kaiko_vits16,5000,5000,147,46,0.6837209302325581,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6402.0,12413.0,18567.0,lunit_dino_vits16,500,500,18,5,0.08372093023255814,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6402.0,12413.0,18567.0,lunit_dino_vits16,1000,1000,26,9,0.12093023255813953,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6402.0,12413.0,18567.0,lunit_dino_vits16,2000,2000,48,13,0.22325581395348837,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16,cos_lunit_dino_vits16,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,6402.0,12413.0,18567.0,lunit_dino_vits16,5000,5000,96,33,0.44651162790697674,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3493.0,8957.0,18844.0,lunit_dino_vits16,500,500,31,9,0.14418604651162792,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3493.0,8957.0,18844.0,lunit_dino_vits16,1000,1000,50,13,0.23255813953488372,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3493.0,8957.0,18844.0,lunit_dino_vits16,2000,2000,77,25,0.3581395348837209,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n,cos_lunit_dino_vits16_cl2n,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3493.0,8957.0,18844.0,lunit_dino_vits16,5000,5000,138,41,0.641860465116279,cl2n,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3364.0,9758.0,19283.0,lunit_dino_vits16,500,500,35,6,0.16279069767441862,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3364.0,9758.0,19283.0,lunit_dino_vits16,1000,1000,50,15,0.23255813953488372,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3364.0,9758.0,19283.0,lunit_dino_vits16,2000,2000,82,24,0.3813953488372093,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_cl2n_snap,cos_lunit_dino_vits16_cl2n_snap,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,3364.0,9758.0,19283.0,lunit_dino_vits16,5000,5000,130,41,0.6046511627906976,cl2n_snap,snap
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_16um,cos_lunit_dino_vits16_16um,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,1705.0,5265.0,18612.0,lunit_dino_vits16_16um,500,500,68,24,0.31627906976744186,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_16um,cos_lunit_dino_vits16_16um,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,1705.0,5265.0,18612.0,lunit_dino_vits16_16um,1000,1000,89,35,0.413953488372093,cosine,click
301.tiff,301,0.2533,3click,3,4,14754|14816|14976,20367,3,2.67,32.0,cos_lunit_dino_vits16_16um,cos_lunit_dino_vits16_16um,True,,False,False,215,109,20367,0.9358,107,4,0.0,1.0,29.609,1705.0,5265.0,18612.0,lunit_dino_vits16_16um,2000,2000,115,43,0.5348837209302325,cosine,click
