subset,file_name,domain,image_id,seed_index,condition,seed_ann_id,click_cx,click_cy,base_size,tpl_cx,tpl_cy,tpl_offset_px,tpl_sha1,n_agreement_pool,n_after_border,n_joint_valid,n_seed_pool,n_retries,refused_draws,contested_seed_tier,n_gt_mitotic,nearest_other_ann_px,n_peaks,max_peaks_binding,n_detections,n_blanked_px,n_near_click,near_click_detail,od_nan,od_descending,match_radius_px,mpp,t_pipeline_s,tp_at_10,tp_at_20,tp_at_30,precision_at_10,precision_at_20,precision_at_30
original_14,233.tiff,canine lung cancer,233,0,hem_bbox,5761,4419.0,2138.0,23,4419.0,2138.0,0.0,8ee249f5edc1b29568faa556585cb245821de694,13,12,11,12,0,,False,17,449.81,100,True,97,529,0,,0,True,30.221751968503938,0.24816562612969095,6.5,6,7,9,0.6,0.35,0.3
original_14,233.tiff,canine lung cancer,233,1,default_51,5760,3570.0,1962.0,51,3570.0,1962.0,0.0,fd9cdb60da83936e38d5a7409cfa20907b0a4ff7,13,12,11,11,0,,False,17,350.07,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.9,6,8,9,0.6,0.4,0.3
original_14,233.tiff,canine lung cancer,233,1,gray_bbox,5760,3570.0,1962.0,51,3565.0,1962.0,5.0,30c0ff6da52e3a11c01d056c858901414fc5dfdd,13,12,11,11,0,,False,17,350.07,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.6,7,8,9,0.7,0.4,0.3
original_14,233.tiff,canine lung cancer,233,1,hem_bbox,5760,3570.0,1962.0,29,3571.0,1963.0,1.414,0758520c2ff755a560fb524eee2723f4342f739d,13,12,11,11,0,,False,17,350.07,100,True,100,841,0,,0,True,30.221751968503938,0.24816562612969095,4.7,8,10,12,0.8,0.5,0.4
original_14,233.tiff,canine lung cancer,233,2,default_51,5770,2081.0,3653.0,51,2081.0,3653.0,0.0,6544f4315b685f4ee35429723a871a0c2338faa1,13,12,11,10,0,,False,17,548.34,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.0,7,8,9,0.7,0.4,0.3
original_14,233.tiff,canine lung cancer,233,2,gray_bbox,5770,2081.0,3653.0,43,2077.0,3646.0,8.062,3cad2265ac8ad738127e08ea8990bdf257e517e5,13,12,11,10,0,,False,17,548.34,100,True,99,1849,0,,0,True,30.221751968503938,0.24816562612969095,4.7,6,8,10,0.6,0.4,0.3333333333333333
original_14,233.tiff,canine lung cancer,233,2,hem_bbox,5770,2081.0,3653.0,31,2083.0,3652.0,2.236,2ab549fd5436d2e4b1813834433c41985990608f,13,12,11,10,0,,False,17,548.34,100,True,100,961,0,,0,True,30.221751968503938,0.24816562612969095,4.4,6,8,11,0.6,0.4,0.36666666666666664
testing_35,211.tiff,canine lung cancer,211,0,default_51,4916,5027.0,1377.0,51,5027.0,1377.0,0.0,8087e4a07329c48e942fae3217ab307e930a0f66,14,14,8,14,1,4917:gray_bbox+hem_bbox,False,19,233.62,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.2,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,0,gray_bbox,4916,5027.0,1377.0,51,5027.0,1377.0,0.0,8087e4a07329c48e942fae3217ab307e930a0f66,14,14,8,14,1,4917:gray_bbox+hem_bbox,False,19,233.62,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.2,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,0,hem_bbox,4916,5027.0,1377.0,23,5026.5,1377.0,0.5,376f59aaba0bd5ffe8e0e24e550f72677807bbfc,14,14,8,14,1,4917:gray_bbox+hem_bbox,False,19,233.62,100,True,98,529,0,,0,True,30.221751968503938,0.24816562612969095,4.7,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,1,default_51,4919,2856.0,2567.0,51,2856.0,2567.0,0.0,43775fae15e408e914b405eaf6c434be382a9d49,14,14,8,13,1,4918:gray_bbox+hem_bbox,False,19,529.95,100,True,99,2601,0,,0,True,30.221751968503938,0.24816562612969095,4.8,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,1,gray_bbox,4919,2856.0,2567.0,43,2854.0,2571.5,4.924,857f30dcb4b7c8673c9d32f1ab6c3b48eeaa4a6d,14,14,8,13,1,4918:gray_bbox+hem_bbox,False,19,529.95,100,True,100,1849,0,,0,True,30.221751968503938,0.24816562612969095,4.5,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,1,hem_bbox,4919,2856.0,2567.0,27,2855.5,2565.5,1.581,11ddb268dcf14562bed53a82933230ba872854d8,14,14,8,13,1,4918:gray_bbox+hem_bbox,False,19,529.95,100,True,98,729,0,,0,True,30.221751968503938,0.24816562612969095,4.0,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,2,default_51,4909,2429.0,1188.0,51,2429.0,1188.0,0.0,949a0a7d28beb45703bdb71660ba1123e112b03c,14,14,8,12,0,,False,19,364.68,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,4.3,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,2,gray_bbox,4909,2429.0,1188.0,51,2429.0,1188.0,0.0,949a0a7d28beb45703bdb71660ba1123e112b03c,14,14,8,12,0,,False,19,364.68,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,4.2,0,0,0,0.0,0.0,0.0
testing_35,211.tiff,canine lung cancer,211,2,hem_bbox,4909,2429.0,1188.0,25,2429.0,1188.5,0.5,85789b777052bee3d62882cae52336f8e941f696,14,14,8,12,0,,False,19,364.68,100,True,98,625,0,,0,True,30.221751968503938,0.24816562612969095,3.9,0,0,0,0.0,0.0,0.0
testing_35,220.tiff,canine lung cancer,220,0,default_51,5270,1034.0,2942.0,51,1034.0,2942.0,0.0,423a7c1972a741e29e64a2ff9ca08aafc4929cdc,51,51,40,51,0,,False,76,369.77,100,True,99,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.0,3,7,11,0.3,0.35,0.36666666666666664
testing_35,220.tiff,canine lung cancer,220,0,gray_bbox,5270,1034.0,2942.0,51,1034.0,2942.0,0.0,423a7c1972a741e29e64a2ff9ca08aafc4929cdc,51,51,40,51,0,,False,76,369.77,100,True,99,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.5,3,7,11,0.3,0.35,0.36666666666666664
testing_35,220.tiff,canine lung cancer,220,0,hem_bbox,5270,1034.0,2942.0,25,1035.5,2943.0,1.803,f42994ec6132f9f6aa5ca220b2705fe0023b9789,51,51,40,51,0,,False,76,369.77,100,True,98,625,0,,0,True,30.221751968503938,0.24816562612969095,5.2,7,12,13,0.7,0.6,0.43333333333333335
testing_35,220.tiff,canine lung cancer,220,1,default_51,5293,3107.0,4582.0,51,3107.0,4582.0,0.0,47a841961733cb6918a86aa31e084bc0793967ba,51,51,40,50,0,,False,76,136.7,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,6.2,4,9,11,0.4,0.45,0.36666666666666664
testing_35,220.tiff,canine lung cancer,220,1,gray_bbox,5293,3107.0,4582.0,49,3108.0,4586.5,4.61,db1a2c5b76847b7f4ed2b36d2f446cf60df94fb9,51,51,40,50,0,,False,76,136.7,100,True,100,2401,0,,0,True,30.221751968503938,0.24816562612969095,5.6,5,10,12,0.5,0.5,0.4
testing_35,220.tiff,canine lung cancer,220,1,hem_bbox,5293,3107.0,4582.0,31,3106.0,4581.0,1.414,a4aa3f82eacc31c8446819eeb0ec77ba589265e9,51,51,40,50,0,,False,76,136.7,100,True,100,961,0,,0,True,30.221751968503938,0.24816562612969095,5.8,4,8,11,0.4,0.4,0.36666666666666664
testing_35,220.tiff,canine lung cancer,220,2,default_51,5247,3813.0,1715.0,51,3813.0,1715.0,0.0,f170b1870fa5760a57ff0dae65ace6ee95bdb01b,51,51,40,49,0,,False,76,321.66,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,6.6,6,9,13,0.6,0.45,0.43333333333333335
testing_35,220.tiff,canine lung cancer,220,2,gray_bbox,5247,3813.0,1715.0,51,3813.0,1715.0,0.0,f170b1870fa5760a57ff0dae65ace6ee95bdb01b,51,51,40,49,0,,False,76,321.66,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,7.0,6,9,13,0.6,0.45,0.43333333333333335
testing_35,220.tiff,canine lung cancer,220,2,hem_bbox,5247,3813.0,1715.0,23,3810.0,1717.0,3.606,bef3df430a1eaafb3dbd0d74e825a49c767cd7f8,51,51,40,49,0,,False,76,321.66,100,True,99,529,0,,0,True,30.221751968503938,0.24816562612969095,6.7,6,10,11,0.6,0.5,0.36666666666666664
testing_35,230.tiff,canine lung cancer,230,0,default_51,5689,1637.0,1590.0,51,1637.0,1590.0,0.0,166fb7ce4212b6fc9c0c933086cf8ddea3d70c17,9,9,8,9,0,,False,17,186.51,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,12.3,6,12,13,0.6,0.6,0.43333333333333335
testing_35,230.tiff,canine lung cancer,230,0,gray_bbox,5689,1637.0,1590.0,51,1637.0,1590.0,0.0,166fb7ce4212b6fc9c0c933086cf8ddea3d70c17,9,9,8,9,0,,False,17,186.51,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,13.6,6,12,13,0.6,0.6,0.43333333333333335
testing_35,230.tiff,canine lung cancer,230,0,hem_bbox,5689,1637.0,1590.0,27,1635.5,1590.0,1.5,4749352b04e6b37d499fbb9f3900a887b723b2d9,9,9,8,9,0,,False,17,186.51,100,True,98,729,0,,0,True,30.221751968503938,0.24816562612969095,6.4,6,13,14,0.6,0.65,0.4666666666666667
testing_35,230.tiff,canine lung cancer,230,1,default_51,5700,3271.0,2404.0,51,3271.0,2404.0,0.0,751fa22f85bdf4a63ed4157cc9a0357d57e5eb8d,9,9,8,8,0,,False,17,102.18,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,6.9,6,12,13,0.6,0.6,0.43333333333333335
testing_35,230.tiff,canine lung cancer,230,1,gray_bbox,5700,3271.0,2404.0,33,3277.0,2404.0,6.0,a4c4f831246fe012f55dc0c9dbbe0adbc33b61c8,9,9,8,8,0,,False,17,102.18,100,True,100,1089,0,,0,True,30.221751968503938,0.24816562612969095,6.1,6,12,12,0.6,0.6,0.4
testing_35,230.tiff,canine lung cancer,230,1,hem_bbox,5700,3271.0,2404.0,21,3271.0,2405.0,1.0,1dd99948f77a1fc42f81920ce05239ec40e87936,9,9,8,8,0,,False,17,102.18,100,True,99,441,0,,0,True,30.221751968503938,0.24816562612969095,4.6,6,12,12,0.6,0.6,0.4
testing_35,230.tiff,canine lung cancer,230,2,default_51,5703,2386.0,2895.0,51,2386.0,2895.0,0.0,7269f7a82c4548ad36194934649cb2ce5c5d588b,9,9,8,7,0,,False,17,452.73,100,True,99,2601,0,,0,True,30.221751968503938,0.24816562612969095,4.7,6,10,11,0.6,0.5,0.36666666666666664
testing_35,230.tiff,canine lung cancer,230,2,gray_bbox,5703,2386.0,2895.0,51,2386.0,2895.0,0.0,7269f7a82c4548ad36194934649cb2ce5c5d588b,9,9,8,7,0,,False,17,452.73,100,True,99,2601,0,,0,True,30.221751968503938,0.24816562612969095,4.7,6,10,11,0.6,0.5,0.36666666666666664
testing_35,230.tiff,canine lung cancer,230,2,hem_bbox,5703,2386.0,2895.0,27,2383.5,2894.0,2.693,7eeda66097e8bb5cf5f77f1e986c57a10a5d5dae,9,9,8,7,0,,False,17,452.73,100,True,99,729,0,,0,True,30.221751968503938,0.24816562612969095,3.9,6,12,15,0.6,0.6,0.5
testing_35,235.tiff,canine lung cancer,235,0,default_51,5810,5435.0,775.0,51,5435.0,775.0,0.0,1627872c5eed084c3efdf6b3d61b023f8dc88568,20,20,15,20,0,,False,21,367.73,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,4.7,4,4,7,0.4,0.2,0.23333333333333334
testing_35,235.tiff,canine lung cancer,235,0,gray_bbox,5810,5435.0,775.0,39,5433.5,768.5,6.671,be849ef1d87d8939a4c78b945574632eede0605f,20,20,15,20,0,,False,21,367.73,100,True,99,1521,0,,0,True,30.221751968503938,0.24816562612969095,4.7,4,4,6,0.4,0.2,0.2
testing_35,235.tiff,canine lung cancer,235,0,hem_bbox,5810,5435.0,775.0,25,5434.0,772.5,2.693,2231e64d5aed8de4736b976f5c4d7c5cb5aa7c81,20,20,15,20,0,,False,21,367.73,100,True,98,625,0,,0,True,30.221751968503938,0.24816562612969095,4.8,3,3,4,0.3,0.15,0.13333333333333333
testing_35,235.tiff,canine lung cancer,235,1,default_51,5831,6464.0,3084.0,51,6464.0,3084.0,0.0,b6d457f76719cd1dbf7ae9f11c183cc1912d82b0,20,20,15,19,0,,False,21,609.38,100,True,97,2601,0,,0,True,30.221751968503938,0.24816562612969095,6.3,3,4,4,0.3,0.2,0.13333333333333333
testing_35,235.tiff,canine lung cancer,235,1,gray_bbox,5831,6464.0,3084.0,39,6458.0,3085.5,6.185,33639fb5772ef3b7278283b78e3f2cc7558aab99,20,20,15,19,0,,False,21,609.38,100,True,99,1521,0,,0,True,30.221751968503938,0.24816562612969095,5.0,3,4,6,0.3,0.2,0.2
testing_35,235.tiff,canine lung cancer,235,1,hem_bbox,5831,6464.0,3084.0,23,6465.5,3087.5,3.808,cebe3155fdacd40f759957d8ef4e80e43b53c0d9,20,20,15,19,0,,False,21,609.38,100,True,98,529,0,,0,True,30.221751968503938,0.24816562612969095,4.9,3,3,5,0.3,0.15,0.16666666666666666
testing_35,235.tiff,canine lung cancer,235,2,default_51,5830,4330.0,3417.0,51,4330.0,3417.0,0.0,42fc828cc1d72e4d4ba3558d1e8676f91986c7d1,20,20,15,18,0,,False,21,611.65,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,5.0,3,3,6,0.3,0.15,0.2
testing_35,235.tiff,canine lung cancer,235,2,gray_bbox,5830,4330.0,3417.0,23,4329.0,3417.5,1.118,cf64fe03ff26ec70cd3af7d34fc7a78ff08afaa8,20,20,15,18,0,,False,21,611.65,100,True,99,529,0,,0,True,30.221751968503938,0.24816562612969095,4.7,4,4,5,0.4,0.2,0.16666666666666666
testing_35,235.tiff,canine lung cancer,235,2,hem_bbox,5830,4330.0,3417.0,21,4327.5,3416.5,2.55,b63ada6927ba0aa5bf759e4fa3f7fd62a660bf88,20,20,15,18,0,,False,21,611.65,100,True,95,441,0,,0,True,30.221751968503938,0.24816562612969095,4.6,3,3,3,0.3,0.15,0.1
testing_35,242.tiff,canine lung cancer,242,0,default_51,6180,2627.0,4231.0,51,2627.0,4231.0,0.0,4b8d6b44c7b6feafd975e51a438eac79d96f507f,23,23,18,23,0,,False,26,323.21,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,7.2,0,1,1,0.0,0.05,0.03333333333333333
testing_35,242.tiff,canine lung cancer,242,0,gray_bbox,6180,2627.0,4231.0,33,2631.0,4228.0,5.0,df08a161ab2630ba32903ab754d479e1f45da907,23,23,18,23,0,,False,26,323.21,100,True,99,1089,0,,0,True,30.221751968503938,0.24816562612969095,6.6,0,0,0,0.0,0.0,0.0
testing_35,242.tiff,canine lung cancer,242,0,hem_bbox,6180,2627.0,4231.0,23,2627.0,4228.5,2.5,53816474cf7a9a905ca1feb3e7329375d780c184,23,23,18,23,0,,False,26,323.21,100,True,99,529,0,,0,True,30.221751968503938,0.24816562612969095,6.8,0,0,0,0.0,0.0,0.0
testing_35,242.tiff,canine lung cancer,242,1,default_51,6178,201.0,4168.0,51,201.0,4168.0,0.0,3ca0707257309321ce9441c5398a354cb17434a8,23,23,18,22,0,,False,26,873.39,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,9.1,1,1,1,0.1,0.05,0.03333333333333333
testing_35,242.tiff,canine lung cancer,242,1,gray_bbox,6178,201.0,4168.0,45,201.5,4164.5,3.536,98d28f0acd7dfa915d958d4218c3e83b159cd628,23,23,18,22,0,,False,26,873.39,100,True,100,2025,0,,0,True,30.221751968503938,0.24816562612969095,9.2,1,1,1,0.1,0.05,0.03333333333333333
testing_35,242.tiff,canine lung cancer,242,1,hem_bbox,6178,201.0,4168.0,31,204.0,4165.5,3.905,5b440427af883bcd9118ee97e10b8c2e4ead34ea,23,23,18,22,0,,False,26,873.39,100,True,100,961,0,,0,True,30.221751968503938,0.24816562612969095,8.5,1,1,1,0.1,0.05,0.03333333333333333
testing_35,242.tiff,canine lung cancer,242,2,default_51,6161,3464.0,1628.0,51,3464.0,1628.0,0.0,2d5be10c1a4988bd23f452e77deaa9d4a9018528,23,23,18,21,0,,False,26,272.06,100,True,99,2601,0,,0,True,30.221751968503938,0.24816562612969095,10.5,0,1,1,0.0,0.05,0.03333333333333333
testing_35,242.tiff,canine lung cancer,242,2,gray_bbox,6161,3464.0,1628.0,41,3459.0,1626.5,5.22,155375f39079f8325bc37d306009224980022bf2,23,23,18,21,0,,False,26,272.06,100,True,99,1681,0,,0,True,30.221751968503938,0.24816562612969095,10.4,1,1,2,0.1,0.05,0.06666666666666667
testing_35,242.tiff,canine lung cancer,242,2,hem_bbox,6161,3464.0,1628.0,35,3462.5,1626.0,2.5,c2e17b9ba20828a4ac3f3f309d1abb530151e7a3,23,23,18,21,0,,False,26,272.06,100,True,98,1225,0,,0,True,30.221751968503938,0.24816562612969095,10.8,0,1,1,0.0,0.05,0.03333333333333333
original_14,245.tiff,canine lymphosarcoma,245,0,default_51,6317,4774.0,2184.0,51,4774.0,2184.0,0.0,4e2a055fabc3683dacc791dfd6abffc31e0f0a14,78,78,64,78,1,6274:hem_bbox,False,89,92.85,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,11.0,1,4,7,0.1,0.2,0.23333333333333334
original_14,245.tiff,canine lymphosarcoma,245,0,gray_bbox,6317,4774.0,2184.0,51,4774.0,2184.0,0.0,4e2a055fabc3683dacc791dfd6abffc31e0f0a14,78,78,64,78,1,6274:hem_bbox,False,89,92.85,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,9.7,1,4,7,0.1,0.2,0.23333333333333334
original_14,245.tiff,canine lymphosarcoma,245,0,hem_bbox,6317,4774.0,2184.0,23,4769.0,2186.0,5.385,11984e07edf247075399696a10c361192ae9e738,78,78,64,78,1,6274:hem_bbox,False,89,92.85,100,True,99,529,0,,0,True,30.221751968503938,0.24816562612969095,8.4,1,2,5,0.1,0.1,0.16666666666666666
original_14,245.tiff,canine lymphosarcoma,245,1,default_51,6243,794.0,170.0,51,794.0,170.0,0.0,2340dc408bb5b7e9eb2242cc2a945081f8eb548f,78,78,64,77,0,,False,89,319.08,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,9.1,0,0,1,0.0,0.0,0.03333333333333333
original_14,245.tiff,canine lymphosarcoma,245,1,gray_bbox,6243,794.0,170.0,51,794.0,169.0,1.0,24533f8ecc7a970613b2eadd56608d433b3cdcb5,78,78,64,77,0,,False,89,319.08,100,True,96,2601,0,,0,True,30.221751968503938,0.24816562612969095,8.7,0,0,1,0.0,0.0,0.03333333333333333
original_14,245.tiff,canine lymphosarcoma,245,1,hem_bbox,6243,794.0,170.0,35,782.5,161.5,14.3,8520a919a41ab2006d68c4e283697ba1134bbf69,78,78,64,77,0,,False,89,319.08,100,True,94,1225,0,,0,True,30.221751968503938,0.24816562612969095,7.3,1,2,3,0.1,0.1,0.1
original_14,245.tiff,canine lymphosarcoma,245,2,default_51,6250,1758.0,166.0,51,1758.0,166.0,0.0,1cd413df20ce611acde55661ff31206df322faab,78,78,64,76,0,,False,89,230.87,100,True,99,2601,0,,0,True,30.221751968503938,0.24816562612969095,7.7,1,1,1,0.1,0.05,0.03333333333333333
original_14,245.tiff,canine lymphosarcoma,245,2,gray_bbox,6250,1758.0,166.0,37,1751.0,174.0,10.63,8e03e951175da57c6e2121d3567c950b3ed6732d,78,78,64,76,0,,False,89,230.87,100,True,99,1369,0,,0,True,30.221751968503938,0.24816562612969095,7.5,2,3,3,0.2,0.15,0.1
original_14,245.tiff,canine lymphosarcoma,245,2,hem_bbox,6250,1758.0,166.0,21,1759.5,165.0,1.803,bb101b12b22102276123fd991df9ecb2282bf9b4,78,78,64,76,0,,False,89,230.87,100,True,98,441,0,,0,True,30.221751968503938,0.24816562612969095,6.7,1,2,2,0.1,0.1,0.06666666666666667
original_14,246.tiff,canine lymphosarcoma,246,0,default_51,6548,3634.0,3621.0,51,3634.0,3621.0,0.0,d52705e100bffca19288e176fb8ce51f00fab4b8,100,97,72,97,0,,False,115,131.88,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,7.2,10,17,24,1.0,0.85,0.8
original_14,246.tiff,canine lymphosarcoma,246,0,gray_bbox,6548,3634.0,3621.0,41,3627.5,3615.5,8.515,aa35d0e89e2bb3021d83b830ccda029104867bd9,100,97,72,97,0,,False,115,131.88,100,True,97,1681,0,,0,True,30.221751968503938,0.24816562612969095,6.7,10,14,21,1.0,0.7,0.7
original_14,246.tiff,canine lymphosarcoma,246,0,hem_bbox,6548,3634.0,3621.0,27,3632.5,3619.0,2.5,133b0eab6f6aaa2eef22bda78921e9f32a25fc96,100,97,72,97,0,,False,115,131.88,100,True,95,729,0,,0,True,30.221751968503938,0.24816562612969095,6.1,10,16,23,1.0,0.8,0.7666666666666667
original_14,246.tiff,canine lymphosarcoma,246,1,default_51,6599,5650.0,3720.0,51,5650.0,3720.0,0.0,64f8d1973cb97648d329f4b51c7fc80ec14abc3f,100,97,72,96,0,,False,115,235.28,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,6.6,10,19,26,1.0,0.95,0.8666666666666667
original_14,246.tiff,canine lymphosarcoma,246,1,gray_bbox,6599,5650.0,3720.0,51,5650.0,3720.0,0.0,64f8d1973cb97648d329f4b51c7fc80ec14abc3f,100,97,72,96,0,,False,115,235.28,100,True,98,2601,0,,0,True,30.221751968503938,0.24816562612969095,8.4,10,19,26,1.0,0.95,0.8666666666666667
original_14,246.tiff,canine lymphosarcoma,246,1,hem_bbox,6599,5650.0,3720.0,23,5652.0,3722.5,3.202,516ba385b3492d1635d8cfecd1e914f7249a8d0f,100,97,72,96,0,,False,115,235.28,100,True,96,529,0,,0,True,30.221751968503938,0.24816562612969095,8.8,10,16,19,1.0,0.8,0.6333333333333333
original_14,246.tiff,canine lymphosarcoma,246,2,default_51,6482,4659.0,1278.0,51,4659.0,1278.0,0.0,efa06d7c662a1ee3cddd234d517265ce47f40c81,100,97,72,95,0,,False,115,195.43,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,8.3,10,19,26,1.0,0.95,0.8666666666666667
original_14,246.tiff,canine lymphosarcoma,246,2,gray_bbox,6482,4659.0,1278.0,51,4659.0,1278.0,0.0,efa06d7c662a1ee3cddd234d517265ce47f40c81,100,97,72,95,0,,False,115,195.43,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,8.1,10,19,26,1.0,0.95,0.8666666666666667
original_14,246.tiff,canine lymphosarcoma,246,2,hem_bbox,6482,4659.0,1278.0,31,4661.0,1280.0,2.828,3feb9b71425daf844e0cb8b5a05daa9c64377ecd,100,97,72,95,0,,False,115,195.43,100,True,97,961,0,,0,True,30.221751968503938,0.24816562612969095,7.3,10,19,25,1.0,0.95,0.8333333333333334
testing_35,249.tiff,canine lymphosarcoma,249,0,default_51,6940,3611.0,621.0,51,3611.0,621.0,0.0,39fb274a6529587a067d6bd00bc1307f7261c7ce,66,66,57,66,0,,False,111,142.8,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,7.5,7,16,24,0.7,0.8,0.8
testing_35,249.tiff,canine lymphosarcoma,249,0,gray_bbox,6940,3611.0,621.0,29,3612.0,619.0,2.236,5e90bb8dc64afcdfbf709801aaafda910fc8922e,66,66,57,66,0,,False,111,142.8,100,True,100,841,0,,0,True,30.221751968503938,0.24816562612969095,7.1,6,15,23,0.6,0.75,0.7666666666666667
testing_35,249.tiff,canine lymphosarcoma,249,0,hem_bbox,6940,3611.0,621.0,23,3611.5,619.0,2.062,b7be7042f7ce22c895c52ebbc04cae6525070b70,66,66,57,66,0,,False,111,142.8,100,True,100,529,0,,0,True,30.221751968503938,0.24816562612969095,8.3,6,15,23,0.6,0.75,0.7666666666666667
testing_35,249.tiff,canine lymphosarcoma,249,1,default_51,7008,3751.0,2618.0,51,3751.0,2618.0,0.0,5a9666020cb5485469042887dbae0b88c94e232a,66,66,57,65,0,,False,111,149.97,100,True,97,2601,0,,0,True,30.221751968503938,0.24816562612969095,10.0,7,15,23,0.7,0.75,0.7666666666666667
testing_35,249.tiff,canine lymphosarcoma,249,1,gray_bbox,7008,3751.0,2618.0,39,3755.5,2620.5,5.148,5605aa4912fb57a5531f87f29a06f17edb0c1e12,66,66,57,65,0,,False,111,149.97,100,True,100,1521,0,,0,True,30.221751968503938,0.24816562612969095,8.6,7,15,23,0.7,0.75,0.7666666666666667
testing_35,249.tiff,canine lymphosarcoma,249,1,hem_bbox,7008,3751.0,2618.0,29,3754.0,2619.0,3.162,a19883ddc24533916ef7ff05d4437546eeb69325,66,66,57,65,0,,False,111,149.97,100,True,100,841,0,,0,True,30.221751968503938,0.24816562612969095,7.4,6,15,23,0.6,0.75,0.7666666666666667
testing_35,249.tiff,canine lymphosarcoma,249,2,default_51,6992,1801.0,2282.0,51,1801.0,2282.0,0.0,37d8837f0bbf153dae4f14f527fba661eed6af86,66,66,57,64,0,,False,111,140.57,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,8.4,7,16,24,0.7,0.8,0.8
testing_35,249.tiff,canine lymphosarcoma,249,2,gray_bbox,6992,1801.0,2282.0,27,1800.0,2278.0,4.123,2e0747a1cc37aa9f3ae2bcd684b3ed3f60858b37,66,66,57,64,0,,False,111,140.57,100,True,99,729,0,,0,True,30.221751968503938,0.24816562612969095,7.7,6,15,22,0.6,0.75,0.7333333333333333
testing_35,249.tiff,canine lymphosarcoma,249,2,hem_bbox,6992,1801.0,2282.0,23,1801.5,2280.0,2.062,9bf24930750e3f9928923e8b5b2b7b14e3b1014a,66,66,57,64,0,,False,111,140.57,100,True,99,529,0,,0,True,30.221751968503938,0.24816562612969095,7.7,6,15,21,0.6,0.75,0.7
testing_35,284.tiff,canine lymphosarcoma,284,0,default_51,11810,3734.0,1582.0,51,3734.0,1582.0,0.0,efd0653ea55beaf558f21d0064f6694badb6a405,56,55,47,55,0,,False,74,179.85,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,10.0,9,15,17,0.9,0.75,0.5666666666666667
testing_35,284.tiff,canine lymphosarcoma,284,0,gray_bbox,11810,3734.0,1582.0,39,3727.5,1581.5,6.519,9b31aecf2ecbad74771fd8e8edea9caa2a7b1066,56,55,47,55,0,,False,74,179.85,100,True,99,1521,0,,0,True,30.221751968503938,0.24816562612969095,10.2,8,15,19,0.8,0.75,0.6333333333333333
testing_35,284.tiff,canine lymphosarcoma,284,0,hem_bbox,11810,3734.0,1582.0,25,3733.5,1582.5,0.707,5ac296a1125372bc4d0ee2826b93c271f5519728,56,55,47,55,0,,False,74,179.85,100,True,99,625,0,,0,True,30.221751968503938,0.24816562612969095,8.3,7,11,14,0.7,0.55,0.4666666666666667
testing_35,284.tiff,canine lymphosarcoma,284,1,default_51,11817,6459.0,1078.0,51,6459.0,1078.0,0.0,59687b655d6a5031a0851742d362a4c8881b3ef0,56,55,47,54,1,11818:hem_bbox,False,74,42.38,100,True,100,2601,0,,0,True,30.221751968503938,0.24816562612969095,10.7,8,17,21,0.8,0.85,0.7
