file_name,tumor_type,image_id,seed_index,seed_ann_id,n_retries,contested_seed_tier,base_size,mpp,roi_h,roi_w,match_radius_px,nms_radius_px,pad_px,map_median,mad_scale,n_pre_nms_z1,n_post_nms_z1,n_at_current_z,n_gt_mitotic_eval,null_hit_frac,deep_recall_z1,precision_z1,coverage_z1,shortcut_ok,harness_full_list_recall,r5_n_detections,r5_tp,r5_precision,r5_recall,r5_fp_dup_on_mitotic
201.tiff,canine lung cancer,201,4,4479,0,False,51,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,25,-0.04357011243700981,1.0104498967766762,13988,11509,11508,17,0.0014138938637006315,1.0,0.0014772332290580465,0.7999261633204512,True,0.29411764705882354,48,5,0.10416666666666667,0.29411764705882354,0
233.tiff,canine lung cancer,233,0,5761,0,False,25,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,12,-0.015832459554076195,0.14361153841316698,34461,15075,15074,17,0.001508153454614007,1.0,0.0011277696696298262,0.8963929996543815,True,0.5882352941176471,48,10,0.20833333333333334,0.5882352941176471,1
233.tiff,canine lung cancer,233,1,5761,0,False,25,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,12,-0.015832459554076195,0.14361153841316698,34461,15075,15074,17,0.001508153454614007,1.0,0.0011277696696298262,0.8963929996543815,True,0.5882352941176471,48,10,0.20833333333333334,0.5882352941176471,1
233.tiff,canine lung cancer,233,2,5770,0,False,43,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,21,-0.06977707892656326,0.4837387481331825,16387,12390,12389,17,0.001523863386432903,1.0,0.0013721850028250867,0.8054089295252459,True,0.47058823529411764,48,8,0.16666666666666666,0.47058823529411764,0
233.tiff,canine lung cancer,233,3,5760,0,False,51,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,25,-0.1060665100812912,0.5876196233868599,14120,11606,11605,17,0.001516008420523455,1.0,0.0014648858250753986,0.7806108021491187,True,0.5294117647058824,48,9,0.1875,0.5294117647058824,0
233.tiff,canine lung cancer,233,4,5761,0,False,25,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,12,-0.015832459554076195,0.14361153841316698,34461,15075,15074,17,0.001508153454614007,1.0,0.0011277696696298262,0.8963929996543815,True,0.5882352941176471,48,10,0.20833333333333334,0.5882352941176471,1
245.tiff,canine lymphosarcoma,245,0,6274,0,False,47,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,23,-0.006506240926682949,0.214097073161602,53530,17032,17031,89,0.0077528513526251295,0.9775280898876404,0.005108331865421878,0.9554466333616112,True,0.0449438202247191,48,4,0.08333333333333333,0.0449438202247191,0
245.tiff,canine lymphosarcoma,245,1,6243,0,False,51,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,25,-0.003440076718106866,0.16965039850473404,56838,16547,16546,89,0.0077528513526251295,1.0,0.005378943551311495,0.9488798818613127,True,0.0,48,0,0.0,0.0,0
245.tiff,canine lymphosarcoma,245,2,6249,0,False,51,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,25,-0.00698518194258213,0.25166740287244316,43334,16366,16365,89,0.0077528513526251295,0.9775280898876404,0.005316223648029331,0.9414333741791561,True,0.0898876404494382,48,8,0.16666666666666666,0.0898876404494382,0
245.tiff,canine lymphosarcoma,245,3,6257,0,False,41,0.24816562612969095,4933,6577,30.221751968503938,30.221751968503938,20,-0.0006057264399714768,0.14518131827116013,52238,16857,16856,89,0.007776416250353474,1.0,0.005280018984337921,0.9541269990888239,True,0.10112359550561797,47,9,0.19148936170212766,0.10112359550561797,0
