subset,domain,file_name,pair,K,delta_tp_s0,delta_tp_s1,delta_tp_s2,delta_tp_sum
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_0 - default_51,10,-1,-1,-3,-5
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_0 - default_51,20,-1,-3,-4,-8
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_0 - default_51,30,-2,-3,-2,-7
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_0 - default_51,10,0,0,0,0
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_0 - default_51,20,0,0,-2,-2
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_0 - default_51,30,-1,-1,-1,-3
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_0 - default_51,10,1,-1,1,1
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_0 - default_51,20,0,-2,0,-2
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_0 - default_51,30,2,-1,2,3
original_14,human breast cancer,013.tiff,fill_alpha_0 - default_51,10,0,-1,-1,-2
original_14,human breast cancer,013.tiff,fill_alpha_0 - default_51,20,1,-3,0,-2
original_14,human breast cancer,013.tiff,fill_alpha_0 - default_51,30,1,-2,1,0
original_14,human breast cancer,094.tiff,fill_alpha_0 - default_51,10,0,0,0,0
original_14,human breast cancer,094.tiff,fill_alpha_0 - default_51,20,-3,-1,-1,-5
original_14,human breast cancer,094.tiff,fill_alpha_0 - default_51,30,-1,-2,1,-2
testing_35,human breast cancer,007.tiff,fill_alpha_0 - default_51,10,0,-1,0,-1
testing_35,human breast cancer,007.tiff,fill_alpha_0 - default_51,20,0,-1,0,-1
testing_35,human breast cancer,007.tiff,fill_alpha_0 - default_51,30,0,-1,0,-1
testing_35,human breast cancer,072.tiff,fill_alpha_0 - default_51,10,0,-1,0,-1
testing_35,human breast cancer,072.tiff,fill_alpha_0 - default_51,20,-6,-3,0,-9
testing_35,human breast cancer,072.tiff,fill_alpha_0 - default_51,30,-11,-5,-2,-18
testing_35,human breast cancer,100.tiff,fill_alpha_0 - default_51,10,0,0,0,0
testing_35,human breast cancer,100.tiff,fill_alpha_0 - default_51,20,-2,0,-3,-5
testing_35,human breast cancer,100.tiff,fill_alpha_0 - default_51,30,-1,0,-6,-7
testing_35,human breast cancer,123.tiff,fill_alpha_0 - default_51,10,-3,0,0,-3
testing_35,human breast cancer,123.tiff,fill_alpha_0 - default_51,20,-4,-4,-1,-9
testing_35,human breast cancer,123.tiff,fill_alpha_0 - default_51,30,-4,-6,-2,-12
testing_35,human breast cancer,128.tiff,fill_alpha_0 - default_51,10,1,-1,0,0
testing_35,human breast cancer,128.tiff,fill_alpha_0 - default_51,20,-4,-2,0,-6
testing_35,human breast cancer,128.tiff,fill_alpha_0 - default_51,30,-3,-2,0,-5
original_14,human melanoma,529.tiff,fill_alpha_0 - default_51,10,0,-2,-4,-6
original_14,human melanoma,529.tiff,fill_alpha_0 - default_51,20,0,-4,-7,-11
original_14,human melanoma,529.tiff,fill_alpha_0 - default_51,30,-1,-5,-7,-13
original_14,human melanoma,548.tiff,fill_alpha_0 - default_51,10,0,-1,-1,-2
original_14,human melanoma,548.tiff,fill_alpha_0 - default_51,20,-2,-2,-1,-5
original_14,human melanoma,548.tiff,fill_alpha_0 - default_51,30,-1,-2,-2,-5
testing_35,human melanoma,509.tiff,fill_alpha_0 - default_51,10,0,0,0,0
testing_35,human melanoma,509.tiff,fill_alpha_0 - default_51,20,1,0,0,1
testing_35,human melanoma,509.tiff,fill_alpha_0 - default_51,30,0,-3,1,-2
testing_35,human melanoma,524.tiff,fill_alpha_0 - default_51,10,-1,0,-1,-2
testing_35,human melanoma,524.tiff,fill_alpha_0 - default_51,20,-2,0,-1,-3
testing_35,human melanoma,524.tiff,fill_alpha_0 - default_51,30,-2,0,-1,-3
testing_35,human melanoma,527.tiff,fill_alpha_0 - default_51,10,-2,-2,-1,-5
testing_35,human melanoma,527.tiff,fill_alpha_0 - default_51,20,-3,-4,0,-7
testing_35,human melanoma,527.tiff,fill_alpha_0 - default_51,30,-4,-3,-1,-8
testing_35,human melanoma,546.tiff,fill_alpha_0 - default_51,10,0,-1,0,-1
testing_35,human melanoma,546.tiff,fill_alpha_0 - default_51,20,2,-2,0,0
testing_35,human melanoma,546.tiff,fill_alpha_0 - default_51,30,0,-4,-1,-5
testing_35,human melanoma,549.tiff,fill_alpha_0 - default_51,10,-1,-1,-1,-3
testing_35,human melanoma,549.tiff,fill_alpha_0 - default_51,20,-2,-3,-2,-7
testing_35,human melanoma,549.tiff,fill_alpha_0 - default_51,30,-2,-4,-3,-9
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_0 - default_51,10,-1,0,-1,-2
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_0 - default_51,20,-2,0,-2,-4
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_0 - default_51,30,-4,0,-1,-5
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_0 - default_51,10,-1,1,0,0
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_0 - default_51,20,-3,2,-3,-4
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_0 - default_51,30,-4,-1,-1,-6
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_0 - default_51,10,1,0,0,1
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_0 - default_51,20,1,-2,-1,-2
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_0 - default_51,30,1,-2,-2,-3
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_0 - default_51,10,0,-1,-1,-2
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_0 - default_51,20,0,0,0,0
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_0 - default_51,30,0,0,1,1
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_0 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_0 - default_51,20,-2,0,0,-2
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_0 - default_51,30,-3,-2,-2,-7
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_0 - default_51,10,-2,-1,-3,-6
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_0 - default_51,20,-3,-2,-4,-9
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_0 - default_51,30,-4,-1,-5,-10
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_0 - default_51,10,1,-2,-1,-2
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_0 - default_51,20,-2,-4,-2,-8
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_0 - default_51,30,-2,-4,-2,-8
original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_1 - default_51,10,0,0,0,0
original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_1 - default_51,20,-1,-1,0,-2
original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_1 - default_51,30,-1,-1,0,-2
original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_1 - default_51,10,-2,0,2,0
original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_1 - default_51,20,-3,0,5,2
original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_1 - default_51,30,-1,1,7,7
testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_1 - default_51,20,0,1,0,1
testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_1 - default_51,30,0,1,1,2
testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_1 - default_51,30,1,-1,0,0
testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_1 - default_51,10,0,1,0,1
testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_1 - default_51,30,0,0,0,0
testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_1 - default_51,10,1,0,0,1
testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_1 - default_51,20,-2,0,0,-2
testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_1 - default_51,30,2,-2,0,0
testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_1 - default_51,20,0,-1,0,-1
testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_1 - default_51,30,0,-1,0,-1
original_14,canine lung cancer,201.tiff,fill_alpha_1 - default_51,10,-1,-1,0,-2
original_14,canine lung cancer,201.tiff,fill_alpha_1 - default_51,20,-1,0,0,-1
original_14,canine lung cancer,201.tiff,fill_alpha_1 - default_51,30,0,-1,0,-1
original_14,canine lung cancer,233.tiff,fill_alpha_1 - default_51,10,0,1,0,1
original_14,canine lung cancer,233.tiff,fill_alpha_1 - default_51,20,0,0,0,0
original_14,canine lung cancer,233.tiff,fill_alpha_1 - default_51,30,1,0,1,2
testing_35,canine lung cancer,211.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine lung cancer,211.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,canine lung cancer,211.tiff,fill_alpha_1 - default_51,30,0,0,0,0
testing_35,canine lung cancer,220.tiff,fill_alpha_1 - default_51,10,2,1,0,3
testing_35,canine lung cancer,220.tiff,fill_alpha_1 - default_51,20,3,-2,1,2
testing_35,canine lung cancer,220.tiff,fill_alpha_1 - default_51,30,5,-1,0,4
testing_35,canine lung cancer,230.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine lung cancer,230.tiff,fill_alpha_1 - default_51,20,1,0,2,3
testing_35,canine lung cancer,230.tiff,fill_alpha_1 - default_51,30,1,0,3,4
testing_35,canine lung cancer,235.tiff,fill_alpha_1 - default_51,10,-1,1,1,1
testing_35,canine lung cancer,235.tiff,fill_alpha_1 - default_51,20,0,0,1,1
testing_35,canine lung cancer,235.tiff,fill_alpha_1 - default_51,30,-1,3,1,3
testing_35,canine lung cancer,242.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine lung cancer,242.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,canine lung cancer,242.tiff,fill_alpha_1 - default_51,30,0,0,0,0
original_14,canine lymphosarcoma,245.tiff,fill_alpha_1 - default_51,10,1,1,0,2
original_14,canine lymphosarcoma,245.tiff,fill_alpha_1 - default_51,20,0,1,2,3
original_14,canine lymphosarcoma,245.tiff,fill_alpha_1 - default_51,30,-2,2,4,4
original_14,canine lymphosarcoma,246.tiff,fill_alpha_1 - default_51,10,0,0,0,0
original_14,canine lymphosarcoma,246.tiff,fill_alpha_1 - default_51,20,1,-1,-1,-1
original_14,canine lymphosarcoma,246.tiff,fill_alpha_1 - default_51,30,0,-2,-2,-4
testing_35,canine lymphosarcoma,249.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine lymphosarcoma,249.tiff,fill_alpha_1 - default_51,20,-1,-1,0,-2
testing_35,canine lymphosarcoma,249.tiff,fill_alpha_1 - default_51,30,0,1,0,1
testing_35,canine lymphosarcoma,284.tiff,fill_alpha_1 - default_51,10,-1,-1,0,-2
testing_35,canine lymphosarcoma,284.tiff,fill_alpha_1 - default_51,20,1,-1,-1,-1
testing_35,canine lymphosarcoma,284.tiff,fill_alpha_1 - default_51,30,3,-1,0,2
testing_35,canine lymphosarcoma,289.tiff,fill_alpha_1 - default_51,10,0,-2,-3,-5
testing_35,canine lymphosarcoma,289.tiff,fill_alpha_1 - default_51,20,2,-1,-4,-3
testing_35,canine lymphosarcoma,289.tiff,fill_alpha_1 - default_51,30,2,-1,-4,-3
testing_35,canine lymphosarcoma,291.tiff,fill_alpha_1 - default_51,10,4,1,1,6
testing_35,canine lymphosarcoma,291.tiff,fill_alpha_1 - default_51,20,9,2,2,13
testing_35,canine lymphosarcoma,291.tiff,fill_alpha_1 - default_51,30,11,2,3,16
testing_35,canine lymphosarcoma,293.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine lymphosarcoma,293.tiff,fill_alpha_1 - default_51,20,0,0,1,1
testing_35,canine lymphosarcoma,293.tiff,fill_alpha_1 - default_51,30,0,2,-1,1
original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_1 - default_51,10,0,0,0,0
original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_1 - default_51,20,1,0,0,1
original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_1 - default_51,30,1,-1,1,1
original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_1 - default_51,10,0,1,0,1
original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_1 - default_51,20,0,0,-1,-1
original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_1 - default_51,30,1,-1,-1,-1
testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_1 - default_51,10,-2,1,0,-1
testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_1 - default_51,20,-1,2,0,1
testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_1 - default_51,30,-1,2,0,1
testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_1 - default_51,20,0,0,-1,-1
testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_1 - default_51,30,0,0,-1,-1
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_1 - default_51,10,0,0,-1,-1
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_1 - default_51,20,2,-2,0,0
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_1 - default_51,30,2,-1,0,1
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_1 - default_51,20,0,1,0,1
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_1 - default_51,30,0,0,0,0
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_1 - default_51,10,0,-1,1,0
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_1 - default_51,20,0,-1,-1,-2
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_1 - default_51,30,0,-1,1,0
original_14,human breast cancer,013.tiff,fill_alpha_1 - default_51,10,0,0,0,0
original_14,human breast cancer,013.tiff,fill_alpha_1 - default_51,20,0,0,0,0
original_14,human breast cancer,013.tiff,fill_alpha_1 - default_51,30,0,0,0,0
original_14,human breast cancer,094.tiff,fill_alpha_1 - default_51,10,0,0,0,0
original_14,human breast cancer,094.tiff,fill_alpha_1 - default_51,20,0,0,0,0
original_14,human breast cancer,094.tiff,fill_alpha_1 - default_51,30,0,-1,1,0
testing_35,human breast cancer,007.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human breast cancer,007.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,human breast cancer,007.tiff,fill_alpha_1 - default_51,30,-1,0,0,-1
testing_35,human breast cancer,072.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human breast cancer,072.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,human breast cancer,072.tiff,fill_alpha_1 - default_51,30,1,-1,0,0
testing_35,human breast cancer,100.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human breast cancer,100.tiff,fill_alpha_1 - default_51,20,1,0,0,1
testing_35,human breast cancer,100.tiff,fill_alpha_1 - default_51,30,1,0,0,1
testing_35,human breast cancer,123.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human breast cancer,123.tiff,fill_alpha_1 - default_51,20,1,0,0,1
testing_35,human breast cancer,123.tiff,fill_alpha_1 - default_51,30,2,0,0,2
testing_35,human breast cancer,128.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human breast cancer,128.tiff,fill_alpha_1 - default_51,20,-1,0,-1,-2
testing_35,human breast cancer,128.tiff,fill_alpha_1 - default_51,30,-1,0,-1,-2
original_14,human melanoma,529.tiff,fill_alpha_1 - default_51,10,-1,0,0,-1
original_14,human melanoma,529.tiff,fill_alpha_1 - default_51,20,0,0,0,0
original_14,human melanoma,529.tiff,fill_alpha_1 - default_51,30,1,0,0,1
original_14,human melanoma,548.tiff,fill_alpha_1 - default_51,10,0,0,0,0
original_14,human melanoma,548.tiff,fill_alpha_1 - default_51,20,0,0,0,0
original_14,human melanoma,548.tiff,fill_alpha_1 - default_51,30,0,0,0,0
testing_35,human melanoma,509.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human melanoma,509.tiff,fill_alpha_1 - default_51,20,0,0,1,1
testing_35,human melanoma,509.tiff,fill_alpha_1 - default_51,30,0,0,2,2
testing_35,human melanoma,524.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human melanoma,524.tiff,fill_alpha_1 - default_51,20,0,0,1,1
testing_35,human melanoma,524.tiff,fill_alpha_1 - default_51,30,0,-1,1,0
testing_35,human melanoma,527.tiff,fill_alpha_1 - default_51,10,0,0,1,1
testing_35,human melanoma,527.tiff,fill_alpha_1 - default_51,20,1,0,1,2
testing_35,human melanoma,527.tiff,fill_alpha_1 - default_51,30,1,1,1,3
testing_35,human melanoma,546.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human melanoma,546.tiff,fill_alpha_1 - default_51,20,0,1,0,1
testing_35,human melanoma,546.tiff,fill_alpha_1 - default_51,30,-1,0,0,-1
testing_35,human melanoma,549.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human melanoma,549.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,human melanoma,549.tiff,fill_alpha_1 - default_51,30,0,0,0,0
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_1 - default_51,10,-1,0,0,-1
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_1 - default_51,20,-2,-1,-1,-4
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_1 - default_51,30,-1,-2,0,-3
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_1 - default_51,10,0,0,-1,-1
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_1 - default_51,20,0,1,0,1
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_1 - default_51,30,-2,-1,0,-3
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_1 - default_51,20,0,0,-1,-1
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_1 - default_51,30,0,0,-1,-1
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_1 - default_51,10,0,-1,0,-1
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_1 - default_51,20,0,-1,0,-1
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_1 - default_51,30,0,-1,0,-1
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_1 - default_51,30,0,0,-1,-1
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_1 - default_51,20,0,0,0,0
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_1 - default_51,30,0,0,0,0
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_1 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_1 - default_51,20,0,-1,0,-1
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_1 - default_51,30,-1,0,0,-1
original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_2 - default_51,10,0,0,-1,-1
original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_2 - default_51,20,-1,-1,-1,-3
original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_2 - default_51,30,-1,-1,-1,-3
original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_2 - default_51,10,-2,0,1,-1
original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_2 - default_51,20,-2,0,4,2
original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_2 - default_51,30,-2,1,6,5
testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_2 - default_51,20,0,1,0,1
testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_2 - default_51,30,0,1,0,1
testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_2 - default_51,30,0,-1,-2,-3
testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_2 - default_51,10,0,1,0,1
testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_2 - default_51,20,0,0,1,1
testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_2 - default_51,30,0,0,2,2
testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_2 - default_51,10,1,0,0,1
testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_2 - default_51,30,1,-1,1,1
testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_2 - default_51,20,1,-1,-1,-1
testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_2 - default_51,30,0,-2,-1,-3
original_14,canine lung cancer,201.tiff,fill_alpha_2 - default_51,10,-1,0,-1,-2
original_14,canine lung cancer,201.tiff,fill_alpha_2 - default_51,20,0,0,-1,-1
original_14,canine lung cancer,201.tiff,fill_alpha_2 - default_51,30,1,-1,-3,-3
original_14,canine lung cancer,233.tiff,fill_alpha_2 - default_51,10,1,2,0,3
original_14,canine lung cancer,233.tiff,fill_alpha_2 - default_51,20,0,0,0,0
original_14,canine lung cancer,233.tiff,fill_alpha_2 - default_51,30,2,0,0,2
testing_35,canine lung cancer,211.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,canine lung cancer,211.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,canine lung cancer,211.tiff,fill_alpha_2 - default_51,30,0,0,0,0
testing_35,canine lung cancer,220.tiff,fill_alpha_2 - default_51,10,2,0,0,2
testing_35,canine lung cancer,220.tiff,fill_alpha_2 - default_51,20,3,-3,2,2
testing_35,canine lung cancer,220.tiff,fill_alpha_2 - default_51,30,4,-2,2,4
testing_35,canine lung cancer,230.tiff,fill_alpha_2 - default_51,10,0,0,-1,-1
testing_35,canine lung cancer,230.tiff,fill_alpha_2 - default_51,20,-2,-1,1,-2
testing_35,canine lung cancer,230.tiff,fill_alpha_2 - default_51,30,-3,-1,1,-3
testing_35,canine lung cancer,235.tiff,fill_alpha_2 - default_51,10,0,0,1,1
testing_35,canine lung cancer,235.tiff,fill_alpha_2 - default_51,20,0,2,2,4
testing_35,canine lung cancer,235.tiff,fill_alpha_2 - default_51,30,-1,3,2,4
testing_35,canine lung cancer,242.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,canine lung cancer,242.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,canine lung cancer,242.tiff,fill_alpha_2 - default_51,30,0,0,0,0
original_14,canine lymphosarcoma,245.tiff,fill_alpha_2 - default_51,10,0,2,1,3
original_14,canine lymphosarcoma,245.tiff,fill_alpha_2 - default_51,20,-1,2,4,5
original_14,canine lymphosarcoma,245.tiff,fill_alpha_2 - default_51,30,-4,2,5,3
original_14,canine lymphosarcoma,246.tiff,fill_alpha_2 - default_51,10,0,0,0,0
original_14,canine lymphosarcoma,246.tiff,fill_alpha_2 - default_51,20,2,-1,0,1
original_14,canine lymphosarcoma,246.tiff,fill_alpha_2 - default_51,30,1,-3,0,-2
testing_35,canine lymphosarcoma,249.tiff,fill_alpha_2 - default_51,10,0,-1,0,-1
testing_35,canine lymphosarcoma,249.tiff,fill_alpha_2 - default_51,20,-1,-1,0,-2
testing_35,canine lymphosarcoma,249.tiff,fill_alpha_2 - default_51,30,0,0,0,0
testing_35,canine lymphosarcoma,284.tiff,fill_alpha_2 - default_51,10,-1,0,0,-1
testing_35,canine lymphosarcoma,284.tiff,fill_alpha_2 - default_51,20,2,0,-1,1
testing_35,canine lymphosarcoma,284.tiff,fill_alpha_2 - default_51,30,3,-1,-1,1
testing_35,canine lymphosarcoma,289.tiff,fill_alpha_2 - default_51,10,0,-2,-2,-4
testing_35,canine lymphosarcoma,289.tiff,fill_alpha_2 - default_51,20,2,0,-3,-1
testing_35,canine lymphosarcoma,289.tiff,fill_alpha_2 - default_51,30,2,-1,-3,-2
testing_35,canine lymphosarcoma,291.tiff,fill_alpha_2 - default_51,10,4,1,1,6
testing_35,canine lymphosarcoma,291.tiff,fill_alpha_2 - default_51,20,9,2,2,13
testing_35,canine lymphosarcoma,291.tiff,fill_alpha_2 - default_51,30,11,2,3,16
testing_35,canine lymphosarcoma,293.tiff,fill_alpha_2 - default_51,10,-2,-2,-3,-7
testing_35,canine lymphosarcoma,293.tiff,fill_alpha_2 - default_51,20,-1,-6,-2,-9
testing_35,canine lymphosarcoma,293.tiff,fill_alpha_2 - default_51,30,0,-3,-4,-7
original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_2 - default_51,10,0,0,-1,-1
original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_2 - default_51,20,1,0,0,1
original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_2 - default_51,30,1,0,1,2
original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_2 - default_51,10,1,1,0,2
original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_2 - default_51,20,0,1,-1,0
original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_2 - default_51,30,0,1,-1,0
testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_2 - default_51,10,-2,0,0,-2
testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_2 - default_51,20,0,2,0,2
testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_2 - default_51,30,0,2,0,2
testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_2 - default_51,20,0,0,-1,-1
testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_2 - default_51,30,0,0,0,0
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_2 - default_51,10,0,0,-1,-1
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_2 - default_51,20,3,-1,0,2
testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_2 - default_51,30,2,0,0,2
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_2 - default_51,10,0,-1,0,-1
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_2 - default_51,30,-1,0,0,-1
