subset,domain,file_name,condition,n_clicks,tp_at_10,tp_at_20,tp_at_30,precision_at_10,precision_at_20,precision_at_30
testing_35,canine lymphosarcoma,291.tiff,hem_rect_fill_1um,3,14,28,46,0.4666666666666667,0.4666666666666667,0.5111111111111111
testing_35,canine lymphosarcoma,293.tiff,default_51,3,14,41,65,0.4666666666666667,0.6833333333333333,0.7222222222222222
testing_35,canine lymphosarcoma,293.tiff,hem_rect_fill,3,15,44,68,0.5,0.7333333333333333,0.7555555555555555
testing_35,canine lymphosarcoma,293.tiff,hem_rect_fill_1um,3,17,45,69,0.5666666666666667,0.75,0.7666666666666667
original_14,canine soft tissue sarcoma,459.tiff,default_51,3,28,52,79,0.9333333333333333,0.8666666666666667,0.8777777777777778
original_14,canine soft tissue sarcoma,459.tiff,hem_rect_fill,3,28,53,81,0.9333333333333333,0.8833333333333333,0.9
original_14,canine soft tissue sarcoma,459.tiff,hem_rect_fill_1um,3,28,54,82,0.9333333333333333,0.9,0.9111111111111111
original_14,canine soft tissue sarcoma,460.tiff,default_51,3,24,49,53,0.8,0.8166666666666667,0.5888888888888889
original_14,canine soft tissue sarcoma,460.tiff,hem_rect_fill,3,25,48,52,0.8333333333333334,0.8,0.5777777777777777
original_14,canine soft tissue sarcoma,460.tiff,hem_rect_fill_1um,3,25,49,53,0.8333333333333334,0.8166666666666667,0.5888888888888889
testing_35,canine soft tissue sarcoma,410.tiff,default_51,3,10,13,13,0.3333333333333333,0.21666666666666667,0.14444444444444443
testing_35,canine soft tissue sarcoma,410.tiff,hem_rect_fill,3,9,14,14,0.3,0.23333333333333334,0.15555555555555556
testing_35,canine soft tissue sarcoma,410.tiff,hem_rect_fill_1um,3,10,13,13,0.3333333333333333,0.21666666666666667,0.14444444444444443
testing_35,canine soft tissue sarcoma,425.tiff,default_51,3,27,42,42,0.9,0.7,0.4666666666666667
testing_35,canine soft tissue sarcoma,425.tiff,hem_rect_fill,3,27,41,41,0.9,0.6833333333333333,0.45555555555555555
testing_35,canine soft tissue sarcoma,425.tiff,hem_rect_fill_1um,3,27,41,41,0.9,0.6833333333333333,0.45555555555555555
testing_35,canine soft tissue sarcoma,435.tiff,default_51,3,18,25,32,0.6,0.4166666666666667,0.35555555555555557
testing_35,canine soft tissue sarcoma,435.tiff,hem_rect_fill,3,17,25,33,0.5666666666666667,0.4166666666666667,0.36666666666666664
testing_35,canine soft tissue sarcoma,435.tiff,hem_rect_fill_1um,3,17,25,33,0.5666666666666667,0.4166666666666667,0.36666666666666664
testing_35,canine soft tissue sarcoma,462.tiff,default_51,3,3,7,9,0.1,0.11666666666666667,0.1
testing_35,canine soft tissue sarcoma,462.tiff,hem_rect_fill,3,3,8,9,0.1,0.13333333333333333,0.1
testing_35,canine soft tissue sarcoma,462.tiff,hem_rect_fill_1um,3,3,7,9,0.1,0.11666666666666667,0.1
testing_35,canine soft tissue sarcoma,499.tiff,default_51,3,22,44,60,0.7333333333333333,0.7333333333333333,0.6666666666666666
testing_35,canine soft tissue sarcoma,499.tiff,hem_rect_fill,3,22,42,60,0.7333333333333333,0.7,0.6666666666666666
testing_35,canine soft tissue sarcoma,499.tiff,hem_rect_fill_1um,3,22,44,61,0.7333333333333333,0.7333333333333333,0.6777777777777778
original_14,human breast cancer,013.tiff,default_51,3,17,25,27,0.5666666666666667,0.4166666666666667,0.3
original_14,human breast cancer,013.tiff,hem_rect_fill,3,17,25,27,0.5666666666666667,0.4166666666666667,0.3
original_14,human breast cancer,013.tiff,hem_rect_fill_1um,3,17,25,27,0.5666666666666667,0.4166666666666667,0.3
original_14,human breast cancer,094.tiff,default_51,3,15,44,62,0.5,0.7333333333333333,0.6888888888888889
original_14,human breast cancer,094.tiff,hem_rect_fill,3,15,44,62,0.5,0.7333333333333333,0.6888888888888889
original_14,human breast cancer,094.tiff,hem_rect_fill_1um,3,15,44,62,0.5,0.7333333333333333,0.6888888888888889
testing_35,human breast cancer,007.tiff,default_51,3,18,21,22,0.6,0.35,0.24444444444444444
testing_35,human breast cancer,007.tiff,hem_rect_fill,3,18,21,21,0.6,0.35,0.23333333333333334
testing_35,human breast cancer,007.tiff,hem_rect_fill_1um,3,18,21,21,0.6,0.35,0.23333333333333334
testing_35,human breast cancer,072.tiff,default_51,3,18,35,48,0.6,0.5833333333333334,0.5333333333333333
testing_35,human breast cancer,072.tiff,hem_rect_fill,3,18,35,48,0.6,0.5833333333333334,0.5333333333333333
testing_35,human breast cancer,072.tiff,hem_rect_fill_1um,3,18,35,47,0.6,0.5833333333333334,0.5222222222222223
testing_35,human breast cancer,100.tiff,default_51,3,27,51,64,0.9,0.85,0.7111111111111111
testing_35,human breast cancer,100.tiff,hem_rect_fill,3,27,52,65,0.9,0.8666666666666667,0.7222222222222222
testing_35,human breast cancer,100.tiff,hem_rect_fill_1um,3,27,52,66,0.9,0.8666666666666667,0.7333333333333333
testing_35,human breast cancer,123.tiff,default_51,3,16,28,35,0.5333333333333333,0.4666666666666667,0.3888888888888889
testing_35,human breast cancer,123.tiff,hem_rect_fill,3,16,29,37,0.5333333333333333,0.48333333333333334,0.4111111111111111
testing_35,human breast cancer,123.tiff,hem_rect_fill_1um,3,16,28,35,0.5333333333333333,0.4666666666666667,0.3888888888888889
testing_35,human breast cancer,128.tiff,default_51,3,21,36,37,0.7,0.6,0.4111111111111111
testing_35,human breast cancer,128.tiff,hem_rect_fill,3,21,35,36,0.7,0.5833333333333334,0.4
testing_35,human breast cancer,128.tiff,hem_rect_fill_1um,3,21,36,36,0.7,0.6,0.4
original_14,human melanoma,529.tiff,default_51,3,21,29,32,0.7,0.48333333333333334,0.35555555555555557
original_14,human melanoma,529.tiff,hem_rect_fill,3,20,30,33,0.6666666666666666,0.5,0.36666666666666664
original_14,human melanoma,529.tiff,hem_rect_fill_1um,3,21,28,32,0.7,0.4666666666666667,0.35555555555555557
original_14,human melanoma,548.tiff,default_51,3,29,46,71,0.9666666666666667,0.7666666666666667,0.7888888888888889
original_14,human melanoma,548.tiff,hem_rect_fill,3,29,46,71,0.9666666666666667,0.7666666666666667,0.7888888888888889
original_14,human melanoma,548.tiff,hem_rect_fill_1um,3,29,46,71,0.9666666666666667,0.7666666666666667,0.7888888888888889
testing_35,human melanoma,509.tiff,default_51,3,5,16,26,0.16666666666666666,0.26666666666666666,0.28888888888888886
testing_35,human melanoma,509.tiff,hem_rect_fill,3,5,17,29,0.16666666666666666,0.2833333333333333,0.32222222222222224
testing_35,human melanoma,509.tiff,hem_rect_fill_1um,3,5,17,28,0.16666666666666666,0.2833333333333333,0.3111111111111111
testing_35,human melanoma,524.tiff,default_51,3,6,7,8,0.2,0.11666666666666667,0.08888888888888889
testing_35,human melanoma,524.tiff,hem_rect_fill,3,6,8,9,0.2,0.13333333333333333,0.1
testing_35,human melanoma,524.tiff,hem_rect_fill_1um,3,7,8,9,0.23333333333333334,0.13333333333333333,0.1
testing_35,human melanoma,527.tiff,default_51,3,10,16,19,0.3333333333333333,0.26666666666666666,0.2111111111111111
testing_35,human melanoma,527.tiff,hem_rect_fill,3,11,18,21,0.36666666666666664,0.3,0.23333333333333334
testing_35,human melanoma,527.tiff,hem_rect_fill_1um,3,11,17,21,0.36666666666666664,0.2833333333333333,0.23333333333333334
testing_35,human melanoma,546.tiff,default_51,3,3,4,10,0.1,0.06666666666666667,0.1111111111111111
testing_35,human melanoma,546.tiff,hem_rect_fill,3,3,5,9,0.1,0.08333333333333333,0.1
testing_35,human melanoma,546.tiff,hem_rect_fill_1um,3,3,4,9,0.1,0.06666666666666667,0.1
testing_35,human melanoma,549.tiff,default_51,3,24,31,35,0.8,0.5166666666666667,0.3888888888888889
testing_35,human melanoma,549.tiff,hem_rect_fill,3,24,31,35,0.8,0.5166666666666667,0.3888888888888889
testing_35,human melanoma,549.tiff,hem_rect_fill_1um,3,24,31,35,0.8,0.5166666666666667,0.3888888888888889
original_14,human neuroendocrine tumor,402.tiff,default_51,3,23,41,55,0.7666666666666667,0.6833333333333333,0.6111111111111112
original_14,human neuroendocrine tumor,402.tiff,hem_rect_fill,3,22,37,52,0.7333333333333333,0.6166666666666667,0.5777777777777777
original_14,human neuroendocrine tumor,402.tiff,hem_rect_fill_1um,3,22,38,53,0.7333333333333333,0.6333333333333333,0.5888888888888889
original_14,human neuroendocrine tumor,403.tiff,default_51,3,16,30,41,0.5333333333333333,0.5,0.45555555555555555
original_14,human neuroendocrine tumor,403.tiff,hem_rect_fill,3,15,31,38,0.5,0.5166666666666667,0.4222222222222222
original_14,human neuroendocrine tumor,403.tiff,hem_rect_fill_1um,3,17,30,40,0.5666666666666667,0.5,0.4444444444444444
testing_35,human neuroendocrine tumor,353.tiff,default_51,3,27,44,55,0.9,0.7333333333333333,0.6111111111111112
testing_35,human neuroendocrine tumor,353.tiff,hem_rect_fill,3,27,42,55,0.9,0.7,0.6111111111111112
testing_35,human neuroendocrine tumor,353.tiff,hem_rect_fill_1um,3,27,43,56,0.9,0.7166666666666667,0.6222222222222222
testing_35,human neuroendocrine tumor,364.tiff,default_51,3,16,16,16,0.5333333333333333,0.26666666666666666,0.17777777777777778
testing_35,human neuroendocrine tumor,364.tiff,hem_rect_fill,3,15,15,15,0.5,0.25,0.16666666666666666
testing_35,human neuroendocrine tumor,364.tiff,hem_rect_fill_1um,3,15,15,15,0.5,0.25,0.16666666666666666
testing_35,human neuroendocrine tumor,400.tiff,default_51,3,27,51,79,0.9,0.85,0.8777777777777778
testing_35,human neuroendocrine tumor,400.tiff,hem_rect_fill,3,27,51,78,0.9,0.85,0.8666666666666667
testing_35,human neuroendocrine tumor,400.tiff,hem_rect_fill_1um,3,27,51,79,0.9,0.85,0.8777777777777778
testing_35,human neuroendocrine tumor,401.tiff,default_51,3,21,26,28,0.7,0.43333333333333335,0.3111111111111111
testing_35,human neuroendocrine tumor,401.tiff,hem_rect_fill,3,21,26,28,0.7,0.43333333333333335,0.3111111111111111
testing_35,human neuroendocrine tumor,401.tiff,hem_rect_fill_1um,3,21,26,28,0.7,0.43333333333333335,0.3111111111111111
testing_35,human neuroendocrine tumor,404.tiff,default_51,3,13,23,32,0.43333333333333335,0.38333333333333336,0.35555555555555557
testing_35,human neuroendocrine tumor,404.tiff,hem_rect_fill,3,13,22,32,0.43333333333333335,0.36666666666666664,0.35555555555555557
testing_35,human neuroendocrine tumor,404.tiff,hem_rect_fill_1um,3,12,22,30,0.4,0.36666666666666664,0.3333333333333333
