file_name,image_id,tumor_type,mpp,seed_index,seed_ann_id,base_size,n_retries,map_median,mad_scale,deep_floor,n_pool,pad_px,nms_radius_px,match_radius_px,z_max,deep_recall,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,read_50,read_80,read_90,read_95,read_99,read_100,axis,op_point,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,chromatin_od@zmax,od,True,4.07609,True,False,17,49,662,0.0576,35,1,0.0,1.0,24.0,84.0,108.0,276.0,276.0,276.0,chromatin_od,zmax,2.4673638343811035,1000,662,17,35,1.0
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,chromatin_od@zmax,od,True,4.07609,True,False,17,49,662,0.0576,35,1,0.0,1.0,24.0,84.0,108.0,276.0,276.0,276.0,chromatin_od,zmax,2.4673638343811035,2000,662,17,35,1.0
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,chromatin_od@zmax,od,True,4.07609,True,False,17,49,662,0.0576,35,1,0.0,1.0,24.0,84.0,108.0,276.0,276.0,276.0,chromatin_od,zmax,2.4673638343811035,5000,662,17,35,1.0
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,25,25,6,2,0.35294117647058826
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,50,50,11,5,0.6470588235294118
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,100,100,12,12,0.7058823529411765
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,250,250,14,27,0.8235294117647058
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,500,500,16,35,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,1000,661,16,35,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,2000,661,16,35,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,0,4457,51,0,-0.02843,0.6123,-0.94688,15848,25,30.222,30.222,4.07609224319458,1.0,tm_score@zmax_strict,score,True,4.07609,True,False,17,49,661,0.0575,35,1,0.0,0.9411764705882353,42.0,244.0,273.0,,,,tm_score,zmax_strict,2.4673638343811035,5000,661,16,35,0.9411764705882353
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,100,100,50,11,0.43478260869565216
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,500,500,82,60,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,1000,1000,99,81,0.8608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.17743,5000,5000,114,114,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,25,25,23,0,0.2
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,50,50,32,4,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,100,100,53,15,0.4608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,250,250,78,31,0.6782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,500,500,90,47,0.782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,1000,1000,101,67,0.8782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,2000,2000,108,87,0.9391304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-1.0,True,False,115,123,17763,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.17743,5000,5000,114,112,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,100,100,50,11,0.43478260869565216
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,500,500,82,60,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,1000,1000,99,81,0.8608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.09178,5000,5000,114,114,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,25,25,23,0,0.2
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,50,50,32,4,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,100,100,53,15,0.4608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,250,250,78,31,0.6782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,500,500,90,47,0.782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,1000,1000,101,67,0.8782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,2000,2000,108,87,0.9391304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,-0.5,True,False,115,123,17762,0.9616,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4738.0,10343.0,chromatin_od,grid,-0.09178,5000,5000,114,112,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,100,100,50,11,0.43478260869565216
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,500,500,82,60,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,1000,1000,99,81,0.8608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,-0.00613,5000,5000,114,114,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,25,25,23,0,0.2
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,50,50,32,4,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,100,100,53,15,0.4608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,250,250,78,31,0.6782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,500,500,90,47,0.782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,1000,1000,101,67,0.8782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,2000,2000,108,87,0.9391304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.0,True,False,115,123,17729,0.9611,121,2,0.0,1.0,112.0,528.0,1217.0,2048.0,4736.0,10336.0,chromatin_od,grid,-0.00613,5000,5000,114,112,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,100,100,50,11,0.43478260869565216
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,500,500,82,60,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,1000,1000,99,81,0.8608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.07953,5000,5000,114,114,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,25,25,23,0,0.2
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,50,50,32,4,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,100,100,53,15,0.4608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,250,250,78,31,0.6782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,500,500,90,47,0.782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,1000,1000,101,67,0.8782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,2000,2000,108,87,0.9391304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,chromatin_od,od,True,0.5,True,False,115,123,17537,0.9576,121,2,0.0,1.0,112.0,528.0,1214.0,2044.0,4721.0,10292.0,chromatin_od,grid,0.07953,5000,5000,114,112,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,1.0,True,False,115,123,16836,0.944,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.16518,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,0,6548,41,0,-0.00613,0.17131,-0.26309,17763,20,30.222,30.222,2.7220458984375,1.0,tm_score,score,True,1.0,True,False,115,123,16836,0.944,121,2,0.0,1.0,131.0,644.0,1365.0,1766.0,4037.0,5426.0,tm_score,grid,0.16518,50,50,32,5,0.2782608695652174
