file_name,image_id,tumor_type,decision_grade,seed_index,provenance,seed_ann_id,seed_cx,seed_cy,base_size,map_median,mad_scale,extract_floor,n_pool,channel,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_100,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
246.tiff,246,canine lymphosarcoma,True,2,a_mitotic,6485,5241.0,1445.0,39,0.00249,0.11446,0.05972,17504,rgb,pipeline,od,True,2.0,True,False,115,122,11159,0.7602,115,2,0.007796,0.8869565217391304,30.222,121.0,731.0,,0.23142,1000,1000,93,63,0.808695652173913
246.tiff,246,canine lymphosarcoma,True,2,a_mitotic,6485,5241.0,1445.0,39,0.00249,0.11446,0.05972,17504,rgb,pipeline,od,True,2.0,True,False,115,122,11159,0.7602,115,2,0.007796,0.8869565217391304,30.222,121.0,731.0,,0.23142,2000,2000,99,88,0.8608695652173913
246.tiff,246,canine lymphosarcoma,True,2,a_mitotic,6485,5241.0,1445.0,39,0.00249,0.11446,0.05972,17504,rgb,pipeline,od,True,2.0,True,False,115,122,11159,0.7602,115,2,0.007796,0.8869565217391304,30.222,121.0,731.0,,0.23142,5000,5000,101,106,0.8782608695652174
246.tiff,246,canine lymphosarcoma,True,2,b_lookalike,6477,3571.0,1390.0,51,-0.00467,0.1066,0.04862,16955,rgb,pipeline,od,True,2.0,True,False,115,122,10108,0.7051,102,2,0.0,0.8173913043478261,30.222,131.0,3637.0,,0.20852,500,500,81,48,0.7043478260869566
246.tiff,246,canine lymphosarcoma,True,2,b_lookalike,6477,3571.0,1390.0,51,-0.00467,0.1066,0.04862,16955,rgb,pipeline,od,True,2.0,True,False,115,122,10108,0.7051,102,2,0.0,0.8173913043478261,30.222,131.0,3637.0,,0.20852,1000,1000,86,66,0.7478260869565218
246.tiff,246,canine lymphosarcoma,True,2,b_lookalike,6477,3571.0,1390.0,51,-0.00467,0.1066,0.04862,16955,rgb,pipeline,od,True,2.0,True,False,115,122,10108,0.7051,102,2,0.0,0.8173913043478261,30.222,131.0,3637.0,,0.20852,2000,2000,90,79,0.782608695652174
246.tiff,246,canine lymphosarcoma,True,2,b_lookalike,6477,3571.0,1390.0,51,-0.00467,0.1066,0.04862,16955,rgb,pipeline,od,True,2.0,True,False,115,122,10108,0.7051,102,2,0.0,0.8173913043478261,30.222,131.0,3637.0,,0.20852,5000,5000,94,96,0.8173913043478261
246.tiff,246,canine lymphosarcoma,True,2,c_random_blob,-1,3583.6,514.5,47,-0.00226,0.08932,0.0424,18374,rgb,pipeline,od,True,2.0,True,False,115,122,13428,0.8363,106,2,0.005436,0.9130434782608695,30.222,116.0,865.0,,0.17638,500,500,86,41,0.7478260869565218
246.tiff,246,canine lymphosarcoma,True,2,c_random_blob,-1,3583.6,514.5,47,-0.00226,0.08932,0.0424,18374,rgb,pipeline,od,True,2.0,True,False,115,122,13428,0.8363,106,2,0.005436,0.9130434782608695,30.222,116.0,865.0,,0.17638,1000,1000,92,64,0.8
246.tiff,246,canine lymphosarcoma,True,2,c_random_blob,-1,3583.6,514.5,47,-0.00226,0.08932,0.0424,18374,rgb,pipeline,od,True,2.0,True,False,115,122,13428,0.8363,106,2,0.005436,0.9130434782608695,30.222,116.0,865.0,,0.17638,2000,2000,100,77,0.8695652173913043
246.tiff,246,canine lymphosarcoma,True,2,c_random_blob,-1,3583.6,514.5,47,-0.00226,0.08932,0.0424,18374,rgb,pipeline,od,True,2.0,True,False,115,122,13428,0.8363,106,2,0.005436,0.9130434782608695,30.222,116.0,865.0,,0.17638,5000,5000,103,97,0.8956521739130435
246.tiff,246,canine lymphosarcoma,True,3,a_mitotic,6526,6012.0,2130.0,51,-0.00076,0.1124,0.05544,16706,rgb,pipeline,od,True,2.0,True,False,115,122,9384,0.6631,93,2,0.0,0.9739130434782609,30.222,88.0,434.0,,0.22403,500,500,92,49,0.8
246.tiff,246,canine lymphosarcoma,True,3,a_mitotic,6526,6012.0,2130.0,51,-0.00076,0.1124,0.05544,16706,rgb,pipeline,od,True,2.0,True,False,115,122,9384,0.6631,93,2,0.0,0.9739130434782609,30.222,88.0,434.0,,0.22403,1000,1000,100,61,0.8695652173913043
246.tiff,246,canine lymphosarcoma,True,3,a_mitotic,6526,6012.0,2130.0,51,-0.00076,0.1124,0.05544,16706,rgb,pipeline,od,True,2.0,True,False,115,122,9384,0.6631,93,2,0.0,0.9739130434782609,30.222,88.0,434.0,,0.22403,2000,2000,107,79,0.9304347826086956
246.tiff,246,canine lymphosarcoma,True,3,a_mitotic,6526,6012.0,2130.0,51,-0.00076,0.1124,0.05544,16706,rgb,pipeline,od,True,2.0,True,False,115,122,9384,0.6631,93,2,0.0,0.9739130434782609,30.222,88.0,434.0,,0.22403,5000,5000,111,88,0.9652173913043478
246.tiff,246,canine lymphosarcoma,True,3,b_lookalike,6412,52.0,555.0,25,-0.00566,0.1799,0.08429,17837,rgb,pipeline,od,True,2.0,True,False,115,122,13417,0.8503,118,2,0.014683,0.9739130434782609,30.222,128.0,680.0,,0.35413,500,500,86,49,0.7478260869565218
246.tiff,246,canine lymphosarcoma,True,3,b_lookalike,6412,52.0,555.0,25,-0.00566,0.1799,0.08429,17837,rgb,pipeline,od,True,2.0,True,False,115,122,13417,0.8503,118,2,0.014683,0.9739130434782609,30.222,128.0,680.0,,0.35413,1000,1000,94,68,0.8173913043478261
246.tiff,246,canine lymphosarcoma,True,3,b_lookalike,6412,52.0,555.0,25,-0.00566,0.1799,0.08429,17837,rgb,pipeline,od,True,2.0,True,False,115,122,13417,0.8503,118,2,0.014683,0.9739130434782609,30.222,128.0,680.0,,0.35413,2000,2000,106,88,0.9217391304347826
246.tiff,246,canine lymphosarcoma,True,3,b_lookalike,6412,52.0,555.0,25,-0.00566,0.1799,0.08429,17837,rgb,pipeline,od,True,2.0,True,False,115,122,13417,0.8503,118,2,0.014683,0.9739130434782609,30.222,128.0,680.0,,0.35413,5000,5000,111,107,0.9652173913043478
246.tiff,246,canine lymphosarcoma,True,3,c_random_blob,-1,1081.6,4137.0,51,-0.00046,0.06457,0.03183,18134,rgb,pipeline,od,True,2.0,True,False,115,122,14345,0.8862,107,2,0.0,0.9304347826086956,30.222,122.0,925.0,,0.12868,500,500,80,46,0.6956521739130435
246.tiff,246,canine lymphosarcoma,True,3,c_random_blob,-1,1081.6,4137.0,51,-0.00046,0.06457,0.03183,18134,rgb,pipeline,od,True,2.0,True,False,115,122,14345,0.8862,107,2,0.0,0.9304347826086956,30.222,122.0,925.0,,0.12868,1000,1000,92,64,0.8
246.tiff,246,canine lymphosarcoma,True,3,c_random_blob,-1,1081.6,4137.0,51,-0.00046,0.06457,0.03183,18134,rgb,pipeline,od,True,2.0,True,False,115,122,14345,0.8862,107,2,0.0,0.9304347826086956,30.222,122.0,925.0,,0.12868,2000,2000,99,80,0.8608695652173913
246.tiff,246,canine lymphosarcoma,True,3,c_random_blob,-1,1081.6,4137.0,51,-0.00046,0.06457,0.03183,18134,rgb,pipeline,od,True,2.0,True,False,115,122,14345,0.8862,107,2,0.0,0.9304347826086956,30.222,122.0,925.0,,0.12868,5000,5000,105,97,0.9130434782608695
246.tiff,246,canine lymphosarcoma,True,4,a_mitotic,6588,3816.0,4077.0,51,-0.00253,0.0993,0.04712,17718,rgb,pipeline,od,True,2.0,True,False,115,122,11741,0.7818,104,2,0.0,0.9217391304347826,30.222,106.0,863.0,,0.19606,500,500,87,43,0.7565217391304347
246.tiff,246,canine lymphosarcoma,True,4,a_mitotic,6588,3816.0,4077.0,51,-0.00253,0.0993,0.04712,17718,rgb,pipeline,od,True,2.0,True,False,115,122,11741,0.7818,104,2,0.0,0.9217391304347826,30.222,106.0,863.0,,0.19606,1000,1000,93,60,0.808695652173913
246.tiff,246,canine lymphosarcoma,True,4,a_mitotic,6588,3816.0,4077.0,51,-0.00253,0.0993,0.04712,17718,rgb,pipeline,od,True,2.0,True,False,115,122,11741,0.7818,104,2,0.0,0.9217391304347826,30.222,106.0,863.0,,0.19606,2000,2000,101,79,0.8782608695652174
246.tiff,246,canine lymphosarcoma,True,4,a_mitotic,6588,3816.0,4077.0,51,-0.00253,0.0993,0.04712,17718,rgb,pipeline,od,True,2.0,True,False,115,122,11741,0.7818,104,2,0.0,0.9217391304347826,30.222,106.0,863.0,,0.19606,5000,5000,105,96,0.9130434782608695
246.tiff,246,canine lymphosarcoma,True,4,b_lookalike,6414,538.0,726.0,51,-0.00158,0.09386,0.04535,16886,rgb,pipeline,od,True,2.0,True,False,115,122,10305,0.72,92,2,0.0,0.8956521739130435,30.222,129.0,1254.0,,0.18613,500,500,77,47,0.6695652173913044
246.tiff,246,canine lymphosarcoma,True,4,b_lookalike,6414,538.0,726.0,51,-0.00158,0.09386,0.04535,16886,rgb,pipeline,od,True,2.0,True,False,115,122,10305,0.72,92,2,0.0,0.8956521739130435,30.222,129.0,1254.0,,0.18613,1000,1000,87,60,0.7565217391304347
246.tiff,246,canine lymphosarcoma,True,4,b_lookalike,6414,538.0,726.0,51,-0.00158,0.09386,0.04535,16886,rgb,pipeline,od,True,2.0,True,False,115,122,10305,0.72,92,2,0.0,0.8956521739130435,30.222,129.0,1254.0,,0.18613,2000,2000,94,67,0.8173913043478261
246.tiff,246,canine lymphosarcoma,True,4,b_lookalike,6414,538.0,726.0,51,-0.00158,0.09386,0.04535,16886,rgb,pipeline,od,True,2.0,True,False,115,122,10305,0.72,92,2,0.0,0.8956521739130435,30.222,129.0,1254.0,,0.18613,5000,5000,101,84,0.8782608695652174
246.tiff,246,canine lymphosarcoma,True,4,c_random_blob,-1,5702.9,2240.6,51,-0.00303,0.08269,0.03831,16624,rgb,pipeline,od,True,2.0,True,False,115,122,9762,0.6999,97,2,0.0,0.808695652173913,30.222,161.0,4608.0,,0.16234,500,500,72,43,0.6260869565217392
246.tiff,246,canine lymphosarcoma,True,4,c_random_blob,-1,5702.9,2240.6,51,-0.00303,0.08269,0.03831,16624,rgb,pipeline,od,True,2.0,True,False,115,122,9762,0.6999,97,2,0.0,0.808695652173913,30.222,161.0,4608.0,,0.16234,1000,1000,86,59,0.7478260869565218
246.tiff,246,canine lymphosarcoma,True,4,c_random_blob,-1,5702.9,2240.6,51,-0.00303,0.08269,0.03831,16624,rgb,pipeline,od,True,2.0,True,False,115,122,9762,0.6999,97,2,0.0,0.808695652173913,30.222,161.0,4608.0,,0.16234,2000,2000,90,72,0.782608695652174
246.tiff,246,canine lymphosarcoma,True,4,c_random_blob,-1,5702.9,2240.6,51,-0.00303,0.08269,0.03831,16624,rgb,pipeline,od,True,2.0,True,False,115,122,9762,0.6999,97,2,0.0,0.808695652173913,30.222,161.0,4608.0,,0.16234,5000,5000,93,88,0.808695652173913
