file_name,tumor_type,seed_index,nms_radius_um,nms_radius_px,axis,z,n_detections,n_gt_mitotic,n_found,gained_vs_control,lost_vs_control,gt_claim_change,n_within_match_radius,n_dup_fp,dup_fp_frac,topk_churn,gap_n,gap_median_px,gap_p05_px,gap_p95_px
246.tiff,canine lymphosarcoma,4,5.0,20.148,tm_score,1.0,27432,115,115,-1,-1,-1,540,302,0.01101,0.06949806949806947,5,12.65,12.11,13.49
246.tiff,canine lymphosarcoma,4,5.0,20.148,chromatin_od,1.0,27432,115,115,0,0,113,540,302,0.01101,0.5673352435530086,5,12.65,12.11,13.49
300.tiff,canine cutaneous mast cell tumor,0,7.5,29.609,tm_score,1.0,14675,180,180,-1,-1,-1,292,27,0.00184,,26,15.19,9.48,27.21
300.tiff,canine cutaneous mast cell tumor,0,7.5,29.609,chromatin_od,1.0,14675,180,180,-1,-1,-1,292,27,0.00184,,26,15.19,9.48,27.21
300.tiff,canine cutaneous mast cell tumor,0,5.9,23.292,tm_score,1.0,16531,180,180,-1,-1,-1,322,57,0.00345,0.0,26,14.76,9.48,21.06
300.tiff,canine cutaneous mast cell tumor,0,5.9,23.292,chromatin_od,1.0,16531,180,180,0,0,158,322,57,0.00345,0.09885931558935357,26,14.76,9.48,21.06
300.tiff,canine cutaneous mast cell tumor,0,5.0,19.739,tm_score,1.0,17289,180,180,-1,-1,-1,335,70,0.00405,0.0,22,14.54,9.14,16.99
300.tiff,canine cutaneous mast cell tumor,0,5.0,19.739,chromatin_od,1.0,17289,180,180,0,0,174,335,70,0.00405,0.18840579710144922,22,14.54,9.14,16.99
300.tiff,canine cutaneous mast cell tumor,1,7.5,29.609,tm_score,1.0,15133,180,179,-1,-1,-1,320,56,0.0037,,34,15.56,12.78,28.04
300.tiff,canine cutaneous mast cell tumor,1,7.5,29.609,chromatin_od,1.0,15133,180,179,-1,-1,-1,320,56,0.0037,,34,15.56,12.78,28.04
300.tiff,canine cutaneous mast cell tumor,1,5.9,23.292,tm_score,1.0,18076,180,180,-1,-1,-1,404,139,0.00769,0.007968127490039834,32,15.56,12.77,21.03
300.tiff,canine cutaneous mast cell tumor,1,5.9,23.292,chromatin_od,1.0,18076,180,180,1,0,171,404,139,0.00769,0.3388704318936877,32,15.56,12.77,21.03
300.tiff,canine cutaneous mast cell tumor,1,5.0,19.739,tm_score,1.0,19096,180,180,-1,-1,-1,436,171,0.00895,0.007968127490039834,29,15.0,12.76,19.03
300.tiff,canine cutaneous mast cell tumor,1,5.0,19.739,chromatin_od,1.0,19096,180,180,1,0,170,436,171,0.00895,0.3870967741935484,29,15.0,12.76,19.03
300.tiff,canine cutaneous mast cell tumor,2,7.5,29.609,tm_score,1.0,15305,180,178,-1,-1,-1,290,27,0.00176,,11,27.29,11.82,28.19
300.tiff,canine cutaneous mast cell tumor,2,7.5,29.609,chromatin_od,1.0,15305,180,178,-1,-1,-1,290,27,0.00176,,11,27.29,11.82,28.19
300.tiff,canine cutaneous mast cell tumor,2,5.9,23.292,tm_score,1.0,17892,180,180,-1,-1,-1,335,70,0.00391,0.0,6,13.93,11.41,16.68
300.tiff,canine cutaneous mast cell tumor,2,5.9,23.292,chromatin_od,1.0,17892,180,180,2,0,150,335,70,0.00391,0.19494584837545126,6,13.93,11.41,16.68
300.tiff,canine cutaneous mast cell tumor,2,5.0,19.739,tm_score,1.0,18456,180,180,-1,-1,-1,340,75,0.00406,0.0,6,13.93,11.41,16.68
300.tiff,canine cutaneous mast cell tumor,2,5.0,19.739,chromatin_od,1.0,18456,180,180,2,0,157,340,75,0.00406,0.2332155477031802,6,13.93,11.41,16.68
300.tiff,canine cutaneous mast cell tumor,3,7.5,29.609,tm_score,1.0,15537,180,180,-1,-1,-1,300,38,0.00245,,14,22.46,10.72,27.85
300.tiff,canine cutaneous mast cell tumor,3,7.5,29.609,chromatin_od,1.0,15537,180,180,-1,-1,-1,300,38,0.00245,,14,22.46,10.72,27.85
300.tiff,canine cutaneous mast cell tumor,3,5.9,23.292,tm_score,1.0,17851,180,180,-1,-1,-1,339,75,0.0042,0.0,7,12.04,10.44,20.09
300.tiff,canine cutaneous mast cell tumor,3,5.9,23.292,chromatin_od,1.0,17851,180,180,0,0,140,339,75,0.0042,0.13432835820895528,7,12.04,10.44,20.09
300.tiff,canine cutaneous mast cell tumor,3,5.0,19.739,tm_score,1.0,18371,180,180,-1,-1,-1,348,84,0.00457,0.0,6,11.72,10.4,16.4
300.tiff,canine cutaneous mast cell tumor,3,5.0,19.739,chromatin_od,1.0,18371,180,180,0,0,140,348,84,0.00457,0.18181818181818177,6,11.72,10.4,16.4
300.tiff,canine cutaneous mast cell tumor,4,7.5,29.609,tm_score,1.0,15674,180,180,-1,-1,-1,303,38,0.00242,,6,23.81,12.72,26.71
300.tiff,canine cutaneous mast cell tumor,4,7.5,29.609,chromatin_od,1.0,15674,180,180,-1,-1,-1,303,38,0.00242,,6,23.81,12.72,26.71
300.tiff,canine cutaneous mast cell tumor,4,5.9,23.292,tm_score,1.0,18146,180,180,-1,-1,-1,342,77,0.00424,0.0,3,14.76,12.31,21.6
300.tiff,canine cutaneous mast cell tumor,4,5.9,23.292,chromatin_od,1.0,18146,180,180,0,0,123,342,77,0.00424,0.10606060606060608,3,14.76,12.31,21.6
300.tiff,canine cutaneous mast cell tumor,4,5.0,19.739,tm_score,1.0,18646,180,180,-1,-1,-1,346,81,0.00434,0.0,2,13.4,12.18,14.63
300.tiff,canine cutaneous mast cell tumor,4,5.0,19.739,chromatin_od,1.0,18646,180,180,0,0,132,346,81,0.00434,0.16849816849816845,2,13.4,12.18,14.63
301.tiff,canine cutaneous mast cell tumor,0,7.5,29.609,tm_score,1.0,16280,217,212,-1,-1,-1,414,100,0.00614,,33,25.18,10.06,29.15
301.tiff,canine cutaneous mast cell tumor,0,7.5,29.609,chromatin_od,1.0,16280,217,212,-1,-1,-1,414,100,0.00614,,33,25.18,10.06,29.15
301.tiff,canine cutaneous mast cell tumor,0,5.9,23.292,tm_score,1.0,20451,217,217,-1,-1,-1,539,214,0.01046,0.007968127490039834,15,19.1,9.36,22.29
301.tiff,canine cutaneous mast cell tumor,0,5.9,23.292,chromatin_od,1.0,20451,217,217,5,0,182,539,214,0.01046,0.28767123287671237,15,19.1,9.36,22.29
301.tiff,canine cutaneous mast cell tumor,0,5.0,19.739,tm_score,1.0,21871,217,217,-1,-1,-1,566,240,0.01097,0.015873015873015928,8,13.26,9.21,19.08
301.tiff,canine cutaneous mast cell tumor,0,5.0,19.739,chromatin_od,1.0,21871,217,217,5,0,206,566,240,0.01097,0.34983498349834985,8,13.26,9.21,19.08
301.tiff,canine cutaneous mast cell tumor,1,7.5,29.609,tm_score,1.0,17635,217,217,-1,-1,-1,663,337,0.01911,,45,24.17,12.73,29.24
301.tiff,canine cutaneous mast cell tumor,1,7.5,29.609,chromatin_od,1.0,17635,217,217,-1,-1,-1,663,337,0.01911,,45,24.17,12.73,29.24
301.tiff,canine cutaneous mast cell tumor,1,5.9,23.292,tm_score,1.0,25284,217,217,-1,-1,-1,875,549,0.02171,0.046875,29,20.0,11.9,22.71
301.tiff,canine cutaneous mast cell tumor,1,5.9,23.292,chromatin_od,1.0,25284,217,217,0,0,204,875,549,0.02171,0.2935153583617748,29,20.0,11.9,22.71
301.tiff,canine cutaneous mast cell tumor,1,5.0,19.739,tm_score,1.0,29010,217,217,-1,-1,-1,984,658,0.02268,0.046875,19,15.23,11.36,19.35
301.tiff,canine cutaneous mast cell tumor,1,5.0,19.739,chromatin_od,1.0,29010,217,217,0,0,217,984,658,0.02268,0.37662337662337664,19,15.23,11.36,19.35
301.tiff,canine cutaneous mast cell tumor,2,7.5,29.609,tm_score,1.0,17613,217,217,-1,-1,-1,628,302,0.01715,,34,25.98,14.13,29.28
301.tiff,canine cutaneous mast cell tumor,2,7.5,29.609,chromatin_od,1.0,17613,217,217,-1,-1,-1,628,302,0.01715,,34,25.98,14.13,29.28
301.tiff,canine cutaneous mast cell tumor,2,5.9,23.292,tm_score,1.0,24454,217,217,-1,-1,-1,785,459,0.01877,0.046875,13,16.49,11.76,21.91
301.tiff,canine cutaneous mast cell tumor,2,5.9,23.292,chromatin_od,1.0,24454,217,217,0,0,213,785,459,0.01877,0.24561403508771928,13,16.49,11.76,21.91
301.tiff,canine cutaneous mast cell tumor,2,5.0,19.739,tm_score,1.0,27075,217,217,-1,-1,-1,831,505,0.01865,0.046875,11,16.28,11.7,17.72
301.tiff,canine cutaneous mast cell tumor,2,5.0,19.739,chromatin_od,1.0,27075,217,217,0,0,216,831,505,0.01865,0.281786941580756,11,16.28,11.7,17.72
301.tiff,canine cutaneous mast cell tumor,3,7.5,29.609,tm_score,1.0,17162,217,216,-1,-1,-1,661,338,0.01969,,46,23.38,12.54,29.01
301.tiff,canine cutaneous mast cell tumor,3,7.5,29.609,chromatin_od,1.0,17162,217,216,-1,-1,-1,661,338,0.01969,,46,23.38,12.54,29.01
301.tiff,canine cutaneous mast cell tumor,3,5.9,23.292,tm_score,1.0,22539,217,217,-1,-1,-1,780,454,0.02014,0.007968127490039834,28,19.01,12.17,22.43
301.tiff,canine cutaneous mast cell tumor,3,5.9,23.292,chromatin_od,1.0,22539,217,217,1,0,195,780,454,0.02014,0.20143884892086328,28,19.01,12.17,22.43
301.tiff,canine cutaneous mast cell tumor,3,5.0,19.739,tm_score,1.0,24869,217,217,-1,-1,-1,826,500,0.02011,0.007968127490039834,19,16.4,11.98,19.65
301.tiff,canine cutaneous mast cell tumor,3,5.0,19.739,chromatin_od,1.0,24869,217,217,1,0,214,826,500,0.02011,0.2578397212543554,19,16.4,11.98,19.65
301.tiff,canine cutaneous mast cell tumor,4,7.5,29.609,tm_score,1.0,16399,217,216,-1,-1,-1,396,72,0.00439,,19,24.33,11.87,29.06
301.tiff,canine cutaneous mast cell tumor,4,7.5,29.609,chromatin_od,1.0,16399,217,216,-1,-1,-1,396,72,0.00439,,19,24.33,11.87,29.06
301.tiff,canine cutaneous mast cell tumor,4,5.9,23.292,tm_score,1.0,20109,217,216,-1,-1,-1,456,131,0.00651,0.0,10,13.28,10.1,19.87
301.tiff,canine cutaneous mast cell tumor,4,5.9,23.292,chromatin_od,1.0,20109,217,216,0,0,178,456,131,0.00651,0.18840579710144922,10,13.28,10.1,19.87
301.tiff,canine cutaneous mast cell tumor,4,5.0,19.739,tm_score,1.0,20826,217,216,-1,-1,-1,468,143,0.00687,0.0,9,13.15,10.0,16.77
301.tiff,canine cutaneous mast cell tumor,4,5.0,19.739,chromatin_od,1.0,20826,217,216,0,0,178,468,143,0.00687,0.20788530465949817,9,13.15,10.0,16.77
402.tiff,human neuroendocrine tumor,0,7.5,33.139,tm_score,1.0,14808,104,104,-1,-1,-1,210,27,0.00182,,4,27.37,22.98,31.92
402.tiff,human neuroendocrine tumor,0,7.5,33.139,chromatin_od,1.0,14808,104,104,-1,-1,-1,210,27,0.00182,,4,27.37,22.98,31.92
402.tiff,human neuroendocrine tumor,0,5.9,26.069,tm_score,1.0,19273,104,104,-1,-1,-1,273,90,0.00467,0.007968127490039834,2,23.81,22.75,24.88
402.tiff,human neuroendocrine tumor,0,5.9,26.069,chromatin_od,1.0,19273,104,104,0,0,96,273,90,0.00467,0.2332155477031802,2,23.81,22.75,24.88
402.tiff,human neuroendocrine tumor,0,5.0,22.093,tm_score,1.0,20884,104,104,-1,-1,-1,293,110,0.00527,0.015873015873015928,1,19.0,19.0,19.0
402.tiff,human neuroendocrine tumor,0,5.0,22.093,chromatin_od,1.0,20884,104,104,0,0,103,293,110,0.00527,0.31081081081081086,1,19.0,19.0,19.0
402.tiff,human neuroendocrine tumor,1,7.5,33.139,tm_score,1.0,13768,104,104,-1,-1,-1,203,20,0.00145,,2,25.97,25.17,26.78
402.tiff,human neuroendocrine tumor,1,7.5,33.139,chromatin_od,1.0,13768,104,104,-1,-1,-1,203,20,0.00145,,2,25.97,25.17,26.78
402.tiff,human neuroendocrine tumor,1,5.9,26.069,tm_score,1.0,16346,104,104,-1,-1,-1,239,56,0.00343,0.0,1,25.08,25.08,25.08
402.tiff,human neuroendocrine tumor,1,5.9,26.069,chromatin_od,1.0,16346,104,104,0,0,103,239,56,0.00343,0.14814814814814814,1,25.08,25.08,25.08
402.tiff,human neuroendocrine tumor,1,5.0,22.093,tm_score,1.0,17234,104,104,-1,-1,-1,245,62,0.0036,0.007968127490039834,0,,,
402.tiff,human neuroendocrine tumor,1,5.0,22.093,chromatin_od,1.0,17234,104,104,0,0,103,245,62,0.0036,0.15498154981549817,0,,,
402.tiff,human neuroendocrine tumor,2,7.5,33.139,tm_score,1.0,13794,104,104,-1,-1,-1,228,45,0.00326,,4,28.24,23.9,29.68
402.tiff,human neuroendocrine tumor,2,7.5,33.139,chromatin_od,1.0,13794,104,104,-1,-1,-1,228,45,0.00326,,4,28.24,23.9,29.68
402.tiff,human neuroendocrine tumor,2,5.9,26.069,tm_score,1.0,17177,104,104,-1,-1,-1,271,88,0.00512,0.015873015873015928,2,21.73,20.29,23.18
402.tiff,human neuroendocrine tumor,2,5.9,26.069,chromatin_od,1.0,17177,104,104,0,0,91,271,88,0.00512,0.23943661971830987,2,21.73,20.29,23.18
402.tiff,human neuroendocrine tumor,2,5.0,22.093,tm_score,1.0,18896,104,104,-1,-1,-1,293,110,0.00582,0.02371541501976282,1,20.12,20.12,20.12
402.tiff,human neuroendocrine tumor,2,5.0,22.093,chromatin_od,1.0,18896,104,104,0,0,103,293,110,0.00582,0.3443708609271523,1,20.12,20.12,20.12
402.tiff,human neuroendocrine tumor,3,7.5,33.139,tm_score,1.0,15559,104,104,-1,-1,-1,356,173,0.01112,,7,24.84,21.92,31.78
402.tiff,human neuroendocrine tumor,3,7.5,33.139,chromatin_od,1.0,15559,104,104,-1,-1,-1,356,173,0.01112,,7,24.84,21.92,31.78
402.tiff,human neuroendocrine tumor,3,5.9,26.069,tm_score,1.0,19599,104,104,-1,-1,-1,396,213,0.01087,0.007968127490039834,6,23.44,15.89,25.33
402.tiff,human neuroendocrine tumor,3,5.9,26.069,chromatin_od,1.0,19599,104,104,0,0,100,396,213,0.01087,0.16849816849816845,6,23.44,15.89,25.33
402.tiff,human neuroendocrine tumor,3,5.0,22.093,tm_score,1.0,21664,104,104,-1,-1,-1,415,232,0.01071,0.015873015873015928,3,21.47,14.75,21.53
402.tiff,human neuroendocrine tumor,3,5.0,22.093,chromatin_od,1.0,21664,104,104,0,0,104,415,232,0.01071,0.22064056939501775,3,21.47,14.75,21.53
402.tiff,human neuroendocrine tumor,4,7.5,33.139,tm_score,1.0,15442,104,103,-1,-1,-1,220,38,0.00246,,4,29.51,26.02,30.45
402.tiff,human neuroendocrine tumor,4,7.5,33.139,chromatin_od,1.0,15442,104,103,-1,-1,-1,220,38,0.00246,,4,29.51,26.02,30.45
402.tiff,human neuroendocrine tumor,4,5.9,26.069,tm_score,1.0,19526,104,104,-1,-1,-1,278,95,0.00487,0.007968127490039834,2,25.72,25.52,25.92
402.tiff,human neuroendocrine tumor,4,5.9,26.069,chromatin_od,1.0,19526,104,104,1,0,95,278,95,0.00487,0.2698961937716263,2,25.72,25.52,25.92
402.tiff,human neuroendocrine tumor,4,5.0,22.093,tm_score,1.0,21316,104,104,-1,-1,-1,289,106,0.00497,0.015873015873015928,1,12.37,12.37,12.37
402.tiff,human neuroendocrine tumor,4,5.0,22.093,chromatin_od,1.0,21316,104,104,1,0,103,289,106,0.00497,0.29931972789115646,1,12.37,12.37,12.37
403.tiff,human neuroendocrine tumor,0,7.5,33.06,tm_score,1.0,11579,52,52,-1,-1,-1,164,70,0.00605,,10,26.4,16.82,29.82
403.tiff,human neuroendocrine tumor,0,7.5,33.06,chromatin_od,1.0,11579,52,52,-1,-1,-1,164,71,0.00613,,10,26.4,16.82,29.82
403.tiff,human neuroendocrine tumor,0,5.9,26.007,tm_score,1.0,14000,52,52,-1,-1,-1,183,86,0.00614,0.03149606299212604,7,19.0,14.46,25.71
403.tiff,human neuroendocrine tumor,0,5.9,26.007,chromatin_od,1.0,14000,52,52,0,0,51,183,87,0.00621,0.2517482517482518,7,19.0,14.46,25.71
403.tiff,human neuroendocrine tumor,0,5.0,22.04,tm_score,1.0,15257,52,52,-1,-1,-1,185,88,0.00577,0.03149606299212604,5,16.03,14.38,20.27
403.tiff,human neuroendocrine tumor,0,5.0,22.04,chromatin_od,1.0,15257,52,52,0,0,51,185,89,0.00583,0.30508474576271183,5,16.03,14.38,20.27
403.tiff,human neuroendocrine tumor,1,7.5,33.06,tm_score,1.0,11653,52,52,-1,-1,-1,117,24,0.00206,,7,19.85,16.03,27.36
403.tiff,human neuroendocrine tumor,1,7.5,33.06,chromatin_od,1.0,11653,52,52,-1,-1,-1,117,24,0.00206,,7,19.85,16.03,27.36
403.tiff,human neuroendocrine tumor,1,5.9,26.007,tm_score,1.0,14800,52,52,-1,-1,-1,145,50,0.00338,0.03149606299212604,6,19.14,15.94,21.17
403.tiff,human neuroendocrine tumor,1,5.9,26.007,chromatin_od,1.0,14800,52,52,0,0,42,145,50,0.00338,0.28767123287671237,6,19.14,15.94,21.17
403.tiff,human neuroendocrine tumor,1,5.0,22.04,tm_score,1.0,16472,52,52,-1,-1,-1,155,60,0.00364,0.03149606299212604,6,19.14,15.94,21.17
403.tiff,human neuroendocrine tumor,1,5.0,22.04,chromatin_od,1.0,16472,52,52,0,0,42,155,60,0.00364,0.4126984126984127,6,19.14,15.94,21.17
403.tiff,human neuroendocrine tumor,2,7.5,33.06,tm_score,1.0,9787,52,52,-1,-1,-1,99,12,0.00123,,7,27.0,17.71,30.91
403.tiff,human neuroendocrine tumor,2,7.5,33.06,chromatin_od,1.0,9787,52,52,-1,-1,-1,99,12,0.00123,,7,27.0,17.71,30.91
403.tiff,human neuroendocrine tumor,2,5.9,26.007,tm_score,1.0,11928,52,52,-1,-1,-1,122,35,0.00293,0.02371541501976282,3,18.03,17.13,19.18
403.tiff,human neuroendocrine tumor,2,5.9,26.007,chromatin_od,1.0,11928,52,52,0,0,47,122,35,0.00293,0.33333333333333337,3,18.03,17.13,19.18
403.tiff,human neuroendocrine tumor,2,5.0,22.04,tm_score,1.0,13021,52,52,-1,-1,-1,132,44,0.00338,0.03149606299212604,3,18.03,17.13,19.18
403.tiff,human neuroendocrine tumor,2,5.0,22.04,chromatin_od,1.0,13021,52,52,0,0,48,132,43,0.0033,0.42271293375394325,3,18.03,17.13,19.18
403.tiff,human neuroendocrine tumor,3,7.5,33.06,tm_score,1.0,9283,52,52,-1,-1,-1,103,16,0.00172,,5,25.81,17.52,30.56
403.tiff,human neuroendocrine tumor,3,7.5,33.06,chromatin_od,1.0,9283,52,52,-1,-1,-1,103,16,0.00172,,5,25.81,17.52,30.56
403.tiff,human neuroendocrine tumor,3,5.9,26.007,tm_score,1.0,11086,52,52,-1,-1,-1,115,25,0.00226,0.007968127490039834,3,21.4,17.04,25.37
403.tiff,human neuroendocrine tumor,3,5.9,26.007,chromatin_od,1.0,11086,52,52,0,0,41,115,25,0.00226,0.26388888888888884,3,21.4,17.04,25.37
403.tiff,human neuroendocrine tumor,3,5.0,22.04,tm_score,1.0,11995,52,52,-1,-1,-1,124,34,0.00283,0.007968127490039834,2,18.98,16.8,21.16
403.tiff,human neuroendocrine tumor,3,5.0,22.04,chromatin_od,1.0,11995,52,52,0,0,41,124,35,0.00292,0.3443708609271523,2,18.98,16.8,21.16
403.tiff,human neuroendocrine tumor,4,7.5,33.06,tm_score,1.0,10005,52,52,-1,-1,-1,112,24,0.0024,,10,23.63,15.63,29.71
403.tiff,human neuroendocrine tumor,4,7.5,33.06,chromatin_od,1.0,10005,52,52,-1,-1,-1,112,23,0.0023,,10,23.63,15.63,29.71
403.tiff,human neuroendocrine tumor,4,5.9,26.007,tm_score,1.0,12701,52,52,-1,-1,-1,141,51,0.00402,0.015873015873015928,9,19.42,11.18,24.72
403.tiff,human neuroendocrine tumor,4,5.9,26.007,chromatin_od,1.0,12701,52,52,0,0,47,141,51,0.00402,0.34983498349834985,9,19.42,11.18,24.72
403.tiff,human neuroendocrine tumor,4,5.0,22.04,tm_score,1.0,14387,52,52,-1,-1,-1,161,70,0.00487,0.03149606299212604,7,16.55,11.18,20.91
403.tiff,human neuroendocrine tumor,4,5.0,22.04,chromatin_od,1.0,14387,52,52,0,0,51,161,70,0.00487,0.45679012345679015,7,16.55,11.18,20.91
459.tiff,canine soft tissue sarcoma,0,7.5,30.222,tm_score,1.0,13331,130,130,-1,-1,-1,229,11,0.00083,,1,27.07,27.07,27.07
459.tiff,canine soft tissue sarcoma,0,7.5,30.222,chromatin_od,1.0,13331,130,130,-1,-1,-1,229,11,0.00083,,1,27.07,27.07,27.07
459.tiff,canine soft tissue sarcoma,0,5.9,23.774,tm_score,1.0,14631,130,130,-1,-1,-1,237,18,0.00123,0.0,0,,,
459.tiff,canine soft tissue sarcoma,0,5.9,23.774,chromatin_od,1.0,14631,130,130,0,0,113,237,18,0.00123,0.09885931558935357,0,,,
459.tiff,canine soft tissue sarcoma,0,5.0,20.148,tm_score,1.0,15216,130,130,-1,-1,-1,239,20,0.00131,0.0,0,,,
459.tiff,canine soft tissue sarcoma,0,5.0,20.148,chromatin_od,1.0,15216,130,130,0,0,113,239,20,0.00131,0.10606060606060608,0,,,
459.tiff,canine soft tissue sarcoma,1,7.5,30.222,tm_score,1.0,12760,130,130,-1,-1,-1,221,5,0.00039,,2,14.54,12.98,16.11
459.tiff,canine soft tissue sarcoma,1,7.5,30.222,chromatin_od,1.0,12760,130,130,-1,-1,-1,221,5,0.00039,,2,14.54,12.98,16.11
459.tiff,canine soft tissue sarcoma,1,5.9,23.774,tm_score,1.0,14078,130,130,-1,-1,-1,230,12,0.00085,0.0,2,14.54,12.98,16.11
459.tiff,canine soft tissue sarcoma,1,5.9,23.774,chromatin_od,1.0,14078,130,130,0,0,77,230,12,0.00085,0.1132075471698113,2,14.54,12.98,16.11
459.tiff,canine soft tissue sarcoma,1,5.0,20.148,tm_score,1.0,14724,130,130,-1,-1,-1,235,17,0.00115,0.0,2,14.54,12.98,16.11
459.tiff,canine soft tissue sarcoma,1,5.0,20.148,chromatin_od,1.0,14724,130,130,0,0,94,235,17,0.00115,0.12030075187969924,2,14.54,12.98,16.11
459.tiff,canine soft tissue sarcoma,2,7.5,30.222,tm_score,1.0,13561,130,130,-1,-1,-1,230,11,0.00081,,2,12.49,11.19,13.78
459.tiff,canine soft tissue sarcoma,2,7.5,30.222,chromatin_od,1.0,13561,130,130,-1,-1,-1,230,11,0.00081,,2,12.49,11.19,13.78
459.tiff,canine soft tissue sarcoma,2,5.9,23.774,tm_score,1.0,15628,130,130,-1,-1,-1,251,32,0.00205,0.0,2,12.49,11.19,13.78
459.tiff,canine soft tissue sarcoma,2,5.9,23.774,chromatin_od,1.0,15628,130,130,0,0,122,251,32,0.00205,0.10606060606060608,2,12.49,11.19,13.78
459.tiff,canine soft tissue sarcoma,2,5.0,20.148,tm_score,1.0,16367,130,130,-1,-1,-1,259,39,0.00238,0.0,2,12.49,11.19,13.78
459.tiff,canine soft tissue sarcoma,2,5.0,20.148,chromatin_od,1.0,16367,130,130,0,0,122,259,39,0.00238,0.16849816849816845,2,12.49,11.19,13.78
459.tiff,canine soft tissue sarcoma,3,7.5,30.222,tm_score,1.0,13446,130,130,-1,-1,-1,224,8,0.00059,,0,,,
459.tiff,canine soft tissue sarcoma,3,7.5,30.222,chromatin_od,1.0,13446,130,130,-1,-1,-1,224,8,0.00059,,0,,,
459.tiff,canine soft tissue sarcoma,3,5.9,23.774,tm_score,1.0,14854,130,130,-1,-1,-1,232,14,0.00094,0.0,0,,,
459.tiff,canine soft tissue sarcoma,3,5.9,23.774,chromatin_od,1.0,14854,130,130,0,0,98,232,14,0.00094,0.1132075471698113,0,,,
459.tiff,canine soft tissue sarcoma,3,5.0,20.148,tm_score,1.0,15537,130,130,-1,-1,-1,237,19,0.00122,0.0,0,,,
459.tiff,canine soft tissue sarcoma,3,5.0,20.148,chromatin_od,1.0,15537,130,130,0,0,98,237,19,0.00122,0.17518248175182483,0,,,
459.tiff,canine soft tissue sarcoma,4,7.5,30.222,tm_score,1.0,13271,130,129,-1,-1,-1,223,8,0.0006,,2,21.1,19.3,22.89
459.tiff,canine soft tissue sarcoma,4,7.5,30.222,chromatin_od,1.0,13271,130,129,-1,-1,-1,223,8,0.0006,,2,21.1,19.3,22.89
459.tiff,canine soft tissue sarcoma,4,5.9,23.774,tm_score,1.0,14656,130,129,-1,-1,-1,233,17,0.00116,0.0,2,21.1,19.3,22.89
459.tiff,canine soft tissue sarcoma,4,5.9,23.774,chromatin_od,1.0,14656,130,129,0,0,76,233,17,0.00116,0.07692307692307687,2,21.1,19.3,22.89
459.tiff,canine soft tissue sarcoma,4,5.0,20.148,tm_score,1.0,15326,130,129,-1,-1,-1,236,20,0.0013,0.0,1,19.1,19.1,19.1
459.tiff,canine soft tissue sarcoma,4,5.0,20.148,chromatin_od,1.0,15326,130,129,0,0,121,236,20,0.0013,0.1412639405204461,1,19.1,19.1,19.1
460.tiff,canine soft tissue sarcoma,0,7.5,30.222,tm_score,1.0,10899,35,35,-1,-1,-1,77,2,0.00018,,2,17.89,16.3,19.47
460.tiff,canine soft tissue sarcoma,0,7.5,30.222,chromatin_od,1.0,10899,35,35,-1,-1,-1,77,2,0.00018,,2,17.89,16.3,19.47
460.tiff,canine soft tissue sarcoma,0,5.9,23.774,tm_score,1.0,12107,35,35,-1,-1,-1,85,10,0.00083,0.0,2,17.89,16.3,19.47
460.tiff,canine soft tissue sarcoma,0,5.9,23.774,chromatin_od,1.0,12107,35,35,0,0,15,85,10,0.00083,0.14814814814814814,2,17.89,16.3,19.47
460.tiff,canine soft tissue sarcoma,0,5.0,20.148,tm_score,1.0,12618,35,35,-1,-1,-1,86,11,0.00087,0.0,2,17.89,16.3,19.47
460.tiff,canine soft tissue sarcoma,0,5.0,20.148,chromatin_od,1.0,12618,35,35,0,0,16,86,11,0.00087,0.18840579710144922,2,17.89,16.3,19.47
460.tiff,canine soft tissue sarcoma,1,7.5,30.222,tm_score,1.0,13416,35,35,-1,-1,-1,82,7,0.00052,,1,10.77,10.77,10.77
460.tiff,canine soft tissue sarcoma,1,7.5,30.222,chromatin_od,1.0,13416,35,35,-1,-1,-1,82,7,0.00052,,1,10.77,10.77,10.77
460.tiff,canine soft tissue sarcoma,1,5.9,23.774,tm_score,1.0,15535,35,35,-1,-1,-1,87,12,0.00077,0.007968127490039834,1,10.77,10.77,10.77
460.tiff,canine soft tissue sarcoma,1,5.9,23.774,chromatin_od,1.0,15535,35,35,0,0,19,87,12,0.00077,0.2517482517482518,1,10.77,10.77,10.77
460.tiff,canine soft tissue sarcoma,1,5.0,20.148,tm_score,1.0,16247,35,35,-1,-1,-1,89,14,0.00086,0.007968127490039834,1,10.77,10.77,10.77
460.tiff,canine soft tissue sarcoma,1,5.0,20.148,chromatin_od,1.0,16247,35,35,0,0,20,89,14,0.00086,0.29931972789115646,1,10.77,10.77,10.77
460.tiff,canine soft tissue sarcoma,2,7.5,30.222,tm_score,1.0,11127,35,35,-1,-1,-1,77,3,0.00027,,0,,,
460.tiff,canine soft tissue sarcoma,2,7.5,30.222,chromatin_od,1.0,11127,35,35,-1,-1,-1,77,3,0.00027,,0,,,
460.tiff,canine soft tissue sarcoma,2,5.9,23.774,tm_score,1.0,11902,35,35,-1,-1,-1,80,5,0.00042,0.0,0,,,
460.tiff,canine soft tissue sarcoma,2,5.9,23.774,chromatin_od,1.0,11902,35,35,0,0,15,80,5,0.00042,0.13432835820895528,0,,,
460.tiff,canine soft tissue sarcoma,2,5.0,20.148,tm_score,1.0,12231,35,35,-1,-1,-1,80,5,0.00041,0.0,0,,,
