seed_index,condition,count,mean,std,min,25%,50%,75%,max
0,default_51,30.0,865.7019238083441,470.8427284625594,241.54916683772686,516.367404191485,821.7109722332807,1060.5573358965894,2154.002089135477
0,gray_bbox,30.0,865.7019238083441,470.8427284625594,241.54916683772686,516.367404191485,821.7109722332807,1060.5573358965894,2154.002089135477
0,hem_bbox,30.0,829.9648041265829,425.64149223032524,86.40023148117139,535.8810447915878,779.3446417347287,1070.047179784058,1975.6267360005027
1,default_51,30.0,816.8514391930229,380.99121125932663,275.2235455043772,494.4012563490361,821.0852358508916,1031.3753155061775,1809.3164455119509
1,gray_bbox,30.0,865.1280703091853,389.6578808387739,211.30073355291506,614.8201027910126,926.924060510446,1039.5099195454295,1805.880394710569
1,hem_bbox,30.0,877.1045665591143,370.1705748302442,323.6325076379071,541.9989363580024,893.4118730838833,1055.1836976572692,1589.3206095687553
2,default_51,30.0,863.0633780033024,409.63483176612795,273.60007309940545,528.496898489378,838.7893650134647,1082.6136450779325,1700.589603637515
2,gray_bbox,30.0,863.0633780033024,409.63483176612795,273.60007309940545,528.496898489378,838.7893650134647,1082.6136450779325,1700.589603637515
2,hem_bbox,30.0,918.2699718014627,400.06778592151835,364.16617086159994,617.9340312044901,862.1565322977981,1146.0067858741572,1972.410961235006
