budget,mean_var_tm_all70,mean_var_tm_unique64,mean_var_ch_all70,mean_var_ch_unique64
10,0.026357142857142857,0.028238095238095236,0.005571428571428573,0.006142857142857143
20,0.015107142857142857,0.015857142857142858,0.0058035714285714305,0.006095238095238097
30,0.011571428571428576,0.01208730158730159,0.0037380952380952383,0.003928571428571429
