file_name,seed_index,condition,my_mpp,nb_mpp,my_radius,nb_radius,my_tp_10,my_tp_20,my_tp_30,nb_tp_10,nb_tp_20,nb_tp_30,my_contested_10,my_contested_20,my_contested_30,my_n_gt_mitotic,nb_n_gt_mitotic,my_nearest_other,nb_nearest_other,seed_is_mitotic,seed_is_unanimous,seed_click_matches,seed_border_ok,tpl_patch_readable,my_offset,nb_offset,od_descending,od_nan,base_odd,base_le_51
242.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,1,1,1,1,1,0,0,0,26,26,873.39,873.39,True,True,True,True,True,3.536,3.536,True,0,True,True
242.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,1,1,1,1,1,0,0,0,26,26,873.39,873.39,True,True,True,True,True,3.905,3.905,True,0,True,True
242.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,0,1,1,0,1,1,0,0,0,26,26,272.06,272.06,True,True,True,True,True,0.0,0.0,True,0,True,True
242.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,1,1,1,1,1,0,0,0,26,26,272.06,272.06,True,True,True,True,True,5.22,5.22,True,0,True,True
242.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,0,1,1,0,1,1,0,0,0,26,26,272.06,272.06,True,True,True,True,True,2.5,2.5,True,0,True,True
245.tiff,0,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,4,7,1,4,7,0,0,1,89,89,92.85,92.85,True,True,True,True,True,0.0,0.0,True,0,True,True
245.tiff,0,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,4,7,1,4,7,0,0,1,89,89,92.85,92.85,True,True,True,True,True,0.0,0.0,True,0,True,True
245.tiff,0,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,2,5,1,2,5,0,0,0,89,89,92.85,92.85,True,True,True,True,True,5.385,5.385,True,0,True,True
245.tiff,1,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,0,0,1,0,0,1,0,0,0,89,89,319.08,319.08,True,True,True,True,True,0.0,0.0,True,0,True,True
245.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,0,0,1,0,0,1,0,0,0,89,89,319.08,319.08,True,True,True,True,True,1.0,1.0,True,0,True,True
245.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,2,3,1,2,3,0,0,1,89,89,319.08,319.08,True,True,True,True,True,14.3,14.3,True,0,True,True
245.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,1,1,1,1,1,0,0,0,89,89,230.87,230.87,True,True,True,True,True,0.0,0.0,True,0,True,True
245.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,2,3,3,2,3,3,0,0,0,89,89,230.87,230.87,True,True,True,True,True,10.63,10.63,True,0,True,True
245.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,2,2,1,2,2,0,0,0,89,89,230.87,230.87,True,True,True,True,True,1.803,1.803,True,0,True,True
246.tiff,0,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,17,23,10,17,23,2,3,3,115,115,131.88,131.88,True,True,True,True,True,0.0,0.0,True,0,True,True
246.tiff,0,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,14,21,10,14,21,2,2,2,115,115,131.88,131.88,True,True,True,True,True,8.515,8.515,True,0,True,True
246.tiff,0,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,16,22,10,16,22,1,1,1,115,115,131.88,131.88,True,True,True,True,True,2.5,2.5,True,0,True,True
246.tiff,1,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,19,26,10,19,26,1,2,2,115,115,235.28,235.28,True,True,True,True,True,0.0,0.0,True,0,True,True
246.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,19,26,10,19,26,1,2,2,115,115,235.28,235.28,True,True,True,True,True,0.0,0.0,True,0,True,True
246.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,16,19,10,16,19,1,1,1,115,115,235.28,235.28,True,True,True,True,True,3.202,3.202,True,0,True,True
246.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,19,26,10,19,26,1,2,3,115,115,195.43,195.43,True,True,True,True,True,0.0,0.0,True,0,True,True
246.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,19,26,10,19,26,1,2,3,115,115,195.43,195.43,True,True,True,True,True,0.0,0.0,True,0,True,True
246.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,10,19,25,10,19,25,1,2,3,115,115,195.43,195.43,True,True,True,True,True,2.828,2.828,True,0,True,True
249.tiff,0,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,16,24,7,16,24,4,8,12,111,111,142.8,142.8,True,True,True,True,True,0.0,0.0,True,0,True,True
249.tiff,0,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,6,15,23,6,15,23,4,7,11,111,111,142.8,142.8,True,True,True,True,True,2.236,2.236,True,0,True,True
249.tiff,0,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,6,16,24,6,16,24,5,9,13,111,111,142.8,142.8,True,True,True,True,True,2.062,2.062,True,0,True,True
249.tiff,1,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,15,23,7,15,23,5,8,12,111,111,149.97,149.97,True,True,True,True,True,0.0,0.0,True,0,True,True
249.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,15,23,7,15,23,5,8,12,111,111,149.97,149.97,True,True,True,True,True,5.148,5.148,True,0,True,True
249.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,6,15,23,6,15,23,5,8,12,111,111,149.97,149.97,True,True,True,True,True,3.162,3.162,True,0,True,True
249.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,16,24,7,16,24,4,8,12,111,111,140.57,140.57,True,True,True,True,True,0.0,0.0,True,0,True,True
249.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,6,15,22,6,15,22,4,8,12,111,111,140.57,140.57,True,True,True,True,True,4.123,4.123,True,0,True,True
249.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,6,15,21,6,15,21,4,8,10,111,111,140.57,140.57,True,True,True,True,True,2.062,2.062,True,0,True,True
284.tiff,0,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,9,15,17,9,15,17,6,7,7,74,74,179.85,179.85,True,True,True,True,True,0.0,0.0,True,0,True,True
284.tiff,0,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,8,15,19,8,15,19,6,7,7,74,74,179.85,179.85,True,True,True,True,True,6.519,6.519,True,0,True,True
284.tiff,0,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,11,14,7,11,14,5,6,6,74,74,179.85,179.85,True,True,True,True,True,0.707,0.707,True,0,True,True
284.tiff,1,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,8,17,21,8,17,21,5,7,7,74,74,42.38,42.38,True,True,True,True,True,0.0,0.0,True,0,True,True
284.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,8,16,20,8,16,20,5,7,8,74,74,42.38,42.38,True,True,True,True,True,0.707,0.707,True,0,True,True
284.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,14,19,7,14,19,5,7,8,74,74,42.38,42.38,True,True,True,True,True,1.414,1.414,True,0,True,True
284.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,15,20,7,15,20,5,7,8,74,74,294.21,294.21,True,True,True,True,True,0.0,0.0,True,0,True,True
284.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,15,19,7,15,19,5,8,8,74,74,294.21,294.21,True,True,True,True,True,4.528,4.528,True,0,True,True
284.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,6,13,17,6,13,17,4,6,7,74,74,294.21,294.21,True,True,True,True,True,4.123,4.123,True,0,True,True
289.tiff,0,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,3,3,3,3,3,3,0,0,0,17,17,483.76,483.76,True,True,True,True,True,0.0,0.0,True,0,True,True
289.tiff,0,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,3,4,4,3,4,4,0,0,0,17,17,483.76,483.76,True,True,True,True,True,1.803,1.803,True,0,True,True
289.tiff,0,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,3,3,4,3,3,4,0,0,0,17,17,483.76,483.76,True,True,True,True,True,1.581,1.581,True,0,True,True
289.tiff,1,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,6,7,4,6,7,0,0,0,17,17,304.69,304.69,True,True,True,True,True,0.0,0.0,True,0,True,True
289.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,2,2,5,2,2,5,0,0,1,17,17,304.69,304.69,True,True,True,True,True,0.5,0.5,True,0,True,True
289.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,2,2,5,2,2,5,0,0,1,17,17,304.69,304.69,True,True,True,True,True,2.236,2.236,True,0,True,True
289.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,5,7,7,5,7,7,1,1,1,17,17,192.77,192.77,True,True,True,True,True,0.0,0.0,True,0,True,True
289.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,3,3,4,3,3,4,0,0,0,17,17,192.77,192.77,True,True,True,True,True,1.118,1.118,True,0,True,True
289.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,3,3,3,3,3,3,0,0,0,17,17,192.77,192.77,True,True,True,True,True,1.5,1.5,True,0,True,True
291.tiff,0,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,0,1,5,0,1,5,0,0,2,86,86,90.79,90.79,True,True,True,True,True,0.0,0.0,True,0,True,True
291.tiff,0,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,1,1,4,1,1,4,0,0,1,86,86,90.79,90.79,True,True,True,True,True,2.5,2.5,True,0,True,True
291.tiff,0,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,6,9,4,6,9,0,2,4,86,86,90.79,90.79,True,True,True,True,True,5.385,5.385,True,0,True,True
291.tiff,1,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,9,15,4,9,15,0,4,5,86,86,140.17,140.17,True,True,True,True,True,0.0,0.0,True,0,True,True
291.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,5,9,14,5,9,14,0,2,5,86,86,140.17,140.17,True,True,True,True,True,0.5,0.5,True,0,True,True
291.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,6,9,4,6,9,0,1,2,86,86,140.17,140.17,True,True,True,True,True,3.0,3.0,True,0,True,True
291.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,9,13,4,9,13,0,2,4,86,86,152.32,152.32,True,True,True,True,True,0.0,0.0,True,0,True,True
291.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,9,13,4,9,13,0,3,5,86,86,152.32,152.32,True,True,True,True,True,6.0,6.0,True,0,True,True
291.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,7,11,4,7,11,0,2,4,86,86,152.32,152.32,True,True,True,True,True,1.118,1.118,True,0,True,True
293.tiff,0,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,13,21,4,13,21,0,3,3,104,104,35.0,35.0,True,True,True,True,True,0.0,0.0,True,0,True,True
293.tiff,0,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,8,18,23,8,18,23,0,3,4,104,104,35.0,35.0,True,True,True,True,True,7.778,7.778,True,0,True,True
293.tiff,0,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,9,16,22,9,16,22,2,3,6,104,104,35.0,35.0,True,True,True,True,True,4.528,4.528,True,0,True,True
293.tiff,1,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,4,13,20,4,13,20,0,1,2,104,104,315.29,315.29,True,True,True,True,True,0.0,0.0,True,0,True,True
293.tiff,1,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,5,15,23,5,15,23,0,3,3,104,104,315.29,315.29,True,True,True,True,True,4.61,4.61,True,0,True,True
293.tiff,1,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,9,17,24,9,17,24,1,3,6,104,104,315.29,315.29,True,True,True,True,True,3.041,3.041,True,0,True,True
293.tiff,2,default_51,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,6,15,24,6,15,24,0,1,4,104,104,229.73,229.73,True,True,True,True,True,0.0,0.0,True,0,True,True
293.tiff,2,gray_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,7,16,24,7,16,24,0,2,5,104,104,229.73,229.73,True,True,True,True,True,4.301,4.301,True,0,True,True
293.tiff,2,hem_bbox,0.24816562612969095,0.24816562612969095,30.221751968503938,30.221751968503938,8,17,24,8,17,24,2,5,8,104,104,229.73,229.73,True,True,True,True,True,1.118,1.118,True,0,True,True
300.tiff,0,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,9,19,27,9,19,27,2,5,7,180,180,150.03,150.03,True,True,True,True,True,0.0,0.0,True,0,True,True
300.tiff,0,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,9,19,27,9,19,27,2,5,8,180,180,150.03,150.03,True,True,True,True,True,2.5,2.5,True,0,True,True
300.tiff,0,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,17,27,8,17,27,2,5,9,180,180,150.03,150.03,True,True,True,True,True,4.123,4.123,True,0,True,True
300.tiff,1,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,9,19,27,9,19,27,2,6,9,180,180,76.66,76.66,True,True,True,True,True,0.0,0.0,True,0,True,True
300.tiff,1,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,10,19,29,10,19,29,3,5,8,180,180,76.66,76.66,True,True,True,True,True,3.64,3.64,True,0,True,True
300.tiff,1,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,10,19,26,10,19,26,2,3,4,180,180,76.66,76.66,True,True,True,True,True,3.202,3.202,True,0,True,True
300.tiff,2,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,9,18,27,9,18,27,2,4,7,180,180,162.59,162.59,True,True,True,True,True,0.0,0.0,True,0,True,True
300.tiff,2,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,10,19,28,10,19,28,2,5,8,180,180,162.59,162.59,True,True,True,True,True,2.5,2.5,True,0,True,True
300.tiff,2,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,10,18,27,10,18,27,4,8,12,180,180,162.59,162.59,True,True,True,True,True,2.236,2.236,True,0,True,True
301.tiff,0,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,18,26,8,18,26,1,3,5,217,217,144.17,144.17,True,True,True,True,True,0.0,0.0,True,0,True,True
301.tiff,0,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,18,27,8,18,27,0,2,4,217,217,144.17,144.17,True,True,True,True,True,5.5,5.5,True,0,True,True
301.tiff,0,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,17,26,8,17,26,1,1,4,217,217,144.17,144.17,True,True,True,True,True,4.5,4.5,True,0,True,True
301.tiff,1,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,17,26,8,17,26,1,1,2,217,217,134.46,134.46,True,True,True,True,True,0.0,0.0,True,0,True,True
301.tiff,1,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,17,27,8,17,27,1,1,4,217,217,134.46,134.46,True,True,True,True,True,3.536,3.536,True,0,True,True
301.tiff,1,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,16,26,8,16,26,1,2,4,217,217,134.46,134.46,True,True,True,True,True,2.693,2.693,True,0,True,True
301.tiff,2,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,13,21,6,13,21,0,2,4,217,217,203.02,203.02,True,True,True,True,True,0.0,0.0,True,0,True,True
301.tiff,2,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,9,19,29,9,19,29,0,1,5,217,217,203.02,203.02,True,True,True,True,True,3.606,3.606,True,0,True,True
301.tiff,2,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,9,19,28,9,19,28,0,3,6,217,217,203.02,203.02,True,True,True,True,True,2.693,2.693,True,0,True,True
322.tiff,0,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,14,16,8,14,16,0,0,0,22,22,247.83,247.83,True,True,True,True,True,0.0,0.0,True,0,True,True
322.tiff,0,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,12,12,8,12,12,0,0,0,22,22,247.83,247.83,True,True,True,True,True,3.536,3.536,True,0,True,True
322.tiff,0,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,12,12,8,12,12,0,0,0,22,22,247.83,247.83,True,True,True,True,True,2.915,2.915,True,0,True,True
322.tiff,1,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,13,15,8,13,15,0,0,0,22,22,473.22,473.22,True,True,True,True,True,0.0,0.0,True,0,True,True
322.tiff,1,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,14,16,8,14,16,0,0,0,22,22,473.22,473.22,True,True,True,True,True,1.581,1.581,True,0,True,True
322.tiff,1,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,11,12,8,11,12,0,0,0,22,22,473.22,473.22,True,True,True,True,True,2.062,2.062,True,0,True,True
322.tiff,2,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,14,15,8,14,15,0,0,0,22,22,309.5,309.5,True,True,True,True,True,0.0,0.0,True,0,True,True
322.tiff,2,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,13,13,8,13,13,0,0,0,22,22,309.5,309.5,True,True,True,True,True,2.062,2.062,True,0,True,True
322.tiff,2,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,11,11,8,11,11,0,0,0,22,22,309.5,309.5,True,True,True,True,True,1.5,1.5,True,0,True,True
337.tiff,0,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,11,12,8,11,12,7,9,9,29,29,160.02,160.02,True,True,True,True,True,0.0,0.0,True,0,True,True
337.tiff,0,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,11,13,8,11,13,7,9,10,29,29,160.02,160.02,True,True,True,True,True,6.727,6.727,True,0,True,True
337.tiff,0,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,7,8,8,7,8,8,5,5,5,29,29,160.02,160.02,True,True,True,True,True,2.236,2.236,True,0,True,True
337.tiff,1,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,11,13,8,11,13,7,9,9,29,29,68.88,68.88,True,True,True,True,True,0.0,0.0,True,0,True,True
337.tiff,1,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,11,13,8,11,13,7,9,9,29,29,68.88,68.88,True,True,True,True,True,3.64,3.64,True,0,True,True
337.tiff,1,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,7,9,10,7,9,10,6,6,6,29,29,68.88,68.88,True,True,True,True,True,0.5,0.5,True,0,True,True
337.tiff,2,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,11,13,8,11,13,7,9,9,29,29,413.12,413.12,True,True,True,True,True,0.0,0.0,True,0,True,True
337.tiff,2,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,12,12,8,12,12,7,9,9,29,29,413.12,413.12,True,True,True,True,True,1.414,1.414,True,0,True,True
337.tiff,2,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,7,9,9,7,9,9,6,6,6,29,29,413.12,413.12,True,True,True,True,True,2.121,2.121,True,0,True,True
339.tiff,0,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,4,5,7,4,5,7,3,3,3,14,14,1031.03,1031.03,True,True,True,True,True,0.0,0.0,True,0,True,True
339.tiff,0,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,4,7,7,4,7,7,3,3,3,14,14,1031.03,1031.03,True,True,True,True,True,4.95,4.95,True,0,True,True
339.tiff,0,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,4,6,6,4,6,6,2,4,4,14,14,1031.03,1031.03,True,True,True,True,True,3.64,3.64,True,0,True,True
339.tiff,1,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,4,5,5,4,5,5,3,3,3,14,14,605.57,605.57,True,True,True,True,True,0.0,0.0,True,0,True,True
339.tiff,1,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,4,5,5,4,5,5,3,3,3,14,14,605.57,605.57,True,True,True,True,True,6.185,6.185,True,0,True,True
339.tiff,1,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,4,5,5,4,5,5,3,3,3,14,14,605.57,605.57,True,True,True,True,True,3.606,3.606,True,0,True,True
339.tiff,2,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,5,6,6,5,6,6,3,4,4,14,14,817.8,817.8,True,True,True,True,True,0.0,0.0,True,0,True,True
339.tiff,2,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,5,6,6,5,6,6,3,4,4,14,14,817.8,817.8,True,True,True,True,True,3.0,3.0,True,0,True,True
339.tiff,2,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,2,3,3,2,3,3,1,2,2,14,14,817.8,817.8,True,True,True,True,True,2.062,2.062,True,0,True,True
343.tiff,0,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,9,9,6,9,9,0,0,0,36,36,103.71,103.71,True,True,True,True,True,0.0,0.0,True,0,True,True
343.tiff,0,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,5,8,8,5,8,8,0,0,0,36,36,103.71,103.71,True,True,True,True,True,3.354,3.354,True,0,True,True
343.tiff,0,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,5,6,6,5,6,6,0,1,1,36,36,103.71,103.71,True,True,True,True,True,8.86,8.86,True,0,True,True
343.tiff,1,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,7,8,11,7,8,11,0,0,1,36,36,498.66,498.66,True,True,True,True,True,0.0,0.0,True,0,True,True
343.tiff,1,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,7,8,12,7,8,12,0,0,1,36,36,498.66,498.66,True,True,True,True,True,4.5,4.5,True,0,True,True
343.tiff,1,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,5,5,8,5,5,8,0,0,1,36,36,498.66,498.66,True,True,True,True,True,2.55,2.55,True,0,True,True
343.tiff,2,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,9,12,8,9,12,0,0,1,36,36,314.01,314.01,True,True,True,True,True,0.0,0.0,True,0,True,True
343.tiff,2,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,5,5,6,5,5,6,0,0,1,36,36,314.01,314.01,True,True,True,True,True,1.5,1.5,True,0,True,True
343.tiff,2,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,5,5,5,5,5,5,0,0,0,36,36,314.01,314.01,True,True,True,True,True,1.803,1.803,True,0,True,True
344.tiff,0,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,12,19,6,12,19,1,2,3,43,43,186.94,186.94,True,True,True,True,True,0.0,0.0,True,0,True,True
344.tiff,0,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,8,14,18,8,14,18,1,2,4,43,43,186.94,186.94,True,True,True,True,True,2.55,2.55,True,0,True,True
344.tiff,0,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,7,11,12,7,11,12,1,3,3,43,43,186.94,186.94,True,True,True,True,True,2.0,2.0,True,0,True,True
344.tiff,1,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,15,20,6,15,20,1,2,3,43,43,237.17,237.17,True,True,True,True,True,0.0,0.0,True,0,True,True
344.tiff,1,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,14,20,6,14,20,1,2,3,43,43,237.17,237.17,True,True,True,True,True,3.606,3.606,True,0,True,True
344.tiff,1,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,11,12,6,11,12,1,2,2,43,43,237.17,237.17,True,True,True,True,True,1.581,1.581,True,0,True,True
344.tiff,2,default_51,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,14,20,6,14,20,1,2,3,43,43,228.0,228.0,True,True,True,True,True,0.0,0.0,True,0,True,True
344.tiff,2,gray_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,14,22,6,14,22,1,2,3,43,43,228.0,228.0,True,True,True,True,True,3.041,3.041,True,0,True,True
344.tiff,2,hem_bbox,0.2533008895448562,0.2533008895448562,29.609055118110238,29.609055118110238,6,14,17,6,14,17,1,2,2,43,43,228.0,228.0,True,True,True,True,True,1.5,1.5,True,0,True,True
353.tiff,0,default_51,0.22744367634943946,0.22744367634943946,32.9751968503937,32.9751968503937,9,14,18,9,14,18,0,1,1,62,62,72.03,72.03,True,True,True,True,True,0.0,0.0,True,0,True,True
