file_name,arm,metric,tumor_type,decision_grade,method,pool_scope,n_seeds,n_unreached,mean,sd,cv,min,median,max,iqr,worst
002.tiff,blob_native,read_100,human breast cancer,False,-,full,5,5,,,,,,,,
002.tiff,blob_native,read_95,human breast cancer,False,-,full,5,5,,,,,,,,
002.tiff,blob_native,read_50,human breast cancer,False,-,full,5,0,84.2,0.4472135954999579,0.005311325362232279,84.0,84.0,85.0,0.0,85.0
002.tiff,blob_native,n_detections,human breast cancer,False,-,full,5,0,8814.0,0.0,0.0,8814.0,8814.0,8814.0,0.0,8814.0
002.tiff,blob_native,full_list_recall,human breast cancer,False,-,full,5,0,0.875,0.0,0.0,0.875,0.875,0.875,0.0,0.875
002.tiff,blob_native,recall_at_250,human breast cancer,False,-,full,5,0,0.775,0.055901699437494734,0.07213122508063836,0.75,0.75,0.875,0.0,0.75
002.tiff,blob_native@matched,read_100,human breast cancer,False,-,matched,5,5,,,,,,,,
002.tiff,blob_native@matched,read_95,human breast cancer,False,-,matched,5,5,,,,,,,,
002.tiff,blob_native@matched,read_50,human breast cancer,False,-,matched,5,0,84.2,0.4472135954999579,0.005311325362232279,84.0,84.0,85.0,0.0,85.0
002.tiff,blob_native@matched,n_detections,human breast cancer,False,-,matched,5,0,4494.4,1560.4521139721012,0.3471992065619663,2443.0,4465.0,6385.0,1969.0,6385.0
002.tiff,blob_native@matched,full_list_recall,human breast cancer,False,-,matched,5,0,0.875,0.0,0.0,0.875,0.875,0.875,0.0,0.875
002.tiff,blob_native@matched,recall_at_250,human breast cancer,False,-,matched,5,0,0.775,0.055901699437494734,0.07213122508063836,0.75,0.75,0.875,0.0,0.75
002.tiff,blob_od,read_100,human breast cancer,False,-,full,5,5,,,,,,,,
002.tiff,blob_od,read_95,human breast cancer,False,-,full,5,5,,,,,,,,
002.tiff,blob_od,read_50,human breast cancer,False,-,full,5,0,14.0,2.7386127875258306,0.1956151991089879,11.0,16.0,16.0,5.0,16.0
002.tiff,blob_od,n_detections,human breast cancer,False,-,full,5,0,8814.0,0.0,0.0,8814.0,8814.0,8814.0,0.0,8814.0
002.tiff,blob_od,full_list_recall,human breast cancer,False,-,full,5,0,0.875,0.0,0.0,0.875,0.875,0.875,0.0,0.875
002.tiff,blob_od,recall_at_250,human breast cancer,False,-,full,5,0,0.875,0.0,0.0,0.875,0.875,0.875,0.0,0.875
002.tiff,disc_ccoeff,read_100,human breast cancer,False,ccoeff,full,5,0,1416.0,0.0,0.0,1416.0,1416.0,1416.0,0.0,1416.0
002.tiff,disc_ccoeff,read_95,human breast cancer,False,ccoeff,full,5,0,1416.0,0.0,0.0,1416.0,1416.0,1416.0,0.0,1416.0
002.tiff,disc_ccoeff,read_50,human breast cancer,False,ccoeff,full,5,0,156.6,96.39917012090923,0.6155757989840948,51.0,227.0,227.0,176.0,227.0
002.tiff,disc_ccoeff,n_detections,human breast cancer,False,ccoeff,full,5,0,12288.0,0.0,0.0,12288.0,12288.0,12288.0,0.0,12288.0
002.tiff,disc_ccoeff,full_list_recall,human breast cancer,False,ccoeff,full,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
002.tiff,disc_ccoeff,recall_at_250,human breast cancer,False,ccoeff,full,5,0,0.55,0.06846531968814577,0.1244823994329923,0.5,0.5,0.625,0.125,0.5
002.tiff,disc_ccoeff@matched,read_100,human breast cancer,False,ccoeff,matched,5,0,1416.0,0.0,0.0,1416.0,1416.0,1416.0,0.0,1416.0
002.tiff,disc_ccoeff@matched,read_95,human breast cancer,False,ccoeff,matched,5,0,1416.0,0.0,0.0,1416.0,1416.0,1416.0,0.0,1416.0
002.tiff,disc_ccoeff@matched,read_50,human breast cancer,False,ccoeff,matched,5,0,156.6,96.39917012090923,0.6155757989840948,51.0,227.0,227.0,176.0,227.0
002.tiff,disc_ccoeff@matched,n_detections,human breast cancer,False,ccoeff,matched,5,0,4494.4,1560.4521139721012,0.3471992065619663,2443.0,4465.0,6385.0,1969.0,6385.0
002.tiff,disc_ccoeff@matched,full_list_recall,human breast cancer,False,ccoeff,matched,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
002.tiff,disc_ccoeff@matched,recall_at_250,human breast cancer,False,ccoeff,matched,5,0,0.55,0.06846531968814577,0.1244823994329923,0.5,0.5,0.625,0.125,0.5
002.tiff,disc_ccoeff_normed,read_100,human breast cancer,False,ccoeff_normed,full,5,0,7233.0,0.0,0.0,7233.0,7233.0,7233.0,0.0,7233.0
002.tiff,disc_ccoeff_normed,read_95,human breast cancer,False,ccoeff_normed,full,5,0,7233.0,0.0,0.0,7233.0,7233.0,7233.0,0.0,7233.0
002.tiff,disc_ccoeff_normed,read_50,human breast cancer,False,ccoeff_normed,full,5,0,4347.8,59.15403621055794,0.013605509961488094,4283.0,4391.0,4391.0,108.0,4391.0
002.tiff,disc_ccoeff_normed,n_detections,human breast cancer,False,ccoeff_normed,full,5,0,14238.0,0.0,0.0,14238.0,14238.0,14238.0,0.0,14238.0
002.tiff,disc_ccoeff_normed,full_list_recall,human breast cancer,False,ccoeff_normed,full,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
002.tiff,disc_ccoeff_normed,recall_at_250,human breast cancer,False,ccoeff_normed,full,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
002.tiff,disc_ccoeff_normed@matched,read_100,human breast cancer,False,ccoeff_normed,matched,5,5,,,,,,,,
002.tiff,disc_ccoeff_normed@matched,read_95,human breast cancer,False,ccoeff_normed,matched,5,5,,,,,,,,
002.tiff,disc_ccoeff_normed@matched,read_50,human breast cancer,False,ccoeff_normed,matched,5,2,4319.0,62.353829072479584,0.014437098650724609,4283.0,4283.0,4391.0,54.0,
002.tiff,disc_ccoeff_normed@matched,n_detections,human breast cancer,False,ccoeff_normed,matched,5,0,4494.4,1560.4521139721012,0.3471992065619663,2443.0,4465.0,6385.0,1969.0,6385.0
002.tiff,disc_ccoeff_normed@matched,full_list_recall,human breast cancer,False,ccoeff_normed,matched,5,0,0.55,0.32596012026013244,0.5926547641093316,0.125,0.5,0.875,0.5,0.125
002.tiff,disc_ccoeff_normed@matched,recall_at_250,human breast cancer,False,ccoeff_normed,matched,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
002.tiff,disc_ccoeff_normed_od,read_100,human breast cancer,False,ccoeff_normed,full,5,0,178.0,0.0,0.0,178.0,178.0,178.0,0.0,178.0
002.tiff,disc_ccoeff_normed_od,read_95,human breast cancer,False,ccoeff_normed,full,5,0,178.0,0.0,0.0,178.0,178.0,178.0,0.0,178.0
002.tiff,disc_ccoeff_normed_od,read_50,human breast cancer,False,ccoeff_normed,full,5,0,12.6,3.286335345030997,0.26082026547865056,9.0,15.0,15.0,6.0,15.0
002.tiff,disc_ccoeff_normed_od,n_detections,human breast cancer,False,ccoeff_normed,full,5,0,14238.0,0.0,0.0,14238.0,14238.0,14238.0,0.0,14238.0
002.tiff,disc_ccoeff_normed_od,full_list_recall,human breast cancer,False,ccoeff_normed,full,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
002.tiff,disc_ccoeff_normed_od,recall_at_250,human breast cancer,False,ccoeff_normed,full,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
002.tiff,disc_ccoeff_od,read_100,human breast cancer,False,ccoeff,full,5,0,191.0,0.0,0.0,191.0,191.0,191.0,0.0,191.0
002.tiff,disc_ccoeff_od,read_95,human breast cancer,False,ccoeff,full,5,0,191.0,0.0,0.0,191.0,191.0,191.0,0.0,191.0
002.tiff,disc_ccoeff_od,read_50,human breast cancer,False,ccoeff,full,5,0,14.6,3.286335345030997,0.22509146198842445,11.0,17.0,17.0,6.0,17.0
002.tiff,disc_ccoeff_od,n_detections,human breast cancer,False,ccoeff,full,5,0,12288.0,0.0,0.0,12288.0,12288.0,12288.0,0.0,12288.0
002.tiff,disc_ccoeff_od,full_list_recall,human breast cancer,False,ccoeff,full,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
002.tiff,disc_ccoeff_od,recall_at_250,human breast cancer,False,ccoeff,full,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
002.tiff,disc_ccorr,read_100,human breast cancer,False,ccorr,full,5,0,1043.4,25.938388538997554,0.02485948681138351,997.0,1055.0,1055.0,0.0,1055.0
002.tiff,disc_ccorr,read_95,human breast cancer,False,ccorr,full,5,0,1043.4,25.938388538997554,0.02485948681138351,997.0,1055.0,1055.0,0.0,1055.0
002.tiff,disc_ccorr,read_50,human breast cancer,False,ccorr,full,5,0,318.2,36.69741135284613,0.11532813121573267,278.0,345.0,345.0,67.0,345.0
002.tiff,disc_ccorr,n_detections,human breast cancer,False,ccorr,full,5,0,4496.0,0.0,0.0,4496.0,4496.0,4496.0,0.0,4496.0
002.tiff,disc_ccorr,full_list_recall,human breast cancer,False,ccorr,full,5,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
