file_name,tumor_type,image_id,seed_ann_id,base_size,map_median,mad_scale,mpp,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget,z_at_rank,precision_at_budget
013.tiff,human breast cancer,13,254,31,-0.01374,0.20549,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17863,0.9659,15,2,0.0,0.9411764705882353,33.139,2679.0,6040.0,11600.0,,,,10,10,0,0,0.0,3.906245863488304,0.0
013.tiff,human breast cancer,13,254,31,-0.01374,0.20549,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17863,0.9659,15,2,0.0,0.9411764705882353,33.139,2679.0,6040.0,11600.0,,,,20,20,0,0,0.0,3.8405005354465644,0.0
013.tiff,human breast cancer,13,254,31,-0.01374,0.20549,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17863,0.9659,15,2,0.0,0.9411764705882353,33.139,2679.0,6040.0,11600.0,,,,30,30,0,0,0.0,3.8045990765001583,0.0
013.tiff,human breast cancer,13,254,31,-0.01374,0.20549,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17863,0.9659,15,2,0.0,0.9411764705882353,33.139,2679.0,6040.0,11600.0,,,,50,50,0,0,0.0,3.7584623095153127,0.0
094.tiff,human breast cancer,94,2512,25,-0.02458,0.22645,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18731,0.9767,100,10,0.0,1.0,32.63,1955.0,6090.0,7526.0,8337.0,13395.0,13395.0,10,10,1,1,0.012345679012345678,3.9362524238694774,0.1
094.tiff,human breast cancer,94,2512,25,-0.02458,0.22645,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18731,0.9767,100,10,0.0,1.0,32.63,1955.0,6090.0,7526.0,8337.0,13395.0,13395.0,20,20,1,1,0.012345679012345678,3.8901253031091962,0.05
094.tiff,human breast cancer,94,2512,25,-0.02458,0.22645,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18731,0.9767,100,10,0.0,1.0,32.63,1955.0,6090.0,7526.0,8337.0,13395.0,13395.0,30,30,2,3,0.024691358024691357,3.8431861592979373,0.06666666666666667
094.tiff,human breast cancer,94,2512,25,-0.02458,0.22645,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18731,0.9767,100,10,0.0,1.0,32.63,1955.0,6090.0,7526.0,8337.0,13395.0,13395.0,50,50,4,3,0.04938271604938271,3.8122295242890587,0.08
201.tiff,canine lung cancer,201,4457,51,-0.00855,0.16963,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15916,0.9407,47,2,0.0,1.0,30.222,555.0,1496.0,2317.0,3075.0,3075.0,3075.0,10,10,1,0,0.058823529411764705,3.7711222506216955,0.1
201.tiff,canine lung cancer,201,4457,51,-0.00855,0.16963,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15916,0.9407,47,2,0.0,1.0,30.222,555.0,1496.0,2317.0,3075.0,3075.0,3075.0,20,20,1,0,0.058823529411764705,3.6625256654333476,0.05
201.tiff,canine lung cancer,201,4457,51,-0.00855,0.16963,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15916,0.9407,47,2,0.0,1.0,30.222,555.0,1496.0,2317.0,3075.0,3075.0,3075.0,30,30,2,0,0.11764705882352941,3.614694508944343,0.06666666666666667
201.tiff,canine lung cancer,201,4457,51,-0.00855,0.16963,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15916,0.9407,47,2,0.0,1.0,30.222,555.0,1496.0,2317.0,3075.0,3075.0,3075.0,50,50,2,0,0.11764705882352941,3.5621513559777336,0.04
233.tiff,canine lung cancer,233,5761,25,-0.02486,0.2554,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17549,0.9623,22,2,0.0,1.0,30.222,665.0,7444.0,9701.0,12578.0,12578.0,12578.0,10,10,0,0,0.0,3.4368714168201615,0.0
233.tiff,canine lung cancer,233,5761,25,-0.02486,0.2554,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17549,0.9623,22,2,0.0,1.0,30.222,665.0,7444.0,9701.0,12578.0,12578.0,12578.0,20,20,2,0,0.11764705882352941,3.3916268213390066,0.1
233.tiff,canine lung cancer,233,5761,25,-0.02486,0.2554,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17549,0.9623,22,2,0.0,1.0,30.222,665.0,7444.0,9701.0,12578.0,12578.0,12578.0,30,30,2,1,0.11764705882352941,3.356941663037481,0.06666666666666667
233.tiff,canine lung cancer,233,5761,25,-0.02486,0.2554,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17549,0.9623,22,2,0.0,1.0,30.222,665.0,7444.0,9701.0,12578.0,12578.0,12578.0,50,50,2,1,0.11764705882352941,3.3170841401907554,0.04
245.tiff,canine lymphosarcoma,245,6274,47,-0.00401,0.12514,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17726,0.9675,69,2,0.0,0.9775280898876404,30.222,5254.0,10107.0,12918.0,15680.0,,,10,10,0,0,0.0,4.45568545333761,0.0
245.tiff,canine lymphosarcoma,245,6274,47,-0.00401,0.12514,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17726,0.9675,69,2,0.0,0.9775280898876404,30.222,5254.0,10107.0,12918.0,15680.0,,,20,20,1,0,0.011235955056179775,4.350987158934872,0.05
245.tiff,canine lymphosarcoma,245,6274,47,-0.00401,0.12514,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17726,0.9675,69,2,0.0,0.9775280898876404,30.222,5254.0,10107.0,12918.0,15680.0,,,30,30,1,0,0.011235955056179775,4.278946563079191,0.03333333333333333
245.tiff,canine lymphosarcoma,245,6274,47,-0.00401,0.12514,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17726,0.9675,69,2,0.0,0.9775280898876404,30.222,5254.0,10107.0,12918.0,15680.0,,,50,50,1,1,0.011235955056179775,4.191034117115117,0.02
246.tiff,canine lymphosarcoma,246,6548,41,-0.00461,0.14224,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,18223,0.9678,120,2,0.0,0.9826086956521739,30.222,425.0,2692.0,5775.0,8526.0,,,10,10,7,2,0.06086956521739131,5.027482628553225,0.7
246.tiff,canine lymphosarcoma,246,6548,41,-0.00461,0.14224,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,18223,0.9678,120,2,0.0,0.9826086956521739,30.222,425.0,2692.0,5775.0,8526.0,,,20,20,13,2,0.11304347826086956,4.9132563768428685,0.65
246.tiff,canine lymphosarcoma,246,6548,41,-0.00461,0.14224,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,18223,0.9678,120,2,0.0,0.9826086956521739,30.222,425.0,2692.0,5775.0,8526.0,,,30,30,16,3,0.1391304347826087,4.747033142962913,0.5333333333333333
246.tiff,canine lymphosarcoma,246,6548,41,-0.00461,0.14224,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,18223,0.9678,120,2,0.0,0.9826086956521739,30.222,425.0,2692.0,5775.0,8526.0,,,50,50,22,8,0.19130434782608696,4.587738565935493,0.44
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.02576,0.15795,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,18111,0.9715,84,2,0.0,0.9944444444444445,29.609,4288.0,7702.0,10102.0,11662.0,15168.0,,10,10,2,0,0.011111111111111112,4.55582178564658,0.2
