started,seconds,returncode,copy_deleted,stderr_tail,execution_counts_contiguous,errors
20:34:43,337,0,True,[NbConvertApp] Writing 331616 bytes to /var/folders/bd/s3q0hl891vndldy0hx668q0h0000gn/T/bbox3way_round3_tierc_q72q97_z/executed.ipynb,True,0
