roi,domain,prov,seed,z,rank_key,pool,ceiling,read_50,read_95,recall_at_250
245.tiff,canine lymphosarcoma,mitotic,1,3.0,score,5247,0.8315,2128.0,,0.0898876404494382
245.tiff,canine lymphosarcoma,mitotic,1,3.0,od,5247,0.8315,546.0,,0.30337078651685395
245.tiff,canine lymphosarcoma,mitotic,1,4.0,score,1080,0.3371,,,0.0898876404494382
245.tiff,canine lymphosarcoma,mitotic,1,4.0,od,1080,0.3371,,,0.23595505617977527
245.tiff,canine lymphosarcoma,mitotic,2,0.5,score,17135,0.9888,2531.0,10089.0,0.14606741573033707
245.tiff,canine lymphosarcoma,mitotic,2,0.5,od,17135,0.9888,515.0,9958.0,0.30337078651685395
245.tiff,canine lymphosarcoma,mitotic,2,1.0,score,16807,0.9888,2531.0,10089.0,0.14606741573033707
245.tiff,canine lymphosarcoma,mitotic,2,1.0,od,16807,0.9888,515.0,9884.0,0.30337078651685395
245.tiff,canine lymphosarcoma,mitotic,2,1.5,score,15827,0.9888,2531.0,10089.0,0.14606741573033707
245.tiff,canine lymphosarcoma,mitotic,2,1.5,od,15827,0.9888,512.0,9632.0,0.30337078651685395
245.tiff,canine lymphosarcoma,mitotic,2,2.0,score,13901,0.9888,2531.0,10089.0,0.14606741573033707
245.tiff,canine lymphosarcoma,mitotic,2,2.0,od,13901,0.9888,541.0,9062.0,0.30337078651685395
245.tiff,canine lymphosarcoma,mitotic,2,2.5,score,10967,0.9663,2531.0,10089.0,0.14606741573033707
245.tiff,canine lymphosarcoma,mitotic,2,2.5,od,10967,0.9663,539.0,8144.0,0.30337078651685395
245.tiff,canine lymphosarcoma,mitotic,2,3.0,score,7515,0.8989,2531.0,,0.14606741573033707
245.tiff,canine lymphosarcoma,mitotic,2,3.0,od,7515,0.8989,512.0,,0.30337078651685395
245.tiff,canine lymphosarcoma,mitotic,2,4.0,score,1928,0.4157,,,0.14606741573033707
245.tiff,canine lymphosarcoma,mitotic,2,4.0,od,1928,0.4157,,,0.29213483146067415
245.tiff,canine lymphosarcoma,lookalike,0,0.5,score,17834,0.9775,1743.0,13546.0,0.14606741573033707
245.tiff,canine lymphosarcoma,lookalike,0,0.5,od,17834,0.9775,531.0,11569.0,0.30337078651685395
245.tiff,canine lymphosarcoma,lookalike,0,1.0,score,16594,0.9775,1743.0,13546.0,0.14606741573033707
245.tiff,canine lymphosarcoma,lookalike,0,1.0,od,16594,0.9775,529.0,11055.0,0.30337078651685395
245.tiff,canine lymphosarcoma,lookalike,0,1.5,score,14184,0.9663,1743.0,13546.0,0.14606741573033707
245.tiff,canine lymphosarcoma,lookalike,0,1.5,od,14184,0.9663,518.0,10175.0,0.3146067415730337
245.tiff,canine lymphosarcoma,lookalike,0,2.0,score,10898,0.8876,1743.0,,0.14606741573033707
245.tiff,canine lymphosarcoma,lookalike,0,2.0,od,10898,0.8876,537.0,,0.3146067415730337
245.tiff,canine lymphosarcoma,lookalike,0,2.5,score,7359,0.8539,1743.0,,0.14606741573033707
245.tiff,canine lymphosarcoma,lookalike,0,2.5,od,7359,0.8539,557.0,,0.3258426966292135
245.tiff,canine lymphosarcoma,lookalike,0,3.0,score,4297,0.7303,1743.0,,0.14606741573033707
245.tiff,canine lymphosarcoma,lookalike,0,3.0,od,4297,0.7303,680.0,,0.3146067415730337
245.tiff,canine lymphosarcoma,lookalike,0,4.0,score,1005,0.3258,,,0.14606741573033707
245.tiff,canine lymphosarcoma,lookalike,0,4.0,od,1005,0.3258,,,0.25842696629213485
246.tiff,canine lymphosarcoma,mitotic,0,0.5,score,16956,1.0,101.0,1495.0,0.7391304347826086
246.tiff,canine lymphosarcoma,mitotic,0,0.5,od,16956,1.0,110.0,2106.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,0,1.0,score,15974,1.0,101.0,1495.0,0.7391304347826086
246.tiff,canine lymphosarcoma,mitotic,0,1.0,od,15974,1.0,110.0,2099.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,0,1.5,score,13634,1.0,101.0,1495.0,0.7391304347826086
246.tiff,canine lymphosarcoma,mitotic,0,1.5,od,13634,1.0,110.0,2059.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,0,2.0,score,10050,1.0,101.0,1495.0,0.7391304347826086
246.tiff,canine lymphosarcoma,mitotic,0,2.0,od,10050,1.0,110.0,1945.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,0,2.5,score,6470,1.0,101.0,1495.0,0.7391304347826086
246.tiff,canine lymphosarcoma,mitotic,0,2.5,od,6470,1.0,110.0,1713.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,0,3.0,score,3836,1.0,101.0,1495.0,0.7391304347826086
246.tiff,canine lymphosarcoma,mitotic,0,3.0,od,3836,1.0,110.0,1403.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,0,4.0,score,1418,0.9478,101.0,,0.7391304347826086
246.tiff,canine lymphosarcoma,mitotic,0,4.0,od,1418,0.9478,112.0,,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,1,0.5,score,16301,0.9913,118.0,1016.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,1,0.5,od,16301,0.9913,120.0,2761.0,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,1,1.0,score,15309,0.9913,118.0,1016.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,1,1.0,od,15309,0.9913,120.0,2743.0,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,1,1.5,score,13036,0.9913,118.0,1016.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,1,1.5,od,13036,0.9913,120.0,2679.0,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,1,2.0,score,9770,0.9913,118.0,1016.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,1,2.0,od,9770,0.9913,120.0,2533.0,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,1,2.5,score,6451,0.9826,118.0,1016.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,1,2.5,od,6451,0.9826,118.0,2278.0,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,1,3.0,score,3890,0.9826,118.0,1016.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,1,3.0,od,3890,0.9826,118.0,1829.0,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,1,4.0,score,1468,0.9565,118.0,1016.0,0.6608695652173913
246.tiff,canine lymphosarcoma,mitotic,1,4.0,od,1468,0.9565,115.0,1049.0,0.6695652173913044
246.tiff,canine lymphosarcoma,mitotic,2,0.5,score,17548,0.9913,83.0,1625.0,0.7478260869565218
246.tiff,canine lymphosarcoma,mitotic,2,0.5,od,17548,0.9913,121.0,2982.0,0.6347826086956522
246.tiff,canine lymphosarcoma,mitotic,2,1.0,score,16470,0.9913,83.0,1625.0,0.7478260869565218
246.tiff,canine lymphosarcoma,mitotic,2,1.0,od,16470,0.9913,121.0,2967.0,0.6347826086956522
246.tiff,canine lymphosarcoma,mitotic,2,1.5,score,13996,0.9913,83.0,1625.0,0.7478260869565218
246.tiff,canine lymphosarcoma,mitotic,2,1.5,od,13996,0.9913,121.0,2883.0,0.6347826086956522
246.tiff,canine lymphosarcoma,mitotic,2,2.0,score,10027,0.9913,83.0,1625.0,0.7478260869565218
246.tiff,canine lymphosarcoma,mitotic,2,2.0,od,10027,0.9913,120.0,2650.0,0.6347826086956522
246.tiff,canine lymphosarcoma,mitotic,2,2.5,score,6180,0.9913,83.0,1625.0,0.7478260869565218
246.tiff,canine lymphosarcoma,mitotic,2,2.5,od,6180,0.9913,118.0,2225.0,0.6434782608695652
246.tiff,canine lymphosarcoma,mitotic,2,3.0,score,3490,0.9826,83.0,1625.0,0.7478260869565218
246.tiff,canine lymphosarcoma,mitotic,2,3.0,od,3490,0.9826,117.0,2233.0,0.6434782608695652
246.tiff,canine lymphosarcoma,mitotic,2,4.0,score,1101,0.9043,83.0,,0.7478260869565218
246.tiff,canine lymphosarcoma,mitotic,2,4.0,od,1101,0.9043,115.0,,0.6695652173913044
246.tiff,canine lymphosarcoma,lookalike,0,0.5,score,16771,1.0,150.0,1909.0,0.6434782608695652
246.tiff,canine lymphosarcoma,lookalike,0,0.5,od,16771,1.0,105.0,2159.0,0.6869565217391305
246.tiff,canine lymphosarcoma,lookalike,0,1.0,score,15442,1.0,150.0,1909.0,0.6434782608695652
246.tiff,canine lymphosarcoma,lookalike,0,1.0,od,15442,1.0,105.0,2135.0,0.6869565217391305
246.tiff,canine lymphosarcoma,lookalike,0,1.5,score,12654,1.0,150.0,1909.0,0.6434782608695652
246.tiff,canine lymphosarcoma,lookalike,0,1.5,od,12654,1.0,105.0,2066.0,0.6869565217391305
246.tiff,canine lymphosarcoma,lookalike,0,2.0,score,8967,1.0,150.0,1909.0,0.6434782608695652
246.tiff,canine lymphosarcoma,lookalike,0,2.0,od,8967,1.0,105.0,1896.0,0.6869565217391305
246.tiff,canine lymphosarcoma,lookalike,0,2.5,score,5665,0.9826,150.0,1909.0,0.6434782608695652
246.tiff,canine lymphosarcoma,lookalike,0,2.5,od,5665,0.9826,103.0,2017.0,0.6869565217391305
246.tiff,canine lymphosarcoma,lookalike,0,3.0,score,3414,0.9826,150.0,1909.0,0.6434782608695652
246.tiff,canine lymphosarcoma,lookalike,0,3.0,od,3414,0.9826,103.0,1642.0,0.6869565217391305
246.tiff,canine lymphosarcoma,lookalike,0,4.0,score,1336,0.9217,150.0,,0.6434782608695652
246.tiff,canine lymphosarcoma,lookalike,0,4.0,od,1336,0.9217,111.0,,0.6869565217391305
459.tiff,canine soft tissue sarcoma,mitotic,0,0.5,score,13721,1.0,101.0,6907.0,0.6230769230769231
459.tiff,canine soft tissue sarcoma,mitotic,0,0.5,od,13721,1.0,112.0,8003.0,0.6615384615384615
459.tiff,canine soft tissue sarcoma,mitotic,0,1.0,score,12631,1.0,101.0,6907.0,0.6230769230769231
459.tiff,canine soft tissue sarcoma,mitotic,0,1.0,od,12631,1.0,112.0,7891.0,0.6615384615384615
459.tiff,canine soft tissue sarcoma,mitotic,0,1.5,score,10977,0.9923,101.0,6907.0,0.6230769230769231
459.tiff,canine soft tissue sarcoma,mitotic,0,1.5,od,10977,0.9923,112.0,7540.0,0.6615384615384615
459.tiff,canine soft tissue sarcoma,mitotic,0,2.0,score,8459,0.9692,101.0,6907.0,0.6230769230769231
459.tiff,canine soft tissue sarcoma,mitotic,0,2.0,od,8459,0.9692,110.0,6548.0,0.6615384615384615
459.tiff,canine soft tissue sarcoma,mitotic,0,2.5,score,5314,0.9231,101.0,,0.6230769230769231
459.tiff,canine soft tissue sarcoma,mitotic,0,2.5,od,5314,0.9231,109.0,,0.6615384615384615
459.tiff,canine soft tissue sarcoma,mitotic,0,3.0,score,2741,0.8462,101.0,,0.6230769230769231
459.tiff,canine soft tissue sarcoma,mitotic,0,3.0,od,2741,0.8462,102.0,,0.6846153846153846
459.tiff,canine soft tissue sarcoma,mitotic,0,4.0,score,462,0.7,101.0,,0.6230769230769231
459.tiff,canine soft tissue sarcoma,mitotic,0,4.0,od,462,0.7,91.0,,0.6846153846153846
459.tiff,canine soft tissue sarcoma,mitotic,1,0.5,score,13453,0.9923,141.0,7750.0,0.6
459.tiff,canine soft tissue sarcoma,mitotic,1,0.5,od,13453,0.9923,113.0,9055.0,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,1,1.0,score,12393,0.9923,141.0,7750.0,0.6
459.tiff,canine soft tissue sarcoma,mitotic,1,1.0,od,12393,0.9923,113.0,8908.0,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,1,1.5,score,10623,0.9846,141.0,7750.0,0.6
459.tiff,canine soft tissue sarcoma,mitotic,1,1.5,od,10623,0.9846,113.0,8371.0,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,1,2.0,score,7950,0.9615,141.0,7750.0,0.6
459.tiff,canine soft tissue sarcoma,mitotic,1,2.0,od,7950,0.9615,113.0,6927.0,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,1,2.5,score,4886,0.9,141.0,,0.6
459.tiff,canine soft tissue sarcoma,mitotic,1,2.5,od,4886,0.9,109.0,,0.6615384615384615
459.tiff,canine soft tissue sarcoma,mitotic,1,3.0,score,2399,0.8231,141.0,,0.6
459.tiff,canine soft tissue sarcoma,mitotic,1,3.0,od,2399,0.8231,103.0,,0.6923076923076923
459.tiff,canine soft tissue sarcoma,mitotic,1,4.0,score,353,0.6385,141.0,,0.6
459.tiff,canine soft tissue sarcoma,mitotic,1,4.0,od,353,0.6385,88.0,,0.6307692307692307
459.tiff,canine soft tissue sarcoma,mitotic,2,0.5,score,14136,0.9923,115.0,5213.0,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,0.5,od,14136,0.9923,114.0,9609.0,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,1.0,score,13016,0.9846,115.0,5213.0,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,1.0,od,13016,0.9846,113.0,9435.0,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,2,1.5,score,11160,0.9846,115.0,5213.0,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,1.5,od,11160,0.9846,113.0,8886.0,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,2,2.0,score,8142,0.9615,115.0,5213.0,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,2.0,od,8142,0.9615,113.0,7290.0,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,2,2.5,score,4654,0.9385,115.0,,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,2.5,od,4654,0.9385,111.0,,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,2,3.0,score,2088,0.8615,115.0,,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,3.0,od,2088,0.8615,109.0,,0.6538461538461539
459.tiff,canine soft tissue sarcoma,mitotic,2,4.0,score,262,0.6615,115.0,,0.6461538461538462
459.tiff,canine soft tissue sarcoma,mitotic,2,4.0,od,262,0.6615,96.0,,0.6615384615384615
459.tiff,canine soft tissue sarcoma,lookalike,0,0.5,score,14580,1.0,172.0,8108.0,0.5461538461538461
459.tiff,canine soft tissue sarcoma,lookalike,0,0.5,od,14580,1.0,113.0,8006.0,0.6384615384615384
459.tiff,canine soft tissue sarcoma,lookalike,0,1.0,score,13342,1.0,172.0,8108.0,0.5461538461538461
459.tiff,canine soft tissue sarcoma,lookalike,0,1.0,od,13342,1.0,113.0,7851.0,0.6384615384615384
459.tiff,canine soft tissue sarcoma,lookalike,0,1.5,score,11810,0.9846,172.0,8108.0,0.5461538461538461
459.tiff,canine soft tissue sarcoma,lookalike,0,1.5,od,11810,0.9846,113.0,7606.0,0.6384615384615384
459.tiff,canine soft tissue sarcoma,lookalike,0,2.0,score,9770,0.9615,172.0,8108.0,0.5461538461538461
459.tiff,canine soft tissue sarcoma,lookalike,0,2.0,od,9770,0.9615,113.0,7617.0,0.6384615384615384
459.tiff,canine soft tissue sarcoma,lookalike,0,2.5,score,7070,0.9308,172.0,,0.5461538461538461
459.tiff,canine soft tissue sarcoma,lookalike,0,2.5,od,7070,0.9308,112.0,,0.6461538461538462
459.tiff,canine soft tissue sarcoma,lookalike,0,3.0,score,4362,0.9,172.0,,0.5461538461538461
459.tiff,canine soft tissue sarcoma,lookalike,0,3.0,od,4362,0.9,110.0,,0.6538461538461539
459.tiff,canine soft tissue sarcoma,lookalike,0,4.0,score,1075,0.7538,172.0,,0.5461538461538461
459.tiff,canine soft tissue sarcoma,lookalike,0,4.0,od,1075,0.7538,101.0,,0.6615384615384615
094.tiff,human breast cancer,mitotic,0,0.5,score,15067,1.0,90.0,1628.0,0.6666666666666666
094.tiff,human breast cancer,mitotic,0,0.5,od,15067,1.0,69.0,887.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,0,1.0,score,13751,1.0,90.0,1628.0,0.6666666666666666
094.tiff,human breast cancer,mitotic,0,1.0,od,13751,1.0,69.0,887.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,0,1.5,score,12327,1.0,90.0,1628.0,0.6666666666666666
094.tiff,human breast cancer,mitotic,0,1.5,od,12327,1.0,69.0,887.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,0,2.0,score,10515,1.0,90.0,1628.0,0.6666666666666666
094.tiff,human breast cancer,mitotic,0,2.0,od,10515,1.0,69.0,886.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,0,2.5,score,8426,1.0,90.0,1628.0,0.6666666666666666
094.tiff,human breast cancer,mitotic,0,2.5,od,8426,1.0,69.0,884.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,0,3.0,score,6405,1.0,90.0,1628.0,0.6666666666666666
094.tiff,human breast cancer,mitotic,0,3.0,od,6405,1.0,69.0,880.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,0,4.0,score,3646,1.0,90.0,1628.0,0.6666666666666666
094.tiff,human breast cancer,mitotic,0,4.0,od,3646,1.0,69.0,863.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,0.5,score,15286,0.9877,67.0,1438.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,0.5,od,15286,0.9877,72.0,1969.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,1,1.0,score,13946,0.9877,67.0,1438.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,1.0,od,13946,0.9877,72.0,1952.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,1,1.5,score,12464,0.9877,67.0,1438.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,1.5,od,12464,0.9877,72.0,1933.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,2.0,score,10479,0.9877,67.0,1438.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,2.0,od,10479,0.9877,72.0,1917.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,2.5,score,8299,0.9877,67.0,1438.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,2.5,od,8299,0.9877,72.0,1888.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,3.0,score,6113,0.9877,67.0,1438.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,3.0,od,6113,0.9877,72.0,1844.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,4.0,score,3294,0.9877,67.0,1438.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,1,4.0,od,3294,0.9877,72.0,1713.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,0.5,score,13817,0.9753,69.0,1345.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,0.5,od,13817,0.9753,73.0,1513.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,2,1.0,score,12584,0.9753,69.0,1345.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,1.0,od,12584,0.9753,73.0,1511.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,2,1.5,score,11152,0.9753,69.0,1345.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,1.5,od,11152,0.9753,73.0,1510.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,2,2.0,score,9336,0.9753,69.0,1345.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,2.0,od,9336,0.9753,73.0,1505.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,2,2.5,score,7146,0.9753,69.0,1345.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,2.5,od,7146,0.9753,73.0,1495.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,2,3.0,score,5052,0.9753,69.0,1345.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,3.0,od,5052,0.9753,73.0,1482.0,0.7283950617283951
094.tiff,human breast cancer,mitotic,2,4.0,score,2445,0.9506,69.0,1345.0,0.7407407407407407
094.tiff,human breast cancer,mitotic,2,4.0,od,2445,0.9506,73.0,1551.0,0.7283950617283951
094.tiff,human breast cancer,lookalike,0,0.5,score,13938,1.0,142.0,1242.0,0.6172839506172839
094.tiff,human breast cancer,lookalike,0,0.5,od,13938,1.0,72.0,849.0,0.7407407407407407
094.tiff,human breast cancer,lookalike,0,1.0,score,12525,1.0,142.0,1242.0,0.6172839506172839
094.tiff,human breast cancer,lookalike,0,1.0,od,12525,1.0,72.0,849.0,0.7407407407407407
094.tiff,human breast cancer,lookalike,0,1.5,score,10761,1.0,142.0,1242.0,0.6172839506172839
094.tiff,human breast cancer,lookalike,0,1.5,od,10761,1.0,72.0,848.0,0.7407407407407407
094.tiff,human breast cancer,lookalike,0,2.0,score,8601,1.0,142.0,1242.0,0.6172839506172839
094.tiff,human breast cancer,lookalike,0,2.0,od,8601,1.0,72.0,847.0,0.7407407407407407
094.tiff,human breast cancer,lookalike,0,2.5,score,6221,0.9877,142.0,1242.0,0.6172839506172839
094.tiff,human breast cancer,lookalike,0,2.5,od,6221,0.9877,72.0,841.0,0.7407407407407407
094.tiff,human breast cancer,lookalike,0,3.0,score,4300,0.9753,142.0,1242.0,0.6172839506172839
094.tiff,human breast cancer,lookalike,0,3.0,od,4300,0.9753,72.0,841.0,0.7407407407407407
094.tiff,human breast cancer,lookalike,0,4.0,score,2179,0.963,142.0,1242.0,0.6172839506172839
094.tiff,human breast cancer,lookalike,0,4.0,od,2179,0.963,72.0,832.0,0.7407407407407407
548.tiff,human melanoma,mitotic,0,0.5,score,14445,0.9958,172.0,3017.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,0.5,od,14445,0.9958,175.0,3887.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,1.0,score,13150,0.9958,172.0,3017.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,1.0,od,13150,0.9958,175.0,3867.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,1.5,score,11302,0.9958,172.0,3017.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,1.5,od,11302,0.9958,175.0,3816.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,2.0,score,8969,0.9916,172.0,3017.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,2.0,od,8969,0.9916,175.0,3664.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,2.5,score,6317,0.979,172.0,3017.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,2.5,od,6317,0.979,175.0,3479.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,3.0,score,4055,0.9664,172.0,3017.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,3.0,od,4055,0.9664,175.0,3010.0,0.6134453781512605
548.tiff,human melanoma,mitotic,0,4.0,score,1497,0.9076,172.0,,0.6134453781512605
548.tiff,human melanoma,mitotic,0,4.0,od,1497,0.9076,175.0,,0.6176470588235294
548.tiff,human melanoma,mitotic,1,0.5,score,13756,0.9958,165.0,4068.0,0.6092436974789915
548.tiff,human melanoma,mitotic,1,0.5,od,13756,0.9958,175.0,3666.0,0.6218487394957983
548.tiff,human melanoma,mitotic,1,1.0,score,12568,0.9916,165.0,4068.0,0.6092436974789915
548.tiff,human melanoma,mitotic,1,1.0,od,12568,0.9916,175.0,3657.0,0.6218487394957983
548.tiff,human melanoma,mitotic,1,1.5,score,11135,0.9874,165.0,4068.0,0.6092436974789915
548.tiff,human melanoma,mitotic,1,1.5,od,11135,0.9874,175.0,3637.0,0.6218487394957983
548.tiff,human melanoma,mitotic,1,2.0,score,9152,0.979,165.0,4068.0,0.6092436974789915
548.tiff,human melanoma,mitotic,1,2.0,od,9152,0.979,175.0,3543.0,0.6218487394957983
548.tiff,human melanoma,mitotic,1,2.5,score,6687,0.9664,165.0,4068.0,0.6092436974789915
548.tiff,human melanoma,mitotic,1,2.5,od,6687,0.9664,175.0,4025.0,0.6218487394957983
548.tiff,human melanoma,mitotic,1,3.0,score,4410,0.9538,165.0,4068.0,0.6092436974789915
548.tiff,human melanoma,mitotic,1,3.0,od,4410,0.9538,175.0,4225.0,0.6218487394957983
548.tiff,human melanoma,mitotic,1,4.0,score,1534,0.895,165.0,,0.6092436974789915
548.tiff,human melanoma,mitotic,1,4.0,od,1534,0.895,173.0,,0.6218487394957983
548.tiff,human melanoma,mitotic,2,0.5,score,13897,0.9958,169.0,3338.0,0.6260504201680672
548.tiff,human melanoma,mitotic,2,0.5,od,13897,0.9958,173.0,3771.0,0.6176470588235294
548.tiff,human melanoma,mitotic,2,1.0,score,12622,0.9958,169.0,3338.0,0.6260504201680672
548.tiff,human melanoma,mitotic,2,1.0,od,12622,0.9958,173.0,3761.0,0.6176470588235294
548.tiff,human melanoma,mitotic,2,1.5,score,11109,0.9958,169.0,3338.0,0.6260504201680672
548.tiff,human melanoma,mitotic,2,1.5,od,11109,0.9958,173.0,3738.0,0.6176470588235294
548.tiff,human melanoma,mitotic,2,2.0,score,9101,0.9916,169.0,3338.0,0.6260504201680672
548.tiff,human melanoma,mitotic,2,2.0,od,9101,0.9916,173.0,3639.0,0.6176470588235294
548.tiff,human melanoma,mitotic,2,2.5,score,6685,0.9874,169.0,3338.0,0.6260504201680672
548.tiff,human melanoma,mitotic,2,2.5,od,6685,0.9874,173.0,3420.0,0.6176470588235294
548.tiff,human melanoma,mitotic,2,3.0,score,4346,0.958,169.0,3338.0,0.6260504201680672
548.tiff,human melanoma,mitotic,2,3.0,od,4346,0.958,173.0,3862.0,0.6176470588235294
548.tiff,human melanoma,mitotic,2,4.0,score,1545,0.9076,169.0,,0.6260504201680672
548.tiff,human melanoma,mitotic,2,4.0,od,1545,0.9076,172.0,,0.6218487394957983
548.tiff,human melanoma,lookalike,0,0.5,score,14215,0.9874,160.0,1955.0,0.6764705882352942
548.tiff,human melanoma,lookalike,0,0.5,od,14215,0.9874,177.0,4257.0,0.6092436974789915
548.tiff,human melanoma,lookalike,0,1.0,score,12938,0.9874,160.0,1955.0,0.6764705882352942
548.tiff,human melanoma,lookalike,0,1.0,od,12938,0.9874,177.0,4237.0,0.6092436974789915
548.tiff,human melanoma,lookalike,0,1.5,score,11395,0.9874,160.0,1955.0,0.6764705882352942
548.tiff,human melanoma,lookalike,0,1.5,od,11395,0.9874,177.0,4206.0,0.6092436974789915
548.tiff,human melanoma,lookalike,0,2.0,score,9410,0.9832,160.0,1955.0,0.6764705882352942
548.tiff,human melanoma,lookalike,0,2.0,od,9410,0.9832,177.0,4094.0,0.6092436974789915
548.tiff,human melanoma,lookalike,0,2.5,score,6842,0.979,160.0,1955.0,0.6764705882352942
548.tiff,human melanoma,lookalike,0,2.5,od,6842,0.979,176.0,3752.0,0.6092436974789915
548.tiff,human melanoma,lookalike,0,3.0,score,4463,0.9622,160.0,1955.0,0.6764705882352942
548.tiff,human melanoma,lookalike,0,3.0,od,4463,0.9622,176.0,3336.0,0.6092436974789915
548.tiff,human melanoma,lookalike,0,4.0,score,1647,0.9328,160.0,,0.6764705882352942
548.tiff,human melanoma,lookalike,0,4.0,od,1647,0.9328,176.0,,0.6134453781512605
402.tiff,human neuroendocrine tumor,mitotic,0,0.5,score,15707,0.9904,97.0,1791.0,0.7884615384615384
402.tiff,human neuroendocrine tumor,mitotic,0,0.5,od,15707,0.9904,137.0,2857.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,0,1.0,score,14593,0.9904,97.0,1791.0,0.7884615384615384
402.tiff,human neuroendocrine tumor,mitotic,0,1.0,od,14593,0.9904,137.0,2845.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,0,1.5,score,12184,0.9904,97.0,1791.0,0.7884615384615384
402.tiff,human neuroendocrine tumor,mitotic,0,1.5,od,12184,0.9904,137.0,2807.0,0.6730769230769231
