file_name,seed_index,tumor_type,z,recall,mitoses_lost,n_kept,coverage_frac,cut_vs_z1_pct
233.tiff,1,canine lung cancer,1.6,1.0,0,19679,0.8929760894837716,22.174325713833742
233.tiff,1,canine lung cancer,1.7,1.0,0,18926,0.8798975712445408,25.15225816657439
233.tiff,1,canine lung cancer,1.8,1.0,0,18280,0.868170107141735,27.707031558965433
233.tiff,1,canine lung cancer,1.9,1.0,0,17615,0.8540940082320043,30.33694534525033
233.tiff,1,canine lung cancer,2.0,1.0,0,17009,0.8408034059132183,32.73352843470695
233.tiff,1,canine lung cancer,2.1,1.0,0,16431,0.8269551010148616,35.019378312109474
233.tiff,1,canine lung cancer,2.2,1.0,0,15896,0.8142300562415559,37.135173613857475
233.tiff,1,canine lung cancer,2.3,1.0,0,15299,0.7981587959908254,39.49616388515385
233.tiff,1,canine lung cancer,2.4,1.0,0,14729,0.7820718258082759,41.75037570196947
233.tiff,1,canine lung cancer,2.5,1.0,0,14164,0.7647594809438527,43.98481373091829
233.tiff,1,canine lung cancer,2.6,1.0,0,13603,0.7474157162157916,46.20343272957368
233.tiff,1,canine lung cancer,2.7,1.0,0,13053,0.7297027680899865,48.37854939492209
233.tiff,1,canine lung cancer,2.8,1.0,0,12481,0.7106937505891224,50.64067072688444
233.tiff,1,canine lung cancer,2.9,1.0,0,11962,0.6915826185314355,52.693189907458674
233.tiff,1,canine lung cancer,3.0,1.0,0,11380,0.6689838816099538,54.99485881515462
233.tiff,1,canine lung cancer,3.1,1.0,0,10884,0.6491736575863261,56.95641857154157
233.tiff,1,canine lung cancer,3.2,1.0,0,10333,0.6273839821535174,59.13548999446334
233.tiff,1,canine lung cancer,3.3,1.0,0,9801,0.6039761837433626,61.23942102349126
233.tiff,1,canine lung cancer,3.4,1.0,0,9254,0.578628208753574,63.40267341611959
233.tiff,1,canine lung cancer,3.5,1.0,0,8720,0.5538222264115373,65.51451396029424
233.tiff,1,canine lung cancer,3.6,1.0,0,8251,0.5316476576491658,67.36929526220044
233.tiff,1,canine lung cancer,3.7,1.0,0,7786,0.5081691645458258,69.20825753381318
233.tiff,1,canine lung cancer,3.8,1.0,0,7301,0.48223206711282873,71.12631495689314
233.tiff,1,canine lung cancer,3.9,1.0,0,6833,0.4574575046344299,72.97714150122597
233.tiff,1,canine lung cancer,4.0,1.0,0,6399,0.4339868664969994,74.69350628806455
233.tiff,1,canine lung cancer,4.1,1.0,0,5991,0.41039054890501775,76.30704737799573
233.tiff,1,canine lung cancer,4.2,1.0,0,5619,0.38996763754045305,77.77821719528592
233.tiff,1,canine lung cancer,4.3,1.0,0,5263,0.36876708455085305,79.18611089140235
233.tiff,1,canine lung cancer,4.4,1.0,0,4900,0.346215477424828,80.62168789053231
233.tiff,1,canine lung cancer,4.5,1.0,0,4556,0.3257925660602633,81.9821244957684
233.tiff,1,canine lung cancer,4.6,1.0,0,4232,0.30552675401388757,83.26346594953729
233.tiff,1,canine lung cancer,4.7,1.0,0,3911,0.2846089797970277,84.53294313058609
233.tiff,1,canine lung cancer,4.8,1.0,0,3639,0.2671866654098721,85.60863719054022
233.tiff,1,canine lung cancer,4.9,1.0,0,3349,0.24828761743174035,86.75551688681485
233.tiff,1,canine lung cancer,5.0,1.0,0,3087,0.23055895937411633,87.79166337103536
233.tiff,1,canine lung cancer,5.1,1.0,0,2852,0.21433059980519684,88.72103140077513
233.tiff,1,canine lung cancer,5.2,1.0,0,2619,0.198463568668112,89.64248991536819
233.tiff,1,canine lung cancer,5.3,1.0,0,2418,0.1843324849970151,90.4373961876137
233.tiff,1,canine lung cancer,5.4,1.0,0,2203,0.16926666038269395,91.28766906588626
233.tiff,1,canine lung cancer,5.5,1.0,0,2030,0.15670656989348666,91.97184212607768
233.tiff,1,canine lung cancer,5.6,1.0,0,1883,0.1463301599271059,92.5531914893617
233.tiff,1,canine lung cancer,5.7,1.0,0,1716,0.1340764131083671,93.21363600411294
233.tiff,1,canine lung cancer,5.8,1.0,0,1589,0.1249018129261319,93.71589021592976
233.tiff,1,canine lung cancer,5.9,1.0,0,1436,0.11326075344833003,94.32096812465396
233.tiff,1,canine lung cancer,6.0,0.9411764705882353,1,1318,0.10414899299337041,94.78762951831052
233.tiff,1,canine lung cancer,6.1,0.9411764705882353,1,1207,0.09601124831118232,95.22660760895357
233.tiff,1,canine lung cancer,6.2,0.9411764705882353,1,1101,0.08804631287900211,95.64581191172981
233.tiff,1,canine lung cancer,6.3,0.9411764705882353,1,1018,0.08167593552643981,95.97405679031876
233.tiff,1,canine lung cancer,6.4,0.9411764705882353,1,941,0.07585540578753888,96.27857312346752
233.tiff,1,canine lung cancer,6.5,0.9411764705882353,1,891,0.07220284663964559,96.47631100213557
233.tiff,1,canine lung cancer,6.6,0.9411764705882353,1,812,0.06631162220755962,96.78873685043106
233.tiff,1,canine lung cancer,6.7,0.9411764705882353,1,729,0.060114054105005185,97.11698172902001
233.tiff,1,canine lung cancer,6.8,0.9411764705882353,1,665,0.05515757061614353,97.3700862137151
233.tiff,1,canine lung cancer,6.9,0.9411764705882353,1,619,0.051559996229616364,97.55200506208969
233.tiff,1,canine lung cancer,7.0,0.9411764705882353,1,564,0.04711408552486882,97.76951672862454
233.tiff,1,canine lung cancer,7.1,0.9411764705882353,1,505,0.0424089609451095,98.00284742545283
233.tiff,1,canine lung cancer,7.2,0.9411764705882353,1,462,0.038779966694944545,98.17290200110733
233.tiff,1,canine lung cancer,7.3,0.8823529411764706,2,409,0.03438118578565369,98.38250415249546
233.tiff,1,canine lung cancer,7.4,0.8823529411764706,2,377,0.03176548213780752,98.509056394843
233.tiff,1,canine lung cancer,7.5,0.8235294117647058,3,348,0.02931473277405976,98.62374436447045
233.tiff,1,canine lung cancer,7.6,0.7647058823529411,4,317,0.026769723819398624,98.74634184924464
233.tiff,1,canine lung cancer,7.7,0.7058823529411765,5,283,0.023965500989725705,98.88080360673891
233.tiff,1,canine lung cancer,7.8,0.7058823529411765,5,254,0.021585446319162975,98.99549157636636
233.tiff,1,canine lung cancer,7.9,0.7058823529411765,5,228,0.01934678103497031,99.09831527327376
233.tiff,1,canine lung cancer,8.0,0.6470588235294118,6,213,0.01807427655763974,99.15763663687416
233.tiff,1,canine lung cancer,8.1,0.6470588235294118,6,198,0.01677035221667138,99.21695800047458
233.tiff,1,canine lung cancer,8.2,0.6470588235294118,6,178,0.015136519307506206,99.29605315194179
233.tiff,1,canine lung cancer,8.3,0.6470588235294118,6,156,0.013337732114242624,99.38305781855573
233.tiff,1,canine lung cancer,8.4,0.6470588235294118,6,140,0.011923838250541993,99.4463339397295
233.tiff,1,canine lung cancer,8.5,0.6470588235294118,6,127,0.010871272818675967,99.4977457881832
233.tiff,1,canine lung cancer,8.6,0.6470588235294118,6,116,0.009920821943632765,99.54124812149016
233.tiff,1,canine lung cancer,8.7,0.6470588235294118,6,104,0.008876111477676188,99.58870521237047
233.tiff,1,canine lung cancer,8.8,0.6470588235294118,6,93,0.00794137053445188,99.63220754567746
233.tiff,1,canine lung cancer,8.9,0.6470588235294118,6,86,0.007360103057152732,99.65989084869098
233.tiff,1,canine lung cancer,9.0,0.5882352941176471,7,76,0.006488201841204009,99.69943842442459
233.tiff,1,canine lung cancer,9.1,0.5882352941176471,7,69,0.005844094636629277,99.7271217274381
233.tiff,1,canine lung cancer,9.2,0.5882352941176471,7,66,0.005584880761617494,99.73898600015819
233.tiff,1,canine lung cancer,9.3,0.5882352941176471,7,59,0.004972193420680554,99.76666930317172
233.tiff,1,canine lung cancer,9.4,0.5882352941176471,7,56,0.0047365444433971155,99.7785335758918
233.tiff,1,canine lung cancer,9.5,0.5882352941176471,7,50,0.004225971659282999,99.80226212133196
233.tiff,1,canine lung cancer,9.6,0.5294117647058824,8,44,0.003691833977440538,99.82599066677213
233.tiff,1,canine lung cancer,9.7,0.47058823529411764,9,40,0.003361925409243724,99.84180969706557
233.tiff,1,canine lung cancer,9.8,0.47058823529411764,9,40,0.003361925409243724,99.84180969706557
233.tiff,1,canine lung cancer,9.9,0.47058823529411764,9,36,0.00303201684104691,99.85762872735901
233.tiff,1,canine lung cancer,10.0,0.4117647058823529,10,32,0.002709963238759544,99.87344775765246
233.tiff,1,canine lung cancer,10.1,0.4117647058823529,10,27,0.002317214943287146,99.89322154551927
233.tiff,1,canine lung cancer,10.2,0.4117647058823529,10,21,0.0017987871932635812,99.91695009095942
233.tiff,1,canine lung cancer,10.3,0.4117647058823529,10,19,0.0016181229773462784,99.92485960610614
233.tiff,1,canine lung cancer,10.4,0.35294117647058826,11,17,0.0014453137273384234,99.93276912125286
233.tiff,1,canine lung cancer,10.5,0.23529411764705882,13,12,0.001021145568228234,99.95254290911967
233.tiff,1,canine lung cancer,10.6,0.23529411764705882,13,12,0.001021145568228234,99.95254290911967
233.tiff,1,canine lung cancer,10.7,0.23529411764705882,13,12,0.001021145568228234,99.95254290911967
233.tiff,1,canine lung cancer,10.8,0.23529411764705882,13,10,0.0008561912841298268,99.96045242426639
233.tiff,1,canine lung cancer,10.9,0.17647058823529413,14,6,0.0005262827159330128,99.97627145455984
233.tiff,1,canine lung cancer,11.0,0.17647058823529413,14,6,0.0005262827159330128,99.97627145455984
233.tiff,1,canine lung cancer,11.1,0.17647058823529413,14,4,0.00035347346592515787,99.98418096970656
233.tiff,1,canine lung cancer,11.2,0.17647058823529413,14,4,0.00035347346592515787,99.98418096970656
233.tiff,1,canine lung cancer,11.3,0.11764705882352941,15,3,0.00025921387501178243,99.98813572727991
233.tiff,1,canine lung cancer,11.4,0.11764705882352941,15,3,0.00025921387501178243,99.98813572727991
233.tiff,1,canine lung cancer,11.5,0.11764705882352941,15,3,0.00025921387501178243,99.98813572727991
233.tiff,1,canine lung cancer,11.6,0.11764705882352941,15,3,0.00025921387501178243,99.98813572727991
233.tiff,1,canine lung cancer,11.7,0.11764705882352941,15,3,0.00025921387501178243,99.98813572727991
233.tiff,1,canine lung cancer,11.8,0.11764705882352941,15,3,0.00025921387501178243,99.98813572727991
233.tiff,1,canine lung cancer,11.9,0.058823529411764705,16,2,0.00018066421591730292,99.99209048485328
233.tiff,1,canine lung cancer,12.0,0.058823529411764705,16,2,0.00018066421591730292,99.99209048485328
233.tiff,1,canine lung cancer,12.1,0.058823529411764705,16,2,0.00018066421591730292,99.99209048485328
233.tiff,1,canine lung cancer,12.2,0.058823529411764705,16,1,9.425959091337543e-05,99.99604524242663
233.tiff,1,canine lung cancer,12.3,0.058823529411764705,16,1,9.425959091337543e-05,99.99604524242663
233.tiff,1,canine lung cancer,12.4,0.058823529411764705,16,1,9.425959091337543e-05,99.99604524242663
233.tiff,1,canine lung cancer,12.5,0.058823529411764705,16,1,9.425959091337543e-05,99.99604524242663
233.tiff,1,canine lung cancer,12.6,0.058823529411764705,16,1,9.425959091337543e-05,99.99604524242663
233.tiff,1,canine lung cancer,12.7,0.058823529411764705,16,1,9.425959091337543e-05,99.99604524242663
233.tiff,1,canine lung cancer,12.8,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,12.9,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.0,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.1,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.2,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.3,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.4,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.5,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.6,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.7,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.8,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,13.9,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.0,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.1,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.2,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.3,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.4,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.5,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.6,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.7,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.8,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,14.9,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.0,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.1,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.2,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.3,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.4,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.5,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.6,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.7,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.8,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,15.9,0.0,17,0,0.0,100.0
233.tiff,1,canine lung cancer,16.0,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,1.0,1.0,0,14633,0.8411254595155057,0.0
233.tiff,2,canine lung cancer,1.1,1.0,0,14229,0.8276699029126213,2.760882935829978
233.tiff,2,canine lung cancer,1.2,1.0,0,13843,0.8145285449461149,5.398756235905145
233.tiff,2,canine lung cancer,1.3,1.0,0,13449,0.8003581864454709,8.091300485204677
233.tiff,2,canine lung cancer,1.4,1.0,0,13079,0.7866669808653031,10.619831886831133
233.tiff,2,canine lung cancer,1.5,1.0,0,12723,0.7735806076601628,13.052689127314975
233.tiff,2,canine lung cancer,1.6,1.0,0,12362,0.7605020894209319,15.51971571106403
233.tiff,2,canine lung cancer,1.7,1.0,0,11983,0.7455383793634336,18.109751930567896
233.tiff,2,canine lung cancer,1.8,1.0,0,11627,0.7320828227605493,20.54260917105173
233.tiff,2,canine lung cancer,1.9,1.0,0,11232,0.7158623181575392,23.241987289004307
233.tiff,2,canine lung cancer,2.0,1.0,0,10840,0.6997989128727181,25.92086380099774
233.tiff,2,canine lung cancer,2.1,1.0,0,10410,0.6809862695195903,28.859427321806873
233.tiff,2,canine lung cancer,2.2,1.0,0,9996,0.6630926571778678,31.688648944167298
233.tiff,2,canine lung cancer,2.3,1.0,0,9544,0.6419706538473623,34.7775575753434
233.tiff,2,canine lung cancer,2.4,1.0,0,9112,0.6214063530964276,37.72978883345862
233.tiff,2,canine lung cancer,2.5,1.0,0,8656,0.5985876771294812,40.84603293924691
233.tiff,2,canine lung cancer,2.6,1.0,0,8166,0.5724306406510196,44.1946285792387
233.tiff,2,canine lung cancer,2.7,1.0,0,7710,0.5472162000816917,47.31087268502699
233.tiff,2,canine lung cancer,2.8,1.0,0,7258,0.5216639959782574,50.399781316203104
233.tiff,2,canine lung cancer,2.9,1.0,0,6778,0.4939202563860873,53.68003826966445
233.tiff,2,canine lung cancer,3.0,1.0,0,6335,0.4677160901121689,56.70744208296317
233.tiff,2,canine lung cancer,3.1,1.0,0,5851,0.43707386809941245,60.01503451103669
233.tiff,2,canine lung cancer,3.2,1.0,0,5436,0.41042196876865555,62.85109000205016
233.tiff,2,canine lung cancer,3.3,1.0,0,4990,0.3815235491877965,65.898995421308
233.tiff,2,canine lung cancer,3.4,1.0,0,4591,0.3551151538002325,68.62570901387275
233.tiff,2,canine lung cancer,3.5,1.0,0,4180,0.32642881829892856,71.43442903027403
233.tiff,2,canine lung cancer,3.6,1.0,0,3814,0.3010180035818645,73.93562495728831
233.tiff,2,canine lung cancer,3.7,1.0,0,3408,0.2718996449555409,76.71017563042439
233.tiff,2,canine lung cancer,3.8,1.0,0,3073,0.2469208533634964,78.99952162919428
233.tiff,2,canine lung cancer,3.9,1.0,0,2768,0.22404719263518397,81.08385156837285
233.tiff,2,canine lung cancer,4.0,1.0,0,2443,0.199743928111352,83.30485888061231
233.tiff,2,canine lung cancer,4.1,1.0,0,2149,0.1766974581330317,85.31401626460739
233.tiff,2,canine lung cancer,4.2,1.0,0,1902,0.15744493668897477,87.00198182190938
233.tiff,2,canine lung cancer,4.3,1.0,0,1688,0.14015615672227982,88.4644297136609
233.tiff,2,canine lung cancer,4.4,1.0,0,1448,0.12109215446004964,90.10455819039159
233.tiff,2,canine lung cancer,4.5,1.0,0,1278,0.10743236874351965,91.26631586140914
233.tiff,2,canine lung cancer,4.6,0.8823529411764706,2,1121,0.09469161403839507,92.33923323993713
233.tiff,2,canine lung cancer,4.7,0.8235294117647058,3,952,0.0809846985264084,93.49415704230165
233.tiff,2,canine lung cancer,4.8,0.8235294117647058,3,825,0.07064756338957488,94.3620583612383
233.tiff,2,canine lung cancer,4.9,0.8235294117647058,3,686,0.05875514500267069,95.31196610401147
233.tiff,2,canine lung cancer,5.0,0.8235294117647058,3,583,0.0500754076727307,96.01585457527506
233.tiff,2,canine lung cancer,5.1,0.8235294117647058,3,496,0.04273101454739686,96.61040114808993
233.tiff,2,canine lung cancer,5.2,0.7647058823529411,4,424,0.0368397901153109,97.10243969110913
233.tiff,2,canine lung cancer,5.3,0.7647058823529411,4,350,0.030492977660476952,97.60814597143444
233.tiff,2,canine lung cancer,5.4,0.7058823529411765,5,289,0.025104471046595658,98.02501195927015
233.tiff,2,canine lung cancer,5.5,0.7058823529411765,5,238,0.020776384830489835,98.37353926057541
233.tiff,2,canine lung cancer,5.6,0.5882352941176471,7,193,0.016864611807584754,98.68106334996241
233.tiff,2,canine lung cancer,5.7,0.5882352941176471,7,152,0.013322022182423728,98.96125196473724
233.tiff,2,canine lung cancer,5.8,0.5882352941176471,7,131,0.011491815125522355,99.10476320645117
233.tiff,2,canine lung cancer,5.9,0.5882352941176471,7,101,0.008836836648128947,99.30977926604251
233.tiff,2,canine lung cancer,6.0,0.5294117647058824,8,84,0.00736795802306218,99.42595503314426
233.tiff,2,canine lung cancer,6.1,0.5294117647058824,8,70,0.006158293273007195,99.52162919428689
233.tiff,2,canine lung cancer,6.2,0.47058823529411764,9,59,0.005176422534326201,99.59680174947037
233.tiff,2,canine lung cancer,6.3,0.47058823529411764,9,50,0.004422345807019197,99.65830656734778
233.tiff,2,canine lung cancer,6.4,0.47058823529411764,9,39,0.0034483300342476515,99.73347912253126
233.tiff,2,canine lung cancer,6.5,0.47058823529411764,9,34,0.00303201684104691,99.76764846579648
233.tiff,2,canine lung cancer,6.6,0.47058823529411764,9,27,0.00238005467056273,99.8154855463678
233.tiff,2,canine lung cancer,6.7,0.47058823529411764,9,22,0.0019244666478147486,99.84965488963302
233.tiff,2,canine lung cancer,6.8,0.4117647058823529,10,18,0.0015945580796179345,99.8769903642452
233.tiff,2,canine lung cancer,6.9,0.35294117647058826,11,14,0.0012332296477833287,99.90432583885737
233.tiff,2,canine lung cancer,7.0,0.35294117647058826,11,14,0.0012332296477833287,99.90432583885737
233.tiff,2,canine lung cancer,7.1,0.29411764705882354,12,13,0.0011468250227794012,99.91115970751042
233.tiff,2,canine lung cancer,7.2,0.29411764705882354,12,12,0.0010525654318660257,99.91799357616347
233.tiff,2,canine lung cancer,7.3,0.29411764705882354,12,12,0.0010525654318660257,99.91799357616347
233.tiff,2,canine lung cancer,7.4,0.29411764705882354,12,12,0.0010525654318660257,99.91799357616347
233.tiff,2,canine lung cancer,7.5,0.29411764705882354,12,10,0.0008561912841298268,99.93166131346956
233.tiff,2,canine lung cancer,7.6,0.29411764705882354,12,10,0.0008561912841298268,99.93166131346956
233.tiff,2,canine lung cancer,7.7,0.23529411764705882,13,5,0.0004163131932007415,99.96583065673478
233.tiff,2,canine lung cancer,7.8,0.17647058823529413,14,4,0.00032205360228736607,99.97266452538783
233.tiff,2,canine lung cancer,7.9,0.11764705882352941,15,2,0.00016495428409840702,99.9863322626939
233.tiff,2,canine lung cancer,8.0,0.11764705882352941,15,2,0.00016495428409840702,99.9863322626939
233.tiff,2,canine lung cancer,8.1,0.11764705882352941,15,2,0.00016495428409840702,99.9863322626939
233.tiff,2,canine lung cancer,8.2,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,8.3,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,8.4,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,8.5,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,8.6,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,8.7,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,8.8,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,8.9,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,9.0,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,9.1,0.058823529411764705,16,1,7.854965909447952e-05,99.99316613134695
233.tiff,2,canine lung cancer,9.2,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,9.3,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,9.4,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,9.5,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,9.6,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,9.7,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,9.8,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,9.9,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.0,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.1,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.2,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.3,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.4,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.5,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.6,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.7,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.8,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,10.9,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.0,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.1,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.2,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.3,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.4,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.5,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.6,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.7,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.8,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,11.9,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.0,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.1,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.2,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.3,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.4,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.5,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.6,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.7,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.8,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,12.9,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.0,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.1,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.2,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.3,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.4,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.5,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.6,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.7,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.8,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,13.9,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.0,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.1,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.2,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.3,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.4,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.5,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.6,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.7,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.8,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,14.9,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.0,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.1,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.2,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.3,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.4,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.5,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.6,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.7,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.8,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,15.9,0.0,17,0,0.0,100.0
233.tiff,2,canine lung cancer,16.0,0.0,17,0,0.0,100.0
233.tiff,3,canine lung cancer,1.0,1.0,0,13134,0.8098941150595407,0.0
233.tiff,3,canine lung cancer,1.1,1.0,0,12777,0.7951581990134163,2.7181361352215605
233.tiff,3,canine lung cancer,1.2,1.0,0,12466,0.7822917648537405,5.0860362418151395
233.tiff,3,canine lung cancer,1.3,1.0,0,12190,0.7712162629214189,7.1874524135830615
233.tiff,3,canine lung cancer,1.4,1.0,0,11897,0.7594023941936092,9.418303639409164
233.tiff,3,canine lung cancer,1.5,1.0,0,11594,0.7461746316020988,11.725293132328307
233.tiff,3,canine lung cancer,1.6,1.0,0,11307,0.7341879536242812,13.910461397898588
233.tiff,3,canine lung cancer,1.7,1.0,0,10988,0.7214864737487039,16.33927211816659
233.tiff,3,canine lung cancer,1.8,1.0,0,10656,0.7070647563389575,18.867062585655546
233.tiff,3,canine lung cancer,1.9,1.0,0,10305,0.6916768781223489,21.539515760621285
233.tiff,3,canine lung cancer,2.0,1.0,0,9940,0.675071480189776,24.31856250951728
233.tiff,3,canine lung cancer,2.1,1.0,0,9606,0.6601863197913721,26.861580630424854
233.tiff,3,canine lung cancer,2.2,1.0,0,9257,0.642685455745122,29.518806151971976
233.tiff,3,canine lung cancer,2.3,1.0,0,8847,0.6217441166305339,32.64047510278666
233.tiff,3,canine lung cancer,2.4,1.0,0,8442,0.6002607848681937,35.72407492005482
233.tiff,3,canine lung cancer,2.5,1.0,0,8027,0.5772928645489679,38.88381300441603
233.tiff,3,canine lung cancer,2.6,1.0,0,7609,0.5543013793320137,42.06639256890513
233.tiff,3,canine lung cancer,2.7,1.0,0,7165,0.5281129229899142,45.44693162783615
