file_name,tumor_type,image_id,seed_index,seed_ann_id,n_retries,contested_seed_tier,base_size,mpp,roi_h,roi_w,match_radius_px,nms_radius_px,pad_px,map_median,mad_scale,n_pool,n_gt_mitotic,n_tp_found,deep_recall,n_at_current_z,z_max,tp_score_min
301.tiff,canine cutaneous mast cell tumor,301,0,14969,0,False,41,0.2533008895448562,4835,6447,29.609055118110238,19.73937007874016,20,-0.022474195808172226,0.2035910030543804,25447,217,217,1.0,22227,1.9873121976852417,0.3821246922016144
301.tiff,canine cutaneous mast cell tumor,301,1,14753,0,False,51,0.2533008895448562,4835,6447,29.609055118110238,19.73937007874016,25,-0.017068948596715927,0.38105881909132,32225,217,217,1.0,29010,2.1027019023895264,0.7841841578483582
301.tiff,canine cutaneous mast cell tumor,301,2,14823,0,False,19,0.2533008895448562,4835,6447,29.609055118110238,19.73937007874016,9,-0.0019507219549268484,0.025850814581662416,33716,217,217,1.0,29263,3.4031238555908203,0.08602280169725418
301.tiff,canine cutaneous mast cell tumor,301,3,14788,0,False,19,0.2533008895448562,4835,6447,29.609055118110238,19.73937007874016,9,0.0001347028010059148,0.015163191386684774,34274,217,217,1.0,31198,2.517056465148926,0.03830131143331528
301.tiff,canine cutaneous mast cell tumor,301,4,14817,0,False,27,0.2533008895448562,4835,6447,29.609055118110238,19.73937007874016,13,-0.028705082833766937,0.25393150461316105,30382,217,217,1.0,25978,1.6656702756881714,0.39426106214523315
402.tiff,human neuroendocrine tumor,402,0,20254,0,False,29,0.22632094805310524,5412,7215,33.13877952755905,22.09251968503937,14,-0.05574367940425873,0.9205197040557861,32553,104,104,1.0,27280,3.1865651607513428,2.8775522708892822
402.tiff,human neuroendocrine tumor,402,1,20258,0,False,51,0.22632094805310524,5412,7215,33.13877952755905,22.09251968503937,25,-0.1100701093673706,2.2206543522834776,21387,104,104,1.0,17234,1.825117588043213,3.942885160446167
402.tiff,human neuroendocrine tumor,402,2,20245,0,False,51,0.22632094805310524,5412,7215,33.13877952755905,22.09251968503937,25,0.011568618938326836,0.9436282421350478,29723,104,104,1.0,22098,1.918854832649231,1.8222543001174927
402.tiff,human neuroendocrine tumor,402,3,20183,0,False,31,0.22632094805310524,5412,7215,33.13877952755905,22.09251968503937,15,-0.044723816215991974,0.9165974967956543,31042,104,104,1.0,25248,2.626025438308716,2.3622846603393555
402.tiff,human neuroendocrine tumor,402,4,20182,0,False,27,0.22632094805310524,5412,7215,33.13877952755905,22.09251968503937,13,0.005528690759092569,0.23520434351563452,33966,104,104,1.0,29103,2.4882559776306152,0.5907772779464722
