metric,budget,unit,G,mean,ci_lo,ci_hi,exact_signflip_p,signflip_floor,n_positive,majority_positive,worst_domain,worst_domain_delta
precision_at_budget,10,domain,7,0.09571428571428572,0.018362462456638085,0.17306610897193336,0.015625,0.015625,7,True,canine lymphosarcoma,0.009999999999999992
precision_at_budget,20,domain,7,0.0857142857142857,0.028240462986204605,0.1431881084423668,0.03125,0.015625,6,True,canine lymphosarcoma,-0.010000000000000009
precision_at_budget,30,domain,7,0.07285714285714286,0.021628251590380274,0.12408603412390544,0.03125,0.015625,6,True,canine lymphosarcoma,-0.02000000000000004
recall_at_budget,10,domain,7,0.03399389501526912,-0.0005706637699312289,0.06855845380046947,0.015625,0.015625,7,True,canine lymphosarcoma,0.00036150464093797176
recall_at_budget,20,domain,7,0.061539554770893345,0.012110849859098216,0.11096825968268847,0.03125,0.015625,6,True,canine lymphosarcoma,-0.001231069858329261
recall_at_budget,30,domain,7,0.06103667978366995,0.014416337599890215,0.1076570219674497,0.03125,0.015625,6,True,canine lymphosarcoma,-0.004709330727894476
