run,notebook_t_pipeline_s,audit_repeat_1_s,audit_repeat_2_s,audit_repeat_3_s,audit_rgb2hed_s,notebook_median_all_runs_s,notebook_sum_t_pipeline_min
300.tiff s0 gray_bbox,3.2,3.6507458686828613,3.841038942337036,3.6693270206451416,1.8711309432983398,3.6,26.173333333333336
