file_name,tumor_type,image_id,seed_ann_id,base_size,map_median,mad_scale,mpp,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget,precision_at_budget
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,tm_score,score,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,46.0,383.0,753.0,1666.0,1666.0,1666.0,10,10,3,1,0.17647058823529413,0.3
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,tm_score,score,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,46.0,383.0,753.0,1666.0,1666.0,1666.0,20,20,6,2,0.35294117647058826,0.3
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,tm_score,score,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,46.0,383.0,753.0,1666.0,1666.0,1666.0,30,30,7,3,0.4117647058823529,0.23333333333333334
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,tm_score,score,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,46.0,383.0,753.0,1666.0,1666.0,1666.0,50,50,9,3,0.5294117647058824,0.18
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,chromatin_od,od51,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,18.0,207.0,1029.0,2521.0,2521.0,2521.0,10,10,5,0,0.29411764705882354,0.5
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,chromatin_od,od51,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,18.0,207.0,1029.0,2521.0,2521.0,2521.0,20,20,9,1,0.5294117647058824,0.45
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,chromatin_od,od51,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,18.0,207.0,1029.0,2521.0,2521.0,2521.0,30,30,10,2,0.5882352941176471,0.3333333333333333
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,chromatin_od,od51,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,18.0,207.0,1029.0,2521.0,2521.0,2521.0,50,50,10,2,0.5882352941176471,0.2
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od31,od31,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,13.0,165.0,197.0,406.0,406.0,406.0,10,10,7,0,0.4117647058823529,0.7
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od31,od31,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,13.0,165.0,197.0,406.0,406.0,406.0,20,20,10,0,0.5882352941176471,0.5
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od31,od31,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,13.0,165.0,197.0,406.0,406.0,406.0,30,30,11,2,0.6470588235294118,0.36666666666666664
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od31,od31,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,13.0,165.0,197.0,406.0,406.0,406.0,50,50,12,5,0.7058823529411765,0.24
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_falloff,od_falloff,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,50.0,212.0,379.0,582.0,582.0,582.0,10,10,2,0,0.11764705882352941,0.2
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_falloff,od_falloff,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,50.0,212.0,379.0,582.0,582.0,582.0,20,20,4,1,0.23529411764705882,0.2
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_falloff,od_falloff,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,50.0,212.0,379.0,582.0,582.0,582.0,30,30,7,2,0.4117647058823529,0.23333333333333334
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_falloff,od_falloff,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,50.0,212.0,379.0,582.0,582.0,582.0,50,50,9,4,0.5294117647058824,0.18
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,mask_od_mean,mask_od_mean,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,19.0,92.0,145.0,332.0,332.0,332.0,10,10,6,0,0.35294117647058826,0.6
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,mask_od_mean,mask_od_mean,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,19.0,92.0,145.0,332.0,332.0,332.0,20,20,10,1,0.5882352941176471,0.5
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,mask_od_mean,mask_od_mean,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,19.0,92.0,145.0,332.0,332.0,332.0,30,30,12,2,0.7058823529411765,0.4
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,mask_od_mean,mask_od_mean,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,19.0,92.0,145.0,332.0,332.0,332.0,50,50,12,4,0.7058823529411765,0.24
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_contrast,od_contrast,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,12.0,215.0,299.0,1297.0,1297.0,1297.0,10,10,7,1,0.4117647058823529,0.7
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_contrast,od_contrast,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,12.0,215.0,299.0,1297.0,1297.0,1297.0,20,20,9,1,0.5294117647058824,0.45
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_contrast,od_contrast,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,12.0,215.0,299.0,1297.0,1297.0,1297.0,30,30,10,2,0.5882352941176471,0.3333333333333333
233.tiff,canine lung cancer,233,5761,25,-0.01285,0.16917,0.24816562612969095,od_contrast,od_contrast,True,-1.5,True,False,17,23,17256,0.9571,22,2,0.0,1.0,30.222,12.0,215.0,299.0,1297.0,1297.0,1297.0,50,50,13,3,0.7647058823529411,0.26
