kernel_start,kernel_end,latest_module_mtime,all_modules_older_than_kernel_start,contiguous_1_to_17,errors,notebook_mtime,head,cleanup_commit_time,cleanup_parent_is_pre_cleanup,worktree_midog_utils_equals_cleanup_commit,files_deleted_by_cleanup,notebook_and_csvs_tracked,per_roi_mtime,summary_mtime,by_domain_mtime,delta_per_roi_mtime,delta_stats_mtime,top30_mtime,verification_mtime,contested_sensitivity_mtime
20:13:11,20:16:53,20:03:03,True,True,0,20:16:54,c066829,20:30:49,True,True,midog_utils/baselines.py;midog_utils/compare.py;midog_utils/experiment.py,False,20:16:47,20:16:48,20:16:49,20:16:49,20:16:50,20:16:46,20:16:46,20:16:51
