seed_index,baseline_ms,chrom_ms,overhead_ms,t6a_pad_ms,t6b_loop_ms,t6c_rank_ms,overhead_median_ms,pct
0,1239.3917142857142,1281.1685,41.987500000000004,37.27171428571428,4.387357142857144,0.32835714285714285,29.4645,3.3877505808725066
1,1540.5180714285714,1575.4941428571428,35.2175,30.00692857142857,4.848857142857142,0.3615714285714285,34.054500000000004,2.286081588601015
2,1518.4231428571427,1552.5214999999998,34.31364285714285,29.122714285714288,4.8015,0.3894285714285714,33.759,2.25982085550781
3,1530.866071428571,1564.9046428571428,34.267785714285715,29.10507142857143,4.810214285714285,0.3525,33.564499999999995,2.238457455805246
4,1763.8162142857143,1803.4767857142858,39.91678571428571,33.84992857142858,5.645,0.422,38.7675,2.263092117590644
