file_name,image_id,tumor_type,mpp,seed_ann_id,map_median,mad_scale,deep_floor,n_pool,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,axis,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,-0.5,True,False,217,109,17307,0.9493,102,2,0.0,0.9723502304147466,29.609,203.0,1611.0,4280.0,9753.0,,,chromatin_od,-0.15729,5000,5000,200,94,0.9216589861751152
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,100,100,57,9,0.2626728110599078
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,250,250,89,11,0.41013824884792627
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,500,500,107,19,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,1000,1000,129,33,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,2000,2000,152,52,0.7004608294930875
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,-0.01756,5000,5000,182,78,0.8387096774193549
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,25,25,22,1,0.10138248847926268
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,50,50,43,1,0.19815668202764977
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,100,100,74,9,0.34101382488479265
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,250,250,118,23,0.543778801843318
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,500,500,136,36,0.6267281105990783
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,1000,1000,161,54,0.7419354838709677
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,2000,2000,180,77,0.8294930875576036
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.0,True,False,217,109,17219,0.9473,102,2,0.0,0.9723502304147466,29.609,203.0,1610.0,4272.0,9733.0,,,chromatin_od,-0.01756,5000,5000,200,94,0.9216589861751152
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,100,100,57,9,0.2626728110599078
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,250,250,89,11,0.41013824884792627
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,500,500,107,19,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,1000,1000,129,33,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,2000,2000,152,52,0.7004608294930875
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.12217,5000,5000,182,78,0.8387096774193549
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,25,25,22,1,0.10138248847926268
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,50,50,43,1,0.19815668202764977
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,100,100,74,9,0.34101382488479265
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,250,250,118,23,0.543778801843318
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,500,500,136,36,0.6267281105990783
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,1000,1000,161,54,0.7419354838709677
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,2000,2000,180,77,0.8294930875576036
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,0.5,True,False,217,109,16871,0.9387,102,2,0.0,0.9723502304147466,29.609,203.0,1601.0,4254.0,9673.0,,,chromatin_od,0.12217,5000,5000,200,94,0.9216589861751152
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,100,100,57,9,0.2626728110599078
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,250,250,89,11,0.41013824884792627
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,500,500,107,19,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,1000,1000,129,33,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,2000,2000,152,52,0.7004608294930875
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.2619,5000,5000,182,78,0.8387096774193549
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,25,25,23,1,0.10599078341013825
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,50,50,44,1,0.20276497695852536
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,100,100,75,9,0.3456221198156682
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,250,250,118,22,0.543778801843318
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,500,500,136,35,0.6267281105990783
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,1000,1000,160,53,0.7373271889400922
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,2000,2000,181,75,0.8341013824884793
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.0,True,False,217,109,16000,0.9169,101,2,0.0,0.9723502304147466,29.609,202.0,1640.0,4193.0,9463.0,,,chromatin_od,0.2619,5000,5000,200,93,0.9216589861751152
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,100,100,57,9,0.2626728110599078
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,250,250,89,11,0.41013824884792627
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,500,500,107,19,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,1000,1000,129,33,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,2000,2000,152,52,0.7004608294930875
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,tm_score,score,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,526.0,4161.0,6763.0,10389.0,,,tm_score,0.40163,5000,5000,182,78,0.8387096774193549
301.tiff,301,canine cutaneous mast cell tumor,0.2533,14969,-0.01756,0.27946,-0.43675,17316,chromatin_od,od,True,1.5,True,False,217,109,14173,0.8615,99,2,0.0,0.967741935483871,29.609,202.0,1610.0,4071.0,8947.0,,,chromatin_od,0.40163,25,25,23,1,0.10599078341013825
