condition,kruskal_H_click_level,kruskal_p_click_level,between_domain_share_of_variance,domain_medians
gray_bbox,7.414856654040307,0.2841781429803304,0.05182812780240339,canine cutaneous mast cell tumor=39;canine lung cancer=45;canine lymphosarcoma=41;canine soft tissue sarcoma=39;human breast cancer=37;human melanoma=39;human neuroendocrine tumor=37
hem_bbox,57.80448516094358,1.2553895119033858e-10,0.36989398249048794,canine cutaneous mast cell tumor=21;canine lung cancer=27;canine lymphosarcoma=23;canine soft tissue sarcoma=31;human breast cancer=31;human melanoma=37;human neuroendocrine tumor=31
