file_name,tumor_type,image_id,seed_ann_id,base_size,map_median,mad_scale,mpp,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget,z_at_rank,precision_at_budget
013.tiff,human breast cancer,13,254,31,-0.01362,0.23329,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17358,0.9566,15,2,0.0,1.0,33.139,2733.0,6032.0,9094.0,17292.0,17292.0,17292.0,10,10,0,0,0.0,3.5511164708846645,0.0
013.tiff,human breast cancer,13,254,31,-0.01362,0.23329,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17358,0.9566,15,2,0.0,1.0,33.139,2733.0,6032.0,9094.0,17292.0,17292.0,17292.0,20,20,0,0,0.0,3.524362960478573,0.0
013.tiff,human breast cancer,13,254,31,-0.01362,0.23329,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17358,0.9566,15,2,0.0,1.0,33.139,2733.0,6032.0,9094.0,17292.0,17292.0,17292.0,30,30,0,0,0.0,3.503247119921984,0.0
013.tiff,human breast cancer,13,254,31,-0.01362,0.23329,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17358,0.9566,15,2,0.0,1.0,33.139,2733.0,6032.0,9094.0,17292.0,17292.0,17292.0,50,50,0,0,0.0,3.4544674536473403,0.0
094.tiff,human breast cancer,94,2512,25,-0.0244,0.24843,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18594,0.9753,100,9,0.0,1.0,32.63,1737.0,4815.0,6605.0,10827.0,13806.0,13806.0,10,10,0,0,0.0,3.611138500825785,0.0
094.tiff,human breast cancer,94,2512,25,-0.0244,0.24843,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18594,0.9753,100,9,0.0,1.0,32.63,1737.0,4815.0,6605.0,10827.0,13806.0,13806.0,20,20,1,2,0.012345679012345678,3.5821267343826406,0.05
094.tiff,human breast cancer,94,2512,25,-0.0244,0.24843,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18594,0.9753,100,9,0.0,1.0,32.63,1737.0,4815.0,6605.0,10827.0,13806.0,13806.0,30,30,1,2,0.012345679012345678,3.5646135777973145,0.03333333333333333
094.tiff,human breast cancer,94,2512,25,-0.0244,0.24843,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18594,0.9753,100,9,0.0,1.0,32.63,1737.0,4815.0,6605.0,10827.0,13806.0,13806.0,50,50,1,3,0.012345679012345678,3.512110337359825,0.02
201.tiff,canine lung cancer,201,4457,51,-0.00838,0.16972,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15937,0.9419,47,2,0.0,1.0,30.222,571.0,1270.0,2432.0,3507.0,3507.0,3507.0,10,10,1,0,0.058823529411764705,3.7652331992643395,0.1
201.tiff,canine lung cancer,201,4457,51,-0.00838,0.16972,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15937,0.9419,47,2,0.0,1.0,30.222,571.0,1270.0,2432.0,3507.0,3507.0,3507.0,20,20,1,0,0.058823529411764705,3.663001277889693,0.05
201.tiff,canine lung cancer,201,4457,51,-0.00838,0.16972,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15937,0.9419,47,2,0.0,1.0,30.222,571.0,1270.0,2432.0,3507.0,3507.0,3507.0,30,30,1,0,0.058823529411764705,3.628658932587003,0.03333333333333333
201.tiff,canine lung cancer,201,4457,51,-0.00838,0.16972,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15937,0.9419,47,2,0.0,1.0,30.222,571.0,1270.0,2432.0,3507.0,3507.0,3507.0,50,50,2,0,0.11764705882352941,3.565698785663069,0.04
233.tiff,canine lung cancer,233,5761,25,-0.02949,0.2202,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17874,0.9678,23,2,0.0,1.0,30.222,467.0,4863.0,7518.0,11895.0,11895.0,11895.0,10,10,1,0,0.058823529411764705,3.942259635889618,0.1
233.tiff,canine lung cancer,233,5761,25,-0.02949,0.2202,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17874,0.9678,23,2,0.0,1.0,30.222,467.0,4863.0,7518.0,11895.0,11895.0,11895.0,20,20,2,1,0.11764705882352941,3.8607379582671317,0.1
233.tiff,canine lung cancer,233,5761,25,-0.02949,0.2202,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17874,0.9678,23,2,0.0,1.0,30.222,467.0,4863.0,7518.0,11895.0,11895.0,11895.0,30,30,2,1,0.11764705882352941,3.7937485199464214,0.06666666666666667
233.tiff,canine lung cancer,233,5761,25,-0.02949,0.2202,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17874,0.9678,23,2,0.0,1.0,30.222,467.0,4863.0,7518.0,11895.0,11895.0,11895.0,50,50,2,1,0.11764705882352941,3.7422495619424314,0.04
245.tiff,canine lymphosarcoma,245,6274,47,-0.00377,0.12249,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17601,0.9672,66,2,0.0,0.9662921348314607,30.222,5698.0,11293.0,14137.0,15895.0,,,10,10,0,0,0.0,4.478900587627101,0.0
245.tiff,canine lymphosarcoma,245,6274,47,-0.00377,0.12249,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17601,0.9672,66,2,0.0,0.9662921348314607,30.222,5698.0,11293.0,14137.0,15895.0,,,20,20,0,0,0.0,4.377578484038342,0.0
245.tiff,canine lymphosarcoma,245,6274,47,-0.00377,0.12249,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17601,0.9672,66,2,0.0,0.9662921348314607,30.222,5698.0,11293.0,14137.0,15895.0,,,30,30,0,0,0.0,4.263810813842354,0.0
245.tiff,canine lymphosarcoma,245,6274,47,-0.00377,0.12249,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17601,0.9672,66,2,0.0,0.9662921348314607,30.222,5698.0,11293.0,14137.0,15895.0,,,50,50,0,0,0.0,4.16551920596575,0.0
246.tiff,canine lymphosarcoma,246,6548,41,-0.00508,0.14058,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17992,0.9648,120,2,0.0,0.991304347826087,30.222,564.0,2683.0,4584.0,7127.0,9092.0,,10,10,10,0,0.08695652173913043,5.064591465091067,1.0
246.tiff,canine lymphosarcoma,246,6548,41,-0.00508,0.14058,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17992,0.9648,120,2,0.0,0.991304347826087,30.222,564.0,2683.0,4584.0,7127.0,9092.0,,20,20,13,1,0.11304347826086956,4.827984530146341,0.65
246.tiff,canine lymphosarcoma,246,6548,41,-0.00508,0.14058,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17992,0.9648,120,2,0.0,0.991304347826087,30.222,564.0,2683.0,4584.0,7127.0,9092.0,,30,30,15,3,0.13043478260869565,4.722292681935011,0.5
246.tiff,canine lymphosarcoma,246,6548,41,-0.00508,0.14058,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17992,0.9648,120,2,0.0,0.991304347826087,30.222,564.0,2683.0,4584.0,7127.0,9092.0,,50,50,23,5,0.2,4.520197673757088,0.46
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.02567,0.15675,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,18146,0.9716,85,2,0.0,1.0,29.609,4205.0,7737.0,9875.0,11723.0,14173.0,15135.0,10,10,2,0,0.011111111111111112,4.5697367587692215,0.2
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.02567,0.15675,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,18146,0.9716,85,2,0.0,1.0,29.609,4205.0,7737.0,9875.0,11723.0,14173.0,15135.0,20,20,3,0,0.016666666666666666,4.4907346195681015,0.15
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.02567,0.15675,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,18146,0.9716,85,2,0.0,1.0,29.609,4205.0,7737.0,9875.0,11723.0,14173.0,15135.0,30,30,3,0,0.016666666666666666,4.456429212870108,0.1
