file_name,tumor_type,seed_index,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,axis,cutoff_rule,z_used,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,global,1.30788,500,500,121,27,0.5576036866359447
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,global,1.30788,1000,1000,141,43,0.6497695852534562
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,global,1.30788,2000,2000,169,61,0.7788018433179723
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,global,1.30788,5000,5000,196,96,0.9032258064516129
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,25,25,20,3,0.09216589861751152
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,50,50,41,3,0.1889400921658986
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,100,100,75,11,0.3456221198156682
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,250,250,121,24,0.5576036866359447
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,500,500,140,36,0.6451612903225806
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,1000,1000,164,59,0.7557603686635944
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,2000,2000,180,80,0.8294930875576036
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,1.30788,True,False,217,109,20732,0.9581,109,2,0.0,1.0,29.609,197.0,1663.0,4531.0,7129.0,16071.0,16437.0,chromatin_od,global,1.30788,5000,5000,198,97,0.9124423963133641
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,25,25,21,3,0.0967741935483871
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,50,50,38,5,0.17511520737327188
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,100,100,71,7,0.3271889400921659
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,250,250,103,16,0.47465437788018433
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,500,500,121,27,0.5576036866359447
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,1000,1000,141,43,0.6497695852534562
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,2000,2000,169,61,0.7788018433179723
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,345.0,2131.0,4697.0,9433.0,12798.0,15929.0,tm_score,domain,1.66567,5000,5000,196,96,0.9032258064516129
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,25,25,20,3,0.09216589861751152
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,50,50,41,3,0.1889400921658986
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,100,100,75,11,0.3456221198156682
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,250,250,121,25,0.5576036866359447
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,500,500,139,37,0.6405529953917051
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,1000,1000,166,58,0.7649769585253456
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,2000,2000,181,80,0.8341013824884793
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.66567,True,False,217,109,18518,0.9265,109,2,0.0,1.0,29.609,194.0,1608.0,4350.0,6798.0,14884.0,15205.0,chromatin_od,domain,1.66567,5000,5000,199,98,0.9170506912442397
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,25,25,19,1,0.08755760368663594
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,50,50,31,4,0.14285714285714285
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,100,100,52,11,0.23963133640552994
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,250,250,89,29,0.41013824884792627
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,500,500,134,47,0.6175115207373272
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,1000,1000,157,59,0.7235023041474654
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,2000,2000,181,86,0.8341013824884793
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,29010,0.9883,109,2,0.0,1.0,29.609,323.0,1656.0,3179.0,4956.0,13565.0,15769.0,tm_score,current,1.0,5000,5000,207,97,0.9539170506912442
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,29010,0.9883,109,3,0.0,1.0,29.609,307.0,1612.0,3956.0,6640.0,11343.0,20899.0,chromatin_od,current,1.0,25,25,16,2,0.07373271889400922
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,29010,0.9883,109,3,0.0,1.0,29.609,307.0,1612.0,3956.0,6640.0,11343.0,20899.0,chromatin_od,current,1.0,50,50,25,3,0.1152073732718894
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,29010,0.9883,109,3,0.0,1.0,29.609,307.0,1612.0,3956.0,6640.0,11343.0,20899.0,chromatin_od,current,1.0,100,100,49,3,0.22580645161290322
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,29010,0.9883,109,3,0.0,1.0,29.609,307.0,1612.0,3956.0,6640.0,11343.0,20899.0,chromatin_od,current,1.0,250,250,96,18,0.4423963133640553
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,29010,0.9883,109,3,0.0,1.0,29.609,307.0,1612.0,3956.0,6640.0,11343.0,20899.0,chromatin_od,current,1.0,500,500,134,32,0.6175115207373272
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,29010,0.9883,109,3,0.0,1.0,29.609,307.0,1612.0,3956.0,6640.0,11343.0,20899.0,chromatin_od,current,1.0,1000,1000,155,51,0.7142857142857143
