rank_key,subset,domain,file_name,pair,K,delta_tp_s0,delta_tp_s1,delta_tp_s2,delta_tp_sum
chromatin_od,original_14,human melanoma,548.tiff,mass_only - fill_alpha_0,30,4,4,5,13
chromatin_od,testing_35,human melanoma,509.tiff,mass_only - fill_alpha_0,10,2,1,0,3
chromatin_od,testing_35,human melanoma,509.tiff,mass_only - fill_alpha_0,20,0,2,2,4
chromatin_od,testing_35,human melanoma,509.tiff,mass_only - fill_alpha_0,30,1,1,3,5
chromatin_od,testing_35,human melanoma,524.tiff,mass_only - fill_alpha_0,10,1,0,1,2
chromatin_od,testing_35,human melanoma,524.tiff,mass_only - fill_alpha_0,20,1,0,1,2
chromatin_od,testing_35,human melanoma,524.tiff,mass_only - fill_alpha_0,30,1,-1,1,1
chromatin_od,testing_35,human melanoma,527.tiff,mass_only - fill_alpha_0,10,1,3,1,5
chromatin_od,testing_35,human melanoma,527.tiff,mass_only - fill_alpha_0,20,4,3,-1,6
chromatin_od,testing_35,human melanoma,527.tiff,mass_only - fill_alpha_0,30,5,3,-1,7
chromatin_od,testing_35,human melanoma,546.tiff,mass_only - fill_alpha_0,10,0,1,0,1
chromatin_od,testing_35,human melanoma,546.tiff,mass_only - fill_alpha_0,20,-2,2,0,0
chromatin_od,testing_35,human melanoma,546.tiff,mass_only - fill_alpha_0,30,-1,3,2,4
chromatin_od,testing_35,human melanoma,549.tiff,mass_only - fill_alpha_0,10,2,0,0,2
chromatin_od,testing_35,human melanoma,549.tiff,mass_only - fill_alpha_0,20,2,0,0,2
chromatin_od,testing_35,human melanoma,549.tiff,mass_only - fill_alpha_0,30,1,0,0,1
chromatin_od,original_14,human neuroendocrine tumor,402.tiff,mass_only - fill_alpha_0,10,0,0,1,1
chromatin_od,original_14,human neuroendocrine tumor,402.tiff,mass_only - fill_alpha_0,20,1,0,2,3
chromatin_od,original_14,human neuroendocrine tumor,402.tiff,mass_only - fill_alpha_0,30,3,-1,2,4
chromatin_od,original_14,human neuroendocrine tumor,403.tiff,mass_only - fill_alpha_0,10,2,-1,-2,-1
chromatin_od,original_14,human neuroendocrine tumor,403.tiff,mass_only - fill_alpha_0,20,4,3,1,8
chromatin_od,original_14,human neuroendocrine tumor,403.tiff,mass_only - fill_alpha_0,30,5,5,1,11
chromatin_od,testing_35,human neuroendocrine tumor,353.tiff,mass_only - fill_alpha_0,10,-1,0,0,-1
chromatin_od,testing_35,human neuroendocrine tumor,353.tiff,mass_only - fill_alpha_0,20,-1,3,0,2
chromatin_od,testing_35,human neuroendocrine tumor,353.tiff,mass_only - fill_alpha_0,30,-2,2,2,2
chromatin_od,testing_35,human neuroendocrine tumor,364.tiff,mass_only - fill_alpha_0,10,-1,0,1,0
chromatin_od,testing_35,human neuroendocrine tumor,364.tiff,mass_only - fill_alpha_0,20,-1,-1,0,-2
chromatin_od,testing_35,human neuroendocrine tumor,364.tiff,mass_only - fill_alpha_0,30,-1,-1,-1,-3
chromatin_od,testing_35,human neuroendocrine tumor,400.tiff,mass_only - fill_alpha_0,10,0,0,0,0
chromatin_od,testing_35,human neuroendocrine tumor,400.tiff,mass_only - fill_alpha_0,20,2,1,1,4
chromatin_od,testing_35,human neuroendocrine tumor,400.tiff,mass_only - fill_alpha_0,30,4,2,3,9
chromatin_od,testing_35,human neuroendocrine tumor,401.tiff,mass_only - fill_alpha_0,10,2,1,3,6
chromatin_od,testing_35,human neuroendocrine tumor,401.tiff,mass_only - fill_alpha_0,20,3,2,4,9
chromatin_od,testing_35,human neuroendocrine tumor,401.tiff,mass_only - fill_alpha_0,30,4,2,5,11
chromatin_od,testing_35,human neuroendocrine tumor,404.tiff,mass_only - fill_alpha_0,10,0,4,1,5
chromatin_od,testing_35,human neuroendocrine tumor,404.tiff,mass_only - fill_alpha_0,20,3,8,4,15
chromatin_od,testing_35,human neuroendocrine tumor,404.tiff,mass_only - fill_alpha_0,30,4,10,3,17
chromatin_od,original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_0 - fill_alpha_1,10,-1,0,0,-1
chromatin_od,original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_0 - fill_alpha_1,20,0,1,-1,0
chromatin_od,original_14,canine cutaneous mast cell tumor,300.tiff,fill_alpha_0 - fill_alpha_1,30,1,3,0,4
chromatin_od,original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_0 - fill_alpha_1,10,3,0,2,5
chromatin_od,original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_0 - fill_alpha_1,20,3,0,2,5
chromatin_od,original_14,canine cutaneous mast cell tumor,301.tiff,fill_alpha_0 - fill_alpha_1,30,3,-1,1,3
chromatin_od,testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_0 - fill_alpha_1,20,-1,0,0,-1
chromatin_od,testing_35,canine cutaneous mast cell tumor,322.tiff,fill_alpha_0 - fill_alpha_1,30,-3,0,-2,-5
chromatin_od,testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_0 - fill_alpha_1,10,0,-2,-2,-4
chromatin_od,testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_0 - fill_alpha_1,20,-2,-4,-3,-9
chromatin_od,testing_35,canine cutaneous mast cell tumor,337.tiff,fill_alpha_0 - fill_alpha_1,30,-2,-4,-5,-11
chromatin_od,testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_0 - fill_alpha_1,10,-2,-1,-2,-5
chromatin_od,testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_0 - fill_alpha_1,20,-1,-1,-2,-4
chromatin_od,testing_35,canine cutaneous mast cell tumor,339.tiff,fill_alpha_0 - fill_alpha_1,30,-3,-1,-2,-6
chromatin_od,testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_0 - fill_alpha_1,10,-1,-2,-3,-6
chromatin_od,testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_0 - fill_alpha_1,20,1,-3,-4,-6
chromatin_od,testing_35,canine cutaneous mast cell tumor,343.tiff,fill_alpha_0 - fill_alpha_1,30,-3,-1,-5,-9
chromatin_od,testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_0 - fill_alpha_1,10,1,2,0,3
chromatin_od,testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_0 - fill_alpha_1,20,-1,-5,1,-5
chromatin_od,testing_35,canine cutaneous mast cell tumor,344.tiff,fill_alpha_0 - fill_alpha_1,30,-7,-9,-4,-20
chromatin_od,original_14,canine lung cancer,201.tiff,fill_alpha_0 - fill_alpha_1,10,1,0,2,3
chromatin_od,original_14,canine lung cancer,201.tiff,fill_alpha_0 - fill_alpha_1,20,-1,0,2,1
chromatin_od,original_14,canine lung cancer,201.tiff,fill_alpha_0 - fill_alpha_1,30,-3,-1,1,-3
chromatin_od,original_14,canine lung cancer,233.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,-1,-1
chromatin_od,original_14,canine lung cancer,233.tiff,fill_alpha_0 - fill_alpha_1,20,-1,2,0,1
chromatin_od,original_14,canine lung cancer,233.tiff,fill_alpha_0 - fill_alpha_1,30,-1,3,1,3
chromatin_od,testing_35,canine lung cancer,211.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,testing_35,canine lung cancer,211.tiff,fill_alpha_0 - fill_alpha_1,20,0,0,0,0
chromatin_od,testing_35,canine lung cancer,211.tiff,fill_alpha_0 - fill_alpha_1,30,0,0,0,0
chromatin_od,testing_35,canine lung cancer,220.tiff,fill_alpha_0 - fill_alpha_1,10,1,-1,-1,-1
chromatin_od,testing_35,canine lung cancer,220.tiff,fill_alpha_0 - fill_alpha_1,20,0,-1,-1,-2
chromatin_od,testing_35,canine lung cancer,220.tiff,fill_alpha_0 - fill_alpha_1,30,-6,1,-3,-8
chromatin_od,testing_35,canine lung cancer,230.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,testing_35,canine lung cancer,230.tiff,fill_alpha_0 - fill_alpha_1,20,0,0,0,0
chromatin_od,testing_35,canine lung cancer,230.tiff,fill_alpha_0 - fill_alpha_1,30,0,-1,-1,-2
chromatin_od,testing_35,canine lung cancer,235.tiff,fill_alpha_0 - fill_alpha_1,10,0,-1,-1,-2
chromatin_od,testing_35,canine lung cancer,235.tiff,fill_alpha_0 - fill_alpha_1,20,-1,-1,-1,-3
chromatin_od,testing_35,canine lung cancer,235.tiff,fill_alpha_0 - fill_alpha_1,30,-2,-3,-2,-7
chromatin_od,testing_35,canine lung cancer,242.tiff,fill_alpha_0 - fill_alpha_1,10,0,1,0,1
chromatin_od,testing_35,canine lung cancer,242.tiff,fill_alpha_0 - fill_alpha_1,20,-1,1,0,0
chromatin_od,testing_35,canine lung cancer,242.tiff,fill_alpha_0 - fill_alpha_1,30,-1,1,0,0
chromatin_od,original_14,canine lymphosarcoma,245.tiff,fill_alpha_0 - fill_alpha_1,10,-1,1,0,0
chromatin_od,original_14,canine lymphosarcoma,245.tiff,fill_alpha_0 - fill_alpha_1,20,-1,3,-1,1
chromatin_od,original_14,canine lymphosarcoma,245.tiff,fill_alpha_0 - fill_alpha_1,30,0,2,-3,-1
chromatin_od,original_14,canine lymphosarcoma,246.tiff,fill_alpha_0 - fill_alpha_1,10,0,-2,0,-2
chromatin_od,original_14,canine lymphosarcoma,246.tiff,fill_alpha_0 - fill_alpha_1,20,0,-6,-2,-8
chromatin_od,original_14,canine lymphosarcoma,246.tiff,fill_alpha_0 - fill_alpha_1,30,-1,-9,-3,-13
chromatin_od,testing_35,canine lymphosarcoma,249.tiff,fill_alpha_0 - fill_alpha_1,10,-1,0,-1,-2
chromatin_od,testing_35,canine lymphosarcoma,249.tiff,fill_alpha_0 - fill_alpha_1,20,0,1,-2,-1
chromatin_od,testing_35,canine lymphosarcoma,249.tiff,fill_alpha_0 - fill_alpha_1,30,-2,0,-3,-5
chromatin_od,testing_35,canine lymphosarcoma,284.tiff,fill_alpha_0 - fill_alpha_1,10,-1,0,-1,-2
chromatin_od,testing_35,canine lymphosarcoma,284.tiff,fill_alpha_0 - fill_alpha_1,20,-4,-2,0,-6
chromatin_od,testing_35,canine lymphosarcoma,284.tiff,fill_alpha_0 - fill_alpha_1,30,-6,-3,0,-9
chromatin_od,testing_35,canine lymphosarcoma,289.tiff,fill_alpha_0 - fill_alpha_1,10,0,-1,2,1
chromatin_od,testing_35,canine lymphosarcoma,289.tiff,fill_alpha_0 - fill_alpha_1,20,-1,-3,2,-2
chromatin_od,testing_35,canine lymphosarcoma,289.tiff,fill_alpha_0 - fill_alpha_1,30,-1,-1,2,0
chromatin_od,testing_35,canine lymphosarcoma,291.tiff,fill_alpha_0 - fill_alpha_1,10,2,-1,0,1
chromatin_od,testing_35,canine lymphosarcoma,291.tiff,fill_alpha_0 - fill_alpha_1,20,-3,-5,-3,-11
chromatin_od,testing_35,canine lymphosarcoma,291.tiff,fill_alpha_0 - fill_alpha_1,30,-6,-9,-5,-20
chromatin_od,testing_35,canine lymphosarcoma,293.tiff,fill_alpha_0 - fill_alpha_1,10,4,5,3,12
chromatin_od,testing_35,canine lymphosarcoma,293.tiff,fill_alpha_0 - fill_alpha_1,20,3,5,2,10
chromatin_od,testing_35,canine lymphosarcoma,293.tiff,fill_alpha_0 - fill_alpha_1,30,2,3,2,7
chromatin_od,original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,-1,-1
chromatin_od,original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_0 - fill_alpha_1,20,-2,0,-1,-3
chromatin_od,original_14,canine soft tissue sarcoma,459.tiff,fill_alpha_0 - fill_alpha_1,30,-3,-1,-7,-11
chromatin_od,original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_0 - fill_alpha_1,10,2,-6,-4,-8
chromatin_od,original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_0 - fill_alpha_1,20,-4,-10,-12,-26
chromatin_od,original_14,canine soft tissue sarcoma,460.tiff,fill_alpha_0 - fill_alpha_1,30,-5,-10,-13,-28
chromatin_od,testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_0 - fill_alpha_1,10,-1,-2,0,-3
chromatin_od,testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_0 - fill_alpha_1,20,-2,-3,-3,-8
chromatin_od,testing_35,canine soft tissue sarcoma,410.tiff,fill_alpha_0 - fill_alpha_1,30,-2,-3,-3,-8
chromatin_od,testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,1,1
chromatin_od,testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_0 - fill_alpha_1,20,0,1,-1,0
chromatin_od,testing_35,canine soft tissue sarcoma,425.tiff,fill_alpha_0 - fill_alpha_1,30,1,1,-1,1
chromatin_od,testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_0 - fill_alpha_1,10,-1,-1,-2,-4
chromatin_od,testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_0 - fill_alpha_1,20,-3,-1,-4,-8
chromatin_od,testing_35,canine soft tissue sarcoma,435.tiff,fill_alpha_0 - fill_alpha_1,30,-4,-2,-2,-8
chromatin_od,testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_0 - fill_alpha_1,20,0,-1,-2,-3
chromatin_od,testing_35,canine soft tissue sarcoma,462.tiff,fill_alpha_0 - fill_alpha_1,30,-1,-1,-1,-3
chromatin_od,testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_0 - fill_alpha_1,10,1,0,0,1
chromatin_od,testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_0 - fill_alpha_1,20,0,-1,1,0
chromatin_od,testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_0 - fill_alpha_1,30,2,0,1,3
chromatin_od,original_14,human breast cancer,013.tiff,fill_alpha_0 - fill_alpha_1,10,0,-1,-1,-2
chromatin_od,original_14,human breast cancer,013.tiff,fill_alpha_0 - fill_alpha_1,20,1,-3,0,-2
chromatin_od,original_14,human breast cancer,013.tiff,fill_alpha_0 - fill_alpha_1,30,1,-2,1,0
chromatin_od,original_14,human breast cancer,094.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,original_14,human breast cancer,094.tiff,fill_alpha_0 - fill_alpha_1,20,-3,-1,-1,-5
chromatin_od,original_14,human breast cancer,094.tiff,fill_alpha_0 - fill_alpha_1,30,-1,-1,0,-2
chromatin_od,testing_35,human breast cancer,007.tiff,fill_alpha_0 - fill_alpha_1,10,0,-1,0,-1
chromatin_od,testing_35,human breast cancer,007.tiff,fill_alpha_0 - fill_alpha_1,20,0,-1,0,-1
chromatin_od,testing_35,human breast cancer,007.tiff,fill_alpha_0 - fill_alpha_1,30,1,-1,0,0
chromatin_od,testing_35,human breast cancer,072.tiff,fill_alpha_0 - fill_alpha_1,10,0,-1,0,-1
chromatin_od,testing_35,human breast cancer,072.tiff,fill_alpha_0 - fill_alpha_1,20,-6,-3,0,-9
chromatin_od,testing_35,human breast cancer,072.tiff,fill_alpha_0 - fill_alpha_1,30,-12,-4,-2,-18
chromatin_od,testing_35,human breast cancer,100.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,testing_35,human breast cancer,100.tiff,fill_alpha_0 - fill_alpha_1,20,-3,0,-3,-6
chromatin_od,testing_35,human breast cancer,100.tiff,fill_alpha_0 - fill_alpha_1,30,-2,0,-6,-8
chromatin_od,testing_35,human breast cancer,123.tiff,fill_alpha_0 - fill_alpha_1,10,-3,0,0,-3
chromatin_od,testing_35,human breast cancer,123.tiff,fill_alpha_0 - fill_alpha_1,20,-5,-4,-1,-10
chromatin_od,testing_35,human breast cancer,123.tiff,fill_alpha_0 - fill_alpha_1,30,-6,-6,-2,-14
chromatin_od,testing_35,human breast cancer,128.tiff,fill_alpha_0 - fill_alpha_1,10,1,-1,0,0
chromatin_od,testing_35,human breast cancer,128.tiff,fill_alpha_0 - fill_alpha_1,20,-3,-2,1,-4
chromatin_od,testing_35,human breast cancer,128.tiff,fill_alpha_0 - fill_alpha_1,30,-2,-2,1,-3
chromatin_od,original_14,human melanoma,529.tiff,fill_alpha_0 - fill_alpha_1,10,1,-2,-4,-5
chromatin_od,original_14,human melanoma,529.tiff,fill_alpha_0 - fill_alpha_1,20,0,-4,-7,-11
chromatin_od,original_14,human melanoma,529.tiff,fill_alpha_0 - fill_alpha_1,30,-2,-5,-7,-14
chromatin_od,original_14,human melanoma,548.tiff,fill_alpha_0 - fill_alpha_1,10,0,-1,-1,-2
chromatin_od,original_14,human melanoma,548.tiff,fill_alpha_0 - fill_alpha_1,20,-2,-2,-1,-5
chromatin_od,original_14,human melanoma,548.tiff,fill_alpha_0 - fill_alpha_1,30,-1,-2,-2,-5
chromatin_od,testing_35,human melanoma,509.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,testing_35,human melanoma,509.tiff,fill_alpha_0 - fill_alpha_1,20,1,0,-1,0
chromatin_od,testing_35,human melanoma,509.tiff,fill_alpha_0 - fill_alpha_1,30,0,-3,-1,-4
chromatin_od,testing_35,human melanoma,524.tiff,fill_alpha_0 - fill_alpha_1,10,-1,0,-1,-2
chromatin_od,testing_35,human melanoma,524.tiff,fill_alpha_0 - fill_alpha_1,20,-2,0,-2,-4
chromatin_od,testing_35,human melanoma,524.tiff,fill_alpha_0 - fill_alpha_1,30,-2,1,-2,-3
chromatin_od,testing_35,human melanoma,527.tiff,fill_alpha_0 - fill_alpha_1,10,-2,-2,-2,-6
chromatin_od,testing_35,human melanoma,527.tiff,fill_alpha_0 - fill_alpha_1,20,-4,-4,-1,-9
chromatin_od,testing_35,human melanoma,527.tiff,fill_alpha_0 - fill_alpha_1,30,-5,-4,-2,-11
chromatin_od,testing_35,human melanoma,546.tiff,fill_alpha_0 - fill_alpha_1,10,0,-1,0,-1
chromatin_od,testing_35,human melanoma,546.tiff,fill_alpha_0 - fill_alpha_1,20,2,-3,0,-1
chromatin_od,testing_35,human melanoma,546.tiff,fill_alpha_0 - fill_alpha_1,30,1,-4,-1,-4
chromatin_od,testing_35,human melanoma,549.tiff,fill_alpha_0 - fill_alpha_1,10,-1,-1,-1,-3
chromatin_od,testing_35,human melanoma,549.tiff,fill_alpha_0 - fill_alpha_1,20,-2,-3,-2,-7
chromatin_od,testing_35,human melanoma,549.tiff,fill_alpha_0 - fill_alpha_1,30,-2,-4,-3,-9
chromatin_od,original_14,human neuroendocrine tumor,402.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,-1,-1
chromatin_od,original_14,human neuroendocrine tumor,402.tiff,fill_alpha_0 - fill_alpha_1,20,0,1,-1,0
chromatin_od,original_14,human neuroendocrine tumor,402.tiff,fill_alpha_0 - fill_alpha_1,30,-3,2,-1,-2
chromatin_od,original_14,human neuroendocrine tumor,403.tiff,fill_alpha_0 - fill_alpha_1,10,-1,1,1,1
chromatin_od,original_14,human neuroendocrine tumor,403.tiff,fill_alpha_0 - fill_alpha_1,20,-3,1,-3,-5
chromatin_od,original_14,human neuroendocrine tumor,403.tiff,fill_alpha_0 - fill_alpha_1,30,-2,0,-1,-3
chromatin_od,testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_0 - fill_alpha_1,10,1,0,0,1
chromatin_od,testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_0 - fill_alpha_1,20,1,-2,0,-1
chromatin_od,testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_0 - fill_alpha_1,30,1,-2,-1,-2
chromatin_od,testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,-1,-1
chromatin_od,testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_0 - fill_alpha_1,20,0,1,0,1
chromatin_od,testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_0 - fill_alpha_1,30,0,1,1,2
chromatin_od,testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_0 - fill_alpha_1,10,0,0,0,0
chromatin_od,testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_0 - fill_alpha_1,20,-2,0,0,-2
chromatin_od,testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_0 - fill_alpha_1,30,-3,-2,-1,-6
chromatin_od,testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_0 - fill_alpha_1,10,-2,-1,-3,-6
chromatin_od,testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_0 - fill_alpha_1,20,-3,-2,-4,-9
chromatin_od,testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_0 - fill_alpha_1,30,-4,-1,-5,-10
chromatin_od,testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_0 - fill_alpha_1,10,1,-2,-1,-2
chromatin_od,testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_0 - fill_alpha_1,20,-2,-3,-2,-7
chromatin_od,testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_0 - fill_alpha_1,30,-1,-4,-2,-7
chromatin_od,original_14,canine cutaneous mast cell tumor,300.tiff,mass_only - default_51,10,-1,0,-1,-2
chromatin_od,original_14,canine cutaneous mast cell tumor,300.tiff,mass_only - default_51,20,-1,-1,-1,-3
chromatin_od,original_14,canine cutaneous mast cell tumor,300.tiff,mass_only - default_51,30,-1,0,-1,-2
chromatin_od,original_14,canine cutaneous mast cell tumor,301.tiff,mass_only - default_51,10,-2,0,2,0
chromatin_od,original_14,canine cutaneous mast cell tumor,301.tiff,mass_only - default_51,20,-3,1,4,2
chromatin_od,original_14,canine cutaneous mast cell tumor,301.tiff,mass_only - default_51,30,-5,2,5,2
chromatin_od,testing_35,canine cutaneous mast cell tumor,322.tiff,mass_only - default_51,10,0,0,0,0
chromatin_od,testing_35,canine cutaneous mast cell tumor,322.tiff,mass_only - default_51,20,0,1,0,1
chromatin_od,testing_35,canine cutaneous mast cell tumor,322.tiff,mass_only - default_51,30,0,0,0,0
chromatin_od,testing_35,canine cutaneous mast cell tumor,337.tiff,mass_only - default_51,10,0,0,0,0
chromatin_od,testing_35,canine cutaneous mast cell tumor,337.tiff,mass_only - default_51,20,0,0,0,0
chromatin_od,testing_35,canine cutaneous mast cell tumor,337.tiff,mass_only - default_51,30,0,-1,-2,-3
chromatin_od,testing_35,canine cutaneous mast cell tumor,339.tiff,mass_only - default_51,10,0,1,0,1
chromatin_od,testing_35,canine cutaneous mast cell tumor,339.tiff,mass_only - default_51,20,1,0,1,2
chromatin_od,testing_35,canine cutaneous mast cell tumor,339.tiff,mass_only - default_51,30,-1,1,2,2
chromatin_od,testing_35,canine cutaneous mast cell tumor,343.tiff,mass_only - default_51,10,1,0,0,1
chromatin_od,testing_35,canine cutaneous mast cell tumor,343.tiff,mass_only - default_51,20,0,0,0,0
chromatin_od,testing_35,canine cutaneous mast cell tumor,343.tiff,mass_only - default_51,30,1,-1,2,2
chromatin_od,testing_35,canine cutaneous mast cell tumor,344.tiff,mass_only - default_51,10,0,0,0,0
chromatin_od,testing_35,canine cutaneous mast cell tumor,344.tiff,mass_only - default_51,20,1,-1,-1,-1
chromatin_od,testing_35,canine cutaneous mast cell tumor,344.tiff,mass_only - default_51,30,-1,-1,-2,-4
chromatin_od,original_14,canine lung cancer,201.tiff,mass_only - default_51,10,0,1,0,1
chromatin_od,original_14,canine lung cancer,201.tiff,mass_only - default_51,20,-1,0,-1,-2
chromatin_od,original_14,canine lung cancer,201.tiff,mass_only - default_51,30,0,0,-2,-2
chromatin_od,original_14,canine lung cancer,233.tiff,mass_only - default_51,10,2,2,1,5
chromatin_od,original_14,canine lung cancer,233.tiff,mass_only - default_51,20,0,0,0,0
chromatin_od,original_14,canine lung cancer,233.tiff,mass_only - default_51,30,0,0,0,0
chromatin_od,testing_35,canine lung cancer,211.tiff,mass_only - default_51,10,0,0,0,0
chromatin_od,testing_35,canine lung cancer,211.tiff,mass_only - default_51,20,0,0,0,0
chromatin_od,testing_35,canine lung cancer,211.tiff,mass_only - default_51,30,0,0,0,0
chromatin_od,testing_35,canine lung cancer,220.tiff,mass_only - default_51,10,2,-1,0,1
chromatin_od,testing_35,canine lung cancer,220.tiff,mass_only - default_51,20,1,-6,2,-3
chromatin_od,testing_35,canine lung cancer,220.tiff,mass_only - default_51,30,0,-6,1,-5
chromatin_od,testing_35,canine lung cancer,230.tiff,mass_only - default_51,10,-1,0,-1,-2
chromatin_od,testing_35,canine lung cancer,230.tiff,mass_only - default_51,20,-7,-2,-1,-10
chromatin_od,testing_35,canine lung cancer,230.tiff,mass_only - default_51,30,-7,-2,-2,-11
chromatin_od,testing_35,canine lung cancer,235.tiff,mass_only - default_51,10,0,0,0,0
chromatin_od,testing_35,canine lung cancer,235.tiff,mass_only - default_51,20,0,3,2,5
chromatin_od,testing_35,canine lung cancer,235.tiff,mass_only - default_51,30,0,5,1,6
chromatin_od,testing_35,canine lung cancer,242.tiff,mass_only - default_51,10,0,-1,1,0
chromatin_od,testing_35,canine lung cancer,242.tiff,mass_only - default_51,20,0,-1,0,-1
chromatin_od,testing_35,canine lung cancer,242.tiff,mass_only - default_51,30,0,-1,0,-1
chromatin_od,original_14,canine lymphosarcoma,245.tiff,mass_only - default_51,10,-1,0,2,1
chromatin_od,original_14,canine lymphosarcoma,245.tiff,mass_only - default_51,20,-3,0,3,0
chromatin_od,original_14,canine lymphosarcoma,245.tiff,mass_only - default_51,30,-5,-1,4,-2
chromatin_od,original_14,canine lymphosarcoma,246.tiff,mass_only - default_51,10,0,0,0,0
chromatin_od,original_14,canine lymphosarcoma,246.tiff,mass_only - default_51,20,-1,-1,-1,-3
chromatin_od,original_14,canine lymphosarcoma,246.tiff,mass_only - default_51,30,-2,-3,-2,-7
chromatin_od,testing_35,canine lymphosarcoma,249.tiff,mass_only - default_51,10,0,0,1,1
chromatin_od,testing_35,canine lymphosarcoma,249.tiff,mass_only - default_51,20,0,0,1,1
chromatin_od,testing_35,canine lymphosarcoma,249.tiff,mass_only - default_51,30,0,1,0,1
chromatin_od,testing_35,canine lymphosarcoma,284.tiff,mass_only - default_51,10,-1,0,1,0
chromatin_od,testing_35,canine lymphosarcoma,284.tiff,mass_only - default_51,20,1,-1,-1,-1
chromatin_od,testing_35,canine lymphosarcoma,284.tiff,mass_only - default_51,30,2,-1,-1,0
chromatin_od,testing_35,canine lymphosarcoma,289.tiff,mass_only - default_51,10,0,-2,-3,-5
chromatin_od,testing_35,canine lymphosarcoma,289.tiff,mass_only - default_51,20,1,-3,-5,-7
chromatin_od,testing_35,canine lymphosarcoma,289.tiff,mass_only - default_51,30,1,-4,-4,-7
chromatin_od,testing_35,canine lymphosarcoma,291.tiff,mass_only - default_51,10,4,0,0,4
chromatin_od,testing_35,canine lymphosarcoma,291.tiff,mass_only - default_51,20,9,1,1,11
chromatin_od,testing_35,canine lymphosarcoma,291.tiff,mass_only - default_51,30,7,2,4,13
chromatin_od,testing_35,canine lymphosarcoma,293.tiff,mass_only - default_51,10,-2,-2,-3,-7
chromatin_od,testing_35,canine lymphosarcoma,293.tiff,mass_only - default_51,20,-4,-8,-3,-15
chromatin_od,testing_35,canine lymphosarcoma,293.tiff,mass_only - default_51,30,-3,-8,-4,-15
chromatin_od,original_14,canine soft tissue sarcoma,459.tiff,mass_only - default_51,10,0,0,-1,-1
chromatin_od,original_14,canine soft tissue sarcoma,459.tiff,mass_only - default_51,20,1,-1,1,1
chromatin_od,original_14,canine soft tissue sarcoma,459.tiff,mass_only - default_51,30,1,-1,2,2
