file_name,seed_index,pass_name,n_clicks,statistic,contrast,auc,ci_lo,ci_hi,n_pos,n_neg
301.tiff,4,1click,1,cos_rawpixel_ccoeff,tp_vs_unannotated,0.6536,0.6137,0.6936,217,20045
301.tiff,4,1click,1,cos_rawpixel_ccoeff_cl2n,tp_vs_lookalike,0.5926,0.5284,0.6567,217,107
301.tiff,4,1click,1,cos_rawpixel_ccoeff_cl2n,tp_vs_unannotated,0.5609,0.5211,0.6006,217,20045
301.tiff,4,1click,1,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_lookalike,0.5717,0.5067,0.6367,217,107
301.tiff,4,1click,1,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_unannotated,0.5551,0.5154,0.5948,217,20045
301.tiff,0,3click,3,chromatin,tp_vs_lookalike,0.6932,0.6348,0.7516,213,105
301.tiff,0,3click,3,chromatin,tp_vs_unannotated,0.935,0.912,0.9581,213,19598
301.tiff,0,3click,3,blob_native,tp_vs_lookalike,0.6869,0.6285,0.7454,215,107
301.tiff,0,3click,3,blob_native,tp_vs_unannotated,0.9858,0.9746,0.9969,215,20045
301.tiff,0,3click,3,cos_fcos_midogpp_r18,tp_vs_lookalike,0.616,0.5529,0.6791,215,107
301.tiff,0,3click,3,cos_fcos_midogpp_r18,tp_vs_unannotated,0.9944,0.9874,1.0015,215,20045
301.tiff,0,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_lookalike,0.713,0.6567,0.7693,215,107
301.tiff,0,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_unannotated,0.9968,0.9915,1.0021,215,20045
301.tiff,0,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_lookalike,0.8166,0.7713,0.8618,215,107
301.tiff,0,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_unannotated,0.9973,0.9924,1.0022,215,20045
301.tiff,0,3click,3,cos_kaiko_vits16,tp_vs_lookalike,0.6406,0.579,0.7023,215,107
301.tiff,0,3click,3,cos_kaiko_vits16,tp_vs_unannotated,0.633,0.5927,0.6733,215,20045
301.tiff,0,3click,3,cos_kaiko_vits16_cl2n,tp_vs_lookalike,0.6377,0.5759,0.6996,215,107
301.tiff,0,3click,3,cos_kaiko_vits16_cl2n,tp_vs_unannotated,0.7023,0.6629,0.7417,215,20045
301.tiff,0,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_lookalike,0.6381,0.5763,0.7,215,107
301.tiff,0,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_unannotated,0.7351,0.6966,0.7736,215,20045
301.tiff,0,3click,3,cos_lunit_dino_vits16,tp_vs_lookalike,0.5886,0.5241,0.653,215,107
301.tiff,0,3click,3,cos_lunit_dino_vits16,tp_vs_unannotated,0.5776,0.5375,0.6177,215,20045
301.tiff,0,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_lookalike,0.6186,0.5556,0.6815,215,107
301.tiff,0,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_unannotated,0.7144,0.6753,0.7535,215,20045
301.tiff,0,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_lookalike,0.6336,0.5715,0.6957,215,107
301.tiff,0,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_unannotated,0.7302,0.6915,0.7688,215,20045
301.tiff,0,3click,3,cos_lunit_dino_vits16_16um,tp_vs_lookalike,0.5846,0.52,0.6492,215,107
301.tiff,0,3click,3,cos_lunit_dino_vits16_16um,tp_vs_unannotated,0.778,0.7412,0.8148,215,20045
301.tiff,0,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_lookalike,0.665,0.6049,0.7251,215,107
301.tiff,0,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_unannotated,0.8965,0.8684,0.9245,215,20045
301.tiff,0,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_lookalike,0.6758,0.6165,0.7351,215,107
301.tiff,0,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_unannotated,0.9152,0.8894,0.941,215,20045
301.tiff,0,3click,3,cos_resnet18_in1k,tp_vs_lookalike,0.533,0.4666,0.5993,215,107
301.tiff,0,3click,3,cos_resnet18_in1k,tp_vs_unannotated,0.5255,0.4862,0.5649,215,20045
301.tiff,0,3click,3,cos_resnet18_in1k_cl2n,tp_vs_lookalike,0.5757,0.5107,0.6407,215,107
301.tiff,0,3click,3,cos_resnet18_in1k_cl2n,tp_vs_unannotated,0.6244,0.5841,0.6647,215,20045
301.tiff,0,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_lookalike,0.5998,0.5359,0.6637,215,107
301.tiff,0,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_unannotated,0.6791,0.6393,0.7189,215,20045
301.tiff,0,3click,3,cos_resnet18_in1k_16um,tp_vs_lookalike,0.6124,0.5491,0.6757,215,107
301.tiff,0,3click,3,cos_resnet18_in1k_16um,tp_vs_unannotated,0.7422,0.7039,0.7804,215,20045
301.tiff,0,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_lookalike,0.6761,0.6168,0.7354,215,107
301.tiff,0,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_unannotated,0.8597,0.8281,0.8913,215,20045
301.tiff,0,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_lookalike,0.6542,0.5933,0.715,215,107
301.tiff,0,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_unannotated,0.8198,0.7852,0.8543,215,20045
301.tiff,0,3click,3,cos_rawpixel_ccoeff,tp_vs_lookalike,0.6681,0.6082,0.7279,215,107
301.tiff,0,3click,3,cos_rawpixel_ccoeff,tp_vs_unannotated,0.7907,0.7545,0.8269,215,20045
301.tiff,0,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_lookalike,0.6406,0.579,0.7023,215,107
301.tiff,0,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_unannotated,0.7417,0.7034,0.78,215,20045
301.tiff,0,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_lookalike,0.6623,0.602,0.7226,215,107
301.tiff,0,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_unannotated,0.7631,0.7257,0.8006,215,20045
301.tiff,1,3click,3,chromatin,tp_vs_lookalike,0.6955,0.6372,0.7537,213,105
301.tiff,1,3click,3,chromatin,tp_vs_unannotated,0.9353,0.9123,0.9582,213,19598
301.tiff,1,3click,3,blob_native,tp_vs_lookalike,0.6899,0.6317,0.7482,215,107
301.tiff,1,3click,3,blob_native,tp_vs_unannotated,0.9859,0.9747,0.997,215,20045
301.tiff,1,3click,3,cos_fcos_midogpp_r18,tp_vs_lookalike,0.7206,0.665,0.7763,215,107
301.tiff,1,3click,3,cos_fcos_midogpp_r18,tp_vs_unannotated,0.9967,0.9913,1.0021,215,20045
301.tiff,1,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_lookalike,0.7527,0.7002,0.8053,215,107
301.tiff,1,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_unannotated,0.9972,0.9921,1.0022,215,20045
301.tiff,1,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_lookalike,0.8267,0.7828,0.8706,215,107
301.tiff,1,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_unannotated,0.9975,0.9928,1.0022,215,20045
301.tiff,1,3click,3,cos_kaiko_vits16,tp_vs_lookalike,0.5963,0.5322,0.6604,215,107
301.tiff,1,3click,3,cos_kaiko_vits16,tp_vs_unannotated,0.58,0.5399,0.6202,215,20045
301.tiff,1,3click,3,cos_kaiko_vits16_cl2n,tp_vs_lookalike,0.5646,0.4992,0.63,215,107
301.tiff,1,3click,3,cos_kaiko_vits16_cl2n,tp_vs_unannotated,0.6177,0.5774,0.6579,215,20045
301.tiff,1,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_lookalike,0.588,0.5235,0.6524,215,107
301.tiff,1,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_unannotated,0.6551,0.615,0.6952,215,20045
301.tiff,1,3click,3,cos_lunit_dino_vits16,tp_vs_lookalike,0.5747,0.5097,0.6398,215,107
301.tiff,1,3click,3,cos_lunit_dino_vits16,tp_vs_unannotated,0.5708,0.5308,0.6109,215,20045
301.tiff,1,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_lookalike,0.5842,0.5196,0.6488,215,107
301.tiff,1,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_unannotated,0.6886,0.6489,0.7282,215,20045
301.tiff,1,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_lookalike,0.5773,0.5124,0.6422,215,107
301.tiff,1,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_unannotated,0.6746,0.6347,0.7145,215,20045
301.tiff,1,3click,3,cos_lunit_dino_vits16_16um,tp_vs_lookalike,0.5953,0.5312,0.6594,215,107
301.tiff,1,3click,3,cos_lunit_dino_vits16_16um,tp_vs_unannotated,0.7654,0.728,0.8028,215,20045
301.tiff,1,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_lookalike,0.7028,0.6457,0.76,215,107
301.tiff,1,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_unannotated,0.9125,0.8864,0.9386,215,20045
301.tiff,1,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_lookalike,0.6813,0.6224,0.7402,215,107
301.tiff,1,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_unannotated,0.9088,0.8823,0.9354,215,20045
301.tiff,1,3click,3,cos_resnet18_in1k,tp_vs_lookalike,0.5145,0.4477,0.5813,215,107
301.tiff,1,3click,3,cos_resnet18_in1k,tp_vs_unannotated,0.5139,0.4748,0.5531,215,20045
301.tiff,1,3click,3,cos_resnet18_in1k_cl2n,tp_vs_lookalike,0.5392,0.473,0.6054,215,107
301.tiff,1,3click,3,cos_resnet18_in1k_cl2n,tp_vs_unannotated,0.5934,0.5531,0.6336,215,20045
301.tiff,1,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_lookalike,0.5633,0.4978,0.6287,215,107
301.tiff,1,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_unannotated,0.6513,0.6112,0.6915,215,20045
301.tiff,1,3click,3,cos_resnet18_in1k_16um,tp_vs_lookalike,0.5274,0.4609,0.5939,215,107
301.tiff,1,3click,3,cos_resnet18_in1k_16um,tp_vs_unannotated,0.6178,0.5775,0.6581,215,20045
301.tiff,1,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_lookalike,0.6201,0.5572,0.683,215,107
301.tiff,1,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_unannotated,0.8834,0.854,0.9128,215,20045
301.tiff,1,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_lookalike,0.6229,0.5602,0.6856,215,107
301.tiff,1,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_unannotated,0.8594,0.8278,0.8911,215,20045
301.tiff,1,3click,3,cos_rawpixel_ccoeff,tp_vs_lookalike,0.6602,0.5998,0.7206,215,107
301.tiff,1,3click,3,cos_rawpixel_ccoeff,tp_vs_unannotated,0.8053,0.7698,0.8407,215,20045
301.tiff,1,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_lookalike,0.6037,0.54,0.6675,215,107
301.tiff,1,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_unannotated,0.7387,0.7003,0.777,215,20045
301.tiff,1,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_lookalike,0.6703,0.6106,0.73,215,107
301.tiff,1,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_unannotated,0.784,0.7475,0.8206,215,20045
301.tiff,2,3click,3,chromatin,tp_vs_lookalike,0.6915,0.633,0.7501,213,105
301.tiff,2,3click,3,chromatin,tp_vs_unannotated,0.9344,0.9113,0.9575,213,19598
301.tiff,2,3click,3,blob_native,tp_vs_lookalike,0.6867,0.6282,0.7452,215,107
301.tiff,2,3click,3,blob_native,tp_vs_unannotated,0.9858,0.9746,0.9969,215,20045
301.tiff,2,3click,3,cos_fcos_midogpp_r18,tp_vs_lookalike,0.8915,0.8575,0.9256,215,107
301.tiff,2,3click,3,cos_fcos_midogpp_r18,tp_vs_unannotated,0.9972,0.9923,1.0022,215,20045
301.tiff,2,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_lookalike,0.8889,0.8544,0.9235,215,107
301.tiff,2,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_unannotated,0.9973,0.9923,1.0022,215,20045
301.tiff,2,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_lookalike,0.8945,0.8609,0.928,215,107
301.tiff,2,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_unannotated,0.9971,0.992,1.0022,215,20045
301.tiff,2,3click,3,cos_kaiko_vits16,tp_vs_lookalike,0.6133,0.55,0.6765,215,107
301.tiff,2,3click,3,cos_kaiko_vits16,tp_vs_unannotated,0.633,0.5927,0.6733,215,20045
301.tiff,2,3click,3,cos_kaiko_vits16_cl2n,tp_vs_lookalike,0.6124,0.5491,0.6757,215,107
301.tiff,2,3click,3,cos_kaiko_vits16_cl2n,tp_vs_unannotated,0.7197,0.6807,0.7586,215,20045
301.tiff,2,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_lookalike,0.623,0.5603,0.6857,215,107
301.tiff,2,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_unannotated,0.7316,0.693,0.7702,215,20045
301.tiff,2,3click,3,cos_lunit_dino_vits16,tp_vs_lookalike,0.6165,0.5535,0.6796,215,107
301.tiff,2,3click,3,cos_lunit_dino_vits16,tp_vs_unannotated,0.6472,0.607,0.6874,215,20045
301.tiff,2,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_lookalike,0.6552,0.5944,0.7159,215,107
301.tiff,2,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_unannotated,0.794,0.7579,0.83,215,20045
301.tiff,2,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_lookalike,0.6337,0.5716,0.6958,215,107
301.tiff,2,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_unannotated,0.7615,0.724,0.7991,215,20045
301.tiff,2,3click,3,cos_lunit_dino_vits16_16um,tp_vs_lookalike,0.6871,0.6286,0.7455,215,107
301.tiff,2,3click,3,cos_lunit_dino_vits16_16um,tp_vs_unannotated,0.8589,0.8272,0.8905,215,20045
301.tiff,2,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_lookalike,0.747,0.6939,0.8002,215,107
301.tiff,2,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_unannotated,0.9307,0.9071,0.9543,215,20045
301.tiff,2,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_lookalike,0.7423,0.6886,0.7959,215,107
301.tiff,2,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_unannotated,0.9482,0.9275,0.9689,215,20045
301.tiff,2,3click,3,cos_resnet18_in1k,tp_vs_lookalike,0.5333,0.467,0.5997,215,107
301.tiff,2,3click,3,cos_resnet18_in1k,tp_vs_unannotated,0.5452,0.5055,0.5849,215,20045
301.tiff,2,3click,3,cos_resnet18_in1k_cl2n,tp_vs_lookalike,0.5354,0.4691,0.6017,215,107
301.tiff,2,3click,3,cos_resnet18_in1k_cl2n,tp_vs_unannotated,0.6031,0.5628,0.6434,215,20045
301.tiff,2,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_lookalike,0.5461,0.4801,0.6121,215,107
301.tiff,2,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_unannotated,0.6265,0.5862,0.6668,215,20045
301.tiff,2,3click,3,cos_resnet18_in1k_16um,tp_vs_lookalike,0.5929,0.5287,0.6571,215,107
301.tiff,2,3click,3,cos_resnet18_in1k_16um,tp_vs_unannotated,0.7137,0.6746,0.7528,215,20045
301.tiff,2,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_lookalike,0.6627,0.6024,0.7229,215,107
301.tiff,2,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_unannotated,0.877,0.8469,0.907,215,20045
301.tiff,2,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_lookalike,0.6319,0.5697,0.6942,215,107
301.tiff,2,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_unannotated,0.8527,0.8205,0.8849,215,20045
301.tiff,2,3click,3,cos_rawpixel_ccoeff,tp_vs_lookalike,0.6634,0.6032,0.7236,215,107
301.tiff,2,3click,3,cos_rawpixel_ccoeff,tp_vs_unannotated,0.7493,0.7113,0.7873,215,20045
301.tiff,2,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_lookalike,0.6213,0.5584,0.6841,215,107
301.tiff,2,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_unannotated,0.6606,0.6205,0.7006,215,20045
301.tiff,2,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_lookalike,0.6566,0.5959,0.7172,215,107
301.tiff,2,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_unannotated,0.702,0.6626,0.7414,215,20045
301.tiff,3,3click,3,chromatin,tp_vs_lookalike,0.6917,0.6331,0.7502,213,105
301.tiff,3,3click,3,chromatin,tp_vs_unannotated,0.9344,0.9113,0.9575,213,19598
301.tiff,3,3click,3,blob_native,tp_vs_lookalike,0.6859,0.6273,0.7444,215,107
301.tiff,3,3click,3,blob_native,tp_vs_unannotated,0.9858,0.9746,0.9969,215,20045
301.tiff,3,3click,3,cos_fcos_midogpp_r18,tp_vs_lookalike,0.8907,0.8565,0.9249,215,107
301.tiff,3,3click,3,cos_fcos_midogpp_r18,tp_vs_unannotated,0.9972,0.9922,1.0022,215,20045
301.tiff,3,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_lookalike,0.8932,0.8594,0.9269,215,107
301.tiff,3,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_unannotated,0.9973,0.9923,1.0022,215,20045
301.tiff,3,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_lookalike,0.9014,0.869,0.9337,215,107
301.tiff,3,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_unannotated,0.9968,0.9916,1.0021,215,20045
301.tiff,3,3click,3,cos_kaiko_vits16,tp_vs_lookalike,0.6202,0.5573,0.6831,215,107
301.tiff,3,3click,3,cos_kaiko_vits16,tp_vs_unannotated,0.6495,0.6093,0.6896,215,20045
301.tiff,3,3click,3,cos_kaiko_vits16_cl2n,tp_vs_lookalike,0.6108,0.5474,0.6741,215,107
301.tiff,3,3click,3,cos_kaiko_vits16_cl2n,tp_vs_unannotated,0.7063,0.667,0.7456,215,20045
301.tiff,3,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_lookalike,0.6364,0.5744,0.6983,215,107
301.tiff,3,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_unannotated,0.7315,0.6929,0.7701,215,20045
301.tiff,3,3click,3,cos_lunit_dino_vits16,tp_vs_lookalike,0.5988,0.5349,0.6628,215,107
301.tiff,3,3click,3,cos_lunit_dino_vits16,tp_vs_unannotated,0.6355,0.5952,0.6757,215,20045
301.tiff,3,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_lookalike,0.6133,0.5501,0.6765,215,107
301.tiff,3,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_unannotated,0.7243,0.6854,0.7631,215,20045
301.tiff,3,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_lookalike,0.6075,0.5439,0.671,215,107
301.tiff,3,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_unannotated,0.706,0.6667,0.7453,215,20045
301.tiff,3,3click,3,cos_lunit_dino_vits16_16um,tp_vs_lookalike,0.6573,0.5967,0.7179,215,107
301.tiff,3,3click,3,cos_lunit_dino_vits16_16um,tp_vs_unannotated,0.8259,0.7917,0.86,215,20045
301.tiff,3,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_lookalike,0.7344,0.6801,0.7888,215,107
301.tiff,3,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_unannotated,0.923,0.8983,0.9477,215,20045
301.tiff,3,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_lookalike,0.71,0.6534,0.7666,215,107
301.tiff,3,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_unannotated,0.9301,0.9064,0.9538,215,20045
301.tiff,3,3click,3,cos_resnet18_in1k,tp_vs_lookalike,0.5465,0.4805,0.6125,215,107
301.tiff,3,3click,3,cos_resnet18_in1k,tp_vs_unannotated,0.5595,0.5196,0.5994,215,20045
301.tiff,3,3click,3,cos_resnet18_in1k_cl2n,tp_vs_lookalike,0.5644,0.499,0.6298,215,107
301.tiff,3,3click,3,cos_resnet18_in1k_cl2n,tp_vs_unannotated,0.6576,0.6175,0.6977,215,20045
301.tiff,3,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_lookalike,0.5668,0.5015,0.6321,215,107
301.tiff,3,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_unannotated,0.664,0.624,0.704,215,20045
301.tiff,3,3click,3,cos_resnet18_in1k_16um,tp_vs_lookalike,0.6305,0.5682,0.6928,215,107
301.tiff,3,3click,3,cos_resnet18_in1k_16um,tp_vs_unannotated,0.749,0.7109,0.787,215,20045
301.tiff,3,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_lookalike,0.6679,0.6081,0.7278,215,107
301.tiff,3,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_unannotated,0.8438,0.8109,0.8766,215,20045
301.tiff,3,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_lookalike,0.6551,0.5943,0.7158,215,107
301.tiff,3,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_unannotated,0.827,0.793,0.8611,215,20045
301.tiff,3,3click,3,cos_rawpixel_ccoeff,tp_vs_lookalike,0.6576,0.5971,0.7182,215,107
301.tiff,3,3click,3,cos_rawpixel_ccoeff,tp_vs_unannotated,0.7355,0.697,0.774,215,20045
301.tiff,3,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_lookalike,0.6116,0.5483,0.675,215,107
301.tiff,3,3click,3,cos_rawpixel_ccoeff_cl2n,tp_vs_unannotated,0.6404,0.6002,0.6807,215,20045
301.tiff,3,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_lookalike,0.6634,0.6032,0.7236,215,107
301.tiff,3,3click,3,cos_rawpixel_ccoeff_cl2n_snap,tp_vs_unannotated,0.7117,0.6726,0.7509,215,20045
301.tiff,4,3click,3,chromatin,tp_vs_lookalike,0.6932,0.6348,0.7516,213,105
301.tiff,4,3click,3,chromatin,tp_vs_unannotated,0.935,0.912,0.9581,213,19598
301.tiff,4,3click,3,blob_native,tp_vs_lookalike,0.6862,0.6276,0.7447,215,107
301.tiff,4,3click,3,blob_native,tp_vs_unannotated,0.9858,0.9746,0.9969,215,20045
301.tiff,4,3click,3,cos_fcos_midogpp_r18,tp_vs_lookalike,0.7707,0.72,0.8214,215,107
301.tiff,4,3click,3,cos_fcos_midogpp_r18,tp_vs_unannotated,0.9967,0.9913,1.0021,215,20045
301.tiff,4,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_lookalike,0.8033,0.7564,0.8502,215,107
301.tiff,4,3click,3,cos_fcos_midogpp_r18_cl2n,tp_vs_unannotated,0.9973,0.9924,1.0022,215,20045
301.tiff,4,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_lookalike,0.87,0.8324,0.9076,215,107
301.tiff,4,3click,3,cos_fcos_midogpp_r18_cl2n_snap,tp_vs_unannotated,0.9972,0.9923,1.0022,215,20045
301.tiff,4,3click,3,cos_kaiko_vits16,tp_vs_lookalike,0.652,0.5911,0.713,215,107
301.tiff,4,3click,3,cos_kaiko_vits16,tp_vs_unannotated,0.65,0.6098,0.6901,215,20045
301.tiff,4,3click,3,cos_kaiko_vits16_cl2n,tp_vs_lookalike,0.6695,0.6097,0.7292,215,107
301.tiff,4,3click,3,cos_kaiko_vits16_cl2n,tp_vs_unannotated,0.7414,0.7031,0.7797,215,20045
301.tiff,4,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_lookalike,0.6793,0.6203,0.7384,215,107
301.tiff,4,3click,3,cos_kaiko_vits16_cl2n_snap,tp_vs_unannotated,0.7757,0.7388,0.8127,215,20045
301.tiff,4,3click,3,cos_lunit_dino_vits16,tp_vs_lookalike,0.6083,0.5449,0.6718,215,107
301.tiff,4,3click,3,cos_lunit_dino_vits16,tp_vs_unannotated,0.6107,0.5704,0.651,215,20045
301.tiff,4,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_lookalike,0.6406,0.5789,0.7023,215,107
301.tiff,4,3click,3,cos_lunit_dino_vits16_cl2n,tp_vs_unannotated,0.7354,0.6969,0.7739,215,20045
301.tiff,4,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_lookalike,0.6344,0.5724,0.6965,215,107
301.tiff,4,3click,3,cos_lunit_dino_vits16_cl2n_snap,tp_vs_unannotated,0.7252,0.6864,0.764,215,20045
301.tiff,4,3click,3,cos_lunit_dino_vits16_16um,tp_vs_lookalike,0.6227,0.56,0.6854,215,107
301.tiff,4,3click,3,cos_lunit_dino_vits16_16um,tp_vs_unannotated,0.8166,0.7819,0.8514,215,20045
301.tiff,4,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_lookalike,0.7012,0.6439,0.7585,215,107
301.tiff,4,3click,3,cos_lunit_dino_vits16_16um_cl2n,tp_vs_unannotated,0.9219,0.8971,0.9468,215,20045
301.tiff,4,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_lookalike,0.6844,0.6257,0.743,215,107
301.tiff,4,3click,3,cos_lunit_dino_vits16_16um_cl2n_snap,tp_vs_unannotated,0.9226,0.8978,0.9473,215,20045
301.tiff,4,3click,3,cos_resnet18_in1k,tp_vs_lookalike,0.5352,0.4689,0.6015,215,107
301.tiff,4,3click,3,cos_resnet18_in1k,tp_vs_unannotated,0.5262,0.4868,0.5656,215,20045
301.tiff,4,3click,3,cos_resnet18_in1k_cl2n,tp_vs_lookalike,0.5873,0.5228,0.6517,215,107
301.tiff,4,3click,3,cos_resnet18_in1k_cl2n,tp_vs_unannotated,0.6287,0.5884,0.669,215,20045
301.tiff,4,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_lookalike,0.6061,0.5425,0.6697,215,107
301.tiff,4,3click,3,cos_resnet18_in1k_cl2n_snap,tp_vs_unannotated,0.6777,0.6379,0.7175,215,20045
301.tiff,4,3click,3,cos_resnet18_in1k_16um,tp_vs_lookalike,0.6466,0.5853,0.7079,215,107
301.tiff,4,3click,3,cos_resnet18_in1k_16um,tp_vs_unannotated,0.7578,0.7201,0.7955,215,20045
301.tiff,4,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_lookalike,0.6792,0.6201,0.7383,215,107
301.tiff,4,3click,3,cos_resnet18_in1k_16um_cl2n,tp_vs_unannotated,0.8377,0.8043,0.871,215,20045
301.tiff,4,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_lookalike,0.6599,0.5994,0.7203,215,107
301.tiff,4,3click,3,cos_resnet18_in1k_16um_cl2n_snap,tp_vs_unannotated,0.8034,0.7679,0.8389,215,20045
301.tiff,4,3click,3,cos_rawpixel_ccoeff,tp_vs_lookalike,0.6775,0.6184,0.7367,215,107
