file_name,base_size,match_radius_px,global_max_score,global_max_dist_to_template_centre,nearest_pre_nms_peak_dist,nearest_pre_nms_peak_score,self_peak_inside_self_hit_radius,self_peak_survived_nms,survivor_dist_to_template_centre,survivor_score,survivor_outscores_self_peak,survivor_to_self_peak_px,survivor_within_nms_radius_of_self_peak,margin_past_nms_radius_px,template_centre_xy,self_peak_xy,click_xy,self_hit_radius_px,gap_between_self_hit_and_match_radius_px
403.tiff,31,33.06,8.4,0.5,0.5,8.4,True,True,32.898,2.22,False,33.106,False,0.046,"(2225.0, 2974.5)","(2225.0, 2974.0)","(2227.0, 2970.0)",5.0,28.06
