subset,domain,file_name,image_id,seed_index,condition,seed_ann_id,click_cx,click_cy,mpp,match_radius_px,margin_px,n_gt_mitotic,tpl_sha1,n_peaks,n_detections,n_self_hits,n_near_click,near_click_detail,od_nan,od_descending,t_run_s,tp_at_10,tp_at_20,tp_at_30,n_od_bit_exact,precision_at_10,precision_at_20,precision_at_30
testing_35,canine lung cancer,211.tiff,211,2,default_51,4909,2429.0,1188.0,0.24816562612969095,30.221751968503938,4,19,949a0a7d28beb45703bdb71660ba1123e112b03c,100,100,0,0,,0,True,3.256,0,0,0,30.0,0.0,0.0,0.0
testing_35,canine lung cancer,211.tiff,211,2,hem_rect_fill,4909,2429.0,1188.0,0.24816562612969095,30.221751968503938,4,19,a7a7aa96a4c3a5608c58edcf04ff232e5bc04634,100,99,0,0,,0,True,3.239,0,0,0,30.0,0.0,0.0,0.0
testing_35,canine lung cancer,211.tiff,211,2,hem_rect_fill_1um,4909,2429.0,1188.0,0.24816562612969095,30.221751968503938,4,19,389d01dccdd7bc6888f29cd09d3cbdf4e92725bd,100,99,0,0,,0,True,3.328,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,220.tiff,220,0,default_51,5270,1034.0,2942.0,0.24816562612969095,30.221751968503938,4,76,423a7c1972a741e29e64a2ff9ca08aafc4929cdc,100,98,1,0,,0,True,3.519,3,7,11,30.0,0.3,0.35,0.36666666666666664
testing_35,canine lung cancer,220.tiff,220,0,hem_rect_fill,5270,1034.0,2942.0,0.24816562612969095,30.221751968503938,4,76,96dc5b077bde24ebd1afe71c36c82223da9c693d,100,98,1,0,,0,True,5.627,5,10,16,30.0,0.5,0.5,0.5333333333333333
testing_35,canine lung cancer,220.tiff,220,0,hem_rect_fill_1um,5270,1034.0,2942.0,0.24816562612969095,30.221751968503938,4,76,4f87172596563f1ec1a3eba9bf8992fe8ef71d9c,100,97,1,0,,0,True,4.354,5,11,15,,0.5,0.55,0.5
testing_35,canine lung cancer,220.tiff,220,1,default_51,5293,3107.0,4582.0,0.24816562612969095,30.221751968503938,4,76,47a841961733cb6918a86aa31e084bc0793967ba,100,99,1,0,,0,True,6.918,4,9,11,30.0,0.4,0.45,0.36666666666666664
testing_35,canine lung cancer,220.tiff,220,1,hem_rect_fill,5293,3107.0,4582.0,0.24816562612969095,30.221751968503938,4,76,db416ee0648a82037da6cc685d34cafc9b723101,100,98,1,0,,0,True,12.559,5,7,10,30.0,0.5,0.35,0.3333333333333333
testing_35,canine lung cancer,220.tiff,220,1,hem_rect_fill_1um,5293,3107.0,4582.0,0.24816562612969095,30.221751968503938,4,76,5428a4803319be344955f12a5c6c1a1f9a5af399,100,98,1,0,,0,True,70.998,5,7,11,,0.5,0.35,0.36666666666666664
testing_35,canine lung cancer,220.tiff,220,2,default_51,5247,3813.0,1715.0,0.24816562612969095,30.221751968503938,4,76,f170b1870fa5760a57ff0dae65ace6ee95bdb01b,100,99,1,0,,0,True,6.505,6,9,13,30.0,0.6,0.45,0.43333333333333335
testing_35,canine lung cancer,220.tiff,220,2,hem_rect_fill,5247,3813.0,1715.0,0.24816562612969095,30.221751968503938,4,76,8ec935672e417156ecfe087ab72ef62a245019e6,100,99,1,0,,0,True,4.371,6,10,13,30.0,0.6,0.5,0.43333333333333335
testing_35,canine lung cancer,220.tiff,220,2,hem_rect_fill_1um,5247,3813.0,1715.0,0.24816562612969095,30.221751968503938,4,76,8ca1749cc8b2d3cb583f7043040458defe25de6b,100,99,1,0,,0,True,3.988,6,9,13,,0.6,0.45,0.43333333333333335
testing_35,canine lung cancer,230.tiff,230,0,default_51,5689,1637.0,1590.0,0.24816562612969095,30.221751968503938,4,17,166fb7ce4212b6fc9c0c933086cf8ddea3d70c17,100,99,1,0,,0,True,4.375,6,12,13,30.0,0.6,0.6,0.43333333333333335
testing_35,canine lung cancer,230.tiff,230,0,hem_rect_fill,5689,1637.0,1590.0,0.24816562612969095,30.221751968503938,4,17,563f9a4a2c92717cd1ae0900615956b20e3b89e4,100,99,1,0,,0,True,3.693,6,13,14,30.0,0.6,0.65,0.4666666666666667
testing_35,canine lung cancer,230.tiff,230,0,hem_rect_fill_1um,5689,1637.0,1590.0,0.24816562612969095,30.221751968503938,4,17,d7955eb1c7ff3dcedb063da86f52435003caa116,100,99,1,0,,0,True,3.44,6,13,14,,0.6,0.65,0.4666666666666667
testing_35,canine lung cancer,230.tiff,230,1,default_51,5700,3271.0,2404.0,0.24816562612969095,30.221751968503938,4,17,751fa22f85bdf4a63ed4157cc9a0357d57e5eb8d,100,99,1,0,,0,True,3.92,6,12,13,30.0,0.6,0.6,0.43333333333333335
testing_35,canine lung cancer,230.tiff,230,1,hem_rect_fill,5700,3271.0,2404.0,0.24816562612969095,30.221751968503938,4,17,e2534980da7d0cb29e16a818748f2c0535bc0fbe,100,99,1,0,,0,True,4.602,6,12,13,30.0,0.6,0.6,0.43333333333333335
testing_35,canine lung cancer,230.tiff,230,1,hem_rect_fill_1um,5700,3271.0,2404.0,0.24816562612969095,30.221751968503938,4,17,94d29440cf1b15a38db62209b84c74e555a135a7,100,98,1,0,,0,True,4.347,6,12,13,,0.6,0.6,0.43333333333333335
testing_35,canine lung cancer,230.tiff,230,2,default_51,5703,2386.0,2895.0,0.24816562612969095,30.221751968503938,4,17,7269f7a82c4548ad36194934649cb2ce5c5d588b,100,98,1,0,,0,True,4.313,6,10,11,30.0,0.6,0.5,0.36666666666666664
testing_35,canine lung cancer,230.tiff,230,2,hem_rect_fill,5703,2386.0,2895.0,0.24816562612969095,30.221751968503938,4,17,5bfdc97a48a765e8500b4689c134789d523fbc4c,100,98,1,0,,0,True,7.88,6,12,14,30.0,0.6,0.6,0.4666666666666667
testing_35,canine lung cancer,230.tiff,230,2,hem_rect_fill_1um,5703,2386.0,2895.0,0.24816562612969095,30.221751968503938,4,17,3b316ec6d8fc20facb669552d5d7974881389732,100,98,1,0,,0,True,46.015,6,12,14,,0.6,0.6,0.4666666666666667
testing_35,canine lung cancer,235.tiff,235,0,default_51,5810,5435.0,775.0,0.24816562612969095,30.221751968503938,4,21,1627872c5eed084c3efdf6b3d61b023f8dc88568,100,97,1,0,,0,True,5.21,4,4,7,30.0,0.4,0.2,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,0,hem_rect_fill,5810,5435.0,775.0,0.24816562612969095,30.221751968503938,4,21,838cbf3465b70abe3abe458c6b355971840e0f89,100,98,1,0,,0,True,4.104,3,4,6,30.0,0.3,0.2,0.2
testing_35,canine lung cancer,235.tiff,235,0,hem_rect_fill_1um,5810,5435.0,775.0,0.24816562612969095,30.221751968503938,4,21,5f6442d144020369e67205fd261c4186da86bd9b,100,98,1,0,,0,True,4.515,4,4,6,,0.4,0.2,0.2
testing_35,canine lung cancer,235.tiff,235,1,default_51,5831,6464.0,3084.0,0.24816562612969095,30.221751968503938,4,21,b6d457f76719cd1dbf7ae9f11c183cc1912d82b0,100,96,1,0,,0,True,3.517,3,4,4,30.0,0.3,0.2,0.13333333333333333
testing_35,canine lung cancer,235.tiff,235,1,hem_rect_fill,5831,6464.0,3084.0,0.24816562612969095,30.221751968503938,4,21,114f705aad3ec45b250eca7020f0d6b33f84b761,100,98,1,0,,0,True,5.811,4,4,7,30.0,0.4,0.2,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,1,hem_rect_fill_1um,5831,6464.0,3084.0,0.24816562612969095,30.221751968503938,4,21,b7754809080ede40020b857eb82f146bb5a5c78a,100,98,1,0,,0,True,5.171,3,4,7,,0.3,0.2,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,2,default_51,5830,4330.0,3417.0,0.24816562612969095,30.221751968503938,4,21,42fc828cc1d72e4d4ba3558d1e8676f91986c7d1,100,99,1,0,,0,True,7.984,3,3,6,30.0,0.3,0.15,0.2
testing_35,canine lung cancer,235.tiff,235,2,hem_rect_fill,5830,4330.0,3417.0,0.24816562612969095,30.221751968503938,4,21,c965569fc255a060301ab61bb62774b41d3b67c5,100,99,1,0,,0,True,7.633,4,4,7,30.0,0.4,0.2,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,2,hem_rect_fill_1um,5830,4330.0,3417.0,0.24816562612969095,30.221751968503938,4,21,10584072ed7118dd5a0254e1f893073d13a23655,100,99,1,0,,0,True,14.298,4,4,8,,0.4,0.2,0.26666666666666666
testing_35,canine lung cancer,242.tiff,242,0,default_51,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,26,4b8d6b44c7b6feafd975e51a438eac79d96f507f,100,97,1,0,,0,True,15.291,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,0,hem_rect_fill,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,26,b389a58856a69461559b7fc2c0f3c94a81d37baa,100,98,1,0,,0,True,9.269,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,0,hem_rect_fill_1um,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,26,8295d555b94428d8b6ec88f7c3c7ccb51d049a40,100,98,1,0,,0,True,7.848,0,1,1,,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,1,default_51,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,26,3ca0707257309321ce9441c5398a354cb17434a8,100,99,1,0,,0,True,13.217,1,1,1,30.0,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,1,hem_rect_fill,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,26,0baa9d96688f4c868e8902dd7b70b5aa20ff6989,100,99,1,0,,0,True,9.319,1,1,1,30.0,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,1,hem_rect_fill_1um,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,26,ea7afaa00143655edfc1145077c050b25d5c97e7,100,99,1,0,,0,True,8.412,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,2,default_51,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,26,2d5be10c1a4988bd23f452e77deaa9d4a9018528,100,98,1,0,,0,True,8.583,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,2,hem_rect_fill,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,26,f0fcc844e791924de45cab8040c62c62bf71fea4,100,98,1,0,,0,True,5.406,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,2,hem_rect_fill_1um,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,26,bb96a089ad7f3051b0ef1c15ebc28f9e9b5c100a,100,98,1,0,,0,True,5.353,0,1,1,,0.0,0.05,0.03333333333333333
original_14,canine lymphosarcoma,245.tiff,245,0,default_51,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,89,4e2a055fabc3683dacc791dfd6abffc31e0f0a14,100,97,1,0,,0,True,10.994,1,4,7,30.0,0.1,0.2,0.23333333333333334
original_14,canine lymphosarcoma,245.tiff,245,0,hem_rect_fill,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,89,40f449c40a93caef67a011b7185d07368b253ea5,100,97,0,0,,0,True,6.937,2,4,5,30.0,0.2,0.2,0.16666666666666666
original_14,canine lymphosarcoma,245.tiff,245,0,hem_rect_fill_1um,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,89,60518f25ae6dca994f56b0d8deef772957352ad6,100,96,1,0,,0,True,11.093,2,3,6,,0.2,0.15,0.2
original_14,canine lymphosarcoma,245.tiff,245,1,default_51,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,89,2340dc408bb5b7e9eb2242cc2a945081f8eb548f,100,97,1,0,,0,True,12.805,0,0,1,30.0,0.0,0.0,0.03333333333333333
original_14,canine lymphosarcoma,245.tiff,245,1,hem_rect_fill,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,89,b441e785ab5abfd0ae5bc8dd5da129190feb4cdb,100,95,1,0,,0,True,19.104,1,1,3,30.0,0.1,0.05,0.1
original_14,canine lymphosarcoma,245.tiff,245,1,hem_rect_fill_1um,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,89,4c11dccac03f6dbc8c5c338b5424b81121a02886,100,94,1,0,,0,True,7.998,1,2,3,,0.1,0.1,0.1
original_14,canine lymphosarcoma,245.tiff,245,2,default_51,6250,1758.0,166.0,0.24816562612969095,30.221751968503938,4,89,1cd413df20ce611acde55661ff31206df322faab,100,98,1,0,,0,True,7.357,1,1,1,30.0,0.1,0.05,0.03333333333333333
original_14,canine lymphosarcoma,245.tiff,245,2,hem_rect_fill,6250,1758.0,166.0,0.24816562612969095,30.221751968503938,4,89,95fc7a17c9f449af28e3619c7d109272f4681eb4,100,98,1,0,,0,True,4.648,1,3,5,30.0,0.1,0.15,0.16666666666666666
original_14,canine lymphosarcoma,245.tiff,245,2,hem_rect_fill_1um,6250,1758.0,166.0,0.24816562612969095,30.221751968503938,4,89,ec161124fdeacca13d6090734ef8077773b40eb6,100,97,1,0,,0,True,5.225,2,4,5,,0.2,0.2,0.16666666666666666
original_14,canine lymphosarcoma,246.tiff,246,0,default_51,6548,3634.0,3621.0,0.24816562612969095,30.221751968503938,4,115,d52705e100bffca19288e176fb8ce51f00fab4b8,100,97,1,0,,0,True,9.395,10,17,23,30.0,1.0,0.85,0.7666666666666667
original_14,canine lymphosarcoma,246.tiff,246,0,hem_rect_fill,6548,3634.0,3621.0,0.24816562612969095,30.221751968503938,4,115,9d7dc56fbc08c734fa335ad5f1522a536a5bf757,100,96,1,0,,0,True,5.833,10,18,24,30.0,1.0,0.9,0.8
original_14,canine lymphosarcoma,246.tiff,246,0,hem_rect_fill_1um,6548,3634.0,3621.0,0.24816562612969095,30.221751968503938,4,115,c5f63afb84c9c58eedecafe1c3390e391cbab7b8,100,96,1,0,,0,True,5.655,10,18,23,,1.0,0.9,0.7666666666666667
original_14,canine lymphosarcoma,246.tiff,246,1,default_51,6599,5650.0,3720.0,0.24816562612969095,30.221751968503938,4,115,64f8d1973cb97648d329f4b51c7fc80ec14abc3f,100,97,1,0,,0,True,5.914,10,19,26,30.0,1.0,0.95,0.8666666666666667
original_14,canine lymphosarcoma,246.tiff,246,1,hem_rect_fill,6599,5650.0,3720.0,0.24816562612969095,30.221751968503938,4,115,1d5359531e83374a014fd121b879c7df60396a43,100,96,1,0,,0,True,6.445,10,18,24,30.0,1.0,0.9,0.8
original_14,canine lymphosarcoma,246.tiff,246,1,hem_rect_fill_1um,6599,5650.0,3720.0,0.24816562612969095,30.221751968503938,4,115,a835e5fd66c6022a129f22f9464585b9beb25fa9,100,96,1,0,,0,True,9.91,10,18,24,,1.0,0.9,0.8
original_14,canine lymphosarcoma,246.tiff,246,2,default_51,6482,4659.0,1278.0,0.24816562612969095,30.221751968503938,4,115,efa06d7c662a1ee3cddd234d517265ce47f40c81,100,99,1,0,,0,True,10.263,10,19,26,30.0,1.0,0.95,0.8666666666666667
original_14,canine lymphosarcoma,246.tiff,246,2,hem_rect_fill,6482,4659.0,1278.0,0.24816562612969095,30.221751968503938,4,115,549aac9968c70543d16b61b42ec002a1c94744e2,100,98,1,0,,0,True,7.723,10,18,24,30.0,1.0,0.9,0.8
original_14,canine lymphosarcoma,246.tiff,246,2,hem_rect_fill_1um,6482,4659.0,1278.0,0.24816562612969095,30.221751968503938,4,115,61ee9667a2266577be42b55143c18ae943a454d7,100,98,1,0,,0,True,7.628,10,18,25,,1.0,0.9,0.8333333333333334
testing_35,canine lymphosarcoma,249.tiff,249,0,default_51,6940,3611.0,621.0,0.24816562612969095,30.221751968503938,4,111,39fb274a6529587a067d6bd00bc1307f7261c7ce,100,99,1,0,,0,True,4.621,7,16,24,30.0,0.7,0.8,0.8
testing_35,canine lymphosarcoma,249.tiff,249,0,hem_rect_fill,6940,3611.0,621.0,0.24816562612969095,30.221751968503938,4,111,98fcbb430245d1d29cd63216af62ce5a67e90dac,100,99,1,0,,0,True,4.079,7,15,24,30.0,0.7,0.75,0.8
testing_35,canine lymphosarcoma,249.tiff,249,0,hem_rect_fill_1um,6940,3611.0,621.0,0.24816562612969095,30.221751968503938,4,111,3150762649e36c00290f62322eb4ebcba6f5e111,100,99,1,0,,0,True,5.236,7,15,24,,0.7,0.75,0.8
testing_35,canine lymphosarcoma,249.tiff,249,1,default_51,7008,3751.0,2618.0,0.24816562612969095,30.221751968503938,4,111,5a9666020cb5485469042887dbae0b88c94e232a,100,96,1,0,,0,True,3.887,7,15,23,30.0,0.7,0.75,0.7666666666666667
testing_35,canine lymphosarcoma,249.tiff,249,1,hem_rect_fill,7008,3751.0,2618.0,0.24816562612969095,30.221751968503938,4,111,bb996ebafa53b46d06c597ac84032fcad5c97747,100,99,1,0,,0,True,5.394,7,14,24,30.0,0.7,0.7,0.8
testing_35,canine lymphosarcoma,249.tiff,249,1,hem_rect_fill_1um,7008,3751.0,2618.0,0.24816562612969095,30.221751968503938,4,111,49aeedab50584d7ea72bc26116c6e4007969379f,100,99,1,0,,0,True,5.462,7,14,24,,0.7,0.7,0.8
testing_35,canine lymphosarcoma,249.tiff,249,2,default_51,6992,1801.0,2282.0,0.24816562612969095,30.221751968503938,4,111,37d8837f0bbf153dae4f14f527fba661eed6af86,100,99,1,0,,0,True,7.01,7,16,24,30.0,0.7,0.8,0.8
testing_35,canine lymphosarcoma,249.tiff,249,2,hem_rect_fill,6992,1801.0,2282.0,0.24816562612969095,30.221751968503938,4,111,c976b3c5cf9caef6f36d848bba35ab4f846004e0,100,99,1,0,,0,True,5.969,7,16,24,30.0,0.7,0.8,0.8
testing_35,canine lymphosarcoma,249.tiff,249,2,hem_rect_fill_1um,6992,1801.0,2282.0,0.24816562612969095,30.221751968503938,4,111,dfa7bf449723c4c8d05ac4f116323d6b0e08593b,100,99,1,0,,0,True,6.55,7,16,24,,0.7,0.8,0.8
testing_35,canine lymphosarcoma,284.tiff,284,0,default_51,11810,3734.0,1582.0,0.24816562612969095,30.221751968503938,4,74,efd0653ea55beaf558f21d0064f6694badb6a405,100,99,1,0,,0,True,14.581,9,15,17,30.0,0.9,0.75,0.5666666666666667
testing_35,canine lymphosarcoma,284.tiff,284,0,hem_rect_fill,11810,3734.0,1582.0,0.24816562612969095,30.221751968503938,4,74,36480625cfda4fcac1f50ce6da8b941afbba42fc,100,99,1,0,,0,True,12.868,8,16,20,30.0,0.8,0.8,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,0,hem_rect_fill_1um,11810,3734.0,1582.0,0.24816562612969095,30.221751968503938,4,74,bf84a404a4e4457a7d088208515bc0a89903c46b,100,99,1,0,,0,True,8.367,8,17,19,,0.8,0.85,0.6333333333333333
testing_35,canine lymphosarcoma,284.tiff,284,1,default_51,11817,6459.0,1078.0,0.24816562612969095,30.221751968503938,4,74,59687b655d6a5031a0851742d362a4c8881b3ef0,100,99,1,0,,0,True,9.762,8,17,21,30.0,0.8,0.85,0.7
testing_35,canine lymphosarcoma,284.tiff,284,1,hem_rect_fill,11817,6459.0,1078.0,0.24816562612969095,30.221751968503938,4,74,2cd44cbdf8f42d5e1f82dd20d43c31d3446ad746,100,99,1,0,,0,True,6.144,7,16,20,30.0,0.7,0.8,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,1,hem_rect_fill_1um,11817,6459.0,1078.0,0.24816562612969095,30.221751968503938,4,74,902bd0a7192bc37afc69a13e53f067a297830ff8,100,99,1,0,,0,True,4.832,7,16,20,,0.7,0.8,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,2,default_51,11832,6340.0,2156.0,0.24816562612969095,30.221751968503938,4,74,b98a9b816ed005a98cfbc8712c0cf1f063a513b3,100,99,1,0,,0,True,4.622,7,15,20,30.0,0.7,0.75,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,2,hem_rect_fill,11832,6340.0,2156.0,0.24816562612969095,30.221751968503938,4,74,aee67b7aaf026ec249165ea5bacbd9d99de978ab,100,99,1,0,,0,True,9.169,7,14,20,30.0,0.7,0.7,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,2,hem_rect_fill_1um,11832,6340.0,2156.0,0.24816562612969095,30.221751968503938,4,74,0644beac751de533734349b1e97e7d2fd57daa74,100,99,1,0,,0,True,7.475,7,15,22,,0.7,0.75,0.7333333333333333
testing_35,canine lymphosarcoma,289.tiff,289,0,default_51,12690,5248.0,4332.0,0.24816562612969095,30.221751968503938,4,17,f5bebcc20c21996a90baad2471ba222cb679bbc7,100,99,1,0,,0,True,12.443,3,3,3,30.0,0.3,0.15,0.1
testing_35,canine lymphosarcoma,289.tiff,289,0,hem_rect_fill,12690,5248.0,4332.0,0.24816562612969095,30.221751968503938,4,17,f7d455fa48468d822caea9e22d4814e3294cd156,100,99,1,0,,0,True,6.618,3,5,5,30.0,0.3,0.25,0.16666666666666666
testing_35,canine lymphosarcoma,289.tiff,289,0,hem_rect_fill_1um,12690,5248.0,4332.0,0.24816562612969095,30.221751968503938,4,17,2e794517cad6a9115c3d6fe631cfe3649681db48,100,98,1,0,,0,True,7.889,3,5,5,,0.3,0.25,0.16666666666666666
testing_35,canine lymphosarcoma,289.tiff,289,1,default_51,12675,2178.0,3287.0,0.24816562612969095,30.221751968503938,4,17,b97fe64d93d27c92b61af39a3a89964c493a6474,100,97,1,0,,0,True,10.041,4,6,7,30.0,0.4,0.3,0.23333333333333334
testing_35,canine lymphosarcoma,289.tiff,289,1,hem_rect_fill,12675,2178.0,3287.0,0.24816562612969095,30.221751968503938,4,17,5ecd4f87a1154b805a8e3f6fa32267ed5aa14789,100,98,1,0,,0,True,7.778,2,5,6,30.0,0.2,0.25,0.2
testing_35,canine lymphosarcoma,289.tiff,289,1,hem_rect_fill_1um,12675,2178.0,3287.0,0.24816562612969095,30.221751968503938,4,17,341c72fa5547dcd27539929c8a24625c0bb97926,100,98,1,0,,0,True,6.563,2,5,7,,0.2,0.25,0.23333333333333334
testing_35,canine lymphosarcoma,289.tiff,289,2,default_51,12640,4540.0,784.0,0.24816562612969095,30.221751968503938,4,17,ea3fe1e5e6184323f6a5abfa6c09351dc8b93b9f,100,98,1,0,,0,True,6.058,5,7,7,30.0,0.5,0.35,0.23333333333333334
testing_35,canine lymphosarcoma,289.tiff,289,2,hem_rect_fill,12640,4540.0,784.0,0.24816562612969095,30.221751968503938,4,17,72db15c33b437d05e56caf19af5d7d4c6d4b006d,100,98,1,0,,0,True,7.249,2,3,3,30.0,0.2,0.15,0.1
testing_35,canine lymphosarcoma,289.tiff,289,2,hem_rect_fill_1um,12640,4540.0,784.0,0.24816562612969095,30.221751968503938,4,17,efe67b8a2dc0a461378944aea2aef35d521f46ce,100,98,1,0,,0,True,7.293,2,3,3,,0.2,0.15,0.1
testing_35,canine lymphosarcoma,291.tiff,291,0,default_51,13272,6309.0,3146.0,0.24816562612969095,30.221751968503938,4,86,68de75058ec71f7e0317aed4bdfa41ed5b64420d,100,81,1,0,,0,True,7.047,0,1,5,30.0,0.0,0.05,0.16666666666666666
testing_35,canine lymphosarcoma,291.tiff,291,0,hem_rect_fill,13272,6309.0,3146.0,0.24816562612969095,30.221751968503938,4,86,0729300855adde21e2e2e24fad6c186d99d8c6e0,100,99,1,0,,0,True,6.17,4,10,16,30.0,0.4,0.5,0.5333333333333333
testing_35,canine lymphosarcoma,291.tiff,291,0,hem_rect_fill_1um,13272,6309.0,3146.0,0.24816562612969095,30.221751968503938,4,86,b6a49c158d069ec62c3a3343cf18c17ab134915c,100,97,1,0,,0,True,6.252,4,7,13,,0.4,0.35,0.43333333333333335
testing_35,canine lymphosarcoma,291.tiff,291,1,default_51,13169,5139.0,934.0,0.24816562612969095,30.221751968503938,4,86,2abce002b63ce6306f53711875040033851a2775,100,96,1,0,,0,True,6.87,4,9,15,30.0,0.4,0.45,0.5
testing_35,canine lymphosarcoma,291.tiff,291,1,hem_rect_fill,13169,5139.0,934.0,0.24816562612969095,30.221751968503938,4,86,6df3f38607398776a813de20798a454a756041b9,100,99,1,0,,0,True,9.578,5,11,18,30.0,0.5,0.55,0.6
testing_35,canine lymphosarcoma,291.tiff,291,1,hem_rect_fill_1um,13169,5139.0,934.0,0.24816562612969095,30.221751968503938,4,86,10dc21e062f49484c48cfecaae7a711dad7c4d80,100,98,1,0,,0,True,11.167,5,10,16,,0.5,0.5,0.5333333333333333
testing_35,canine lymphosarcoma,291.tiff,291,2,default_51,13283,2989.0,4384.0,0.24816562612969095,30.221751968503938,4,86,046cbd8983784fb0b7942fa27d93ea33683a7419,100,98,1,0,,0,True,7.714,4,9,13,30.0,0.4,0.45,0.43333333333333335
testing_35,canine lymphosarcoma,291.tiff,291,2,hem_rect_fill,13283,2989.0,4384.0,0.24816562612969095,30.221751968503938,4,86,a71b97d3eaaec63d6c042f3452e34fc84c0d517e,100,99,1,0,,0,True,8.69,5,11,17,30.0,0.5,0.55,0.5666666666666667
testing_35,canine lymphosarcoma,291.tiff,291,2,hem_rect_fill_1um,13283,2989.0,4384.0,0.24816562612969095,30.221751968503938,4,86,a7a04ef1701ba27ec374c0874a012384f62e4013,100,99,1,0,,0,True,7.96,5,11,17,,0.5,0.55,0.5666666666666667
testing_35,canine lymphosarcoma,293.tiff,293,0,default_51,13596,1988.0,2641.0,0.24816562612969095,30.221751968503938,4,104,5153dce86517f9282a84dd6b5319ce120cf51fc6,100,99,1,0,,0,True,6.573,4,13,21,30.0,0.4,0.65,0.7
testing_35,canine lymphosarcoma,293.tiff,293,0,hem_rect_fill,13596,1988.0,2641.0,0.24816562612969095,30.221751968503938,4,104,1398ac0b050e1d5c69c55e5174e19130522808d9,100,99,1,0,,0,True,5.915,4,13,21,30.0,0.4,0.65,0.7
testing_35,canine lymphosarcoma,293.tiff,293,0,hem_rect_fill_1um,13596,1988.0,2641.0,0.24816562612969095,30.221751968503938,4,104,61bcccd9c9e04e102bf0406feb4cd337269036ed,100,99,1,0,,0,True,7.653,7,16,24,,0.7,0.8,0.8
testing_35,canine lymphosarcoma,293.tiff,293,1,default_51,13588,922.0,2714.0,0.24816562612969095,30.221751968503938,4,104,1121aa721d056555552ca9b93228d6d01e860c8b,100,99,1,0,,0,True,15.025,4,13,20,30.0,0.4,0.65,0.6666666666666666
testing_35,canine lymphosarcoma,293.tiff,293,1,hem_rect_fill,13588,922.0,2714.0,0.24816562612969095,30.221751968503938,4,104,2167992c31a0ea544521dbdd88ab8d31926d53e8,100,99,1,0,,0,True,11.664,4,14,23,30.0,0.4,0.7,0.7666666666666667
testing_35,canine lymphosarcoma,293.tiff,293,1,hem_rect_fill_1um,13588,922.0,2714.0,0.24816562612969095,30.221751968503938,4,104,929d37539edcbb9c2cddda0fdce295d3ce0800ba,100,99,1,0,,0,True,17.799,3,12,21,,0.3,0.6,0.7
testing_35,canine lymphosarcoma,293.tiff,293,2,default_51,13625,1205.0,2853.0,0.24816562612969095,30.221751968503938,4,104,de4e0fa0161c7ca8c0ff2d0f9516deb0caecc3b1,100,99,1,0,,0,True,9.994,6,15,24,30.0,0.6,0.75,0.8
testing_35,canine lymphosarcoma,293.tiff,293,2,hem_rect_fill,13625,1205.0,2853.0,0.24816562612969095,30.221751968503938,4,104,5b80c1095415d62051c06d66c84b85aa79476061,100,98,1,0,,0,True,16.047,7,17,24,30.0,0.7,0.85,0.8
testing_35,canine lymphosarcoma,293.tiff,293,2,hem_rect_fill_1um,13625,1205.0,2853.0,0.24816562612969095,30.221751968503938,4,104,48b7ce1aedee11fa43b57c8d6b49db8d093de6eb,100,98,1,0,,0,True,9.058,7,17,24,,0.7,0.85,0.8
