file_name,tumor_type,image_id,seed_ann_id,base_size,map_median,mad_scale,mpp,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget,z_at_rank,precision_at_budget
013.tiff,human breast cancer,13,254,31,-0.0048,0.12818,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17200,0.9535,15,2,0.0,1.0,33.139,49.0,480.0,893.0,1147.0,1147.0,1147.0,10,10,4,2,0.23529411764705882,20.26034178859591,0.4
013.tiff,human breast cancer,13,254,31,-0.0048,0.12818,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17200,0.9535,15,2,0.0,1.0,33.139,49.0,480.0,893.0,1147.0,1147.0,1147.0,20,20,5,3,0.29411764705882354,18.33995589357021,0.25
013.tiff,human breast cancer,13,254,31,-0.0048,0.12818,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17200,0.9535,15,2,0.0,1.0,33.139,49.0,480.0,893.0,1147.0,1147.0,1147.0,30,30,6,3,0.35294117647058826,17.59231383924973,0.2
013.tiff,human breast cancer,13,254,31,-0.0048,0.12818,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,17,15,17200,0.9535,15,2,0.0,1.0,33.139,49.0,480.0,893.0,1147.0,1147.0,1147.0,50,50,9,5,0.5294117647058824,16.43472144899491,0.18
094.tiff,human breast cancer,94,2512,25,-0.00324,0.05053,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18410,0.9725,102,2,0.0,1.0,32.63,135.0,809.0,1115.0,1351.0,3305.0,3305.0,10,10,5,4,0.06172839506172839,18.691740966495704,0.5
094.tiff,human breast cancer,94,2512,25,-0.00324,0.05053,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18410,0.9725,102,2,0.0,1.0,32.63,135.0,809.0,1115.0,1351.0,3305.0,3305.0,20,20,10,8,0.12345679012345678,17.66020407138875,0.5
094.tiff,human breast cancer,94,2512,25,-0.00324,0.05053,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18410,0.9725,102,2,0.0,1.0,32.63,135.0,809.0,1115.0,1351.0,3305.0,3305.0,30,30,16,10,0.19753086419753085,16.72733353291496,0.5333333333333333
094.tiff,human breast cancer,94,2512,25,-0.00324,0.05053,0.22984761284250915,tm_score_deep_floor,score,True,-1.5,True,False,81,102,18410,0.9725,102,2,0.0,1.0,32.63,135.0,809.0,1115.0,1351.0,3305.0,3305.0,50,50,25,12,0.30864197530864196,15.545764751427514,0.5
201.tiff,canine lung cancer,201,4457,51,-0.02843,0.6123,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15848,0.9379,49,2,0.0,1.0,30.222,42.0,244.0,273.0,662.0,662.0,662.0,10,10,3,1,0.17647058823529413,6.339413147275167,0.3
201.tiff,canine lung cancer,201,4457,51,-0.02843,0.6123,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15848,0.9379,49,2,0.0,1.0,30.222,42.0,244.0,273.0,662.0,662.0,662.0,20,20,5,1,0.29411764705882354,6.053103144571781,0.25
201.tiff,canine lung cancer,201,4457,51,-0.02843,0.6123,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15848,0.9379,49,2,0.0,1.0,30.222,42.0,244.0,273.0,662.0,662.0,662.0,30,30,6,2,0.35294117647058826,5.913843328013148,0.2
201.tiff,canine lung cancer,201,4457,51,-0.02843,0.6123,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,49,15848,0.9379,49,2,0.0,1.0,30.222,42.0,244.0,273.0,662.0,662.0,662.0,50,50,11,5,0.6470588235294118,5.623140704761904,0.22
233.tiff,canine lung cancer,233,5761,25,-0.01583,0.14361,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17614,0.9644,22,2,0.0,1.0,30.222,39.0,332.0,417.0,1217.0,1217.0,1217.0,10,10,4,2,0.23529411764705882,10.804998399689811,0.4
233.tiff,canine lung cancer,233,5761,25,-0.01583,0.14361,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17614,0.9644,22,2,0.0,1.0,30.222,39.0,332.0,417.0,1217.0,1217.0,1217.0,20,20,7,3,0.4117647058823529,10.253672340261936,0.35
233.tiff,canine lung cancer,233,5761,25,-0.01583,0.14361,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17614,0.9644,22,2,0.0,1.0,30.222,39.0,332.0,417.0,1217.0,1217.0,1217.0,30,30,7,4,0.4117647058823529,10.019003303329919,0.23333333333333334
233.tiff,canine lung cancer,233,5761,25,-0.01583,0.14361,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,17,23,17614,0.9644,22,2,0.0,1.0,30.222,39.0,332.0,417.0,1217.0,1217.0,1217.0,50,50,10,4,0.5882352941176471,9.46171393798947,0.2
245.tiff,canine lymphosarcoma,245,6274,47,-0.00651,0.2141,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17552,0.9661,67,2,0.0,0.9775280898876404,30.222,2889.0,6784.0,9761.0,10318.0,,,10,10,1,0,0.011235955056179775,5.280736537170674,0.1
245.tiff,canine lymphosarcoma,245,6274,47,-0.00651,0.2141,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17552,0.9661,67,2,0.0,0.9775280898876404,30.222,2889.0,6784.0,9761.0,10318.0,,,20,20,1,1,0.011235955056179775,5.12515375959106,0.05
245.tiff,canine lymphosarcoma,245,6274,47,-0.00651,0.2141,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17552,0.9661,67,2,0.0,0.9775280898876404,30.222,2889.0,6784.0,9761.0,10318.0,,,30,30,1,1,0.011235955056179775,4.994074087671846,0.03333333333333333
245.tiff,canine lymphosarcoma,245,6274,47,-0.00651,0.2141,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,89,70,17552,0.9661,67,2,0.0,0.9775280898876404,30.222,2889.0,6784.0,9761.0,10318.0,,,50,50,4,2,0.0449438202247191,4.875396583032378,0.08
246.tiff,canine lymphosarcoma,246,6548,41,-0.00613,0.17131,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17763,0.9616,121,2,0.0,1.0,30.222,131.0,644.0,1365.0,1766.0,4037.0,5426.0,10,10,10,0,0.08695652173913043,9.720158060966208,1.0
246.tiff,canine lymphosarcoma,246,6548,41,-0.00613,0.17131,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17763,0.9616,121,2,0.0,1.0,30.222,131.0,644.0,1365.0,1766.0,4037.0,5426.0,20,20,18,1,0.1565217391304348,8.790595137908946,0.9
246.tiff,canine lymphosarcoma,246,6548,41,-0.00613,0.17131,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17763,0.9616,121,2,0.0,1.0,30.222,131.0,644.0,1365.0,1766.0,4037.0,5426.0,30,30,24,2,0.20869565217391303,8.404085641904718,0.8
246.tiff,canine lymphosarcoma,246,6548,41,-0.00613,0.17131,0.24816562612969095,tm_score_deep_floor,score,True,-1.5,True,False,115,123,17763,0.9616,121,2,0.0,1.0,30.222,131.0,644.0,1365.0,1766.0,4037.0,5426.0,50,50,32,5,0.2782608695652174,7.66650399384232,0.64
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.05719,0.37148,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,17940,0.9672,85,2,0.0,0.9944444444444445,29.609,305.0,1885.0,3887.0,7558.0,13300.0,,10,10,7,1,0.03888888888888889,8.523464238198638,0.7
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.05719,0.37148,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,17940,0.9672,85,2,0.0,0.9944444444444445,29.609,305.0,1885.0,3887.0,7558.0,13300.0,,20,20,14,3,0.07777777777777778,7.7940374414529865,0.7
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.05719,0.37148,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,17940,0.9672,85,2,0.0,0.9944444444444445,29.609,305.0,1885.0,3887.0,7558.0,13300.0,,30,30,20,4,0.1111111111111111,7.577035397042196,0.6666666666666666
300.tiff,canine cutaneous mast cell tumor,300,14581,45,-0.05719,0.37148,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,180,85,17940,0.9672,85,2,0.0,0.9944444444444445,29.609,305.0,1885.0,3887.0,7558.0,13300.0,,50,50,32,5,0.17777777777777778,7.195876109611556,0.64
301.tiff,canine cutaneous mast cell tumor,301,14969,41,-0.02247,0.20359,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,217,109,17963,0.9621,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,10,10,9,0,0.041474654377880185,7.077818766339507,0.9
301.tiff,canine cutaneous mast cell tumor,301,14969,41,-0.02247,0.20359,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,217,109,17963,0.9621,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,20,20,16,3,0.07373271889400922,6.829502337764669,0.8
301.tiff,canine cutaneous mast cell tumor,301,14969,41,-0.02247,0.20359,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,217,109,17963,0.9621,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,30,30,24,4,0.11059907834101383,6.6339260547136,0.8
301.tiff,canine cutaneous mast cell tumor,301,14969,41,-0.02247,0.20359,0.2533008895448562,tm_score_deep_floor,score,True,-1.5,True,False,217,109,17963,0.9621,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,50,50,38,5,0.17511520737327188,6.430884223485205,0.76
402.tiff,human neuroendocrine tumor,402,20254,29,-0.05574,0.92052,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,104,79,17337,0.9587,79,2,0.0,1.0,33.139,122.0,337.0,685.0,1026.0,3348.0,4592.0,10,10,3,3,0.028846153846153848,11.158309576302033,0.3
402.tiff,human neuroendocrine tumor,402,20254,29,-0.05574,0.92052,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,104,79,17337,0.9587,79,2,0.0,1.0,33.139,122.0,337.0,685.0,1026.0,3348.0,4592.0,20,20,9,4,0.08653846153846154,10.392270114204242,0.45
402.tiff,human neuroendocrine tumor,402,20254,29,-0.05574,0.92052,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,104,79,17337,0.9587,79,2,0.0,1.0,33.139,122.0,337.0,685.0,1026.0,3348.0,4592.0,30,30,15,4,0.14423076923076922,10.01414867283682,0.5
402.tiff,human neuroendocrine tumor,402,20254,29,-0.05574,0.92052,0.22632094805310524,tm_score_deep_floor,score,True,-1.5,True,False,104,79,17337,0.9587,79,2,0.0,1.0,33.139,122.0,337.0,685.0,1026.0,3348.0,4592.0,50,50,23,7,0.22115384615384615,9.508789805720584,0.46
403.tiff,human neuroendocrine tumor,403,20356,51,-0.00754,0.69427,0.22686065932495555,tm_score_deep_floor,score,True,-1.5,True,False,52,47,16411,0.9366,42,2,0.0,1.0,33.06,135.0,564.0,1588.0,3903.0,5803.0,5803.0,10,10,4,1,0.07692307692307693,19.399422265463876,0.4
