file_name,image_id,tumor_type,seed_index,seed_ann_id,arm_tag,arm,axis,z,roi_h,roi_w,pad_px,match_radius_px,map_median,mad_scale,deep_floor,z_cut,n_peaks_deep,n_pool,n_detections,n_gt_mitotic,n_found,n_gained_vs_pad_off,n_lost_vs_pad_off,n_gained_in_band,n_lost_in_band,gained_ann_ids,gained_edge_dists_px,lost_ann_ids,lost_edge_dists_px,n_band_candidates_pool,n_band_candidates_h,n_within_match_radius,n_dup_fp,dup_fp_frac,band_in_top50,margin_tp_density_k50,band_in_top250,margin_tp_density_k250,band_in_top1000,margin_tp_density_k1000,interior_lost_prenms,interior_gained_prenms,interior_lost_total_h,interior_lost_dilation_h,interior_lost_postnms_z
300.tiff,300,canine cutaneous mast cell tumor,0,14581,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.060925,0.442014,-0.723946,0.381089,29909,16720,14350,180,178,0,1,0,1,,,14550,16.0,0,0,287,26,0.001812,0,23,0,5,0,0,276,1,94,84,10
300.tiff,300,canine cutaneous mast cell tumor,0,14581,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.060925,0.442014,-0.723946,0.381089,29909,17181,14675,180,180,1,0,1,0,14512,3.0,,,461,325,292,27,0.00184,1,23,18,5,38,0,276,1,94,84,10
300.tiff,300,canine cutaneous mast cell tumor,1,14575,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.052972,0.437884,-0.709798,0.384912,37289,17051,14883,180,177,0,0,0,0,,,,,0,0,314,53,0.003561,0,17,0,4,0,0,262,2,121,80,41
300.tiff,300,canine cutaneous mast cell tumor,1,14575,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.052644,0.436522,-0.707427,0.383877,38007,16892,14787,180,176,0,1,0,1,,,14550,16.0,0,0,311,53,0.003584,0,17,0,4,0,0,262,2,121,80,41
300.tiff,300,canine cutaneous mast cell tumor,1,14575,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.052644,0.436522,-0.707427,0.383877,38007,17368,15133,180,179,2,0,2,0,14512;14551,3.0;22.0,,,476,346,320,56,0.003701,1,17,4,4,16,0,262,2,121,80,41
300.tiff,300,canine cutaneous mast cell tumor,1,14575,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.052972,0.437884,-0.709798,0.384912,37289,17051,14883,180,177,0,0,0,0,,,,,0,0,314,53,0.003561,0,21,0,4,0,1,262,2,121,80,41
300.tiff,300,canine cutaneous mast cell tumor,1,14575,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.052644,0.436522,-0.707427,0.383877,38007,16892,14787,180,176,0,1,0,1,,,14550,16.0,0,0,311,53,0.003584,0,21,0,4,0,1,262,2,121,80,41
300.tiff,300,canine cutaneous mast cell tumor,1,14575,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.052644,0.436522,-0.707427,0.383877,38007,17368,15133,180,179,2,0,2,0,14512;14551,3.0;22.0,,,476,346,320,56,0.003701,1,21,19,4,35,1,262,2,121,80,41
300.tiff,300,canine cutaneous mast cell tumor,2,14614,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.092162,0.439293,-0.751101,0.347132,26623,17306,15060,180,177,0,0,0,0,,,,,0,0,287,27,0.001793,0,21,0,4,0,0,245,0,113,101,12
300.tiff,300,canine cutaneous mast cell tumor,2,14614,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.091626,0.437774,-0.748288,0.346148,27158,17152,14955,180,176,0,1,0,1,,,14550,16.0,0,0,286,27,0.001805,0,21,0,4,0,0,245,0,113,101,12
300.tiff,300,canine cutaneous mast cell tumor,2,14614,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.091626,0.437774,-0.748288,0.346148,27158,17651,15305,180,178,1,0,1,0,14512,3.0,,,499,350,290,27,0.001764,1,21,6,4,18,0,245,0,113,101,12
300.tiff,300,canine cutaneous mast cell tumor,2,14614,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.092162,0.439293,-0.751101,0.347132,26623,17306,15060,180,177,0,0,0,0,,,,,0,0,287,27,0.001793,0,23,0,4,0,0,245,0,113,101,12
300.tiff,300,canine cutaneous mast cell tumor,2,14614,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.091626,0.437774,-0.748288,0.346148,27158,17152,14955,180,176,0,1,0,1,,,14550,16.0,0,0,286,27,0.001805,0,23,0,4,0,0,245,0,113,101,12
300.tiff,300,canine cutaneous mast cell tumor,2,14614,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.091626,0.437774,-0.748288,0.346148,27158,17651,15305,180,178,1,0,1,0,14512,3.0,,,499,350,290,27,0.001764,1,23,19,4,37,0,245,0,113,101,12
300.tiff,300,canine cutaneous mast cell tumor,3,14615,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.10071,0.534415,-0.902333,0.433705,25993,17786,15284,180,178,0,0,0,0,,,,,0,0,294,36,0.002355,0,21,0,0,0,0,255,1,105,91,14
300.tiff,300,canine cutaneous mast cell tumor,3,14615,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.100127,0.532523,-0.898913,0.432396,26483,17631,15188,180,177,0,1,0,1,,,14550,16.0,0,0,293,36,0.00237,0,21,0,0,0,0,255,1,105,91,14
300.tiff,300,canine cutaneous mast cell tumor,3,14615,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.100127,0.532523,-0.898913,0.432396,26483,18126,15537,180,180,2,0,2,0,14512;14551,3.0;22.0,,,495,349,300,38,0.002446,1,21,5,0,18,0,255,1,105,91,14
300.tiff,300,canine cutaneous mast cell tumor,3,14615,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.10071,0.534415,-0.902333,0.433705,25993,17786,15284,180,178,0,0,0,0,,,,,0,0,294,36,0.002355,0,22,0,4,0,2,255,1,105,91,14
300.tiff,300,canine cutaneous mast cell tumor,3,14615,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.100127,0.532523,-0.898913,0.432396,26483,17631,15188,180,177,0,1,0,1,,,14550,16.0,0,0,293,36,0.00237,0,22,0,4,0,2,255,1,105,91,14
300.tiff,300,canine cutaneous mast cell tumor,3,14615,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.100127,0.532523,-0.898913,0.432396,26483,18126,15537,180,180,2,0,2,0,14512;14551,3.0;22.0,,,495,349,300,38,0.002446,1,22,19,4,39,2,255,1,105,91,14
300.tiff,300,canine cutaneous mast cell tumor,4,14500,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.110586,0.529047,-0.904156,0.418461,24510,17790,15411,180,178,0,0,0,0,,,,,0,0,298,37,0.002401,0,17,0,4,0,0,246,0,99,90,9
300.tiff,300,canine cutaneous mast cell tumor,4,14500,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.110078,0.526826,-0.900317,0.416747,24991,17620,15326,180,177,0,1,0,1,,,14550,16.0,0,0,296,37,0.002414,0,17,0,4,0,0,246,0,99,90,9
300.tiff,300,canine cutaneous mast cell tumor,4,14500,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.110078,0.526826,-0.900317,0.416747,24991,18106,15674,180,180,2,0,2,0,14512;14551,3.0;22.0,,,486,348,303,38,0.002424,1,17,4,4,13,0,246,0,99,90,9
300.tiff,300,canine cutaneous mast cell tumor,4,14500,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.110586,0.529047,-0.904156,0.418461,24510,17790,15411,180,178,0,0,0,0,,,,,0,0,298,37,0.002401,0,22,0,3,0,1,246,0,99,90,9
300.tiff,300,canine cutaneous mast cell tumor,4,14500,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.110078,0.526826,-0.900317,0.416747,24991,17620,15326,180,177,0,1,0,1,,,14550,16.0,0,0,296,37,0.002414,0,22,0,3,0,1,246,0,99,90,9
300.tiff,300,canine cutaneous mast cell tumor,4,14500,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.110078,0.526826,-0.900317,0.416747,24991,18106,15674,180,180,2,0,2,0,14512;14551,3.0;22.0,,,486,348,303,38,0.002424,1,22,20,3,40,1,246,0,99,90,9
301.tiff,301,canine cutaneous mast cell tumor,0,14969,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.017558,0.279459,-0.436747,0.261901,31053,17316,16000,217,211,0,0,0,0,,,,,0,0,412,100,0.00625,0,15,0,5,0,0,254,2,122,99,23
301.tiff,301,canine cutaneous mast cell tumor,0,14969,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.017483,0.279372,-0.436541,0.261889,31629,17180,15898,217,211,0,0,0,0,,,,,0,0,411,100,0.00629,0,15,0,5,0,0,254,2,122,99,23
301.tiff,301,canine cutaneous mast cell tumor,0,14969,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.017483,0.279372,-0.436541,0.261889,31629,17649,16280,217,212,1,0,1,0,14779,9.0,,,469,382,414,100,0.006143,2,15,6,5,18,0,254,2,122,99,23
301.tiff,301,canine cutaneous mast cell tumor,0,14969,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.017558,0.279459,-0.436747,0.261901,31053,17316,16000,217,211,0,0,0,0,,,,,0,0,412,100,0.00625,0,21,0,3,0,0,254,2,122,99,23
301.tiff,301,canine cutaneous mast cell tumor,0,14969,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.017483,0.279372,-0.436541,0.261889,31629,17180,15898,217,211,0,0,0,0,,,,,0,0,411,100,0.00629,0,21,0,3,0,0,254,2,122,99,23
301.tiff,301,canine cutaneous mast cell tumor,0,14969,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.017483,0.279372,-0.436541,0.261889,31629,17649,16280,217,212,1,0,1,0,14779,9.0,,,469,382,414,100,0.006143,4,21,12,3,29,0,254,2,122,99,23
301.tiff,301,canine cutaneous mast cell tumor,1,14753,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.017294,0.381375,-0.589357,0.364081,43640,18194,17339,217,217,0,0,0,0,,,,,0,0,658,332,0.019148,0,13,0,9,0,0,280,2,132,78,54
301.tiff,301,canine cutaneous mast cell tumor,1,14753,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.017069,0.381059,-0.588657,0.36399,44438,18054,17230,217,216,0,1,0,1,,,14779,9.0,0,0,656,333,0.019327,0,13,0,9,0,0,280,2,132,78,54
301.tiff,301,canine cutaneous mast cell tumor,1,14753,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.017069,0.381059,-0.588657,0.36399,44438,18528,17635,217,217,0,0,0,0,,,,,474,405,663,337,0.01911,1,13,5,9,17,0,280,2,132,78,54
301.tiff,301,canine cutaneous mast cell tumor,1,14753,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.017294,0.381375,-0.589357,0.364081,43640,18194,17339,217,217,0,0,0,0,,,,,0,0,658,332,0.019148,0,12,0,6,0,0,280,2,132,78,54
301.tiff,301,canine cutaneous mast cell tumor,1,14753,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.017069,0.381059,-0.588657,0.36399,44438,18054,17230,217,216,0,1,0,1,,,14779,9.0,0,0,656,333,0.019327,0,12,0,6,0,0,280,2,132,78,54
301.tiff,301,canine cutaneous mast cell tumor,1,14753,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.017069,0.381059,-0.588657,0.36399,44438,18528,17635,217,217,0,0,0,0,,,,,474,405,663,337,0.01911,3,12,9,6,20,0,280,2,132,78,54
301.tiff,301,canine cutaneous mast cell tumor,2,14823,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.034248,0.402282,-0.637671,0.368034,36959,18143,17302,217,217,0,0,0,0,,,,,0,0,623,298,0.017223,0,18,0,8,0,2,303,2,138,99,39
301.tiff,301,canine cutaneous mast cell tumor,2,14823,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.033892,0.401782,-0.636565,0.36789,37636,18000,17192,217,217,0,0,0,0,,,,,0,0,622,298,0.017334,0,18,0,8,0,2,303,2,138,99,39
301.tiff,301,canine cutaneous mast cell tumor,2,14823,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.033892,0.401782,-0.636565,0.36789,37636,18486,17613,217,217,0,0,0,0,,,,,486,421,628,302,0.017146,1,18,4,8,12,2,303,2,138,99,39
301.tiff,301,canine cutaneous mast cell tumor,2,14823,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.034248,0.402282,-0.637671,0.368034,36959,18143,17302,217,217,0,0,0,0,,,,,0,0,623,298,0.017223,0,14,0,4,0,1,303,2,138,99,39
301.tiff,301,canine cutaneous mast cell tumor,2,14823,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.033892,0.401782,-0.636565,0.36789,37636,18000,17192,217,217,0,0,0,0,,,,,0,0,622,298,0.017334,0,14,0,4,0,1,303,2,138,99,39
301.tiff,301,canine cutaneous mast cell tumor,2,14823,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.033892,0.401782,-0.636565,0.36789,37636,18486,17613,217,217,0,0,0,0,,,,,486,421,628,302,0.017146,2,14,7,4,20,1,303,2,138,99,39
301.tiff,301,canine cutaneous mast cell tumor,3,14788,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.038408,0.464271,-0.734815,0.425863,33453,17729,16868,217,215,0,0,0,0,,,,,0,0,655,333,0.019742,0,14,0,5,0,1,276,4,134,95,39
301.tiff,301,canine cutaneous mast cell tumor,3,14788,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.038226,0.463827,-0.733966,0.425601,34064,17575,16754,217,215,0,0,0,0,,,,,0,0,653,332,0.019816,0,14,0,5,0,1,276,4,134,95,39
301.tiff,301,canine cutaneous mast cell tumor,3,14788,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.038226,0.463827,-0.733966,0.425601,34064,18048,17162,217,216,1,0,1,0,14779,9.0,,,473,408,661,338,0.019695,0,14,3,5,10,1,276,4,134,95,39
301.tiff,301,canine cutaneous mast cell tumor,3,14788,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.038408,0.464271,-0.734815,0.425863,33453,17729,16868,217,215,0,0,0,0,,,,,0,0,655,333,0.019742,0,14,0,8,0,0,276,4,134,95,39
301.tiff,301,canine cutaneous mast cell tumor,3,14788,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.038226,0.463827,-0.733966,0.425601,34064,17575,16754,217,215,0,0,0,0,,,,,0,0,653,332,0.019816,0,14,0,8,0,0,276,4,134,95,39
301.tiff,301,canine cutaneous mast cell tumor,3,14788,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.038226,0.463827,-0.733966,0.425601,34064,18048,17162,217,216,1,0,1,0,14779,9.0,,,473,408,661,338,0.019695,8,14,12,8,24,0,276,4,134,95,39
301.tiff,301,canine cutaneous mast cell tumor,4,14817,pad_off,tm_score@pad_off,tm_score,1.0,4835,6447,25,29.609,-0.078809,0.560879,-0.920127,0.48207,27453,17427,16097,217,215,0,0,0,0,,,,,0,0,393,70,0.004349,0,23,0,0,0,0,252,0,133,111,22
301.tiff,301,canine cutaneous mast cell tumor,4,14817,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,4835,6447,25,29.609,-0.078707,0.560458,-0.919394,0.481752,27966,17267,15976,217,214,0,1,0,1,,,15022,22.0,0,0,390,68,0.004256,0,23,0,0,0,0,252,0,133,111,22
301.tiff,301,canine cutaneous mast cell tumor,4,14817,pad_on,tm_score@pad_on,tm_score,1.0,4835,6447,25,29.609,-0.078707,0.560458,-0.919394,0.481752,27966,17751,16399,217,216,1,0,1,0,14779,9.0,,,484,423,396,72,0.004391,1,23,9,0,19,0,252,0,133,111,22
301.tiff,301,canine cutaneous mast cell tumor,4,14817,pad_off,chromatin_od@pad_off,chromatin_od,1.0,4835,6447,25,29.609,-0.078809,0.560879,-0.920127,0.48207,27453,17427,16097,217,215,0,0,0,0,,,,,0,0,393,70,0.004349,0,21,0,0,0,1,252,0,133,111,22
301.tiff,301,canine cutaneous mast cell tumor,4,14817,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,4835,6447,25,29.609,-0.078707,0.560458,-0.919394,0.481752,27966,17267,15976,217,214,0,1,0,1,,,15022,22.0,0,0,390,68,0.004256,0,21,0,0,0,1,252,0,133,111,22
301.tiff,301,canine cutaneous mast cell tumor,4,14817,pad_on,chromatin_od@pad_on,chromatin_od,1.0,4835,6447,25,29.609,-0.078707,0.560458,-0.919394,0.481752,27966,17751,16399,217,216,1,0,1,0,14779,9.0,,,484,423,396,72,0.004391,4,21,11,0,29,1,252,0,133,111,22
402.tiff,402,human neuroendocrine tumor,0,20254,pad_off,tm_score@pad_off,tm_score,1.0,5412,7215,25,33.139,-0.113838,1.910275,-2.97925,1.796437,31104,16360,14569,104,104,0,0,0,0,,,,,0,0,210,27,0.001853,0,18,0,1,0,0,267,6,119,87,32
402.tiff,402,human neuroendocrine tumor,0,20254,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,5412,7215,25,33.139,-0.114132,1.909429,-2.978276,1.795297,31600,16198,14464,104,103,0,1,0,1,,,20275,17.0,0,0,207,26,0.001798,0,18,0,1,0,0,267,6,119,87,32
402.tiff,402,human neuroendocrine tumor,0,20254,pad_on,tm_score@pad_on,tm_score,1.0,5412,7215,25,33.139,-0.114132,1.909429,-2.978276,1.795297,31600,16640,14808,104,104,0,0,0,0,,,,,442,344,210,27,0.001823,0,18,5,1,24,0,267,6,119,87,32
402.tiff,402,human neuroendocrine tumor,0,20254,pad_off,chromatin_od@pad_off,chromatin_od,1.0,5412,7215,25,33.139,-0.113838,1.910275,-2.97925,1.796437,31104,16360,14569,104,104,0,0,0,0,,,,,0,0,210,27,0.001853,0,12,0,5,0,0,267,6,119,87,32
402.tiff,402,human neuroendocrine tumor,0,20254,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,5412,7215,25,33.139,-0.114132,1.909429,-2.978276,1.795297,31600,16198,14464,104,103,0,1,0,1,,,20275,17.0,0,0,207,26,0.001798,0,12,0,5,0,0,267,6,119,87,32
402.tiff,402,human neuroendocrine tumor,0,20254,pad_on,chromatin_od@pad_on,chromatin_od,1.0,5412,7215,25,33.139,-0.114132,1.909429,-2.978276,1.795297,31600,16640,14808,104,104,0,0,0,0,,,,,442,344,210,27,0.001823,3,12,12,5,49,0,267,6,119,87,32
402.tiff,402,human neuroendocrine tumor,1,20258,pad_off,tm_score@pad_off,tm_score,1.0,5412,7215,25,33.139,-0.109443,2.219719,-3.439022,2.110277,24456,15620,13545,104,104,0,0,0,0,,,,,0,0,201,19,0.001403,0,13,0,1,0,1,247,6,115,87,28
402.tiff,402,human neuroendocrine tumor,1,20258,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,5412,7215,25,33.139,-0.11007,2.220654,-3.441052,2.110584,24870,15459,13442,104,103,0,1,0,1,,,20275,17.0,0,0,200,19,0.001413,0,13,0,1,0,1,247,6,115,87,28
402.tiff,402,human neuroendocrine tumor,1,20258,pad_on,tm_score@pad_on,tm_score,1.0,5412,7215,25,33.139,-0.11007,2.220654,-3.441052,2.110584,24870,15879,13768,104,104,0,0,0,0,,,,,420,326,203,20,0.001453,2,13,6,1,34,1,247,6,115,87,28
402.tiff,402,human neuroendocrine tumor,1,20258,pad_off,chromatin_od@pad_off,chromatin_od,1.0,5412,7215,25,33.139,-0.109443,2.219719,-3.439022,2.110277,24456,15620,13545,104,104,0,0,0,0,,,,,0,0,201,19,0.001403,0,11,0,3,0,0,247,6,115,87,28
402.tiff,402,human neuroendocrine tumor,1,20258,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,5412,7215,25,33.139,-0.11007,2.220654,-3.441052,2.110584,24870,15459,13442,104,103,0,1,0,1,,,20275,17.0,0,0,200,19,0.001413,0,11,0,3,0,0,247,6,115,87,28
402.tiff,402,human neuroendocrine tumor,1,20258,pad_on,chromatin_od@pad_on,chromatin_od,1.0,5412,7215,25,33.139,-0.11007,2.220654,-3.441052,2.110584,24870,15879,13768,104,104,0,0,0,0,,,,,420,326,203,20,0.001453,4,11,13,3,55,0,247,6,115,87,28
402.tiff,402,human neuroendocrine tumor,2,20242,pad_off,tm_score@pad_off,tm_score,1.0,5412,7215,25,33.139,-0.05189,1.257494,-1.93813,1.205603,33893,15913,13572,104,104,0,0,0,0,,,,,0,0,225,42,0.003095,0,10,0,5,0,1,275,5,92,70,22
402.tiff,402,human neuroendocrine tumor,2,20242,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,5412,7215,25,33.139,-0.052518,1.25762,-1.938948,1.205101,34438,15775,13495,104,104,0,0,0,0,,,,,0,0,225,42,0.003112,0,10,0,5,0,1,275,5,92,70,22
402.tiff,402,human neuroendocrine tumor,2,20242,pad_on,tm_score@pad_on,tm_score,1.0,5412,7215,25,33.139,-0.052518,1.25762,-1.938948,1.205101,34438,16197,13794,104,104,0,0,0,0,,,,,422,299,228,45,0.003262,1,10,6,5,19,1,275,5,92,70,22
402.tiff,402,human neuroendocrine tumor,2,20242,pad_off,chromatin_od@pad_off,chromatin_od,1.0,5412,7215,25,33.139,-0.05189,1.257494,-1.93813,1.205603,33893,15913,13572,104,104,0,0,0,0,,,,,0,0,225,42,0.003095,0,10,0,4,0,0,275,5,92,70,22
402.tiff,402,human neuroendocrine tumor,2,20242,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,5412,7215,25,33.139,-0.052518,1.25762,-1.938948,1.205101,34438,15775,13495,104,104,0,0,0,0,,,,,0,0,225,42,0.003112,0,10,0,4,0,0,275,5,92,70,22
402.tiff,402,human neuroendocrine tumor,2,20242,pad_on,chromatin_od@pad_on,chromatin_od,1.0,5412,7215,25,33.139,-0.052518,1.25762,-1.938948,1.205101,34438,16197,13794,104,104,0,0,0,0,,,,,422,299,228,45,0.003262,1,10,7,4,45,0,275,5,92,70,22
402.tiff,402,human neuroendocrine tumor,3,20182,pad_off,tm_score@pad_off,tm_score,1.0,5412,7215,25,33.139,-0.036917,1.472287,-2.245348,1.43537,35615,17044,15316,104,104,0,0,0,0,,,,,0,0,352,170,0.0111,0,8,0,2,0,0,279,3,124,91,33
402.tiff,402,human neuroendocrine tumor,3,20182,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,5412,7215,25,33.139,-0.036884,1.472816,-2.246107,1.435932,36177,16901,15211,104,103,0,1,0,1,,,20275,17.0,0,0,350,169,0.01111,0,8,0,2,0,0,279,3,124,91,33
402.tiff,402,human neuroendocrine tumor,3,20182,pad_on,tm_score@pad_on,tm_score,1.0,5412,7215,25,33.139,-0.036884,1.472816,-2.246107,1.435932,36177,17335,15559,104,104,0,0,0,0,,,,,434,348,356,173,0.011119,2,8,7,2,29,0,279,3,124,91,33
402.tiff,402,human neuroendocrine tumor,3,20182,pad_off,chromatin_od@pad_off,chromatin_od,1.0,5412,7215,25,33.139,-0.036917,1.472287,-2.245348,1.43537,35615,17044,15316,104,104,0,0,0,0,,,,,0,0,352,170,0.0111,0,7,0,3,0,0,279,3,124,91,33
402.tiff,402,human neuroendocrine tumor,3,20182,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,5412,7215,25,33.139,-0.036884,1.472816,-2.246107,1.435932,36177,16901,15211,104,103,0,1,0,1,,,20275,17.0,0,0,350,169,0.01111,0,7,0,3,0,0,279,3,124,91,33
402.tiff,402,human neuroendocrine tumor,3,20182,pad_on,chromatin_od@pad_on,chromatin_od,1.0,5412,7215,25,33.139,-0.036884,1.472816,-2.246107,1.435932,36177,17335,15559,104,104,0,0,0,0,,,,,434,348,356,173,0.011119,4,7,11,3,54,0,279,3,124,91,33
402.tiff,402,human neuroendocrine tumor,4,20180,pad_off,tm_score@pad_off,tm_score,1.0,5412,7215,25,33.139,-0.097135,1.554181,-2.428407,1.457046,33557,17117,15188,104,103,0,0,0,0,,,,,0,0,218,37,0.002436,0,14,0,3,0,0,255,3,108,82,26
402.tiff,402,human neuroendocrine tumor,4,20180,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,5412,7215,25,33.139,-0.097386,1.553206,-2.427194,1.45582,34148,16973,15096,104,103,0,0,0,0,,,,,0,0,218,37,0.002451,0,14,0,3,0,0,255,3,108,82,26
402.tiff,402,human neuroendocrine tumor,4,20180,pad_on,tm_score@pad_on,tm_score,1.0,5412,7215,25,33.139,-0.097386,1.553206,-2.427194,1.45582,34148,17424,15442,104,103,0,0,0,0,,,,,451,346,220,38,0.002461,0,14,4,3,28,0,255,3,108,82,26
402.tiff,402,human neuroendocrine tumor,4,20180,pad_off,chromatin_od@pad_off,chromatin_od,1.0,5412,7215,25,33.139,-0.097135,1.554181,-2.428407,1.457046,33557,17117,15188,104,103,0,0,0,0,,,,,0,0,218,37,0.002436,0,11,0,2,0,0,255,3,108,82,26
402.tiff,402,human neuroendocrine tumor,4,20180,pad_on_dropband,chromatin_od@pad_on_dropband,chromatin_od,1.0,5412,7215,25,33.139,-0.097386,1.553206,-2.427194,1.45582,34148,16973,15096,104,103,0,0,0,0,,,,,0,0,218,37,0.002451,0,11,0,2,0,0,255,3,108,82,26
402.tiff,402,human neuroendocrine tumor,4,20180,pad_on,chromatin_od@pad_on,chromatin_od,1.0,5412,7215,25,33.139,-0.097386,1.553206,-2.427194,1.45582,34148,17424,15442,104,103,0,0,0,0,,,,,451,346,220,38,0.002461,5,11,10,2,54,0,255,3,108,82,26
403.tiff,403,human neuroendocrine tumor,0,20334,pad_off,tm_score@pad_off,tm_score,1.0,5412,7215,25,33.06,-0.003554,0.686379,-1.033123,0.682825,38933,17700,11383,52,52,0,0,0,0,,,,,0,0,163,69,0.006062,0,6,0,2,0,0,297,11,65,50,15
403.tiff,403,human neuroendocrine tumor,0,20334,pad_on_dropband,tm_score@pad_on_dropband,tm_score,1.0,5412,7215,25,33.06,-0.003498,0.674753,-1.015628,0.671255,39647,17547,11380,52,51,0,1,0,1,,,20384,22.0,0,0,163,70,0.006151,0,6,0,2,0,0,297,11,65,50,15
403.tiff,403,human neuroendocrine tumor,0,20334,pad_on,tm_score@pad_on,tm_score,1.0,5412,7215,25,33.06,-0.003498,0.674753,-1.015628,0.671255,39647,18007,11579,52,52,0,0,0,0,,,,,460,199,164,70,0.006045,0,6,3,2,6,0,297,11,65,50,15
