subset,domain,file_name,image_id,seed_index,condition,seed_ann_id,click_cx,click_cy,mpp,match_radius_px,n_gt_mitotic,tpl_sha1,n_peaks,n_detections,n_self_hits,n_near_click,near_click_detail,od_nan,od_descending,t_run_s,tp_at_10,tp_at_20,tp_at_30,n_od_bit_exact,precision_at_10,precision_at_20,precision_at_30
testing_35,canine lymphosarcoma,249.tiff,249,1,hem_rect_fill,7008,3751.0,2618.0,0.24816562612969095,30.221751968503938,111,bb996ebafa53b46d06c597ac84032fcad5c97747,100,99,1,0,,0,True,2.32,7,14,24,,0.7,0.7,0.8
testing_35,canine lymphosarcoma,249.tiff,249,2,default_51,6992,1801.0,2282.0,0.24816562612969095,30.221751968503938,111,37d8837f0bbf153dae4f14f527fba661eed6af86,100,99,1,0,,0,True,2.272,7,16,24,30.0,0.7,0.8,0.8
testing_35,canine lymphosarcoma,249.tiff,249,2,hem_rect_fill,6992,1801.0,2282.0,0.24816562612969095,30.221751968503938,111,c976b3c5cf9caef6f36d848bba35ab4f846004e0,100,99,1,0,,0,True,2.306,7,16,24,,0.7,0.8,0.8
testing_35,canine lymphosarcoma,284.tiff,284,0,default_51,11810,3734.0,1582.0,0.24816562612969095,30.221751968503938,74,efd0653ea55beaf558f21d0064f6694badb6a405,100,99,1,0,,0,True,2.638,9,15,17,30.0,0.9,0.75,0.5666666666666667
testing_35,canine lymphosarcoma,284.tiff,284,0,hem_rect_fill,11810,3734.0,1582.0,0.24816562612969095,30.221751968503938,74,36480625cfda4fcac1f50ce6da8b941afbba42fc,100,99,1,0,,0,True,2.702,8,16,20,,0.8,0.8,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,1,default_51,11817,6459.0,1078.0,0.24816562612969095,30.221751968503938,74,59687b655d6a5031a0851742d362a4c8881b3ef0,100,99,1,0,,0,True,2.635,8,17,21,30.0,0.8,0.85,0.7
testing_35,canine lymphosarcoma,284.tiff,284,1,hem_rect_fill,11817,6459.0,1078.0,0.24816562612969095,30.221751968503938,74,2cd44cbdf8f42d5e1f82dd20d43c31d3446ad746,100,99,1,0,,0,True,2.578,7,16,20,,0.7,0.8,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,2,default_51,11832,6340.0,2156.0,0.24816562612969095,30.221751968503938,74,b98a9b816ed005a98cfbc8712c0cf1f063a513b3,100,99,1,0,,0,True,2.602,7,15,20,30.0,0.7,0.75,0.6666666666666666
testing_35,canine lymphosarcoma,284.tiff,284,2,hem_rect_fill,11832,6340.0,2156.0,0.24816562612969095,30.221751968503938,74,aee67b7aaf026ec249165ea5bacbd9d99de978ab,100,99,1,0,,0,True,2.853,7,14,20,,0.7,0.7,0.6666666666666666
testing_35,canine lymphosarcoma,289.tiff,289,0,default_51,12690,5248.0,4332.0,0.24816562612969095,30.221751968503938,17,f5bebcc20c21996a90baad2471ba222cb679bbc7,100,99,1,0,,0,True,2.458,3,3,3,30.0,0.3,0.15,0.1
testing_35,canine lymphosarcoma,289.tiff,289,0,hem_rect_fill,12690,5248.0,4332.0,0.24816562612969095,30.221751968503938,17,f7d455fa48468d822caea9e22d4814e3294cd156,100,99,1,0,,0,True,2.444,3,5,5,,0.3,0.25,0.16666666666666666
testing_35,canine lymphosarcoma,289.tiff,289,1,default_51,12675,2178.0,3287.0,0.24816562612969095,30.221751968503938,17,b97fe64d93d27c92b61af39a3a89964c493a6474,100,97,1,0,,0,True,2.308,4,6,7,30.0,0.4,0.3,0.23333333333333334
testing_35,canine lymphosarcoma,289.tiff,289,1,hem_rect_fill,12675,2178.0,3287.0,0.24816562612969095,30.221751968503938,17,5ecd4f87a1154b805a8e3f6fa32267ed5aa14789,100,98,1,0,,0,True,2.324,2,5,6,,0.2,0.25,0.2
testing_35,canine lymphosarcoma,289.tiff,289,2,default_51,12640,4540.0,784.0,0.24816562612969095,30.221751968503938,17,ea3fe1e5e6184323f6a5abfa6c09351dc8b93b9f,100,98,1,0,,0,True,2.212,5,7,7,30.0,0.5,0.35,0.23333333333333334
testing_35,canine lymphosarcoma,289.tiff,289,2,hem_rect_fill,12640,4540.0,784.0,0.24816562612969095,30.221751968503938,17,72db15c33b437d05e56caf19af5d7d4c6d4b006d,100,98,1,0,,0,True,2.953,2,3,3,,0.2,0.15,0.1
testing_35,canine lymphosarcoma,291.tiff,291,0,default_51,13272,6309.0,3146.0,0.24816562612969095,30.221751968503938,86,68de75058ec71f7e0317aed4bdfa41ed5b64420d,100,81,1,0,,0,True,2.602,0,1,5,30.0,0.0,0.05,0.16666666666666666
testing_35,canine lymphosarcoma,291.tiff,291,0,hem_rect_fill,13272,6309.0,3146.0,0.24816562612969095,30.221751968503938,86,0729300855adde21e2e2e24fad6c186d99d8c6e0,100,99,1,0,,0,True,2.546,4,10,16,,0.4,0.5,0.5333333333333333
testing_35,canine lymphosarcoma,291.tiff,291,1,default_51,13169,5139.0,934.0,0.24816562612969095,30.221751968503938,86,2abce002b63ce6306f53711875040033851a2775,100,96,1,0,,0,True,2.482,4,9,15,30.0,0.4,0.45,0.5
testing_35,canine lymphosarcoma,291.tiff,291,1,hem_rect_fill,13169,5139.0,934.0,0.24816562612969095,30.221751968503938,86,6df3f38607398776a813de20798a454a756041b9,100,99,1,0,,0,True,2.417,5,11,18,,0.5,0.55,0.6
testing_35,canine lymphosarcoma,291.tiff,291,2,default_51,13283,2989.0,4384.0,0.24816562612969095,30.221751968503938,86,046cbd8983784fb0b7942fa27d93ea33683a7419,100,98,1,0,,0,True,2.693,4,9,13,30.0,0.4,0.45,0.43333333333333335
testing_35,canine lymphosarcoma,291.tiff,291,2,hem_rect_fill,13283,2989.0,4384.0,0.24816562612969095,30.221751968503938,86,a71b97d3eaaec63d6c042f3452e34fc84c0d517e,100,99,1,0,,0,True,2.416,5,11,17,,0.5,0.55,0.5666666666666667
testing_35,canine lymphosarcoma,293.tiff,293,0,default_51,13596,1988.0,2641.0,0.24816562612969095,30.221751968503938,104,5153dce86517f9282a84dd6b5319ce120cf51fc6,100,99,1,0,,0,True,2.564,4,13,21,30.0,0.4,0.65,0.7
testing_35,canine lymphosarcoma,293.tiff,293,0,hem_rect_fill,13596,1988.0,2641.0,0.24816562612969095,30.221751968503938,104,1398ac0b050e1d5c69c55e5174e19130522808d9,100,99,1,0,,0,True,2.453,4,13,21,,0.4,0.65,0.7
testing_35,canine lymphosarcoma,293.tiff,293,1,default_51,13588,922.0,2714.0,0.24816562612969095,30.221751968503938,104,1121aa721d056555552ca9b93228d6d01e860c8b,100,99,1,0,,0,True,2.236,4,13,20,30.0,0.4,0.65,0.6666666666666666
testing_35,canine lymphosarcoma,293.tiff,293,1,hem_rect_fill,13588,922.0,2714.0,0.24816562612969095,30.221751968503938,104,2167992c31a0ea544521dbdd88ab8d31926d53e8,100,99,1,0,,0,True,2.422,4,14,23,,0.4,0.7,0.7666666666666667
testing_35,canine lymphosarcoma,293.tiff,293,2,default_51,13625,1205.0,2853.0,0.24816562612969095,30.221751968503938,104,de4e0fa0161c7ca8c0ff2d0f9516deb0caecc3b1,100,99,1,0,,0,True,2.188,6,15,24,30.0,0.6,0.75,0.8
testing_35,canine lymphosarcoma,293.tiff,293,2,hem_rect_fill,13625,1205.0,2853.0,0.24816562612969095,30.221751968503938,104,5b80c1095415d62051c06d66c84b85aa79476061,100,98,1,0,,0,True,2.206,7,17,24,,0.7,0.85,0.8
original_14,canine soft tissue sarcoma,459.tiff,459,0,default_51,22441,1845.0,4003.0,0.24816562612969095,30.221751968503938,130,f5ab6ec231e15425c89188b52c1081706745efb5,100,99,1,0,,0,True,2.129,9,17,26,30.0,0.9,0.85,0.8666666666666667
original_14,canine soft tissue sarcoma,459.tiff,459,0,hem_rect_fill,22441,1845.0,4003.0,0.24816562612969095,30.221751968503938,130,72907d5ea53485c3327309dcb384e2cc2d1848d0,100,98,1,0,,0,True,1.998,9,18,27,,0.9,0.9,0.9
original_14,canine soft tissue sarcoma,459.tiff,459,1,default_51,22446,2798.0,4372.0,0.24816562612969095,30.221751968503938,130,4ab6383fd9ce91054d42ab25bc38152d53a6ae25,100,99,1,0,,0,True,1.948,9,18,28,30.0,0.9,0.9,0.9333333333333333
original_14,canine soft tissue sarcoma,459.tiff,459,1,hem_rect_fill,22446,2798.0,4372.0,0.24816562612969095,30.221751968503938,130,59d191e37fb56975d2ca7721e22320397b08256d,100,99,1,0,,0,True,2.039,9,18,28,,0.9,0.9,0.9333333333333333
original_14,canine soft tissue sarcoma,459.tiff,459,2,default_51,22306,494.0,427.0,0.24816562612969095,30.221751968503938,130,6a49286d9a4f6a062eca15e0a3c7377e27637641,100,99,1,0,,0,True,2.046,10,17,25,30.0,1.0,0.85,0.8333333333333334
original_14,canine soft tissue sarcoma,459.tiff,459,2,hem_rect_fill,22306,494.0,427.0,0.24816562612969095,30.221751968503938,130,0e90b5f8fa3c3be2496a054ad700f16457822c03,100,99,1,0,,0,True,1.87,10,17,26,,1.0,0.85,0.8666666666666667
original_14,canine soft tissue sarcoma,460.tiff,460,0,default_51,22577,5152.0,3999.0,0.24816562612969095,30.221751968503938,35,b5e5b23e32b8930f7ef5d5160b7cbf836bc6ff6c,100,99,1,0,,0,True,1.946,7,16,17,30.0,0.7,0.8,0.5666666666666667
original_14,canine soft tissue sarcoma,460.tiff,460,0,hem_rect_fill,22577,5152.0,3999.0,0.24816562612969095,30.221751968503938,35,68b5f729624e66073453e45adb463587ab729bf1,100,99,1,0,,0,True,2.037,7,16,18,,0.7,0.8,0.6
original_14,canine soft tissue sarcoma,460.tiff,460,1,default_51,22538,2385.0,1437.0,0.24816562612969095,30.221751968503938,35,ae0d3ea2bb571e7d2e8a2fee811ed72d0bb588b1,100,99,1,0,,0,True,1.903,8,15,17,30.0,0.8,0.75,0.5666666666666667
original_14,canine soft tissue sarcoma,460.tiff,460,1,hem_rect_fill,22538,2385.0,1437.0,0.24816562612969095,30.221751968503938,35,bb2172bf93fe8c9359f08f8f4d164dbc9c309015,100,97,1,0,,0,True,1.902,9,15,16,,0.9,0.75,0.5333333333333333
original_14,canine soft tissue sarcoma,460.tiff,460,2,default_51,22552,4868.0,2589.0,0.24816562612969095,30.221751968503938,35,a1a26abe06ac1d8f1b16354e8a46096f6b145da9,100,99,1,0,,0,True,1.891,9,18,19,30.0,0.9,0.9,0.6333333333333333
original_14,canine soft tissue sarcoma,460.tiff,460,2,hem_rect_fill,22552,4868.0,2589.0,0.24816562612969095,30.221751968503938,35,220d5b95f41452b36c61ae4fee4481a22cdb6e84,100,99,1,0,,0,True,1.893,9,17,18,,0.9,0.85,0.6
testing_35,canine soft tissue sarcoma,410.tiff,410,0,default_51,20699,3470.0,4831.0,0.24816562612969095,30.221751968503938,16,35a58ce6b59d5513bb3a7e2e5aa8facd5a7ecc14,100,89,1,0,,0,True,2.032,5,5,5,30.0,0.5,0.25,0.16666666666666666
testing_35,canine soft tissue sarcoma,410.tiff,410,0,hem_rect_fill,20699,3470.0,4831.0,0.24816562612969095,30.221751968503938,16,84fb8de7257618f68f899f8137c0c4b0ade8bf1f,100,99,0,0,,0,True,2.224,3,4,4,,0.3,0.2,0.13333333333333333
testing_35,canine soft tissue sarcoma,410.tiff,410,1,default_51,20687,2892.0,635.0,0.24816562612969095,30.221751968503938,16,017a0924c66257ba76e6a1fe150aa5e0e1847613,100,99,1,0,,0,True,2.074,3,3,3,30.0,0.3,0.15,0.1
testing_35,canine soft tissue sarcoma,410.tiff,410,1,hem_rect_fill,20687,2892.0,635.0,0.24816562612969095,30.221751968503938,16,d5e2df4748107f6a1909f53c742bc74fdc8ee7f5,100,98,1,0,,0,True,2.319,4,5,5,,0.4,0.25,0.16666666666666666
testing_35,canine soft tissue sarcoma,410.tiff,410,2,default_51,20694,2894.0,2616.0,0.24816562612969095,30.221751968503938,16,0ad2449d1671ac772dcc71317b6fcbedd758a69d,100,99,1,0,,0,True,2.422,2,5,5,30.0,0.2,0.25,0.16666666666666666
testing_35,canine soft tissue sarcoma,410.tiff,410,2,hem_rect_fill,20694,2894.0,2616.0,0.24816562612969095,30.221751968503938,16,f692de413ef4ce08b017a7f8d8c5263d1095ab95,100,99,1,0,,0,True,2.338,2,5,5,,0.2,0.25,0.16666666666666666
testing_35,canine soft tissue sarcoma,425.tiff,425,0,default_51,21116,4612.0,559.0,0.24816562612969095,30.221751968503938,16,b25fa2dfab07c3e0831d6caf4a45686fc4a78578,100,99,1,0,,0,True,2.558,9,15,15,30.0,0.9,0.75,0.5
testing_35,canine soft tissue sarcoma,425.tiff,425,0,hem_rect_fill,21116,4612.0,559.0,0.24816562612969095,30.221751968503938,16,f87be5561f0e395d80e50b39972181731d274262,100,99,1,0,,0,True,2.473,9,15,15,,0.9,0.75,0.5
testing_35,canine soft tissue sarcoma,425.tiff,425,1,default_51,21113,2166.0,544.0,0.24816562612969095,30.221751968503938,16,b07d4d0976f2f1d00d1e7c179f1b76d6e4199fa7,100,96,1,0,,0,True,2.555,9,12,12,30.0,0.9,0.6,0.4
testing_35,canine soft tissue sarcoma,425.tiff,425,1,hem_rect_fill,21113,2166.0,544.0,0.24816562612969095,30.221751968503938,16,b87143db3eea5186e01245a4c45792ab227d4eae,100,96,1,0,,0,True,2.471,9,12,12,,0.9,0.6,0.4
testing_35,canine soft tissue sarcoma,425.tiff,425,2,default_51,21120,2750.0,1080.0,0.24816562612969095,30.221751968503938,16,ed60f94cefc8ef4c2899b649b8c5557ddb7cf23b,100,98,1,0,,0,True,2.39,9,15,15,30.0,0.9,0.75,0.5
testing_35,canine soft tissue sarcoma,425.tiff,425,2,hem_rect_fill,21120,2750.0,1080.0,0.24816562612969095,30.221751968503938,16,10391b4aee7a0067654041dc7c05819deda8d66e,100,99,1,0,,0,True,2.383,9,14,14,,0.9,0.7,0.4666666666666667
testing_35,canine soft tissue sarcoma,435.tiff,435,0,default_51,21400,2508.0,2704.0,0.24816562612969095,30.221751968503938,52,e310cfde12ef25bc8c60885948ad438bd13d494f,100,96,1,0,,0,True,2.638,6,7,10,30.0,0.6,0.35,0.3333333333333333
testing_35,canine soft tissue sarcoma,435.tiff,435,0,hem_rect_fill,21400,2508.0,2704.0,0.24816562612969095,30.221751968503938,52,14eae69661b680f4ad0e61504f67a21281d0ac84,100,99,1,0,,0,True,2.759,6,9,12,,0.6,0.45,0.4
testing_35,canine soft tissue sarcoma,435.tiff,435,1,default_51,21385,1579.0,1891.0,0.24816562612969095,30.221751968503938,52,69b1310d18cf15abc88921ea1eac48b629b7a306,100,98,1,0,,0,True,2.422,6,10,12,30.0,0.6,0.5,0.4
testing_35,canine soft tissue sarcoma,435.tiff,435,1,hem_rect_fill,21385,1579.0,1891.0,0.24816562612969095,30.221751968503938,52,bc01cfde667ef2511121ef1021034150a913e456,100,98,1,0,,0,True,2.421,6,8,11,,0.6,0.4,0.36666666666666664
testing_35,canine soft tissue sarcoma,435.tiff,435,2,default_51,21359,1656.0,71.0,0.24816562612969095,30.221751968503938,52,939cbca1d509d014455a9fb1c204fbd390cd460f,100,98,1,0,,0,True,2.414,6,8,10,30.0,0.6,0.4,0.3333333333333333
testing_35,canine soft tissue sarcoma,435.tiff,435,2,hem_rect_fill,21359,1656.0,71.0,0.24816562612969095,30.221751968503938,52,12c147e5d63052d1846fab07148c4bb869778a50,100,99,1,0,,0,True,2.415,5,8,10,,0.5,0.4,0.3333333333333333
testing_35,canine soft tissue sarcoma,462.tiff,462,0,default_51,22660,4205.0,369.0,0.24816562612969095,30.221751968503938,14,dff8edc30198c6b8599200252b1c16f084bde9a9,100,99,1,0,,0,True,2.516,0,2,3,30.0,0.0,0.1,0.1
testing_35,canine soft tissue sarcoma,462.tiff,462,0,hem_rect_fill,22660,4205.0,369.0,0.24816562612969095,30.221751968503938,14,d6a5bb20937a7f663a6fe96a085e3dd582fe6951,100,99,1,0,,0,True,2.359,0,2,3,,0.0,0.1,0.1
testing_35,canine soft tissue sarcoma,462.tiff,462,1,default_51,22686,4752.0,2901.0,0.24816562612969095,30.221751968503938,14,00de1d0f508570ee85e967662cbbffd42683a3a6,100,99,1,0,,0,True,2.243,2,2,3,30.0,0.2,0.1,0.1
testing_35,canine soft tissue sarcoma,462.tiff,462,1,hem_rect_fill,22686,4752.0,2901.0,0.24816562612969095,30.221751968503938,14,cb714c4d61bf5d415d37a148fbffee76ed2344e6,100,99,1,0,,0,True,2.369,2,3,3,,0.2,0.15,0.1
testing_35,canine soft tissue sarcoma,462.tiff,462,2,default_51,22672,3169.0,908.0,0.24816562612969095,30.221751968503938,14,da79407ef16aec0e64e58f99ffb2242bc000a95a,100,99,1,0,,0,True,2.318,1,3,3,30.0,0.1,0.15,0.1
testing_35,canine soft tissue sarcoma,462.tiff,462,2,hem_rect_fill,22672,3169.0,908.0,0.24816562612969095,30.221751968503938,14,e9d56543d03327b92db4e3a85031835eae8dc533,100,98,1,0,,0,True,2.298,1,3,3,,0.1,0.15,0.1
testing_35,canine soft tissue sarcoma,499.tiff,499,0,default_51,23957,3641.0,2114.0,0.24816562612969095,30.221751968503938,61,af549fafac463371d3abd7d4fc8f23aaef8a38f6,100,98,1,0,,0,True,2.07,7,15,20,30.0,0.7,0.75,0.6666666666666666
testing_35,canine soft tissue sarcoma,499.tiff,499,0,hem_rect_fill,23957,3641.0,2114.0,0.24816562612969095,30.221751968503938,61,bad244a32930ef6d3138cc3135e24bd6bc947cc3,100,98,1,0,,0,True,2.182,7,15,20,,0.7,0.75,0.6666666666666666
testing_35,canine soft tissue sarcoma,499.tiff,499,1,default_51,24000,6357.0,4423.0,0.24816562612969095,30.221751968503938,61,877d4eb538d82d434198e196958b0332a9d782ad,100,97,1,0,,0,True,1.971,8,15,21,30.0,0.8,0.75,0.7
testing_35,canine soft tissue sarcoma,499.tiff,499,1,hem_rect_fill,24000,6357.0,4423.0,0.24816562612969095,30.221751968503938,61,b404be825f7c070fe65d63b26ab0a4d314428c75,100,98,1,0,,0,True,1.997,7,14,20,,0.7,0.7,0.6666666666666666
testing_35,canine soft tissue sarcoma,499.tiff,499,2,default_51,23980,2547.0,3622.0,0.24816562612969095,30.221751968503938,61,0afc707bb385607e95662882c91403932c7e95ba,100,95,1,0,,0,True,2.371,7,14,19,30.0,0.7,0.7,0.6333333333333333
testing_35,canine soft tissue sarcoma,499.tiff,499,2,hem_rect_fill,23980,2547.0,3622.0,0.24816562612969095,30.221751968503938,61,6e65ab9c8bc3f6a86571f02d67fc6c5813e707c1,100,95,1,0,,0,True,2.284,8,13,20,,0.8,0.65,0.6666666666666666
original_14,human breast cancer,013.tiff,13,0,default_51,249,1710.0,2861.0,0.22632094805310524,33.13877952755905,17,db81825e885b427bc19553a36def347eada9241c,100,99,1,0,,0,True,3.429,6,8,9,30.0,0.6,0.4,0.3
original_14,human breast cancer,013.tiff,13,0,hem_rect_fill,249,1710.0,2861.0,0.22632094805310524,33.13877952755905,17,fcf27cddc84421bf5376001eab41acb0d98dacd4,100,99,1,0,,0,True,2.951,6,8,9,,0.6,0.4,0.3
original_14,human breast cancer,013.tiff,13,1,default_51,263,3727.0,5362.0,0.22632094805310524,33.13877952755905,17,0d1c070ff8283ee8df14ecdcbd5514d0b2c916ef,100,99,1,0,,0,True,2.823,5,8,9,30.0,0.5,0.4,0.3
original_14,human breast cancer,013.tiff,13,1,hem_rect_fill,263,3727.0,5362.0,0.22632094805310524,33.13877952755905,17,ffa3e5f9a44ea6f4b1c7a5f72d209b0f1504f5b0,100,99,1,0,,0,True,3.185,5,8,9,,0.5,0.4,0.3
original_14,human breast cancer,013.tiff,13,2,default_51,258,3064.0,3994.0,0.22632094805310524,33.13877952755905,17,f3d5302d7dc776e2b200e74a1cbbaecfe1525195,100,98,1,0,,0,True,2.876,6,9,9,30.0,0.6,0.45,0.3
original_14,human breast cancer,013.tiff,13,2,hem_rect_fill,258,3064.0,3994.0,0.22632094805310524,33.13877952755905,17,f5d6b6158cd0b6d44bdcc03b1ae0c3184b53cfc9,100,98,1,0,,0,True,2.957,6,9,9,,0.6,0.45,0.3
original_14,human breast cancer,094.tiff,94,0,default_51,2512,5560.0,1178.0,0.22984761284250915,32.63031496062992,81,affed4fe7b20ef79f56dcef662866d0f25556425,100,99,1,0,,0,True,2.704,5,15,21,30.0,0.5,0.75,0.7
original_14,human breast cancer,094.tiff,94,0,hem_rect_fill,2512,5560.0,1178.0,0.22984761284250915,32.63031496062992,81,904fecef1f58ebce7f84167837b0a0e8ca9c37ec,100,99,1,0,,0,True,2.684,5,15,21,,0.5,0.75,0.7
original_14,human breast cancer,094.tiff,94,1,default_51,2536,4186.0,2213.0,0.22984761284250915,32.63031496062992,81,311eeb61caa583248b30ba66270b849d1703f084,100,99,1,0,,0,True,2.559,5,15,21,30.0,0.5,0.75,0.7
original_14,human breast cancer,094.tiff,94,1,hem_rect_fill,2536,4186.0,2213.0,0.22984761284250915,32.63031496062992,81,61d81562a7e994948b9464d5773874c56424a8b0,100,99,1,0,,0,True,2.697,5,15,20,,0.5,0.75,0.6666666666666666
original_14,human breast cancer,094.tiff,94,2,default_51,2494,5421.0,405.0,0.22984761284250915,32.63031496062992,81,f6538e7c0e6f7cd42a5cf3bd2aaf8f6c7bda05c1,100,95,1,0,,0,True,2.936,5,14,20,30.0,0.5,0.7,0.6666666666666666
original_14,human breast cancer,094.tiff,94,2,hem_rect_fill,2494,5421.0,405.0,0.22984761284250915,32.63031496062992,81,f720aab1ea32310686861dfccb06775b502a5565,100,99,1,0,,0,True,2.656,5,14,21,,0.5,0.7,0.7
testing_35,human breast cancer,007.tiff,7,0,default_51,135,2046.0,3969.0,0.22690727175272468,33.053149606299215,21,36ba49d6cfaf2e01df08f2bc46300c21662594d7,100,98,1,0,,0,True,3.589,6,7,8,30.0,0.6,0.35,0.26666666666666666
testing_35,human breast cancer,007.tiff,7,0,hem_rect_fill,135,2046.0,3969.0,0.22690727175272468,33.053149606299215,21,ebb53905d1857e156ae3276bcd3d29b02d52f90f,100,98,1,0,,0,True,2.758,6,7,7,,0.6,0.35,0.23333333333333334
testing_35,human breast cancer,007.tiff,7,1,default_51,134,6898.0,3323.0,0.22690727175272468,33.053149606299215,21,61c23b7b762ac2ec869da27b3ea1639692a9c23f,100,99,1,0,,0,True,3.046,6,7,7,30.0,0.6,0.35,0.23333333333333334
testing_35,human breast cancer,007.tiff,7,1,hem_rect_fill,134,6898.0,3323.0,0.22690727175272468,33.053149606299215,21,c6d6bfaafd5f19c963c0aeb17ba665600067c498,100,98,1,0,,0,True,2.609,6,7,7,,0.6,0.35,0.23333333333333334
testing_35,human breast cancer,007.tiff,7,2,default_51,130,5593.0,3198.0,0.22690727175272468,33.053149606299215,21,2a62478d69d93e5e776b82e42b90424d4729baa5,100,99,1,0,,0,True,2.693,6,7,7,30.0,0.6,0.35,0.23333333333333334
testing_35,human breast cancer,007.tiff,7,2,hem_rect_fill,130,5593.0,3198.0,0.22690727175272468,33.053149606299215,21,b088fa1817549969629598fa85de7af5f9e97c81,100,99,1,0,,0,True,2.663,6,7,7,,0.6,0.35,0.23333333333333334
testing_35,human breast cancer,072.tiff,72,0,default_51,1812,6090.0,1925.0,0.22984761284250915,32.63031496062992,48,95a2e49eb9717b67a88aab858ff94ab9938b595f,100,99,1,0,,0,True,3.314,6,12,18,30.0,0.6,0.6,0.6
testing_35,human breast cancer,072.tiff,72,0,hem_rect_fill,1812,6090.0,1925.0,0.22984761284250915,32.63031496062992,48,82af8633f73ed86383d2ee72a07467d67cdf7e71,100,99,1,0,,0,True,2.79,6,12,19,,0.6,0.6,0.6333333333333333
testing_35,human breast cancer,072.tiff,72,1,default_51,1844,6589.0,1848.0,0.22984761284250915,32.63031496062992,48,29e669757700f2eb35cf23501ddf85255009fc33,100,98,1,0,,0,True,2.969,6,11,14,30.0,0.6,0.55,0.4666666666666667
testing_35,human breast cancer,072.tiff,72,1,hem_rect_fill,1844,6589.0,1848.0,0.22984761284250915,32.63031496062992,48,cdccab00cbd2569213c368f648edddb37344f64a,100,98,1,0,,0,True,2.686,6,11,13,,0.6,0.55,0.43333333333333335
testing_35,human breast cancer,072.tiff,72,2,default_51,1813,6139.0,2316.0,0.22984761284250915,32.63031496062992,48,3ed5eaa63291cebe5697ec555ade862e5a152e4b,100,99,1,0,,0,True,2.766,6,12,16,30.0,0.6,0.6,0.5333333333333333
testing_35,human breast cancer,072.tiff,72,2,hem_rect_fill,1813,6139.0,2316.0,0.22984761284250915,32.63031496062992,48,3cf85aef6d6d08927fd082d066c845c64f2dadf2,100,99,1,0,,0,True,2.676,6,12,16,,0.6,0.6,0.5333333333333333
testing_35,human breast cancer,100.tiff,100,0,default_51,2794,6818.0,3237.0,0.22984761284250915,32.63031496062992,43,8351822a490d55efef1a1a746065b45b8bcf194a,100,97,1,0,,0,True,3.086,9,17,21,30.0,0.9,0.85,0.7
testing_35,human breast cancer,100.tiff,100,0,hem_rect_fill,2794,6818.0,3237.0,0.22984761284250915,32.63031496062992,43,983306f5d1266f85ec71b4c5427570437fbe3c55,100,97,1,0,,0,True,2.657,9,18,22,,0.9,0.9,0.7333333333333333
testing_35,human breast cancer,100.tiff,100,1,default_51,2768,5524.0,2327.0,0.22984761284250915,32.63031496062992,43,25e53478d0346282ff4630918efeee272041559e,100,98,1,0,,0,True,2.681,9,17,20,30.0,0.9,0.85,0.6666666666666666
testing_35,human breast cancer,100.tiff,100,1,hem_rect_fill,2768,5524.0,2327.0,0.22984761284250915,32.63031496062992,43,43709736dc6a287072a659bdae43d634f8e7952c,100,98,1,0,,0,True,3.019,9,17,20,,0.9,0.85,0.6666666666666666
testing_35,human breast cancer,100.tiff,100,2,default_51,2747,230.0,1386.0,0.22984761284250915,32.63031496062992,43,3c3fc329376bcbfee817282409f837b99c39a7b0,100,99,1,0,,0,True,2.933,9,17,23,30.0,0.9,0.85,0.7666666666666667
testing_35,human breast cancer,100.tiff,100,2,hem_rect_fill,2747,230.0,1386.0,0.22984761284250915,32.63031496062992,43,3aad0b233f1899cae4727876ef094c483a56d61e,100,99,1,0,,0,True,2.911,9,17,23,,0.9,0.85,0.7666666666666667
testing_35,human breast cancer,123.tiff,123,0,default_51,3503,4485.0,3273.0,0.2533008895448562,29.609055118110238,35,40cb5788d8a39a45c89648b0a410cd9137b98a49,100,94,1,0,,0,True,2.881,6,9,11,30.0,0.6,0.45,0.36666666666666664
testing_35,human breast cancer,123.tiff,123,0,hem_rect_fill,3503,4485.0,3273.0,0.2533008895448562,29.609055118110238,35,34afeca8f9023fd732586f012bed34d1d12556e9,100,93,1,0,,0,True,2.59,6,10,13,,0.6,0.5,0.43333333333333335
testing_35,human breast cancer,123.tiff,123,1,default_51,3468,2268.0,1250.0,0.2533008895448562,29.609055118110238,35,168f1394ccf7fec758c1e679269a2cb6d3b51817,100,97,1,0,,0,True,2.445,5,10,13,30.0,0.5,0.5,0.43333333333333335
testing_35,human breast cancer,123.tiff,123,1,hem_rect_fill,3468,2268.0,1250.0,0.2533008895448562,29.609055118110238,35,5ebb7ad5462d5040ccf8ce3a8dda47077ec56703,100,97,1,0,,0,True,2.645,5,10,13,,0.5,0.5,0.43333333333333335
testing_35,human breast cancer,123.tiff,123,2,default_51,3516,4303.0,4636.0,0.2533008895448562,29.609055118110238,35,de85a95d143ce5618c6347eeef1820e5147932f3,100,99,1,0,,0,True,2.699,5,9,11,30.0,0.5,0.45,0.36666666666666664
testing_35,human breast cancer,123.tiff,123,2,hem_rect_fill,3516,4303.0,4636.0,0.2533008895448562,29.609055118110238,35,a7a7862467f40864b9ef26a8836268ca8c7eec66,100,99,1,0,,0,True,2.583,5,9,11,,0.5,0.45,0.36666666666666664
