file_name,image_id,tumor_type,decision_grade,mpp,channel,base_size,n_angles,n_flips,n_seeds_delivered,seed_agreement_flagged,n_gt_mitotic_total,n_mitotic_crowded,geometric_ceiling,seed_index,seed_ann_id,seed_cx,seed_cy,n_matched_pool,map_median,mad_scale,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,method,pool_scope,generator,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget,extract_floor,n_peaks,tie_frac,tail_arbitrary
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,25,25,17,3,0.09444444444444444,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,50,50,33,5,0.18333333333333332,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,100,100,56,10,0.3111111111111111,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,250,250,87,15,0.48333333333333334,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,500,500,108,26,0.6,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,1000,1000,129,34,0.7166666666666667,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,2000,2000,147,46,0.8166666666666667,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccoeff@matched,score,True,,False,False,180,85,9901,0.6898,77,2,0.0,0.9888888888888889,29.609,273.0,1383.0,3389.0,5701.0,,,ccoeff,matched,tm_ccoeff,5000,5000,169,64,0.9388888888888889,0.473462,22501.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,25,25,11,2,0.06111111111111111,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,50,50,15,6,0.08333333333333333,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,100,100,24,8,0.13333333333333333,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,250,250,50,11,0.2777777777777778,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,500,500,81,19,0.45,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,1000,1000,105,27,0.5833333333333334,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,2000,2000,129,38,0.7166666666666667,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,full,tm_ccorr,5000,5000,162,57,0.9,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,25,25,24,0,0.13333333333333333,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,50,50,45,3,0.25,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,100,100,74,7,0.4111111111111111,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,250,250,111,23,0.6166666666666667,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,500,500,137,31,0.7611111111111111,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,1000,1000,154,47,0.8555555555555555,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,2000,2000,163,59,0.9055555555555556,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr_od,od,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,133.0,739.0,1722.0,2743.0,,,ccorr,full,tm_ccorr,5000,5000,175,70,0.9722222222222222,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,25,25,11,2,0.06111111111111111,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,50,50,15,6,0.08333333333333333,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,100,100,24,8,0.13333333333333333,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,250,250,50,11,0.2777777777777778,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,500,500,81,19,0.45,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,1000,1000,105,27,0.5833333333333334,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,2000,2000,129,38,0.7166666666666667,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,tm_ccorr@matched,score,True,,False,False,180,85,9901,0.6864,73,2,0.0,0.9777777777777777,29.609,672.0,3252.0,4877.0,6785.0,,,ccorr,matched,tm_ccorr,5000,5000,162,57,0.9,3.496308,15460.0,0.0002,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,25,25,22,2,0.12222222222222222,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,50,50,40,3,0.2222222222222222,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,100,100,71,8,0.39444444444444443,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,250,250,117,25,0.65,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,500,500,150,39,0.8333333333333334,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,1000,1000,169,58,0.9388888888888889,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,2000,2000,175,77,0.9722222222222222,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_native,score,False,,False,False,180,85,17376,0.8896,85,2,0.0,1.0,29.609,141.0,423.0,699.0,1157.0,3241.0,4246.0,-,full,nucleus_blobs,5000,5000,180,80,1.0,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,25,25,23,0,0.12777777777777777,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,50,50,41,3,0.22777777777777777,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,100,100,69,7,0.38333333333333336,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,250,250,106,23,0.5888888888888889,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,500,500,128,29,0.7111111111111111,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,1000,1000,146,46,0.8111111111111111,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,2000,2000,157,56,0.8722222222222222,,,0.0001,False
300.tiff,300,canine cutaneous mast cell tumor,True,0.2533,hematoxylin_od,51,4,2,5,False,181,0,1.0,0,14581,4286.0,2527.0,9901,0.249795,0.447335,blob_od,od,False,,False,False,180,85,17376,0.8896,85,2,0.018416,1.0,29.609,148.0,840.0,3006.0,5096.0,17065.0,17093.0,-,full,nucleus_blobs,5000,5000,170,66,0.9444444444444444,,,0.0001,False
