file_name,method,seed_ann_id,channel,mpp,tightened_base_size,bbox_method,bbox_center_tolerance,tighten_bbox,seed_agreement_flagged,seed_n_agreement_pool,seed_n_after_border,seed_n_after_foreground,match_radius_px,n_gt_mitotic_eval,recall_at_k,roi_area_mm2,sens@1fp_mm2,sens@2fp_mm2,sens@4fp_mm2,sens@8fp_mm2,sens@16fp_mm2,sens@32fp_mm2,sens@64fp_mm2,k,topk_tp,topk_fp_lookalike,topk_fp_unannotated,n_lookalike_gt,lookalike_attraction_at_k,n_mitotic_gt,mitotic_recall_at_k,lookalike_attraction,mitotic_recall,n_detections_total,n_unanimous,recall_unanimous_at_k,n_contested,recall_contested_at_k,recall_unanimous,recall_contested,all_n_detections,all_tp,all_fp_lookalike,all_fp_unannotated,all_matched_any_gt,all_matched_frac,all_precision_mitotic,all_mitotic_gt_found,all_mitotic_gt_missed,all_lookalike_gt_found,all_lookalike_gt_missed,coverage_frac,nms_radius,n_augmentations,t_match_s,n_peaks,max_peak_score,n_after_nms,n_self_hits,seed_self_score,n_detections,max_detection_score,t_postprocess_s,t_total_s,tumor_type
301.tiff,find_and_suppress,14976,hematoxylin,0.2533,35,binary,0,True,False,164,162,136,29.6,217,0.2488479262672811,2.0,0.027649769585253458,0.06912442396313365,0.0967741935483871,0.11981566820276497,0.16129032258064516,0.19815668202764977,0.2304147465437788,217,54,13,150,109,0.11926605504587157,217,0.2488479262672811,0.45871559633027525,0.6129032258064516,2264,163,0.2883435582822086,54,0.12962962962962962,0.6257668711656442,0.5740740740740741,2264,133,50,2081,183,0.0808303886925438,0.05874558303884331,133,84,50,59,0.1877,29.61,1,2.24,2298,1.0,2265,1,1.0,2264,0.9434542059898376,0.35,2.6,canine cutaneous mast cell tumor
201.tiff,find_and_suppress,4469,hematoxylin,0.2482,51,binary,0,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0,49,0.0,17,0.0,0.0,0.0,0,6,0.0,11,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,17,0,49,0.0,30.22,1,2.43,1,1.0,1,1,1.0,0,,0.34,2.8,canine lung cancer
246.tiff,find_and_suppress,6549,hematoxylin,0.2482,51,binary,0,True,False,100,97,87,30.2,115,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,0,0,0,123,0.0,115,0.0,0.0,0.0,0,99,0.0,16,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,115,0,123,0.0,30.22,1,2.1,1,0.9999995827674866,1,1,0.9999995827674866,0,,0.3,2.4,canine lymphosarcoma
405.tiff,find_and_suppress,20562,hematoxylin,0.2482,51,binary,0,True,False,10,10,8,30.2,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,13,0,0,13,19,0.0,13,0.0,0.21052631578947367,0.15384615384615385,256,9,0.0,4,0.0,0.2222222222222222,0.0,256,2,4,250,6,0.023437499999908448,0.007812499999969483,2,11,4,15,0.0224,30.22,1,2.01,257,0.9999998807907104,257,1,0.9999998807907104,256,0.8436732888221741,0.3,2.3,canine soft tissue sarcoma
002.tiff,find_and_suppress,18,hematoxylin,0.2269,35,binary,0,True,False,7,7,7,33.1,8,0.0,2.01,0.0,0.0,0.0,0.0,0.125,0.25,0.25,8,0,0,8,7,0.0,8,0.0,0.14285714285714285,0.25,117,6,0.0,2,0.0,0.3333333333333333,0.0,117,2,1,114,3,0.025641025640806486,0.01709401709387099,2,6,1,6,0.0102,33.05,1,2.1,119,0.9999999403953552,118,1,0.9999999403953552,117,0.840964138507843,0.35,2.5,human breast cancer
506.tiff,find_and_suppress,24233,hematoxylin,0.2274,43,binary,0,True,False,8,8,8,33.0,11,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,10,12,0.0,11,0.0,0.0,0.0,10,7,0.0,4,0.0,0.0,0.0,10,0,0,10,0,0.0,0.0,0,11,0,12,0.0009,32.98,1,2.04,11,0.9999999403953552,11,1,0.9999999403953552,10,0.7821657061576843,0.32,2.4,human melanoma
350.tiff,find_and_suppress,18164,hematoxylin,0.2274,41,binary,0,True,True,4,4,4,33.0,3,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,16,0.0,3,0.0,0.0,0.0,14,0,,3,0.0,,0.0,14,0,0,14,0,0.0,0.0,0,3,0,16,0.0012,32.98,1,2.01,15,0.9999997019767761,15,1,0.9999997019767761,14,0.7957387566566467,0.33,2.4,human neuroendocrine tumor
