file_name,tumor_type,seed_index,z,n_at_z
201.tiff,canine lung cancer,2,5.8,24
201.tiff,canine lung cancer,2,5.85,24
201.tiff,canine lung cancer,2,5.9,22
201.tiff,canine lung cancer,2,5.95,18
201.tiff,canine lung cancer,2,6.0,18
201.tiff,canine lung cancer,3,0.0,23293
201.tiff,canine lung cancer,3,0.05,23180
201.tiff,canine lung cancer,3,0.1,23035
201.tiff,canine lung cancer,3,0.15,22859
201.tiff,canine lung cancer,3,0.2,22663
201.tiff,canine lung cancer,3,0.25,22449
201.tiff,canine lung cancer,3,0.3,22191
201.tiff,canine lung cancer,3,0.35,21939
201.tiff,canine lung cancer,3,0.4,21686
201.tiff,canine lung cancer,3,0.45,21420
201.tiff,canine lung cancer,3,0.5,21157
201.tiff,canine lung cancer,3,0.55,20872
201.tiff,canine lung cancer,3,0.6,20585
201.tiff,canine lung cancer,3,0.65,20273
201.tiff,canine lung cancer,3,0.7,19960
201.tiff,canine lung cancer,3,0.75,19627
201.tiff,canine lung cancer,3,0.8,19269
201.tiff,canine lung cancer,3,0.85,18891
201.tiff,canine lung cancer,3,0.9,18544
201.tiff,canine lung cancer,3,0.95,18164
201.tiff,canine lung cancer,3,1.0,17772
201.tiff,canine lung cancer,3,1.05,17375
201.tiff,canine lung cancer,3,1.1,16959
201.tiff,canine lung cancer,3,1.15,16564
201.tiff,canine lung cancer,3,1.2,16133
201.tiff,canine lung cancer,3,1.25,15715
201.tiff,canine lung cancer,3,1.3,15311
201.tiff,canine lung cancer,3,1.35,14898
201.tiff,canine lung cancer,3,1.4,14507
201.tiff,canine lung cancer,3,1.45,14121
201.tiff,canine lung cancer,3,1.5,13707
201.tiff,canine lung cancer,3,1.55,13281
201.tiff,canine lung cancer,3,1.6,12871
201.tiff,canine lung cancer,3,1.65,12504
201.tiff,canine lung cancer,3,1.7,12113
201.tiff,canine lung cancer,3,1.75,11671
201.tiff,canine lung cancer,3,1.8,11302
201.tiff,canine lung cancer,3,1.85,10923
201.tiff,canine lung cancer,3,1.9,10538
201.tiff,canine lung cancer,3,1.95,10155
201.tiff,canine lung cancer,3,2.0,9775
201.tiff,canine lung cancer,3,2.05,9392
201.tiff,canine lung cancer,3,2.1,9047
201.tiff,canine lung cancer,3,2.15,8717
201.tiff,canine lung cancer,3,2.2,8353
201.tiff,canine lung cancer,3,2.25,8022
201.tiff,canine lung cancer,3,2.3,7716
201.tiff,canine lung cancer,3,2.35,7407
201.tiff,canine lung cancer,3,2.4,7084
201.tiff,canine lung cancer,3,2.45,6781
201.tiff,canine lung cancer,3,2.5,6477
201.tiff,canine lung cancer,3,2.55,6204
201.tiff,canine lung cancer,3,2.6,5899
201.tiff,canine lung cancer,3,2.65,5624
201.tiff,canine lung cancer,3,2.7,5338
201.tiff,canine lung cancer,3,2.75,5083
201.tiff,canine lung cancer,3,2.8,4842
201.tiff,canine lung cancer,3,2.85,4595
201.tiff,canine lung cancer,3,2.9,4320
201.tiff,canine lung cancer,3,2.95,4095
201.tiff,canine lung cancer,3,3.0,3883
201.tiff,canine lung cancer,3,3.05,3683
201.tiff,canine lung cancer,3,3.1,3479
201.tiff,canine lung cancer,3,3.15,3303
201.tiff,canine lung cancer,3,3.2,3099
201.tiff,canine lung cancer,3,3.25,2906
201.tiff,canine lung cancer,3,3.3,2746
201.tiff,canine lung cancer,3,3.35,2609
201.tiff,canine lung cancer,3,3.4,2448
201.tiff,canine lung cancer,3,3.45,2302
201.tiff,canine lung cancer,3,3.5,2164
201.tiff,canine lung cancer,3,3.55,2028
201.tiff,canine lung cancer,3,3.6,1909
201.tiff,canine lung cancer,3,3.65,1804
201.tiff,canine lung cancer,3,3.7,1696
201.tiff,canine lung cancer,3,3.75,1602
201.tiff,canine lung cancer,3,3.8,1494
201.tiff,canine lung cancer,3,3.85,1392
201.tiff,canine lung cancer,3,3.9,1292
201.tiff,canine lung cancer,3,3.95,1219
201.tiff,canine lung cancer,3,4.0,1130
201.tiff,canine lung cancer,3,4.05,1056
201.tiff,canine lung cancer,3,4.1,976
201.tiff,canine lung cancer,3,4.15,909
201.tiff,canine lung cancer,3,4.2,864
201.tiff,canine lung cancer,3,4.25,804
201.tiff,canine lung cancer,3,4.3,741
201.tiff,canine lung cancer,3,4.35,693
201.tiff,canine lung cancer,3,4.4,645
201.tiff,canine lung cancer,3,4.45,605
201.tiff,canine lung cancer,3,4.5,565
201.tiff,canine lung cancer,3,4.55,522
201.tiff,canine lung cancer,3,4.6,480
201.tiff,canine lung cancer,3,4.65,448
201.tiff,canine lung cancer,3,4.7,419
201.tiff,canine lung cancer,3,4.75,380
201.tiff,canine lung cancer,3,4.8,352
201.tiff,canine lung cancer,3,4.85,324
201.tiff,canine lung cancer,3,4.9,299
201.tiff,canine lung cancer,3,4.95,279
201.tiff,canine lung cancer,3,5.0,251
201.tiff,canine lung cancer,3,5.05,226
201.tiff,canine lung cancer,3,5.1,210
201.tiff,canine lung cancer,3,5.15,193
201.tiff,canine lung cancer,3,5.2,178
201.tiff,canine lung cancer,3,5.25,166
201.tiff,canine lung cancer,3,5.3,157
201.tiff,canine lung cancer,3,5.35,146
201.tiff,canine lung cancer,3,5.4,139
201.tiff,canine lung cancer,3,5.45,128
201.tiff,canine lung cancer,3,5.5,119
201.tiff,canine lung cancer,3,5.55,104
201.tiff,canine lung cancer,3,5.6,98
201.tiff,canine lung cancer,3,5.65,91
201.tiff,canine lung cancer,3,5.7,84
201.tiff,canine lung cancer,3,5.75,81
201.tiff,canine lung cancer,3,5.8,71
201.tiff,canine lung cancer,3,5.85,67
201.tiff,canine lung cancer,3,5.9,61
201.tiff,canine lung cancer,3,5.95,58
201.tiff,canine lung cancer,3,6.0,55
201.tiff,canine lung cancer,4,0.0,16543
201.tiff,canine lung cancer,4,0.05,16465
201.tiff,canine lung cancer,4,0.1,16383
201.tiff,canine lung cancer,4,0.15,16267
201.tiff,canine lung cancer,4,0.2,16136
201.tiff,canine lung cancer,4,0.25,16012
201.tiff,canine lung cancer,4,0.3,15873
201.tiff,canine lung cancer,4,0.35,15723
201.tiff,canine lung cancer,4,0.4,15555
201.tiff,canine lung cancer,4,0.45,15393
201.tiff,canine lung cancer,4,0.5,15212
201.tiff,canine lung cancer,4,0.55,15037
201.tiff,canine lung cancer,4,0.6,14812
201.tiff,canine lung cancer,4,0.65,14558
201.tiff,canine lung cancer,4,0.7,14325
201.tiff,canine lung cancer,4,0.75,14091
201.tiff,canine lung cancer,4,0.8,13871
201.tiff,canine lung cancer,4,0.85,13618
201.tiff,canine lung cancer,4,0.9,13329
201.tiff,canine lung cancer,4,0.95,13079
201.tiff,canine lung cancer,4,1.0,12807
201.tiff,canine lung cancer,4,1.05,12522
201.tiff,canine lung cancer,4,1.1,12229
201.tiff,canine lung cancer,4,1.15,11935
201.tiff,canine lung cancer,4,1.2,11630
201.tiff,canine lung cancer,4,1.25,11313
201.tiff,canine lung cancer,4,1.3,10996
201.tiff,canine lung cancer,4,1.35,10677
201.tiff,canine lung cancer,4,1.4,10354
201.tiff,canine lung cancer,4,1.45,10044
201.tiff,canine lung cancer,4,1.5,9729
201.tiff,canine lung cancer,4,1.55,9394
201.tiff,canine lung cancer,4,1.6,9059
201.tiff,canine lung cancer,4,1.65,8754
201.tiff,canine lung cancer,4,1.7,8473
201.tiff,canine lung cancer,4,1.75,8183
201.tiff,canine lung cancer,4,1.8,7914
201.tiff,canine lung cancer,4,1.85,7603
201.tiff,canine lung cancer,4,1.9,7302
201.tiff,canine lung cancer,4,1.95,7003
201.tiff,canine lung cancer,4,2.0,6696
201.tiff,canine lung cancer,4,2.05,6435
201.tiff,canine lung cancer,4,2.1,6150
201.tiff,canine lung cancer,4,2.15,5886
201.tiff,canine lung cancer,4,2.2,5637
201.tiff,canine lung cancer,4,2.25,5381
201.tiff,canine lung cancer,4,2.3,5119
201.tiff,canine lung cancer,4,2.35,4861
201.tiff,canine lung cancer,4,2.4,4624
201.tiff,canine lung cancer,4,2.45,4368
201.tiff,canine lung cancer,4,2.5,4162
201.tiff,canine lung cancer,4,2.55,3940
201.tiff,canine lung cancer,4,2.6,3748
201.tiff,canine lung cancer,4,2.65,3536
201.tiff,canine lung cancer,4,2.7,3342
201.tiff,canine lung cancer,4,2.75,3159
201.tiff,canine lung cancer,4,2.8,2957
201.tiff,canine lung cancer,4,2.85,2792
201.tiff,canine lung cancer,4,2.9,2636
201.tiff,canine lung cancer,4,2.95,2479
201.tiff,canine lung cancer,4,3.0,2335
201.tiff,canine lung cancer,4,3.05,2181
201.tiff,canine lung cancer,4,3.1,2043
201.tiff,canine lung cancer,4,3.15,1925
201.tiff,canine lung cancer,4,3.2,1801
201.tiff,canine lung cancer,4,3.25,1695
201.tiff,canine lung cancer,4,3.3,1579
201.tiff,canine lung cancer,4,3.35,1461
201.tiff,canine lung cancer,4,3.4,1365
201.tiff,canine lung cancer,4,3.45,1271
201.tiff,canine lung cancer,4,3.5,1177
201.tiff,canine lung cancer,4,3.55,1089
201.tiff,canine lung cancer,4,3.6,1006
201.tiff,canine lung cancer,4,3.65,935
201.tiff,canine lung cancer,4,3.7,872
201.tiff,canine lung cancer,4,3.75,803
201.tiff,canine lung cancer,4,3.8,735
201.tiff,canine lung cancer,4,3.85,684
201.tiff,canine lung cancer,4,3.9,629
201.tiff,canine lung cancer,4,3.95,571
201.tiff,canine lung cancer,4,4.0,523
201.tiff,canine lung cancer,4,4.05,479
201.tiff,canine lung cancer,4,4.1,456
201.tiff,canine lung cancer,4,4.15,414
201.tiff,canine lung cancer,4,4.2,380
201.tiff,canine lung cancer,4,4.25,343
201.tiff,canine lung cancer,4,4.3,316
201.tiff,canine lung cancer,4,4.35,281
201.tiff,canine lung cancer,4,4.4,257
201.tiff,canine lung cancer,4,4.45,228
201.tiff,canine lung cancer,4,4.5,214
201.tiff,canine lung cancer,4,4.55,187
201.tiff,canine lung cancer,4,4.6,163
201.tiff,canine lung cancer,4,4.65,149
201.tiff,canine lung cancer,4,4.7,135
201.tiff,canine lung cancer,4,4.75,124
201.tiff,canine lung cancer,4,4.8,113
201.tiff,canine lung cancer,4,4.85,99
201.tiff,canine lung cancer,4,4.9,90
201.tiff,canine lung cancer,4,4.95,83
201.tiff,canine lung cancer,4,5.0,73
201.tiff,canine lung cancer,4,5.05,64
201.tiff,canine lung cancer,4,5.1,53
201.tiff,canine lung cancer,4,5.15,48
201.tiff,canine lung cancer,4,5.2,48
201.tiff,canine lung cancer,4,5.25,44
201.tiff,canine lung cancer,4,5.3,36
201.tiff,canine lung cancer,4,5.35,34
201.tiff,canine lung cancer,4,5.4,30
201.tiff,canine lung cancer,4,5.45,26
201.tiff,canine lung cancer,4,5.5,22
201.tiff,canine lung cancer,4,5.55,22
201.tiff,canine lung cancer,4,5.6,20
201.tiff,canine lung cancer,4,5.65,18
201.tiff,canine lung cancer,4,5.7,14
201.tiff,canine lung cancer,4,5.75,11
201.tiff,canine lung cancer,4,5.8,11
201.tiff,canine lung cancer,4,5.85,10
201.tiff,canine lung cancer,4,5.9,9
201.tiff,canine lung cancer,4,5.95,8
201.tiff,canine lung cancer,4,6.0,7
246.tiff,canine lymphosarcoma,0,0.0,30151
246.tiff,canine lymphosarcoma,0,0.05,30114
246.tiff,canine lymphosarcoma,0,0.1,30053
246.tiff,canine lymphosarcoma,0,0.15,29987
246.tiff,canine lymphosarcoma,0,0.2,29906
246.tiff,canine lymphosarcoma,0,0.25,29822
246.tiff,canine lymphosarcoma,0,0.3,29735
246.tiff,canine lymphosarcoma,0,0.35,29628
246.tiff,canine lymphosarcoma,0,0.4,29516
246.tiff,canine lymphosarcoma,0,0.45,29386
246.tiff,canine lymphosarcoma,0,0.5,29247
246.tiff,canine lymphosarcoma,0,0.55,29083
246.tiff,canine lymphosarcoma,0,0.6,28928
246.tiff,canine lymphosarcoma,0,0.65,28736
246.tiff,canine lymphosarcoma,0,0.7,28510
246.tiff,canine lymphosarcoma,0,0.75,28258
246.tiff,canine lymphosarcoma,0,0.8,27990
246.tiff,canine lymphosarcoma,0,0.85,27717
246.tiff,canine lymphosarcoma,0,0.9,27395
246.tiff,canine lymphosarcoma,0,0.95,27065
246.tiff,canine lymphosarcoma,0,1.0,26677
246.tiff,canine lymphosarcoma,0,1.05,26303
246.tiff,canine lymphosarcoma,0,1.1,25866
246.tiff,canine lymphosarcoma,0,1.15,25451
246.tiff,canine lymphosarcoma,0,1.2,25017
246.tiff,canine lymphosarcoma,0,1.25,24506
246.tiff,canine lymphosarcoma,0,1.3,23999
246.tiff,canine lymphosarcoma,0,1.35,23444
246.tiff,canine lymphosarcoma,0,1.4,22898
246.tiff,canine lymphosarcoma,0,1.45,22294
246.tiff,canine lymphosarcoma,0,1.5,21647
246.tiff,canine lymphosarcoma,0,1.55,21009
246.tiff,canine lymphosarcoma,0,1.6,20385
246.tiff,canine lymphosarcoma,0,1.65,19666
246.tiff,canine lymphosarcoma,0,1.7,18955
246.tiff,canine lymphosarcoma,0,1.75,18261
246.tiff,canine lymphosarcoma,0,1.8,17548
246.tiff,canine lymphosarcoma,0,1.85,16864
246.tiff,canine lymphosarcoma,0,1.9,16138
246.tiff,canine lymphosarcoma,0,1.95,15418
246.tiff,canine lymphosarcoma,0,2.0,14678
246.tiff,canine lymphosarcoma,0,2.05,13994
246.tiff,canine lymphosarcoma,0,2.1,13283
246.tiff,canine lymphosarcoma,0,2.15,12577
246.tiff,canine lymphosarcoma,0,2.2,11911
246.tiff,canine lymphosarcoma,0,2.25,11246
246.tiff,canine lymphosarcoma,0,2.3,10644
246.tiff,canine lymphosarcoma,0,2.35,10062
246.tiff,canine lymphosarcoma,0,2.4,9459
246.tiff,canine lymphosarcoma,0,2.45,8891
246.tiff,canine lymphosarcoma,0,2.5,8364
246.tiff,canine lymphosarcoma,0,2.55,7867
246.tiff,canine lymphosarcoma,0,2.6,7369
246.tiff,canine lymphosarcoma,0,2.65,6904
246.tiff,canine lymphosarcoma,0,2.7,6446
246.tiff,canine lymphosarcoma,0,2.75,6024
246.tiff,canine lymphosarcoma,0,2.8,5654
246.tiff,canine lymphosarcoma,0,2.85,5311
246.tiff,canine lymphosarcoma,0,2.9,4975
246.tiff,canine lymphosarcoma,0,2.95,4634
246.tiff,canine lymphosarcoma,0,3.0,4328
246.tiff,canine lymphosarcoma,0,3.05,4046
246.tiff,canine lymphosarcoma,0,3.1,3788
246.tiff,canine lymphosarcoma,0,3.15,3551
246.tiff,canine lymphosarcoma,0,3.2,3350
246.tiff,canine lymphosarcoma,0,3.25,3144
246.tiff,canine lymphosarcoma,0,3.3,2933
246.tiff,canine lymphosarcoma,0,3.35,2769
246.tiff,canine lymphosarcoma,0,3.4,2601
246.tiff,canine lymphosarcoma,0,3.45,2442
246.tiff,canine lymphosarcoma,0,3.5,2292
246.tiff,canine lymphosarcoma,0,3.55,2166
246.tiff,canine lymphosarcoma,0,3.6,2037
246.tiff,canine lymphosarcoma,0,3.65,1933
246.tiff,canine lymphosarcoma,0,3.7,1834
246.tiff,canine lymphosarcoma,0,3.75,1717
246.tiff,canine lymphosarcoma,0,3.8,1620
246.tiff,canine lymphosarcoma,0,3.85,1536
246.tiff,canine lymphosarcoma,0,3.9,1462
246.tiff,canine lymphosarcoma,0,3.95,1388
246.tiff,canine lymphosarcoma,0,4.0,1311
246.tiff,canine lymphosarcoma,0,4.05,1248
246.tiff,canine lymphosarcoma,0,4.1,1199
246.tiff,canine lymphosarcoma,0,4.15,1146
246.tiff,canine lymphosarcoma,0,4.2,1082
246.tiff,canine lymphosarcoma,0,4.25,1036
246.tiff,canine lymphosarcoma,0,4.3,986
246.tiff,canine lymphosarcoma,0,4.35,937
246.tiff,canine lymphosarcoma,0,4.4,890
246.tiff,canine lymphosarcoma,0,4.45,849
246.tiff,canine lymphosarcoma,0,4.5,812
246.tiff,canine lymphosarcoma,0,4.55,771
246.tiff,canine lymphosarcoma,0,4.6,731
246.tiff,canine lymphosarcoma,0,4.65,711
246.tiff,canine lymphosarcoma,0,4.7,688
246.tiff,canine lymphosarcoma,0,4.75,667
246.tiff,canine lymphosarcoma,0,4.8,635
246.tiff,canine lymphosarcoma,0,4.85,602
246.tiff,canine lymphosarcoma,0,4.9,568
246.tiff,canine lymphosarcoma,0,4.95,540
246.tiff,canine lymphosarcoma,0,5.0,519
246.tiff,canine lymphosarcoma,0,5.05,488
246.tiff,canine lymphosarcoma,0,5.1,467
246.tiff,canine lymphosarcoma,0,5.15,455
246.tiff,canine lymphosarcoma,0,5.2,436
246.tiff,canine lymphosarcoma,0,5.25,421
246.tiff,canine lymphosarcoma,0,5.3,410
246.tiff,canine lymphosarcoma,0,5.35,385
246.tiff,canine lymphosarcoma,0,5.4,368
246.tiff,canine lymphosarcoma,0,5.45,349
246.tiff,canine lymphosarcoma,0,5.5,339
246.tiff,canine lymphosarcoma,0,5.55,323
246.tiff,canine lymphosarcoma,0,5.6,309
246.tiff,canine lymphosarcoma,0,5.65,295
246.tiff,canine lymphosarcoma,0,5.7,283
246.tiff,canine lymphosarcoma,0,5.75,275
246.tiff,canine lymphosarcoma,0,5.8,268
246.tiff,canine lymphosarcoma,0,5.85,257
246.tiff,canine lymphosarcoma,0,5.9,244
246.tiff,canine lymphosarcoma,0,5.95,235
246.tiff,canine lymphosarcoma,0,6.0,227
246.tiff,canine lymphosarcoma,1,0.0,31368
246.tiff,canine lymphosarcoma,1,0.05,31328
246.tiff,canine lymphosarcoma,1,0.1,31269
246.tiff,canine lymphosarcoma,1,0.15,31204
246.tiff,canine lymphosarcoma,1,0.2,31133
246.tiff,canine lymphosarcoma,1,0.25,31054
246.tiff,canine lymphosarcoma,1,0.3,30951
246.tiff,canine lymphosarcoma,1,0.35,30831
246.tiff,canine lymphosarcoma,1,0.4,30696
246.tiff,canine lymphosarcoma,1,0.45,30545
246.tiff,canine lymphosarcoma,1,0.5,30395
246.tiff,canine lymphosarcoma,1,0.55,30234
246.tiff,canine lymphosarcoma,1,0.6,30027
246.tiff,canine lymphosarcoma,1,0.65,29781
246.tiff,canine lymphosarcoma,1,0.7,29554
246.tiff,canine lymphosarcoma,1,0.75,29293
246.tiff,canine lymphosarcoma,1,0.8,29022
246.tiff,canine lymphosarcoma,1,0.85,28739
246.tiff,canine lymphosarcoma,1,0.9,28410
246.tiff,canine lymphosarcoma,1,0.95,28050
246.tiff,canine lymphosarcoma,1,1.0,27677
246.tiff,canine lymphosarcoma,1,1.05,27245
246.tiff,canine lymphosarcoma,1,1.1,26845
246.tiff,canine lymphosarcoma,1,1.15,26375
246.tiff,canine lymphosarcoma,1,1.2,25890
246.tiff,canine lymphosarcoma,1,1.25,25430
246.tiff,canine lymphosarcoma,1,1.3,24907
246.tiff,canine lymphosarcoma,1,1.35,24380
246.tiff,canine lymphosarcoma,1,1.4,23816
246.tiff,canine lymphosarcoma,1,1.45,23197
246.tiff,canine lymphosarcoma,1,1.5,22533
246.tiff,canine lymphosarcoma,1,1.55,21908
246.tiff,canine lymphosarcoma,1,1.6,21274
246.tiff,canine lymphosarcoma,1,1.65,20616
246.tiff,canine lymphosarcoma,1,1.7,19867
246.tiff,canine lymphosarcoma,1,1.75,19091
246.tiff,canine lymphosarcoma,1,1.8,18325
246.tiff,canine lymphosarcoma,1,1.85,17598
246.tiff,canine lymphosarcoma,1,1.9,16847
246.tiff,canine lymphosarcoma,1,1.95,16096
246.tiff,canine lymphosarcoma,1,2.0,15352
246.tiff,canine lymphosarcoma,1,2.05,14647
246.tiff,canine lymphosarcoma,1,2.1,13948
246.tiff,canine lymphosarcoma,1,2.15,13207
246.tiff,canine lymphosarcoma,1,2.2,12517
246.tiff,canine lymphosarcoma,1,2.25,11815
246.tiff,canine lymphosarcoma,1,2.3,11176
246.tiff,canine lymphosarcoma,1,2.35,10493
246.tiff,canine lymphosarcoma,1,2.4,9813
246.tiff,canine lymphosarcoma,1,2.45,9209
246.tiff,canine lymphosarcoma,1,2.5,8649
246.tiff,canine lymphosarcoma,1,2.55,8080
246.tiff,canine lymphosarcoma,1,2.6,7560
246.tiff,canine lymphosarcoma,1,2.65,7095
246.tiff,canine lymphosarcoma,1,2.7,6650
246.tiff,canine lymphosarcoma,1,2.75,6245
246.tiff,canine lymphosarcoma,1,2.8,5827
246.tiff,canine lymphosarcoma,1,2.85,5436
246.tiff,canine lymphosarcoma,1,2.9,5065
246.tiff,canine lymphosarcoma,1,2.95,4732
246.tiff,canine lymphosarcoma,1,3.0,4424
246.tiff,canine lymphosarcoma,1,3.05,4134
246.tiff,canine lymphosarcoma,1,3.1,3844
246.tiff,canine lymphosarcoma,1,3.15,3559
246.tiff,canine lymphosarcoma,1,3.2,3315
246.tiff,canine lymphosarcoma,1,3.25,3094
246.tiff,canine lymphosarcoma,1,3.3,2905
246.tiff,canine lymphosarcoma,1,3.35,2719
246.tiff,canine lymphosarcoma,1,3.4,2535
246.tiff,canine lymphosarcoma,1,3.45,2389
246.tiff,canine lymphosarcoma,1,3.5,2232
246.tiff,canine lymphosarcoma,1,3.55,2096
246.tiff,canine lymphosarcoma,1,3.6,1965
246.tiff,canine lymphosarcoma,1,3.65,1846
246.tiff,canine lymphosarcoma,1,3.7,1723
246.tiff,canine lymphosarcoma,1,3.75,1617
246.tiff,canine lymphosarcoma,1,3.8,1525
246.tiff,canine lymphosarcoma,1,3.85,1436
246.tiff,canine lymphosarcoma,1,3.9,1355
246.tiff,canine lymphosarcoma,1,3.95,1281
246.tiff,canine lymphosarcoma,1,4.0,1216
246.tiff,canine lymphosarcoma,1,4.05,1150
246.tiff,canine lymphosarcoma,1,4.1,1086
246.tiff,canine lymphosarcoma,1,4.15,1026
246.tiff,canine lymphosarcoma,1,4.2,959
246.tiff,canine lymphosarcoma,1,4.25,910
246.tiff,canine lymphosarcoma,1,4.3,861
246.tiff,canine lymphosarcoma,1,4.35,816
246.tiff,canine lymphosarcoma,1,4.4,782
246.tiff,canine lymphosarcoma,1,4.45,736
246.tiff,canine lymphosarcoma,1,4.5,707
246.tiff,canine lymphosarcoma,1,4.55,673
246.tiff,canine lymphosarcoma,1,4.6,635
246.tiff,canine lymphosarcoma,1,4.65,610
246.tiff,canine lymphosarcoma,1,4.7,583
246.tiff,canine lymphosarcoma,1,4.75,548
246.tiff,canine lymphosarcoma,1,4.8,509
246.tiff,canine lymphosarcoma,1,4.85,484
246.tiff,canine lymphosarcoma,1,4.9,459
246.tiff,canine lymphosarcoma,1,4.95,440
246.tiff,canine lymphosarcoma,1,5.0,418
246.tiff,canine lymphosarcoma,1,5.05,404
246.tiff,canine lymphosarcoma,1,5.1,379
246.tiff,canine lymphosarcoma,1,5.15,362
246.tiff,canine lymphosarcoma,1,5.2,336
246.tiff,canine lymphosarcoma,1,5.25,326
246.tiff,canine lymphosarcoma,1,5.3,314
246.tiff,canine lymphosarcoma,1,5.35,294
246.tiff,canine lymphosarcoma,1,5.4,275
246.tiff,canine lymphosarcoma,1,5.45,263
246.tiff,canine lymphosarcoma,1,5.5,255
246.tiff,canine lymphosarcoma,1,5.55,242
246.tiff,canine lymphosarcoma,1,5.6,235
246.tiff,canine lymphosarcoma,1,5.65,224
246.tiff,canine lymphosarcoma,1,5.7,215
246.tiff,canine lymphosarcoma,1,5.75,208
246.tiff,canine lymphosarcoma,1,5.8,192
246.tiff,canine lymphosarcoma,1,5.85,189
246.tiff,canine lymphosarcoma,1,5.9,182
246.tiff,canine lymphosarcoma,1,5.95,174
246.tiff,canine lymphosarcoma,1,6.0,163
246.tiff,canine lymphosarcoma,2,0.0,28850
246.tiff,canine lymphosarcoma,2,0.05,28803
246.tiff,canine lymphosarcoma,2,0.1,28721
246.tiff,canine lymphosarcoma,2,0.15,28648
246.tiff,canine lymphosarcoma,2,0.2,28563
246.tiff,canine lymphosarcoma,2,0.25,28464
246.tiff,canine lymphosarcoma,2,0.3,28362
246.tiff,canine lymphosarcoma,2,0.35,28263
246.tiff,canine lymphosarcoma,2,0.4,28114
246.tiff,canine lymphosarcoma,2,0.45,27951
246.tiff,canine lymphosarcoma,2,0.5,27794
246.tiff,canine lymphosarcoma,2,0.55,27597
246.tiff,canine lymphosarcoma,2,0.6,27384
246.tiff,canine lymphosarcoma,2,0.65,27155
246.tiff,canine lymphosarcoma,2,0.7,26915
246.tiff,canine lymphosarcoma,2,0.75,26655
246.tiff,canine lymphosarcoma,2,0.8,26359
246.tiff,canine lymphosarcoma,2,0.85,26050
246.tiff,canine lymphosarcoma,2,0.9,25737
246.tiff,canine lymphosarcoma,2,0.95,25383
246.tiff,canine lymphosarcoma,2,1.0,24987
246.tiff,canine lymphosarcoma,2,1.05,24580
246.tiff,canine lymphosarcoma,2,1.1,24148
246.tiff,canine lymphosarcoma,2,1.15,23689
246.tiff,canine lymphosarcoma,2,1.2,23171
246.tiff,canine lymphosarcoma,2,1.25,22660
246.tiff,canine lymphosarcoma,2,1.3,22119
246.tiff,canine lymphosarcoma,2,1.35,21496
246.tiff,canine lymphosarcoma,2,1.4,20895
246.tiff,canine lymphosarcoma,2,1.45,20288
246.tiff,canine lymphosarcoma,2,1.5,19632
246.tiff,canine lymphosarcoma,2,1.55,18989
246.tiff,canine lymphosarcoma,2,1.6,18322
246.tiff,canine lymphosarcoma,2,1.65,17708
246.tiff,canine lymphosarcoma,2,1.7,17003
246.tiff,canine lymphosarcoma,2,1.75,16355
246.tiff,canine lymphosarcoma,2,1.8,15672
246.tiff,canine lymphosarcoma,2,1.85,14993
246.tiff,canine lymphosarcoma,2,1.9,14274
246.tiff,canine lymphosarcoma,2,1.95,13591
246.tiff,canine lymphosarcoma,2,2.0,12929
246.tiff,canine lymphosarcoma,2,2.05,12294
246.tiff,canine lymphosarcoma,2,2.1,11624
246.tiff,canine lymphosarcoma,2,2.15,10985
246.tiff,canine lymphosarcoma,2,2.2,10363
246.tiff,canine lymphosarcoma,2,2.25,9733
246.tiff,canine lymphosarcoma,2,2.3,9188
246.tiff,canine lymphosarcoma,2,2.35,8652
246.tiff,canine lymphosarcoma,2,2.4,8138
246.tiff,canine lymphosarcoma,2,2.45,7623
246.tiff,canine lymphosarcoma,2,2.5,7128
246.tiff,canine lymphosarcoma,2,2.55,6679
246.tiff,canine lymphosarcoma,2,2.6,6243
246.tiff,canine lymphosarcoma,2,2.65,5844
246.tiff,canine lymphosarcoma,2,2.7,5447
246.tiff,canine lymphosarcoma,2,2.75,5074
246.tiff,canine lymphosarcoma,2,2.8,4710
246.tiff,canine lymphosarcoma,2,2.85,4396
246.tiff,canine lymphosarcoma,2,2.9,4100
246.tiff,canine lymphosarcoma,2,2.95,3815
246.tiff,canine lymphosarcoma,2,3.0,3558
246.tiff,canine lymphosarcoma,2,3.05,3308
246.tiff,canine lymphosarcoma,2,3.1,3072
246.tiff,canine lymphosarcoma,2,3.15,2872
246.tiff,canine lymphosarcoma,2,3.2,2688
246.tiff,canine lymphosarcoma,2,3.25,2474
246.tiff,canine lymphosarcoma,2,3.3,2295
246.tiff,canine lymphosarcoma,2,3.35,2149
246.tiff,canine lymphosarcoma,2,3.4,2005
246.tiff,canine lymphosarcoma,2,3.45,1883
246.tiff,canine lymphosarcoma,2,3.5,1754
246.tiff,canine lymphosarcoma,2,3.55,1644
246.tiff,canine lymphosarcoma,2,3.6,1538
246.tiff,canine lymphosarcoma,2,3.65,1437
246.tiff,canine lymphosarcoma,2,3.7,1361
246.tiff,canine lymphosarcoma,2,3.75,1282
246.tiff,canine lymphosarcoma,2,3.8,1193
246.tiff,canine lymphosarcoma,2,3.85,1121
246.tiff,canine lymphosarcoma,2,3.9,1052
246.tiff,canine lymphosarcoma,2,3.95,995
246.tiff,canine lymphosarcoma,2,4.0,929
246.tiff,canine lymphosarcoma,2,4.05,872
246.tiff,canine lymphosarcoma,2,4.1,811
