file_name,tumor_type,seed_index,z,n_at_z
459.tiff,canine soft tissue sarcoma,2,0.5,22122
459.tiff,canine soft tissue sarcoma,2,0.55,21878
459.tiff,canine soft tissue sarcoma,2,0.6,21630
459.tiff,canine soft tissue sarcoma,2,0.65,21352
459.tiff,canine soft tissue sarcoma,2,0.7,21117
459.tiff,canine soft tissue sarcoma,2,0.75,20834
459.tiff,canine soft tissue sarcoma,2,0.8,20555
459.tiff,canine soft tissue sarcoma,2,0.85,20302
459.tiff,canine soft tissue sarcoma,2,0.9,20038
459.tiff,canine soft tissue sarcoma,2,0.95,19796
459.tiff,canine soft tissue sarcoma,2,1.0,19513
459.tiff,canine soft tissue sarcoma,2,1.05,19219
459.tiff,canine soft tissue sarcoma,2,1.1,18934
459.tiff,canine soft tissue sarcoma,2,1.15,18662
459.tiff,canine soft tissue sarcoma,2,1.2,18376
459.tiff,canine soft tissue sarcoma,2,1.25,18095
459.tiff,canine soft tissue sarcoma,2,1.3,17829
459.tiff,canine soft tissue sarcoma,2,1.35,17535
459.tiff,canine soft tissue sarcoma,2,1.4,17244
459.tiff,canine soft tissue sarcoma,2,1.45,16925
459.tiff,canine soft tissue sarcoma,2,1.5,16588
459.tiff,canine soft tissue sarcoma,2,1.55,16234
459.tiff,canine soft tissue sarcoma,2,1.6,15895
459.tiff,canine soft tissue sarcoma,2,1.65,15535
459.tiff,canine soft tissue sarcoma,2,1.7,15174
459.tiff,canine soft tissue sarcoma,2,1.75,14798
459.tiff,canine soft tissue sarcoma,2,1.8,14426
459.tiff,canine soft tissue sarcoma,2,1.85,14020
459.tiff,canine soft tissue sarcoma,2,1.9,13635
459.tiff,canine soft tissue sarcoma,2,1.95,13230
459.tiff,canine soft tissue sarcoma,2,2.0,12792
459.tiff,canine soft tissue sarcoma,2,2.05,12371
459.tiff,canine soft tissue sarcoma,2,2.1,11946
459.tiff,canine soft tissue sarcoma,2,2.15,11525
459.tiff,canine soft tissue sarcoma,2,2.2,11071
459.tiff,canine soft tissue sarcoma,2,2.25,10603
459.tiff,canine soft tissue sarcoma,2,2.3,10162
459.tiff,canine soft tissue sarcoma,2,2.35,9720
459.tiff,canine soft tissue sarcoma,2,2.4,9282
459.tiff,canine soft tissue sarcoma,2,2.45,8837
459.tiff,canine soft tissue sarcoma,2,2.5,8364
459.tiff,canine soft tissue sarcoma,2,2.55,7990
459.tiff,canine soft tissue sarcoma,2,2.6,7591
459.tiff,canine soft tissue sarcoma,2,2.65,7191
459.tiff,canine soft tissue sarcoma,2,2.7,6807
459.tiff,canine soft tissue sarcoma,2,2.75,6446
459.tiff,canine soft tissue sarcoma,2,2.8,6093
459.tiff,canine soft tissue sarcoma,2,2.85,5754
459.tiff,canine soft tissue sarcoma,2,2.9,5411
459.tiff,canine soft tissue sarcoma,2,2.95,5081
459.tiff,canine soft tissue sarcoma,2,3.0,4748
459.tiff,canine soft tissue sarcoma,2,3.05,4441
459.tiff,canine soft tissue sarcoma,2,3.1,4134
459.tiff,canine soft tissue sarcoma,2,3.15,3868
459.tiff,canine soft tissue sarcoma,2,3.2,3601
459.tiff,canine soft tissue sarcoma,2,3.25,3345
459.tiff,canine soft tissue sarcoma,2,3.3,3105
459.tiff,canine soft tissue sarcoma,2,3.35,2864
459.tiff,canine soft tissue sarcoma,2,3.4,2636
459.tiff,canine soft tissue sarcoma,2,3.45,2429
459.tiff,canine soft tissue sarcoma,2,3.5,2239
459.tiff,canine soft tissue sarcoma,2,3.55,2051
459.tiff,canine soft tissue sarcoma,2,3.6,1900
459.tiff,canine soft tissue sarcoma,2,3.65,1735
459.tiff,canine soft tissue sarcoma,2,3.7,1605
459.tiff,canine soft tissue sarcoma,2,3.75,1465
459.tiff,canine soft tissue sarcoma,2,3.8,1357
459.tiff,canine soft tissue sarcoma,2,3.85,1246
459.tiff,canine soft tissue sarcoma,2,3.9,1126
459.tiff,canine soft tissue sarcoma,2,3.95,1022
459.tiff,canine soft tissue sarcoma,2,4.0,932
459.tiff,canine soft tissue sarcoma,2,4.05,838
459.tiff,canine soft tissue sarcoma,2,4.1,771
459.tiff,canine soft tissue sarcoma,2,4.15,687
459.tiff,canine soft tissue sarcoma,2,4.2,632
459.tiff,canine soft tissue sarcoma,2,4.25,593
459.tiff,canine soft tissue sarcoma,2,4.3,536
459.tiff,canine soft tissue sarcoma,2,4.35,488
459.tiff,canine soft tissue sarcoma,2,4.4,446
459.tiff,canine soft tissue sarcoma,2,4.45,406
459.tiff,canine soft tissue sarcoma,2,4.5,365
459.tiff,canine soft tissue sarcoma,2,4.55,316
459.tiff,canine soft tissue sarcoma,2,4.6,301
459.tiff,canine soft tissue sarcoma,2,4.65,270
459.tiff,canine soft tissue sarcoma,2,4.7,239
459.tiff,canine soft tissue sarcoma,2,4.75,222
459.tiff,canine soft tissue sarcoma,2,4.8,196
459.tiff,canine soft tissue sarcoma,2,4.85,179
459.tiff,canine soft tissue sarcoma,2,4.9,164
459.tiff,canine soft tissue sarcoma,2,4.95,148
459.tiff,canine soft tissue sarcoma,2,5.0,137
459.tiff,canine soft tissue sarcoma,2,5.05,125
459.tiff,canine soft tissue sarcoma,2,5.1,114
459.tiff,canine soft tissue sarcoma,2,5.15,108
459.tiff,canine soft tissue sarcoma,2,5.2,92
459.tiff,canine soft tissue sarcoma,2,5.25,85
459.tiff,canine soft tissue sarcoma,2,5.3,82
459.tiff,canine soft tissue sarcoma,2,5.35,74
459.tiff,canine soft tissue sarcoma,2,5.4,67
459.tiff,canine soft tissue sarcoma,2,5.45,60
459.tiff,canine soft tissue sarcoma,2,5.5,56
459.tiff,canine soft tissue sarcoma,2,5.55,48
459.tiff,canine soft tissue sarcoma,2,5.6,44
459.tiff,canine soft tissue sarcoma,2,5.65,39
459.tiff,canine soft tissue sarcoma,2,5.7,36
459.tiff,canine soft tissue sarcoma,2,5.75,31
459.tiff,canine soft tissue sarcoma,2,5.8,25
459.tiff,canine soft tissue sarcoma,2,5.85,23
459.tiff,canine soft tissue sarcoma,2,5.9,21
459.tiff,canine soft tissue sarcoma,2,5.95,18
459.tiff,canine soft tissue sarcoma,2,6.0,16
459.tiff,canine soft tissue sarcoma,3,0.0,18902
459.tiff,canine soft tissue sarcoma,3,0.05,18813
459.tiff,canine soft tissue sarcoma,3,0.1,18688
459.tiff,canine soft tissue sarcoma,3,0.15,18550
459.tiff,canine soft tissue sarcoma,3,0.2,18427
459.tiff,canine soft tissue sarcoma,3,0.25,18281
459.tiff,canine soft tissue sarcoma,3,0.3,18121
459.tiff,canine soft tissue sarcoma,3,0.35,17953
459.tiff,canine soft tissue sarcoma,3,0.4,17777
459.tiff,canine soft tissue sarcoma,3,0.45,17601
459.tiff,canine soft tissue sarcoma,3,0.5,17450
459.tiff,canine soft tissue sarcoma,3,0.55,17275
459.tiff,canine soft tissue sarcoma,3,0.6,17096
459.tiff,canine soft tissue sarcoma,3,0.65,16915
459.tiff,canine soft tissue sarcoma,3,0.7,16726
459.tiff,canine soft tissue sarcoma,3,0.75,16543
459.tiff,canine soft tissue sarcoma,3,0.8,16355
459.tiff,canine soft tissue sarcoma,3,0.85,16160
459.tiff,canine soft tissue sarcoma,3,0.9,15983
459.tiff,canine soft tissue sarcoma,3,0.95,15773
459.tiff,canine soft tissue sarcoma,3,1.0,15537
459.tiff,canine soft tissue sarcoma,3,1.05,15334
459.tiff,canine soft tissue sarcoma,3,1.1,15131
459.tiff,canine soft tissue sarcoma,3,1.15,14900
459.tiff,canine soft tissue sarcoma,3,1.2,14682
459.tiff,canine soft tissue sarcoma,3,1.25,14463
459.tiff,canine soft tissue sarcoma,3,1.3,14233
459.tiff,canine soft tissue sarcoma,3,1.35,13985
459.tiff,canine soft tissue sarcoma,3,1.4,13725
459.tiff,canine soft tissue sarcoma,3,1.45,13465
459.tiff,canine soft tissue sarcoma,3,1.5,13199
459.tiff,canine soft tissue sarcoma,3,1.55,12922
459.tiff,canine soft tissue sarcoma,3,1.6,12622
459.tiff,canine soft tissue sarcoma,3,1.65,12318
459.tiff,canine soft tissue sarcoma,3,1.7,12024
459.tiff,canine soft tissue sarcoma,3,1.75,11728
459.tiff,canine soft tissue sarcoma,3,1.8,11424
459.tiff,canine soft tissue sarcoma,3,1.85,11112
459.tiff,canine soft tissue sarcoma,3,1.9,10788
459.tiff,canine soft tissue sarcoma,3,1.95,10431
459.tiff,canine soft tissue sarcoma,3,2.0,10086
459.tiff,canine soft tissue sarcoma,3,2.05,9738
459.tiff,canine soft tissue sarcoma,3,2.1,9389
459.tiff,canine soft tissue sarcoma,3,2.15,9007
459.tiff,canine soft tissue sarcoma,3,2.2,8690
459.tiff,canine soft tissue sarcoma,3,2.25,8283
459.tiff,canine soft tissue sarcoma,3,2.3,7968
459.tiff,canine soft tissue sarcoma,3,2.35,7619
459.tiff,canine soft tissue sarcoma,3,2.4,7272
459.tiff,canine soft tissue sarcoma,3,2.45,6888
459.tiff,canine soft tissue sarcoma,3,2.5,6570
459.tiff,canine soft tissue sarcoma,3,2.55,6208
459.tiff,canine soft tissue sarcoma,3,2.6,5892
459.tiff,canine soft tissue sarcoma,3,2.65,5588
459.tiff,canine soft tissue sarcoma,3,2.7,5230
459.tiff,canine soft tissue sarcoma,3,2.75,4930
459.tiff,canine soft tissue sarcoma,3,2.8,4642
459.tiff,canine soft tissue sarcoma,3,2.85,4364
459.tiff,canine soft tissue sarcoma,3,2.9,4099
459.tiff,canine soft tissue sarcoma,3,2.95,3863
459.tiff,canine soft tissue sarcoma,3,3.0,3596
459.tiff,canine soft tissue sarcoma,3,3.05,3335
459.tiff,canine soft tissue sarcoma,3,3.1,3125
459.tiff,canine soft tissue sarcoma,3,3.15,2904
459.tiff,canine soft tissue sarcoma,3,3.2,2673
459.tiff,canine soft tissue sarcoma,3,3.25,2469
459.tiff,canine soft tissue sarcoma,3,3.3,2281
459.tiff,canine soft tissue sarcoma,3,3.35,2101
459.tiff,canine soft tissue sarcoma,3,3.4,1949
459.tiff,canine soft tissue sarcoma,3,3.45,1791
459.tiff,canine soft tissue sarcoma,3,3.5,1645
459.tiff,canine soft tissue sarcoma,3,3.55,1506
459.tiff,canine soft tissue sarcoma,3,3.6,1371
459.tiff,canine soft tissue sarcoma,3,3.65,1247
459.tiff,canine soft tissue sarcoma,3,3.7,1141
459.tiff,canine soft tissue sarcoma,3,3.75,1027
459.tiff,canine soft tissue sarcoma,3,3.8,942
459.tiff,canine soft tissue sarcoma,3,3.85,866
459.tiff,canine soft tissue sarcoma,3,3.9,782
459.tiff,canine soft tissue sarcoma,3,3.95,719
459.tiff,canine soft tissue sarcoma,3,4.0,669
459.tiff,canine soft tissue sarcoma,3,4.05,607
459.tiff,canine soft tissue sarcoma,3,4.1,549
459.tiff,canine soft tissue sarcoma,3,4.15,493
459.tiff,canine soft tissue sarcoma,3,4.2,452
459.tiff,canine soft tissue sarcoma,3,4.25,405
459.tiff,canine soft tissue sarcoma,3,4.3,361
459.tiff,canine soft tissue sarcoma,3,4.35,315
459.tiff,canine soft tissue sarcoma,3,4.4,279
459.tiff,canine soft tissue sarcoma,3,4.45,255
459.tiff,canine soft tissue sarcoma,3,4.5,227
459.tiff,canine soft tissue sarcoma,3,4.55,217
459.tiff,canine soft tissue sarcoma,3,4.6,197
459.tiff,canine soft tissue sarcoma,3,4.65,183
459.tiff,canine soft tissue sarcoma,3,4.7,169
459.tiff,canine soft tissue sarcoma,3,4.75,155
459.tiff,canine soft tissue sarcoma,3,4.8,144
459.tiff,canine soft tissue sarcoma,3,4.85,129
459.tiff,canine soft tissue sarcoma,3,4.9,121
459.tiff,canine soft tissue sarcoma,3,4.95,112
459.tiff,canine soft tissue sarcoma,3,5.0,104
459.tiff,canine soft tissue sarcoma,3,5.05,99
459.tiff,canine soft tissue sarcoma,3,5.1,87
459.tiff,canine soft tissue sarcoma,3,5.15,81
459.tiff,canine soft tissue sarcoma,3,5.2,76
459.tiff,canine soft tissue sarcoma,3,5.25,75
459.tiff,canine soft tissue sarcoma,3,5.3,69
459.tiff,canine soft tissue sarcoma,3,5.35,63
459.tiff,canine soft tissue sarcoma,3,5.4,60
459.tiff,canine soft tissue sarcoma,3,5.45,57
459.tiff,canine soft tissue sarcoma,3,5.5,54
459.tiff,canine soft tissue sarcoma,3,5.55,50
459.tiff,canine soft tissue sarcoma,3,5.6,46
459.tiff,canine soft tissue sarcoma,3,5.65,40
459.tiff,canine soft tissue sarcoma,3,5.7,38
459.tiff,canine soft tissue sarcoma,3,5.75,31
459.tiff,canine soft tissue sarcoma,3,5.8,28
459.tiff,canine soft tissue sarcoma,3,5.85,25
459.tiff,canine soft tissue sarcoma,3,5.9,25
459.tiff,canine soft tissue sarcoma,3,5.95,24
459.tiff,canine soft tissue sarcoma,3,6.0,23
459.tiff,canine soft tissue sarcoma,4,0.0,20407
459.tiff,canine soft tissue sarcoma,4,0.05,20275
459.tiff,canine soft tissue sarcoma,4,0.1,20136
459.tiff,canine soft tissue sarcoma,4,0.15,19991
459.tiff,canine soft tissue sarcoma,4,0.2,19835
459.tiff,canine soft tissue sarcoma,4,0.25,19661
459.tiff,canine soft tissue sarcoma,4,0.3,19476
459.tiff,canine soft tissue sarcoma,4,0.35,19280
459.tiff,canine soft tissue sarcoma,4,0.4,19100
459.tiff,canine soft tissue sarcoma,4,0.45,18909
459.tiff,canine soft tissue sarcoma,4,0.5,18721
459.tiff,canine soft tissue sarcoma,4,0.55,18535
459.tiff,canine soft tissue sarcoma,4,0.6,18316
459.tiff,canine soft tissue sarcoma,4,0.65,18113
459.tiff,canine soft tissue sarcoma,4,0.7,17913
459.tiff,canine soft tissue sarcoma,4,0.75,17703
459.tiff,canine soft tissue sarcoma,4,0.8,17500
459.tiff,canine soft tissue sarcoma,4,0.85,17287
459.tiff,canine soft tissue sarcoma,4,0.9,17103
459.tiff,canine soft tissue sarcoma,4,0.95,16912
459.tiff,canine soft tissue sarcoma,4,1.0,16680
459.tiff,canine soft tissue sarcoma,4,1.05,16434
459.tiff,canine soft tissue sarcoma,4,1.1,16224
459.tiff,canine soft tissue sarcoma,4,1.15,16006
459.tiff,canine soft tissue sarcoma,4,1.2,15776
459.tiff,canine soft tissue sarcoma,4,1.25,15558
459.tiff,canine soft tissue sarcoma,4,1.3,15348
459.tiff,canine soft tissue sarcoma,4,1.35,15115
459.tiff,canine soft tissue sarcoma,4,1.4,14870
459.tiff,canine soft tissue sarcoma,4,1.45,14596
459.tiff,canine soft tissue sarcoma,4,1.5,14359
459.tiff,canine soft tissue sarcoma,4,1.55,14115
459.tiff,canine soft tissue sarcoma,4,1.6,13824
459.tiff,canine soft tissue sarcoma,4,1.65,13504
459.tiff,canine soft tissue sarcoma,4,1.7,13223
459.tiff,canine soft tissue sarcoma,4,1.75,12905
459.tiff,canine soft tissue sarcoma,4,1.8,12573
459.tiff,canine soft tissue sarcoma,4,1.85,12275
459.tiff,canine soft tissue sarcoma,4,1.9,11931
459.tiff,canine soft tissue sarcoma,4,1.95,11594
459.tiff,canine soft tissue sarcoma,4,2.0,11260
459.tiff,canine soft tissue sarcoma,4,2.05,10913
459.tiff,canine soft tissue sarcoma,4,2.1,10553
459.tiff,canine soft tissue sarcoma,4,2.15,10202
459.tiff,canine soft tissue sarcoma,4,2.2,9808
459.tiff,canine soft tissue sarcoma,4,2.25,9436
459.tiff,canine soft tissue sarcoma,4,2.3,9060
459.tiff,canine soft tissue sarcoma,4,2.35,8677
459.tiff,canine soft tissue sarcoma,4,2.4,8304
459.tiff,canine soft tissue sarcoma,4,2.45,7931
459.tiff,canine soft tissue sarcoma,4,2.5,7571
459.tiff,canine soft tissue sarcoma,4,2.55,7234
459.tiff,canine soft tissue sarcoma,4,2.6,6883
459.tiff,canine soft tissue sarcoma,4,2.65,6515
459.tiff,canine soft tissue sarcoma,4,2.7,6175
459.tiff,canine soft tissue sarcoma,4,2.75,5826
459.tiff,canine soft tissue sarcoma,4,2.8,5505
459.tiff,canine soft tissue sarcoma,4,2.85,5171
459.tiff,canine soft tissue sarcoma,4,2.9,4847
459.tiff,canine soft tissue sarcoma,4,2.95,4583
459.tiff,canine soft tissue sarcoma,4,3.0,4306
459.tiff,canine soft tissue sarcoma,4,3.05,4019
459.tiff,canine soft tissue sarcoma,4,3.1,3717
459.tiff,canine soft tissue sarcoma,4,3.15,3473
459.tiff,canine soft tissue sarcoma,4,3.2,3227
459.tiff,canine soft tissue sarcoma,4,3.25,3002
459.tiff,canine soft tissue sarcoma,4,3.3,2781
459.tiff,canine soft tissue sarcoma,4,3.35,2587
459.tiff,canine soft tissue sarcoma,4,3.4,2402
459.tiff,canine soft tissue sarcoma,4,3.45,2200
459.tiff,canine soft tissue sarcoma,4,3.5,2010
459.tiff,canine soft tissue sarcoma,4,3.55,1853
459.tiff,canine soft tissue sarcoma,4,3.6,1700
459.tiff,canine soft tissue sarcoma,4,3.65,1556
459.tiff,canine soft tissue sarcoma,4,3.7,1430
459.tiff,canine soft tissue sarcoma,4,3.75,1314
459.tiff,canine soft tissue sarcoma,4,3.8,1205
459.tiff,canine soft tissue sarcoma,4,3.85,1114
459.tiff,canine soft tissue sarcoma,4,3.9,1014
459.tiff,canine soft tissue sarcoma,4,3.95,938
459.tiff,canine soft tissue sarcoma,4,4.0,845
459.tiff,canine soft tissue sarcoma,4,4.05,782
459.tiff,canine soft tissue sarcoma,4,4.1,718
459.tiff,canine soft tissue sarcoma,4,4.15,649
459.tiff,canine soft tissue sarcoma,4,4.2,600
459.tiff,canine soft tissue sarcoma,4,4.25,536
459.tiff,canine soft tissue sarcoma,4,4.3,479
459.tiff,canine soft tissue sarcoma,4,4.35,433
459.tiff,canine soft tissue sarcoma,4,4.4,385
459.tiff,canine soft tissue sarcoma,4,4.45,348
459.tiff,canine soft tissue sarcoma,4,4.5,310
459.tiff,canine soft tissue sarcoma,4,4.55,286
459.tiff,canine soft tissue sarcoma,4,4.6,263
459.tiff,canine soft tissue sarcoma,4,4.65,238
459.tiff,canine soft tissue sarcoma,4,4.7,222
459.tiff,canine soft tissue sarcoma,4,4.75,198
459.tiff,canine soft tissue sarcoma,4,4.8,184
459.tiff,canine soft tissue sarcoma,4,4.85,165
459.tiff,canine soft tissue sarcoma,4,4.9,154
459.tiff,canine soft tissue sarcoma,4,4.95,140
459.tiff,canine soft tissue sarcoma,4,5.0,127
459.tiff,canine soft tissue sarcoma,4,5.05,120
459.tiff,canine soft tissue sarcoma,4,5.1,111
459.tiff,canine soft tissue sarcoma,4,5.15,104
459.tiff,canine soft tissue sarcoma,4,5.2,97
459.tiff,canine soft tissue sarcoma,4,5.25,95
459.tiff,canine soft tissue sarcoma,4,5.3,87
459.tiff,canine soft tissue sarcoma,4,5.35,81
459.tiff,canine soft tissue sarcoma,4,5.4,75
459.tiff,canine soft tissue sarcoma,4,5.45,73
459.tiff,canine soft tissue sarcoma,4,5.5,69
459.tiff,canine soft tissue sarcoma,4,5.55,62
459.tiff,canine soft tissue sarcoma,4,5.6,58
459.tiff,canine soft tissue sarcoma,4,5.65,52
459.tiff,canine soft tissue sarcoma,4,5.7,49
459.tiff,canine soft tissue sarcoma,4,5.75,47
459.tiff,canine soft tissue sarcoma,4,5.8,41
459.tiff,canine soft tissue sarcoma,4,5.85,37
459.tiff,canine soft tissue sarcoma,4,5.9,37
459.tiff,canine soft tissue sarcoma,4,5.95,33
459.tiff,canine soft tissue sarcoma,4,6.0,30
094.tiff,human breast cancer,0,0.0,34348
094.tiff,human breast cancer,0,0.05,34269
094.tiff,human breast cancer,0,0.1,34106
094.tiff,human breast cancer,0,0.15,33850
094.tiff,human breast cancer,0,0.2,33362
094.tiff,human breast cancer,0,0.25,32775
094.tiff,human breast cancer,0,0.3,32323
094.tiff,human breast cancer,0,0.35,31915
094.tiff,human breast cancer,0,0.4,31488
094.tiff,human breast cancer,0,0.45,31027
094.tiff,human breast cancer,0,0.5,30561
094.tiff,human breast cancer,0,0.55,30139
094.tiff,human breast cancer,0,0.6,29670
094.tiff,human breast cancer,0,0.65,29188
094.tiff,human breast cancer,0,0.7,28742
094.tiff,human breast cancer,0,0.75,28299
094.tiff,human breast cancer,0,0.8,27865
094.tiff,human breast cancer,0,0.85,27459
094.tiff,human breast cancer,0,0.9,27006
094.tiff,human breast cancer,0,0.95,26557
094.tiff,human breast cancer,0,1.0,26147
094.tiff,human breast cancer,0,1.05,25746
094.tiff,human breast cancer,0,1.1,25366
094.tiff,human breast cancer,0,1.15,24936
094.tiff,human breast cancer,0,1.2,24515
094.tiff,human breast cancer,0,1.25,24116
094.tiff,human breast cancer,0,1.3,23677
094.tiff,human breast cancer,0,1.35,23269
094.tiff,human breast cancer,0,1.4,22826
094.tiff,human breast cancer,0,1.45,22417
094.tiff,human breast cancer,0,1.5,22012
094.tiff,human breast cancer,0,1.55,21602
094.tiff,human breast cancer,0,1.6,21199
094.tiff,human breast cancer,0,1.65,20808
094.tiff,human breast cancer,0,1.7,20374
094.tiff,human breast cancer,0,1.75,19983
094.tiff,human breast cancer,0,1.8,19574
094.tiff,human breast cancer,0,1.85,19191
094.tiff,human breast cancer,0,1.9,18834
094.tiff,human breast cancer,0,1.95,18453
094.tiff,human breast cancer,0,2.0,18060
094.tiff,human breast cancer,0,2.05,17678
094.tiff,human breast cancer,0,2.1,17278
094.tiff,human breast cancer,0,2.15,16919
094.tiff,human breast cancer,0,2.2,16549
094.tiff,human breast cancer,0,2.25,16219
094.tiff,human breast cancer,0,2.3,15874
094.tiff,human breast cancer,0,2.35,15519
094.tiff,human breast cancer,0,2.4,15141
094.tiff,human breast cancer,0,2.45,14760
094.tiff,human breast cancer,0,2.5,14414
094.tiff,human breast cancer,0,2.55,14084
094.tiff,human breast cancer,0,2.6,13757
094.tiff,human breast cancer,0,2.65,13445
094.tiff,human breast cancer,0,2.7,13123
094.tiff,human breast cancer,0,2.75,12806
094.tiff,human breast cancer,0,2.8,12475
094.tiff,human breast cancer,0,2.85,12163
094.tiff,human breast cancer,0,2.9,11821
094.tiff,human breast cancer,0,2.95,11512
094.tiff,human breast cancer,0,3.0,11221
094.tiff,human breast cancer,0,3.05,10902
094.tiff,human breast cancer,0,3.1,10592
094.tiff,human breast cancer,0,3.15,10301
094.tiff,human breast cancer,0,3.2,10011
094.tiff,human breast cancer,0,3.25,9739
094.tiff,human breast cancer,0,3.3,9477
094.tiff,human breast cancer,0,3.35,9215
094.tiff,human breast cancer,0,3.4,8926
094.tiff,human breast cancer,0,3.45,8647
094.tiff,human breast cancer,0,3.5,8412
094.tiff,human breast cancer,0,3.55,8170
094.tiff,human breast cancer,0,3.6,7908
094.tiff,human breast cancer,0,3.65,7685
094.tiff,human breast cancer,0,3.7,7460
094.tiff,human breast cancer,0,3.75,7223
094.tiff,human breast cancer,0,3.8,6982
094.tiff,human breast cancer,0,3.85,6778
094.tiff,human breast cancer,0,3.9,6577
094.tiff,human breast cancer,0,3.95,6403
094.tiff,human breast cancer,0,4.0,6237
094.tiff,human breast cancer,0,4.05,6069
094.tiff,human breast cancer,0,4.1,5871
094.tiff,human breast cancer,0,4.15,5710
094.tiff,human breast cancer,0,4.2,5552
094.tiff,human breast cancer,0,4.25,5386
094.tiff,human breast cancer,0,4.3,5239
094.tiff,human breast cancer,0,4.35,5097
094.tiff,human breast cancer,0,4.4,4945
094.tiff,human breast cancer,0,4.45,4812
094.tiff,human breast cancer,0,4.5,4662
094.tiff,human breast cancer,0,4.55,4538
094.tiff,human breast cancer,0,4.6,4427
094.tiff,human breast cancer,0,4.65,4308
094.tiff,human breast cancer,0,4.7,4206
094.tiff,human breast cancer,0,4.75,4093
094.tiff,human breast cancer,0,4.8,3991
094.tiff,human breast cancer,0,4.85,3906
094.tiff,human breast cancer,0,4.9,3812
094.tiff,human breast cancer,0,4.95,3732
094.tiff,human breast cancer,0,5.0,3655
094.tiff,human breast cancer,0,5.05,3571
094.tiff,human breast cancer,0,5.1,3491
094.tiff,human breast cancer,0,5.15,3399
094.tiff,human breast cancer,0,5.2,3329
094.tiff,human breast cancer,0,5.25,3259
094.tiff,human breast cancer,0,5.3,3195
094.tiff,human breast cancer,0,5.35,3127
094.tiff,human breast cancer,0,5.4,3054
094.tiff,human breast cancer,0,5.45,2994
094.tiff,human breast cancer,0,5.5,2948
094.tiff,human breast cancer,0,5.55,2895
094.tiff,human breast cancer,0,5.6,2846
094.tiff,human breast cancer,0,5.65,2802
094.tiff,human breast cancer,0,5.7,2763
094.tiff,human breast cancer,0,5.75,2730
094.tiff,human breast cancer,0,5.8,2695
094.tiff,human breast cancer,0,5.85,2652
094.tiff,human breast cancer,0,5.9,2612
094.tiff,human breast cancer,0,5.95,2571
094.tiff,human breast cancer,0,6.0,2533
094.tiff,human breast cancer,1,0.0,27986
094.tiff,human breast cancer,1,0.05,27819
094.tiff,human breast cancer,1,0.1,27584
094.tiff,human breast cancer,1,0.15,27247
094.tiff,human breast cancer,1,0.2,26710
094.tiff,human breast cancer,1,0.25,26225
094.tiff,human breast cancer,1,0.3,25739
094.tiff,human breast cancer,1,0.35,25169
094.tiff,human breast cancer,1,0.4,24605
094.tiff,human breast cancer,1,0.45,24083
094.tiff,human breast cancer,1,0.5,23625
094.tiff,human breast cancer,1,0.55,23201
094.tiff,human breast cancer,1,0.6,22769
094.tiff,human breast cancer,1,0.65,22355
094.tiff,human breast cancer,1,0.7,21985
094.tiff,human breast cancer,1,0.75,21635
094.tiff,human breast cancer,1,0.8,21266
094.tiff,human breast cancer,1,0.85,20903
094.tiff,human breast cancer,1,0.9,20585
094.tiff,human breast cancer,1,0.95,20247
094.tiff,human breast cancer,1,1.0,19923
094.tiff,human breast cancer,1,1.05,19617
094.tiff,human breast cancer,1,1.1,19336
094.tiff,human breast cancer,1,1.15,19012
094.tiff,human breast cancer,1,1.2,18683
094.tiff,human breast cancer,1,1.25,18387
094.tiff,human breast cancer,1,1.3,18068
094.tiff,human breast cancer,1,1.35,17753
094.tiff,human breast cancer,1,1.4,17433
094.tiff,human breast cancer,1,1.45,17123
094.tiff,human breast cancer,1,1.5,16798
094.tiff,human breast cancer,1,1.55,16496
094.tiff,human breast cancer,1,1.6,16177
094.tiff,human breast cancer,1,1.65,15846
094.tiff,human breast cancer,1,1.7,15558
094.tiff,human breast cancer,1,1.75,15268
094.tiff,human breast cancer,1,1.8,14968
094.tiff,human breast cancer,1,1.85,14680
094.tiff,human breast cancer,1,1.9,14398
094.tiff,human breast cancer,1,1.95,14103
094.tiff,human breast cancer,1,2.0,13788
094.tiff,human breast cancer,1,2.05,13462
094.tiff,human breast cancer,1,2.1,13146
094.tiff,human breast cancer,1,2.15,12813
094.tiff,human breast cancer,1,2.2,12521
094.tiff,human breast cancer,1,2.25,12183
094.tiff,human breast cancer,1,2.3,11840
094.tiff,human breast cancer,1,2.35,11529
094.tiff,human breast cancer,1,2.4,11227
094.tiff,human breast cancer,1,2.45,10902
094.tiff,human breast cancer,1,2.5,10584
094.tiff,human breast cancer,1,2.55,10252
094.tiff,human breast cancer,1,2.6,9931
094.tiff,human breast cancer,1,2.65,9640
094.tiff,human breast cancer,1,2.7,9338
094.tiff,human breast cancer,1,2.75,9043
094.tiff,human breast cancer,1,2.8,8747
094.tiff,human breast cancer,1,2.85,8458
094.tiff,human breast cancer,1,2.9,8195
094.tiff,human breast cancer,1,2.95,7925
094.tiff,human breast cancer,1,3.0,7657
094.tiff,human breast cancer,1,3.05,7377
094.tiff,human breast cancer,1,3.1,7131
094.tiff,human breast cancer,1,3.15,6858
094.tiff,human breast cancer,1,3.2,6602
094.tiff,human breast cancer,1,3.25,6373
094.tiff,human breast cancer,1,3.3,6129
094.tiff,human breast cancer,1,3.35,5934
094.tiff,human breast cancer,1,3.4,5691
094.tiff,human breast cancer,1,3.45,5504
