file_name,method,seed_ann_id,channel,mpp,tightened_base_size,bbox_method,bbox_center_tolerance,seed_agreement_flagged,seed_n_agreement_pool,seed_n_after_border,seed_n_after_foreground,match_radius_px,n_gt_mitotic_eval,recall_at_k,roi_area_mm2,sens@1fp_mm2,sens@2fp_mm2,sens@4fp_mm2,sens@8fp_mm2,sens@16fp_mm2,sens@32fp_mm2,sens@64fp_mm2,k,topk_tp,topk_fp_lookalike,topk_fp_unannotated,n_lookalike_gt,lookalike_attraction_at_k,n_mitotic_gt,mitotic_recall_at_k,lookalike_attraction,mitotic_recall,n_detections_total,n_unanimous,recall_unanimous_at_k,n_contested,recall_contested_at_k,recall_unanimous,recall_contested,all_n_detections,all_tp,all_fp_lookalike,all_fp_unannotated,all_matched_any_gt,all_matched_frac,all_precision_mitotic,all_mitotic_gt_found,all_mitotic_gt_missed,all_lookalike_gt_found,all_lookalike_gt_missed,coverage_frac,nms_radius,n_augmentations,t_match_s,n_peaks,max_peak_score,n_after_nms,n_self_hits,seed_self_score,n_detections,max_detection_score,t_postprocess_s,t_total_s,tumor_type
301.tiff,find_and_suppress,14976,hematoxylin,0.2533,35,binary,0,False,164,162,136,29.6,217,0.2488479262672811,2.0,0.027649769585253458,0.06912442396313365,0.0967741935483871,0.11981566820276497,0.16129032258064516,0.19815668202764977,0.2304147465437788,217,54,13,150,109,0.11926605504587157,217,0.2488479262672811,0.963302752293578,0.9769585253456221,14428,163,0.2883435582822086,54,0.12962962962962962,0.9815950920245399,0.9629629629629629,14428,212,105,14111,317,0.021971167174936097,0.014693651233711207,212,5,105,4,0.8731,29.61,1,3.05,18442,1.0,14429,1,1.0,14428,0.9434542059898376,0.79,3.9,canine cutaneous mast cell tumor
201.tiff,find_and_suppress,4469,hematoxylin,0.2482,51,binary,0,False,7,7,6,30.2,17,0.17647058823529413,2.0,0.0,0.0,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.35294117647058826,17,3,2,12,49,0.04081632653061224,17,0.17647058823529413,0.4897959183673469,0.5882352941176471,513,6,0.0,11,0.2727272727272727,0.3333333333333333,0.7272727272727273,513,10,24,479,34,0.06627680311877919,0.01949317738787623,10,7,24,25,0.0448,30.22,1,2.75,515,1.0,514,1,1.0,513,0.6740785837173462,0.38,3.2,canine lung cancer
246.tiff,find_and_suppress,6549,hematoxylin,0.2482,51,binary,0,False,100,97,87,30.2,115,0.12173913043478261,2.0,0.017391304347826087,0.034782608695652174,0.05217391304347826,0.09565217391304348,0.12173913043478261,0.12173913043478261,0.12173913043478261,115,14,0,21,123,0.0,115,0.12173913043478261,0.0,0.12173913043478261,35,99,0.12121212121212122,16,0.125,0.12121212121212122,0.125,35,14,0,21,14,0.39999999998857144,0.39999999998857144,14,101,0,123,0.0031,30.22,1,2.16,36,0.9999995827674866,36,1,0.9999995827674866,35,0.584213137626648,0.32,2.5,canine lymphosarcoma
405.tiff,find_and_suppress,20562,hematoxylin,0.2482,51,binary,0,False,10,10,8,30.2,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,13,0,0,13,19,0.0,13,0.0,1.0,1.0,6224,9,0.0,4,0.0,1.0,1.0,6224,13,19,6192,32,0.005141388174806372,0.0020886889460150883,13,0,19,0,0.4983,30.22,1,1.94,6409,0.9999998807907104,6225,1,0.9999998807907104,6224,0.8436732888221741,0.32,2.3,canine soft tissue sarcoma
002.tiff,find_and_suppress,18,hematoxylin,0.2269,35,binary,0,False,7,7,7,33.1,8,0.0,2.01,0.0,0.0,0.0,0.0,0.125,0.25,0.25,8,0,0,8,7,0.0,8,0.0,0.8571428571428571,0.75,4592,6,0.0,2,0.0,0.8333333333333334,0.5,4592,6,6,4580,12,0.0026132404181178977,0.0013066202090589488,6,2,6,1,0.3597,33.05,1,1.76,5220,0.9999999403953552,4593,1,0.9999999403953552,4592,0.840964138507843,0.32,2.1,human breast cancer
506.tiff,find_and_suppress,24233,hematoxylin,0.2274,43,binary,0,False,8,8,8,33.0,11,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,11,12,0.0,11,0.0,0.5,0.5454545454545454,3901,7,0.0,4,0.0,0.7142857142857143,0.25,3901,6,6,3889,12,0.0030761343245313826,0.0015380671622656913,6,5,6,6,0.3029,32.98,1,1.63,4164,0.9999999403953552,3902,1,0.9999999403953552,3901,0.7821657061576843,0.28,1.9,human melanoma
350.tiff,find_and_suppress,18164,hematoxylin,0.2274,41,binary,0,True,4,4,4,33.0,3,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3,0,0,3,16,0.0,3,0.0,0.5,0.6666666666666666,3615,0,,3,0.0,,0.6666666666666666,3615,2,8,3605,10,0.0027662517289065653,0.0005532503457813131,2,1,8,8,0.2881,32.98,1,1.51,3793,0.9999997019767761,3616,1,0.9999997019767761,3615,0.7957387566566467,0.26,1.8,human neuroendocrine tumor
