subset,domain,file_name,image_id,seed_index,condition,keep_region,rank_key,seed_ann_id,click_cx,click_cy,mpp,match_radius_px,margin_px,is_recorded_seed,n_gt_mitotic,tpl_sha1,n_kept_px,n_filled_px,fill_value,n_peaks,max_peaks_binding,n_detections,n_blanked_px,n_near_click,near_click_detail,od_nan,rank_key_descending,t_search_s,tp_at_10,tp_at_20,tp_at_30,n_od_bit_exact,precision_at_10,precision_at_20,precision_at_30
testing_35,canine lung cancer,235.tiff,235,3,hem_rect_fill,the Otsu rectangle,tm_score,5836,5115.0,4168.0,0.24816562612969095,30.221751968503938,4,False,21,e82153c5847118f9e04f131886680d6e37ab6d1c,696,1905,0.017833545804023743,100,True,100,2601,0,,0,True,1.502,5,5,5,,0.5,0.25,0.16666666666666666
testing_35,canine lung cancer,235.tiff,235,3,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,5836,5115.0,4168.0,0.24816562612969095,30.221751968503938,4,False,21,99c0c1b5478888fb2913b6badc1f7dbd88b6a1d9,1184,1417,0.018813803791999817,100,True,100,2601,0,,0,True,1.471,3,5,6,,0.3,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,3,hem_rect_fill_1um,that rectangle + 1 um,tm_score,5836,5115.0,4168.0,0.24816562612969095,30.221751968503938,4,False,21,99c0c1b5478888fb2913b6badc1f7dbd88b6a1d9,1184,1417,0.018813803791999817,100,True,100,2601,0,,0,True,1.471,5,5,6,,0.5,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,3,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,5836,5115.0,4168.0,0.24816562612969095,30.221751968503938,4,False,21,a8121a395e5cc081dfc7e5d02eef8a847db4c4b7,827,1774,0.018077798187732697,100,True,100,2601,0,,0,True,1.437,3,5,6,,0.3,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,3,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,5836,5115.0,4168.0,0.24816562612969095,30.221751968503938,4,False,21,a8121a395e5cc081dfc7e5d02eef8a847db4c4b7,827,1774,0.018077798187732697,100,True,100,2601,0,,0,True,1.437,5,5,5,,0.5,0.25,0.16666666666666666
testing_35,canine lung cancer,235.tiff,235,4,default_51,the whole window,chromatin_od,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,622d0bfce3108ee20b3a449b3660ad8cad777287,2601,0,,100,True,100,2601,0,,0,True,1.456,4,5,6,,0.4,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,4,default_51,the whole window,tm_score,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,622d0bfce3108ee20b3a449b3660ad8cad777287,2601,0,,100,True,100,2601,0,,0,True,1.456,4,6,7,,0.4,0.3,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,4,hem_rect_fill,the Otsu rectangle,chromatin_od,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,208b413dd3905330277e2f1c8fdba92e9ec2cd9b,420,2181,0.009504042565822601,100,True,99,2601,0,,0,True,1.443,4,4,6,,0.4,0.2,0.2
testing_35,canine lung cancer,235.tiff,235,4,hem_rect_fill,the Otsu rectangle,tm_score,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,208b413dd3905330277e2f1c8fdba92e9ec2cd9b,420,2181,0.009504042565822601,100,True,99,2601,0,,0,True,1.443,4,7,7,,0.4,0.35,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,4,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,8947b334ed0e53a8d4faec2f50123bd33af95c33,828,1773,0.009570833295583725,100,True,98,2601,0,,0,True,1.427,4,5,6,,0.4,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,4,hem_rect_fill_1um,that rectangle + 1 um,tm_score,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,8947b334ed0e53a8d4faec2f50123bd33af95c33,828,1773,0.009570833295583725,100,True,98,2601,0,,0,True,1.427,4,7,7,,0.4,0.35,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,4,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,18b0ed405b46a3f9ad1497b606c8c88d531612c2,570,2031,0.009215096943080425,100,True,97,2601,0,,0,True,1.4,4,5,6,,0.4,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,4,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,5821,2419.0,2196.0,0.24816562612969095,30.221751968503938,4,False,21,18b0ed405b46a3f9ad1497b606c8c88d531612c2,570,2031,0.009215096943080425,100,True,97,2601,0,,0,True,1.4,4,7,7,,0.4,0.35,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,5,default_51,the whole window,chromatin_od,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,13e0fb4c424b350c4b8ac0090addd54da6609980,2601,0,,100,True,98,2601,0,,0,True,1.402,4,5,7,,0.4,0.25,0.23333333333333334
testing_35,canine lung cancer,235.tiff,235,5,default_51,the whole window,tm_score,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,13e0fb4c424b350c4b8ac0090addd54da6609980,2601,0,,100,True,98,2601,0,,0,True,1.402,3,5,6,,0.3,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,5,hem_rect_fill,the Otsu rectangle,chromatin_od,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,25d10bbdd8c0de9e0f48611250d72a7ac4d6fdfd,255,2346,0.020326020196080208,100,True,98,2601,0,,0,True,1.401,4,5,8,,0.4,0.25,0.26666666666666666
testing_35,canine lung cancer,235.tiff,235,5,hem_rect_fill,the Otsu rectangle,tm_score,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,25d10bbdd8c0de9e0f48611250d72a7ac4d6fdfd,255,2346,0.020326020196080208,100,True,98,2601,0,,0,True,1.401,3,4,6,,0.3,0.2,0.2
testing_35,canine lung cancer,235.tiff,235,5,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,9d2536e6052e7cd3274f72df8a68220b6c0a77b8,575,2026,0.020108042284846306,100,True,98,2601,0,,0,True,1.402,3,6,8,,0.3,0.3,0.26666666666666666
testing_35,canine lung cancer,235.tiff,235,5,hem_rect_fill_1um,that rectangle + 1 um,tm_score,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,9d2536e6052e7cd3274f72df8a68220b6c0a77b8,575,2026,0.020108042284846306,100,True,98,2601,0,,0,True,1.402,3,5,6,,0.3,0.25,0.2
testing_35,canine lung cancer,235.tiff,235,5,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,65edd1a5f561bf54e11c3615e8c29ebe11cf399d,452,2149,0.020401403307914734,100,True,99,2601,0,,0,True,1.397,3,5,8,,0.3,0.25,0.26666666666666666
testing_35,canine lung cancer,235.tiff,235,5,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,5841,940.0,4541.0,0.24816562612969095,30.221751968503938,4,False,21,65edd1a5f561bf54e11c3615e8c29ebe11cf399d,452,2149,0.020401403307914734,100,True,99,2601,0,,0,True,1.397,2,4,6,,0.2,0.2,0.2
testing_35,canine lung cancer,242.tiff,242,0,default_51,the whole window,chromatin_od,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,4b8d6b44c7b6feafd975e51a438eac79d96f507f,2601,0,,100,True,98,2601,0,,0,True,1.424,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,0,default_51,the whole window,tm_score,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,4b8d6b44c7b6feafd975e51a438eac79d96f507f,2601,0,,100,True,98,2601,0,,0,True,1.424,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,0,hem_rect_fill,the Otsu rectangle,chromatin_od,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,b389a58856a69461559b7fc2c0f3c94a81d37baa,506,2095,0.021044090390205383,100,True,99,2601,0,,0,True,1.601,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,0,hem_rect_fill,the Otsu rectangle,tm_score,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,b389a58856a69461559b7fc2c0f3c94a81d37baa,506,2095,0.021044090390205383,100,True,99,2601,0,,0,True,1.601,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,0,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,8295d555b94428d8b6ec88f7c3c7ccb51d049a40,930,1671,0.02122126892209053,100,True,99,2601,0,,0,True,1.561,0,1,1,,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,0,hem_rect_fill_1um,that rectangle + 1 um,tm_score,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,8295d555b94428d8b6ec88f7c3c7ccb51d049a40,930,1671,0.02122126892209053,100,True,99,2601,0,,0,True,1.561,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,0,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,2a1cb489c04272dadea2bfeb38cf65785c875ffa,636,1965,0.020901963114738464,100,True,99,2601,0,,0,True,1.589,0,1,1,,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,0,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,6180,2627.0,4231.0,0.24816562612969095,30.221751968503938,4,True,26,2a1cb489c04272dadea2bfeb38cf65785c875ffa,636,1965,0.020901963114738464,100,True,99,2601,0,,0,True,1.589,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,1,default_51,the whole window,chromatin_od,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,3ca0707257309321ce9441c5398a354cb17434a8,2601,0,,100,True,100,2601,0,,0,True,1.647,1,1,1,30.0,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,1,default_51,the whole window,tm_score,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,3ca0707257309321ce9441c5398a354cb17434a8,2601,0,,100,True,100,2601,0,,0,True,1.647,0,2,2,,0.0,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,1,hem_rect_fill,the Otsu rectangle,chromatin_od,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,0baa9d96688f4c868e8902dd7b70b5aa20ff6989,496,2105,0.02169717475771904,100,True,100,2601,0,,0,True,1.684,1,1,1,30.0,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,1,hem_rect_fill,the Otsu rectangle,tm_score,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,0baa9d96688f4c868e8902dd7b70b5aa20ff6989,496,2105,0.02169717475771904,100,True,100,2601,0,,0,True,1.684,1,2,2,,0.1,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,1,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,ea7afaa00143655edfc1145077c050b25d5c97e7,936,1665,0.021021973341703415,100,True,100,2601,0,,0,True,1.753,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,1,hem_rect_fill_1um,that rectangle + 1 um,tm_score,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,ea7afaa00143655edfc1145077c050b25d5c97e7,936,1665,0.021021973341703415,100,True,100,2601,0,,0,True,1.753,0,2,2,,0.0,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,1,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,e59c9077f16c04a32054ea0fcad2b812387aa7d8,642,1959,0.021318987011909485,100,True,100,2601,0,,0,True,1.748,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,1,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,6178,201.0,4168.0,0.24816562612969095,30.221751968503938,4,True,26,e59c9077f16c04a32054ea0fcad2b812387aa7d8,642,1959,0.021318987011909485,100,True,100,2601,0,,0,True,1.748,1,2,2,,0.1,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,2,default_51,the whole window,chromatin_od,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,2d5be10c1a4988bd23f452e77deaa9d4a9018528,2601,0,,100,True,99,2601,0,,0,True,1.727,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,2,default_51,the whole window,tm_score,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,2d5be10c1a4988bd23f452e77deaa9d4a9018528,2601,0,,100,True,99,2601,0,,0,True,1.727,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,2,hem_rect_fill,the Otsu rectangle,chromatin_od,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,f0fcc844e791924de45cab8040c62c62bf71fea4,1050,1551,0.023915911093354225,100,True,99,2601,0,,0,True,1.747,0,1,1,30.0,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,2,hem_rect_fill,the Otsu rectangle,tm_score,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,f0fcc844e791924de45cab8040c62c62bf71fea4,1050,1551,0.023915911093354225,100,True,99,2601,0,,0,True,1.747,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,2,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,bb96a089ad7f3051b0ef1c15ebc28f9e9b5c100a,1634,967,0.02466958947479725,100,True,99,2601,0,,0,True,1.861,0,1,1,,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,2,hem_rect_fill_1um,that rectangle + 1 um,tm_score,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,bb96a089ad7f3051b0ef1c15ebc28f9e9b5c100a,1634,967,0.02466958947479725,100,True,99,2601,0,,0,True,1.861,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,2,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,7f17d6e0e527626bab7ccd0a7da33cb94c0919e6,811,1790,0.023107966408133507,100,True,99,2601,0,,0,True,1.661,0,1,1,,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,2,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,6161,3464.0,1628.0,0.24816562612969095,30.221751968503938,4,True,26,7f17d6e0e527626bab7ccd0a7da33cb94c0919e6,811,1790,0.023107966408133507,100,True,99,2601,0,,0,True,1.661,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,3,default_51,the whole window,chromatin_od,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,4940eaeb8da8695f55767e1b9c1f192f56c3af53,2601,0,,100,True,99,2601,0,,0,True,1.655,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,3,default_51,the whole window,tm_score,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,4940eaeb8da8695f55767e1b9c1f192f56c3af53,2601,0,,100,True,99,2601,0,,0,True,1.655,0,1,2,,0.0,0.05,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,3,hem_rect_fill,the Otsu rectangle,chromatin_od,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,be1f1e6aeb3d699993b7fcf819b83ffdf7433ed1,322,2279,0.014302686788141727,100,True,100,2601,0,,0,True,1.668,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,3,hem_rect_fill,the Otsu rectangle,tm_score,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,be1f1e6aeb3d699993b7fcf819b83ffdf7433ed1,322,2279,0.014302686788141727,100,True,100,2601,0,,0,True,1.668,2,2,2,,0.2,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,3,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,1a7573ad534249030c60e014da5f96beb9137eb9,682,1919,0.013216912746429443,100,True,100,2601,0,,0,True,1.598,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,3,hem_rect_fill_1um,that rectangle + 1 um,tm_score,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,1a7573ad534249030c60e014da5f96beb9137eb9,682,1919,0.013216912746429443,100,True,100,2601,0,,0,True,1.598,0,2,2,,0.0,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,3,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,81171280c554a58fc7c82964ff49f8f75a4f53cc,475,2126,0.013715991750359535,100,True,100,2601,0,,0,True,1.609,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,3,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,6183,4101.0,3741.0,0.24816562612969095,30.221751968503938,4,False,26,81171280c554a58fc7c82964ff49f8f75a4f53cc,475,2126,0.013715991750359535,100,True,100,2601,0,,0,True,1.609,1,2,2,,0.1,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,4,default_51,the whole window,chromatin_od,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,135ced829c546e2f8195b6fd7aae4bb031ed0a34,2601,0,,100,True,100,2601,0,,0,True,1.609,1,2,2,,0.1,0.1,0.06666666666666667
testing_35,canine lung cancer,242.tiff,242,4,default_51,the whole window,tm_score,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,135ced829c546e2f8195b6fd7aae4bb031ed0a34,2601,0,,100,True,100,2601,0,,0,True,1.609,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,4,hem_rect_fill,the Otsu rectangle,chromatin_od,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,3da364e7fef1b4018679e561b754042b8400ce43,832,1769,0.01686563342809677,100,True,100,2601,0,,0,True,1.587,0,1,1,,0.0,0.05,0.03333333333333333
testing_35,canine lung cancer,242.tiff,242,4,hem_rect_fill,the Otsu rectangle,tm_score,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,3da364e7fef1b4018679e561b754042b8400ce43,832,1769,0.01686563342809677,100,True,100,2601,0,,0,True,1.587,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,4,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,4ff83ab39df9930d460b2d777f83421575920f0d,1360,1241,0.017912009730935097,100,True,100,2601,0,,0,True,1.509,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,4,hem_rect_fill_1um,that rectangle + 1 um,tm_score,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,4ff83ab39df9930d460b2d777f83421575920f0d,1360,1241,0.017912009730935097,100,True,100,2601,0,,0,True,1.509,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,4,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,8dcccb6e55c868ce7465035ebfde58c9a23be36d,1050,1551,0.016911450773477554,100,True,100,2601,0,,0,True,1.486,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,4,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,6171,3152.0,3196.0,0.24816562612969095,30.221751968503938,4,False,26,8dcccb6e55c868ce7465035ebfde58c9a23be36d,1050,1551,0.016911450773477554,100,True,100,2601,0,,0,True,1.486,0,0,0,,0.0,0.0,0.0
testing_35,canine lung cancer,242.tiff,242,5,default_51,the whole window,chromatin_od,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,80929e61249b290ebed5c02001b3928e58f49c3b,2601,0,,100,True,100,2601,0,,0,True,1.487,2,4,4,,0.2,0.2,0.13333333333333333
testing_35,canine lung cancer,242.tiff,242,5,default_51,the whole window,tm_score,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,80929e61249b290ebed5c02001b3928e58f49c3b,2601,0,,100,True,100,2601,0,,0,True,1.487,1,3,4,,0.1,0.15,0.13333333333333333
testing_35,canine lung cancer,242.tiff,242,5,hem_rect_fill,the Otsu rectangle,chromatin_od,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,faac892e66ebac2aacd458f78e0e3191f3253ee6,780,1821,0.01846032589673996,100,True,100,2601,0,,0,True,1.492,2,4,4,,0.2,0.2,0.13333333333333333
testing_35,canine lung cancer,242.tiff,242,5,hem_rect_fill,the Otsu rectangle,tm_score,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,faac892e66ebac2aacd458f78e0e3191f3253ee6,780,1821,0.01846032589673996,100,True,100,2601,0,,0,True,1.492,1,3,4,,0.1,0.15,0.13333333333333333
testing_35,canine lung cancer,242.tiff,242,5,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,debcdc903e2aca93430ec494c2b4e7990d27e78f,1292,1309,0.018110912293195724,100,True,100,2601,0,,0,True,1.441,2,4,4,,0.2,0.2,0.13333333333333333
testing_35,canine lung cancer,242.tiff,242,5,hem_rect_fill_1um,that rectangle + 1 um,tm_score,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,debcdc903e2aca93430ec494c2b4e7990d27e78f,1292,1309,0.018110912293195724,100,True,100,2601,0,,0,True,1.441,1,3,4,,0.1,0.15,0.13333333333333333
testing_35,canine lung cancer,242.tiff,242,5,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,b15c36186f2a8e985d596f2b9305123dc87638ad,761,1840,0.018510621041059494,100,True,100,2601,0,,0,True,1.435,2,4,4,,0.2,0.2,0.13333333333333333
testing_35,canine lung cancer,242.tiff,242,5,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,6165,4668.0,2361.0,0.24816562612969095,30.221751968503938,4,False,26,b15c36186f2a8e985d596f2b9305123dc87638ad,761,1840,0.018510621041059494,100,True,100,2601,0,,0,True,1.435,1,4,4,,0.1,0.2,0.13333333333333333
original_14,canine lymphosarcoma,245.tiff,245,0,default_51,the whole window,chromatin_od,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,4e2a055fabc3683dacc791dfd6abffc31e0f0a14,2601,0,,100,True,98,2601,0,,0,True,1.482,1,4,7,30.0,0.1,0.2,0.23333333333333334
original_14,canine lymphosarcoma,245.tiff,245,0,default_51,the whole window,tm_score,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,4e2a055fabc3683dacc791dfd6abffc31e0f0a14,2601,0,,100,True,98,2601,0,,0,True,1.482,1,2,3,,0.1,0.1,0.1
original_14,canine lymphosarcoma,245.tiff,245,0,hem_rect_fill,the Otsu rectangle,chromatin_od,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,40f449c40a93caef67a011b7185d07368b253ea5,483,2118,0.033517684787511826,100,True,97,2601,0,,0,True,1.732,2,4,5,30.0,0.2,0.2,0.16666666666666666
original_14,canine lymphosarcoma,245.tiff,245,0,hem_rect_fill,the Otsu rectangle,tm_score,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,40f449c40a93caef67a011b7185d07368b253ea5,483,2118,0.033517684787511826,100,True,97,2601,0,,0,True,1.732,2,7,10,,0.2,0.35,0.3333333333333333
original_14,canine lymphosarcoma,245.tiff,245,0,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,60518f25ae6dca994f56b0d8deef772957352ad6,899,1702,0.035420674830675125,100,True,97,2601,0,,0,True,1.672,2,3,6,,0.2,0.15,0.2
original_14,canine lymphosarcoma,245.tiff,245,0,hem_rect_fill_1um,that rectangle + 1 um,tm_score,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,60518f25ae6dca994f56b0d8deef772957352ad6,899,1702,0.035420674830675125,100,True,97,2601,0,,0,True,1.672,2,7,8,,0.2,0.35,0.26666666666666666
original_14,canine lymphosarcoma,245.tiff,245,0,hem_mask_fill_1um,the Otsu component + 1 um,chromatin_od,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,ea7402ae093754146a8b69f2dc74223e7db24a90,714,1887,0.034678418189287186,100,True,97,2601,0,,0,True,1.74,2,4,7,,0.2,0.2,0.23333333333333334
original_14,canine lymphosarcoma,245.tiff,245,0,hem_mask_fill_1um,the Otsu component + 1 um,tm_score,6317,4774.0,2184.0,0.24816562612969095,30.221751968503938,4,True,89,ea7402ae093754146a8b69f2dc74223e7db24a90,714,1887,0.034678418189287186,100,True,97,2601,0,,0,True,1.74,4,7,9,,0.4,0.35,0.3
original_14,canine lymphosarcoma,245.tiff,245,1,default_51,the whole window,chromatin_od,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,True,89,2340dc408bb5b7e9eb2242cc2a945081f8eb548f,2601,0,,100,True,98,2601,0,,0,True,1.739,0,0,1,30.0,0.0,0.0,0.03333333333333333
original_14,canine lymphosarcoma,245.tiff,245,1,default_51,the whole window,tm_score,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,True,89,2340dc408bb5b7e9eb2242cc2a945081f8eb548f,2601,0,,100,True,98,2601,0,,0,True,1.739,0,0,0,,0.0,0.0,0.0
original_14,canine lymphosarcoma,245.tiff,245,1,hem_rect_fill,the Otsu rectangle,chromatin_od,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,True,89,b441e785ab5abfd0ae5bc8dd5da129190feb4cdb,952,1649,0.03074057772755623,100,True,96,2601,0,,0,True,2.009,1,1,3,30.0,0.1,0.05,0.1
original_14,canine lymphosarcoma,245.tiff,245,1,hem_rect_fill,the Otsu rectangle,tm_score,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,True,89,b441e785ab5abfd0ae5bc8dd5da129190feb4cdb,952,1649,0.03074057772755623,100,True,96,2601,0,,0,True,2.009,0,1,2,,0.0,0.05,0.06666666666666667
original_14,canine lymphosarcoma,245.tiff,245,1,hem_rect_fill_1um,that rectangle + 1 um,chromatin_od,6243,794.0,170.0,0.24816562612969095,30.221751968503938,4,True,89,4c11dccac03f6dbc8c5c338b5424b81121a02886,1216,1385,0.03127513825893402,100,True,95,2601,0,,0,True,1.936,1,2,3,,0.1,0.1,0.1
