subset,domain,file_name,image_id,seed_index,condition,terms,rank_key,seed_ann_id,click_cx,click_cy,mpp,match_radius_px,n_gt_mitotic,tpl_sha1,n_peaks,n_detections,n_blanked_px,n_near_click,near_click_detail,od_nan,t_search_s,tp_at_10,tp_at_20,tp_at_30,n_od_bit_exact,precision_at_10,precision_at_20,precision_at_30
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,fill_alpha_0,shape only,tm_score,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,12674dc0e203af82ae91ac9fbbf975cf1ed267e9,100,99,2601,0,,0,2.13,5,9,11,,0.5,0.45,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,mass_only,mass only,chromatin_od,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,911619637b9281536176de96164957b9036bd37c,100,100,2601,0,,0,2.059,8,14,15,,0.8,0.7,0.5
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,mass_only,mass only,tm_score,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,911619637b9281536176de96164957b9036bd37c,100,100,2601,0,,0,2.059,6,10,11,,0.6,0.5,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,fill_alpha_1,shape + mass,chromatin_od,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,6161efce771a77bf44e5ff8a2e2bad44eb110175,100,100,2601,0,,0,1.981,8,14,16,30.0,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,fill_alpha_1,shape + mass,tm_score,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,6161efce771a77bf44e5ff8a2e2bad44eb110175,100,100,2601,0,,0,1.981,8,11,12,,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,default_51,untouched window,chromatin_od,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,e0a54924c6e475d75dfa8f644a8b0866d76cf759,100,100,2601,0,,0,2.554,8,11,12,30.0,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,default_51,untouched window,tm_score,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,e0a54924c6e475d75dfa8f644a8b0866d76cf759,100,100,2601,0,,0,2.554,4,9,11,,0.4,0.45,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_0,shape only,chromatin_od,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,59b76aa693d080eb819efd2096301016a810306f,100,97,2601,0,,0,2.133,8,9,11,30.0,0.8,0.45,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_0,shape only,tm_score,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,59b76aa693d080eb819efd2096301016a810306f,100,97,2601,0,,0,2.133,2,5,6,,0.2,0.25,0.2
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,mass_only,mass only,chromatin_od,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,aced282a4696ff539ecd494f952d3f151234b6b5,100,100,2601,0,,0,2.695,8,11,12,,0.8,0.55,0.4
