file_name,image_id,tumor_type,mpp,seed_ann_id,base_size,n_retries,map_median,mad_scale,deep_floor,n_pool,pad_px,nms_radius_px,match_radius_px,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,read_50,read_80,read_90,read_95,read_99,read_100,axis,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.50232,250,250,14,27,0.8235294117647058
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.50232,500,500,16,35,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.50232,1000,1000,17,38,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.50232,2000,2000,17,44,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.50232,5000,5000,17,48,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,25,25,8,5,0.47058823529411764
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,50,50,10,11,0.5882352941176471
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,100,100,14,23,0.8235294117647058
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,250,250,16,34,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,500,500,16,41,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,1000,1000,17,43,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,2000,2000,17,45,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,2.5,True,False,17,49,5622,0.4337,48,2,0.0,1.0,26.0,100.0,143.0,651.0,651.0,651.0,chromatin_od,1.50232,5000,5000,17,48,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,25,25,6,2,0.35294117647058826
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,50,50,11,5,0.6470588235294118
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,100,100,12,12,0.7058823529411765
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,250,250,14,27,0.8235294117647058
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,500,500,16,35,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,1000,1000,17,38,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,2000,2000,17,44,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,tm_score,score,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,42.0,244.0,275.0,665.0,665.0,665.0,tm_score,1.80847,5000,3202,17,48,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,25,25,9,6,0.5294117647058824
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,50,50,10,12,0.5882352941176471
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,100,100,14,25,0.8235294117647058
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,250,250,16,35,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,500,500,16,40,0.9411764705882353
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,1000,1000,17,45,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,2000,2000,17,47,1.0
201.tiff,201,canine lung cancer,0.2482,4457,51,0,-0.02843,0.6123,-0.94688,22631,25,20.148,30.222,chromatin_od,od,True,3.0,True,False,17,49,3202,0.262,48,2,0.0,1.0,24.0,94.0,135.0,554.0,554.0,554.0,chromatin_od,1.80847,5000,3202,17,48,1.0
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,100,100,49,11,0.4260869565217391
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,500,500,82,56,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,1000,1000,98,83,0.8521739130434782
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.17743,5000,5000,114,115,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,25,25,20,0,0.17391304347826086
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,50,50,30,2,0.2608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,100,100,45,10,0.391304347826087
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,250,250,67,24,0.5826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,500,500,81,39,0.7043478260869566
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,1000,1000,92,52,0.8
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,2000,2000,103,74,0.8956521739130435
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-1.0,True,False,115,123,30343,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2967.0,8530.0,13168.0,chromatin_od,-0.17743,5000,5000,111,104,0.9652173913043478
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,100,100,49,11,0.4260869565217391
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,500,500,82,56,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,1000,1000,98,83,0.8521739130434782
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.09178,5000,5000,114,115,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,25,25,20,0,0.17391304347826086
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,50,50,30,2,0.2608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,100,100,45,10,0.391304347826087
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,250,250,67,24,0.5826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,500,500,81,39,0.7043478260869566
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,1000,1000,92,52,0.8
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,2000,2000,103,74,0.8956521739130435
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,-0.5,True,False,115,123,30327,0.9987,123,2,0.0,1.0,173.0,912.0,2007.0,2966.0,8527.0,13162.0,chromatin_od,-0.09178,5000,5000,111,104,0.9652173913043478
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,100,100,49,11,0.4260869565217391
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,500,500,82,56,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,1000,1000,98,83,0.8521739130434782
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,-0.00613,5000,5000,114,115,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,25,25,20,0,0.17391304347826086
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,50,50,30,2,0.2608695652173913
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,100,100,45,10,0.391304347826087
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,250,250,67,24,0.5826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,500,500,81,39,0.7043478260869566
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,1000,1000,92,53,0.8
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,2000,2000,103,74,0.8956521739130435
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.0,True,False,115,123,30151,0.9985,123,2,0.0,1.0,173.0,910.0,2002.0,2957.0,8501.0,13123.0,chromatin_od,-0.00613,5000,5000,111,104,0.9652173913043478
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,25,25,21,1,0.1826086956521739
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,50,50,32,5,0.2782608695652174
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,100,100,49,11,0.4260869565217391
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,250,250,73,32,0.6347826086956522
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,500,500,82,56,0.7130434782608696
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,1000,1000,98,83,0.8521739130434782
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,2000,2000,110,95,0.9565217391304348
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,tm_score,score,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,134.0,688.0,1477.0,1912.0,4539.0,6268.0,tm_score,0.07953,5000,5000,114,115,0.991304347826087
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,172.0,899.0,1968.0,2913.0,8364.0,12888.0,chromatin_od,0.07953,25,25,20,0,0.17391304347826086
246.tiff,246,canine lymphosarcoma,0.2482,6548,41,0,-0.00613,0.17131,-0.26309,30343,20,20.148,30.222,chromatin_od,od,True,0.5,True,False,115,123,29247,0.9975,123,2,0.0,1.0,172.0,899.0,1968.0,2913.0,8364.0,12888.0,chromatin_od,0.07953,50,50,30,2,0.2608695652173913
