file_name,image_id,tumor_type,mpp,seed_index,seed_ann_id,n_retries,tightened_size,null_cell,area_ratio,arm_name,base_size,map_median,mad_scale,deep_floor,n_pool,pad_px,n_dup_fp,shortcut_ok,nms_radius_px,match_radius_px,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,read_50,read_80,read_90,read_95,read_99,read_100,axis,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,100,100,58,9,0.2672811059907834
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,250,250,88,12,0.4055299539170507
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,500,500,107,20,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,1000,1000,129,36,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,2000,2000,154,53,0.7096774193548387
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,531.0,4222.0,6619.0,8906.0,16873.0,20469.0,tm_score,0.26189,5000,5000,184,81,0.847926267281106
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,25,25,18,3,0.08294930875576037
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,50,50,40,3,0.18433179723502305
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,100,100,68,12,0.31336405529953915
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,250,250,112,21,0.5161290322580645
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,500,500,136,34,0.6267281105990783
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,1000,1000,160,57,0.7373271889400922
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,2000,2000,179,79,0.8248847926267281
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.0,True,False,217,109,21871,0.9702,109,2,0.0,1.0,222.0,1722.0,4587.0,7738.0,15243.0,17294.0,chromatin_od,0.26189,5000,5000,198,99,0.9124423963133641
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,100,100,58,9,0.2672811059907834
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,250,250,88,12,0.4055299539170507
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,500,500,107,20,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,1000,1000,129,36,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,2000,2000,154,53,0.7096774193548387
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,531.0,4222.0,6619.0,8906.0,16873.0,,tm_score,0.40157,5000,5000,184,81,0.847926267281106
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,25,25,18,3,0.08294930875576037
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,50,50,40,3,0.18433179723502305
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,100,100,68,11,0.31336405529953915
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,250,250,112,21,0.5161290322580645
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,500,500,135,35,0.6221198156682027
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,1000,1000,161,56,0.7419354838709677
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,2000,2000,180,79,0.8294930875576036
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,1.5,True,False,217,109,18027,0.9153,107,2,0.0,0.9907834101382489,219.0,1765.0,4318.0,7034.0,14969.0,,chromatin_od,0.40157,5000,5000,199,98,0.9170506912442397
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,100,100,58,9,0.2672811059907834
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,250,250,88,12,0.4055299539170507
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,500,500,107,20,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,1000,1000,129,36,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,2000,2000,154,53,0.7096774193548387
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,531.0,4222.0,6619.0,8906.0,,,tm_score,0.54126,5000,5000,184,81,0.847926267281106
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,25,25,18,3,0.08294930875576037
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,50,50,40,3,0.18433179723502305
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,100,100,69,11,0.31797235023041476
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,250,250,114,24,0.5253456221198156
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,500,500,137,36,0.631336405529954
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,1000,1000,160,55,0.7373271889400922
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,2000,2000,179,81,0.8248847926267281
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.0,True,False,217,109,12743,0.7691,104,2,0.0,0.9723502304147466,211.0,1675.0,3889.0,7553.0,,,chromatin_od,0.54126,5000,5000,200,98,0.9216589861751152
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,25,25,17,2,0.07834101382488479
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,50,50,32,5,0.14746543778801843
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,100,100,58,9,0.2672811059907834
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,250,250,88,12,0.4055299539170507
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,500,500,107,20,0.4930875576036866
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,1000,1000,129,36,0.5944700460829493
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,2000,2000,154,53,0.7096774193548387
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,tm_score,score,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,531.0,4222.0,6619.0,,,,tm_score,0.68095,5000,5000,184,81,0.847926267281106
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,208.0,1529.0,4285.0,,,,chromatin_od,0.68095,25,25,18,3,0.08294930875576037
301.tiff,301,canine cutaneous mast cell tumor,0.2533,0,14969,0,41,False,0.6463,base51,51,-0.01748,0.27937,-0.43654,25449,25,281,True,19.739,29.609,chromatin_od,od,True,2.5,True,False,217,109,7470,0.5245,97,2,0.0,0.9216589861751152,208.0,1529.0,4285.0,,,,chromatin_od,0.68095,50,50,40,3,0.18433179723502305
