subset,domain,file_name,image_id,seed_index,condition,alpha,seed_ann_id,click_cx,click_cy,mpp,match_radius_px,n_gt_mitotic,tpl_sha1,fill_value,ring_share,mass_to_shape,n_peaks,n_detections,n_blanked_px,n_near_click,near_click_detail,od_nan,od_descending,t_run_s,tp_at_10,tp_at_20,tp_at_30,n_od_bit_exact,precision_at_10,precision_at_20,precision_at_30
original_14,canine cutaneous mast cell tumor,301.tiff,301,1,fill_alpha_m1,-1.0,14874,6301.0,2294.0,0.2533008895448562,29.609055118110238,217,22f580298bb63124a9c6d9f3c9b8d1924b4f2f84,0.12709730863571167,0.4266750018109058,-1.3702949960435222,100,96,2601,0,,0,True,2.207,8,13,17,,0.8,0.65,0.5666666666666667
original_14,canine cutaneous mast cell tumor,301.tiff,301,1,fill_alpha_0,0.0,14874,6301.0,2294.0,0.2533008895448562,29.609055118110238,217,2f0d5e58d897eb17a6e6ae0ef5dd9f1340443458,0.07347460091114044,8.61729983989338e-09,0.0,100,99,2601,0,,0,True,1.884,8,17,26,,0.8,0.85,0.8666666666666667
original_14,canine cutaneous mast cell tumor,301.tiff,301,1,fill_alpha_1,1.0,14874,6301.0,2294.0,0.2533008895448562,29.609055118110238,217,8f7bed1d9d17fcd00be33335551837e6bcc96921,0.019851889461278915,0.4628038806724904,1.3702949960435222,100,100,2601,0,,0,True,1.835,8,17,27,,0.8,0.85,0.9
original_14,canine cutaneous mast cell tumor,301.tiff,301,1,fill_alpha_2,2.0,14874,6301.0,2294.0,0.2533008895448562,29.609055118110238,217,deedc7d3b7c832753e79911887bcf815e329b30d,-0.03377082198858261,0.5000000000000001,2.7405899920870445,100,100,2601,0,,0,True,1.849,8,17,27,,0.8,0.85,0.9
original_14,canine cutaneous mast cell tumor,301.tiff,301,2,default_51,,14782,6325.0,82.0,0.2533008895448562,29.609055118110238,217,9600ff68b2d3d3254f743b518d7c3969107d2226,,,,100,94,2601,0,,0,True,1.833,6,13,21,30.0,0.6,0.65,0.7
original_14,canine cutaneous mast cell tumor,301.tiff,301,2,fill_alpha_m1,-1.0,14782,6325.0,82.0,0.2533008895448562,29.609055118110238,217,d860b437aa31e02a91e68b1ba8f0c1fa1640ae2d,0.08409831672906876,0.4123589299417758,-0.956482997049978,100,89,2601,0,,0,True,1.806,5,8,9,,0.5,0.4,0.3
original_14,canine cutaneous mast cell tumor,301.tiff,301,2,fill_alpha_0,0.0,14782,6325.0,82.0,0.2533008895448562,29.609055118110238,217,5c3b523f531b97ca73197b3df60b15443a250fff,0.053783562034368515,1.7704903620512155e-08,0.0,100,94,2601,0,,0,True,1.817,10,20,29,,1.0,1.0,0.9666666666666667
original_14,canine cutaneous mast cell tumor,301.tiff,301,2,fill_alpha_1,1.0,14782,6325.0,82.0,0.2533008895448562,29.609055118110238,217,d13e958db108e84ddfec66d442d5085c81d7df54,0.023468809202313423,0.4454066640349445,0.956482997049978,100,98,2601,0,,0,True,1.884,8,18,28,,0.8,0.9,0.9333333333333333
original_14,canine cutaneous mast cell tumor,301.tiff,301,2,fill_alpha_2,2.0,14782,6325.0,82.0,0.2533008895448562,29.609055118110238,217,b4e2164bebacd4be22a33ffe2e43651f10995714,-0.006845943629741669,0.49999999999999994,1.912965994099956,100,98,2601,0,,0,True,1.874,7,17,27,,0.7,0.85,0.9
testing_35,canine cutaneous mast cell tumor,322.tiff,322,0,default_51,,16292,2677.0,483.0,0.2533008895448562,29.609055118110238,22,ed220061df4d6d8e95189123d2b53908948adfe9,,,,100,100,2601,0,,0,True,2.311,8,14,16,30.0,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,0,fill_alpha_m1,-1.0,16292,2677.0,483.0,0.2533008895448562,29.609055118110238,22,6384865ab8a14bcd66b882a5882d248f87342669,0.20882351696491241,0.47021179713990263,-1.400605205977535,100,92,2601,0,,0,True,2.366,5,7,7,,0.5,0.35,0.23333333333333334
testing_35,canine cutaneous mast cell tumor,322.tiff,322,0,fill_alpha_0,0.0,16292,2677.0,483.0,0.2533008895448562,29.609055118110238,22,23ba350565e02a309977b412ae360dfc2ebe4104,0.11165409535169601,5.2075127907233915e-09,0.0,100,99,2601,0,,0,True,2.804,8,13,13,,0.8,0.65,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,322.tiff,322,0,fill_alpha_1,1.0,16292,2677.0,483.0,0.2533008895448562,29.609055118110238,22,95486a089b0a82534bae322d15789a15e6f8a88b,0.014484677463769913,0.46648952765046114,1.400605205977535,100,100,2601,0,,0,True,2.365,8,14,16,,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,0,fill_alpha_2,2.0,16292,2677.0,483.0,0.2533008895448562,29.609055118110238,22,e7439532edc951f883e5327c566a1ccb22f6e80e,-0.08268474042415619,0.5,2.80121041195507,100,100,2601,0,,0,True,2.842,8,14,16,,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,1,default_51,,16270,870.0,4698.0,0.2533008895448562,29.609055118110238,22,270970a472f29471b5c475feec5a0e3cf3e118a2,,,,100,99,2601,0,,0,True,2.941,8,13,15,30.0,0.8,0.65,0.5
testing_35,canine cutaneous mast cell tumor,322.tiff,322,1,fill_alpha_m1,-1.0,16270,870.0,4698.0,0.2533008895448562,29.609055118110238,22,c7b6f0ddde8483effed449668dd10604429c7b80,0.21976856887340546,0.4950342995796733,-1.7573313728919802,100,95,2601,0,,0,True,2.905,6,7,7,,0.6,0.35,0.23333333333333334
testing_35,canine cutaneous mast cell tumor,322.tiff,322,1,fill_alpha_0,0.0,16270,870.0,4698.0,0.2533008895448562,29.609055118110238,22,0fad5d5946dc2c7232e7979d9070f40ebaddea13,0.11969514191150665,1.1190783525772054e-08,0.0,100,99,2601,0,,0,True,2.615,8,14,16,,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,1,fill_alpha_1,1.0,16270,870.0,4698.0,0.2533008895448562,29.609055118110238,22,666973bded1fad7844877c0bb35f4ee09e521369,0.019621718674898148,0.4875696706379302,1.7573313728919802,100,100,2601,0,,0,True,2.619,8,14,16,,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,1,fill_alpha_2,2.0,16270,870.0,4698.0,0.2533008895448562,29.609055118110238,22,f33443a184481164fbe186ca973d070c174c7020,-0.08045170456171036,0.5,3.5146627457839603,100,99,2601,0,,0,True,2.55,8,14,16,,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,default_51,,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,b50d97a204611772e6fcbd5dda16f08406a02e91,,,,100,100,2601,0,,0,True,2.574,8,14,15,30.0,0.8,0.7,0.5
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,fill_alpha_m1,-1.0,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,c4b2d120b28d91f3a71b810bdde70a0e5361451a,0.3040951192378998,0.49999999999999994,-2.507178673335816,100,92,2601,0,,0,True,2.445,7,8,8,,0.7,0.4,0.26666666666666666
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,fill_alpha_0,0.0,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,12674dc0e203af82ae91ac9fbbf975cf1ed267e9,0.1602366864681244,1.50236026875043e-08,0.0,100,99,2601,0,,0,True,2.323,8,14,14,,0.8,0.7,0.4666666666666667
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,fill_alpha_1,1.0,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,6161efce771a77bf44e5ff8a2e2bad44eb110175,0.016378246247768402,0.4969673638738452,2.507178673335816,100,100,2601,0,,0,True,2.165,8,14,16,,0.8,0.7,0.5333333333333333
testing_35,canine cutaneous mast cell tumor,322.tiff,322,2,fill_alpha_2,2.0,16265,1155.0,2592.0,0.2533008895448562,29.609055118110238,22,d69c68aa56f3a524521b56d95990ff9c595b16fc,-0.12748019397258759,0.5000000000000001,5.014357346671632,100,100,2601,0,,0,True,2.204,8,14,15,,0.8,0.7,0.5
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,default_51,,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,e0a54924c6e475d75dfa8f644a8b0866d76cf759,,,,100,100,2601,0,,0,True,2.921,8,11,12,30.0,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_m1,-1.0,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,090107640677433d9e4d924a983e7fc80e6facef,0.20268948376178741,0.49864342923482263,-2.1036823634459747,100,94,2601,0,,0,True,2.187,3,3,4,,0.3,0.15,0.13333333333333333
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_0,0.0,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,59b76aa693d080eb819efd2096301016a810306f,0.11090357601642609,7.250817734258885e-08,0.0,100,97,2601,0,,0,True,2.296,8,9,11,,0.8,0.45,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_1,1.0,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,1e5b43386b6c38805bc33724e331ba01b439927d,0.019117657095193863,0.49638543602235485,2.1036823634459747,100,100,2601,0,,0,True,2.158,8,11,13,,0.8,0.55,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_2,2.0,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,8661201d56c8a3efe05b0146063b6882ef5d1360,-0.07266825437545776,0.5,4.207364726891949,100,100,2601,0,,0,True,2.317,8,11,12,,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,default_51,,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,762dbb4ecf240b07be6ff242198f7a8622abb274,,,,100,100,2601,0,,0,True,2.376,8,11,13,30.0,0.8,0.55,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_m1,-1.0,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,bec23f6e3051194118c675aca2f15a50f8ffda4d,0.14449001848697662,0.4828624199225951,-1.6239639447238146,100,93,2601,0,,0,True,2.319,4,4,5,,0.4,0.2,0.16666666666666666
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_0,0.0,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,c0268812d99730db4941f685a327a332f32824d0,0.0786420926451683,4.2021074728355015e-08,0.0,100,97,2601,0,,0,True,2.09,6,7,8,,0.6,0.35,0.26666666666666666
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_1,1.0,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,4bf2f606df3c5d7045e909c0937547ebe732eb6c,0.012794175185263157,0.4969759206175279,1.6239639447238146,100,100,2601,0,,0,True,2.246,8,11,12,,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_2,2.0,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,dd2e0e6c15eb3ced9e3443b7fea8a5a7cebf914a,-0.05305374413728714,0.5000000000000001,3.247927889447629,100,100,2601,0,,0,True,1.979,8,11,12,,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,2,default_51,,17118,5688.0,3403.0,0.2533008895448562,29.609055118110238,29,2bcfdb350d19012a13d821c9fbaec76f88bd57b0,,,,100,100,2601,0,,0,True,1.914,8,11,13,30.0,0.8,0.55,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,337.tiff,337,2,fill_alpha_m1,-1.0,17118,5688.0,3403.0,0.2533008895448562,29.609055118110238,29,0febce2a18702fb5f1c0bdb83574e12e66372f2a,0.1633201390504837,0.44951676354174214,-1.352029687368076,100,94,2601,0,,0,True,1.913,4,4,4,,0.4,0.2,0.13333333333333333
testing_35,canine cutaneous mast cell tumor,337.tiff,337,2,fill_alpha_0,0.0,17118,5688.0,3403.0,0.2533008895448562,29.609055118110238,29,14c18f636f28ac05b0eca8169e322e7efc7c5dfc,0.08962177485227585,1.7358634908492168e-08,0.0,100,100,2601,0,,0,True,1.935,6,8,8,,0.6,0.4,0.26666666666666666
testing_35,canine cutaneous mast cell tumor,337.tiff,337,2,fill_alpha_1,1.0,17118,5688.0,3403.0,0.2533008895448562,29.609055118110238,29,f639dd346001779587d679b6dea38f8b9f45bb2f,0.015923406928777695,0.48212934658391116,1.352029687368076,100,100,2601,0,,0,True,1.862,8,11,13,,0.8,0.55,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,337.tiff,337,2,fill_alpha_2,2.0,17118,5688.0,3403.0,0.2533008895448562,29.609055118110238,29,7f8542fbe7c52214eb86b78e1e59ee910ffa4dca,-0.05777496099472046,0.5,2.704059374736152,100,100,2601,0,,0,True,1.966,8,11,11,,0.8,0.55,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,339.tiff,339,0,default_51,,17152,587.0,1289.0,0.2533008895448562,29.609055118110238,14,16ad063e052f9384fcfe7853f9ae7193697ef1ce,,,,100,99,2601,0,,0,True,2.857,4,5,7,30.0,0.4,0.25,0.23333333333333334
testing_35,canine cutaneous mast cell tumor,339.tiff,339,0,fill_alpha_m1,-1.0,17152,587.0,1289.0,0.2533008895448562,29.609055118110238,14,4b5a9bf17dacd31d493bf9b57726f2b1a14c9ee9,0.13632582128047943,0.40500490660035576,-1.145705869428799,100,95,2601,0,,0,True,2.787,1,2,2,,0.1,0.1,0.06666666666666667
testing_35,canine cutaneous mast cell tumor,339.tiff,339,0,fill_alpha_0,0.0,17152,587.0,1289.0,0.2533008895448562,29.609055118110238,14,2fcb48ab4e656231a68ad0d04b2e639ecfb346e3,0.07238887995481491,4.5211753620282114e-08,0.0,100,97,2601,0,,0,True,2.613,2,4,4,,0.2,0.2,0.13333333333333333
testing_35,canine cutaneous mast cell tumor,339.tiff,339,0,fill_alpha_1,1.0,17152,587.0,1289.0,0.2533008895448562,29.609055118110238,14,3654e1ea061efa92eaae0fad9414bcb2dbefa797,0.008451947011053562,0.42782071819800455,1.145705869428799,100,99,2601,0,,0,True,2.726,4,5,7,,0.4,0.25,0.23333333333333334
testing_35,canine cutaneous mast cell tumor,339.tiff,339,0,fill_alpha_2,2.0,17152,587.0,1289.0,0.2533008895448562,29.609055118110238,14,489c3d05eeacde99740b6cad245b0383d2b7d699,-0.055484987795352936,0.5,2.291411738857598,100,99,2601,0,,0,True,2.92,4,5,7,,0.4,0.25,0.23333333333333334
testing_35,canine cutaneous mast cell tumor,339.tiff,339,1,default_51,,17149,1659.0,41.0,0.2533008895448562,29.609055118110238,14,38beb41eb8ec6e2a146b623b80157d7ed89ed0f0,,,,100,100,2601,0,,0,True,3.165,4,5,5,30.0,0.4,0.25,0.16666666666666666
testing_35,canine cutaneous mast cell tumor,339.tiff,339,1,fill_alpha_m1,-1.0,17149,1659.0,41.0,0.2533008895448562,29.609055118110238,14,38f4e181c64f3ce6fbc56599dbf8e93d68aa9def,0.13192853331565857,0.43502368374326494,-1.2861539467638963,100,95,2601,0,,0,True,3.105,1,2,3,,0.1,0.1,0.1
testing_35,canine cutaneous mast cell tumor,339.tiff,339,1,fill_alpha_0,0.0,17149,1659.0,41.0,0.2533008895448562,29.609055118110238,14,f63435b827a0537a7c8a936db8213c40e0c41dfa,0.07165519893169403,4.2802439963145255e-08,0.0,100,100,2601,0,,0,True,2.956,4,4,4,,0.4,0.2,0.13333333333333333
testing_35,canine cutaneous mast cell tumor,339.tiff,339,1,fill_alpha_1,1.0,17149,1659.0,41.0,0.2533008895448562,29.609055118110238,14,f496b3496fb602287a408ebdafb57e77346f1318,0.011381865479052067,0.4310405215038354,1.2861539467638963,100,100,2601,0,,0,True,2.523,5,5,5,,0.5,0.25,0.16666666666666666
testing_35,canine cutaneous mast cell tumor,339.tiff,339,1,fill_alpha_2,2.0,17149,1659.0,41.0,0.2533008895448562,29.609055118110238,14,0a9057ca900daaa12f64eb02f5416486367eff2a,-0.04889146611094475,0.5,2.5723078935277925,100,100,2601,0,,0,True,2.585,5,5,5,,0.5,0.25,0.16666666666666666
testing_35,canine cutaneous mast cell tumor,339.tiff,339,2,default_51,,17151,4409.0,140.0,0.2533008895448562,29.609055118110238,14,d0b63c871f08a1d8deded9e96de17d1e1e7bcd10,,,,100,99,2601,0,,0,True,2.597,5,6,6,30.0,0.5,0.3,0.2
testing_35,canine cutaneous mast cell tumor,339.tiff,339,2,fill_alpha_m1,-1.0,17151,4409.0,140.0,0.2533008895448562,29.609055118110238,14,56c35ff763626afd4c74660f37646d65ab1f2573,0.1723458617925644,0.49805471977908855,-2.489378869061109,100,93,2601,0,,0,True,2.477,1,1,1,,0.1,0.05,0.03333333333333333
testing_35,canine cutaneous mast cell tumor,339.tiff,339,2,fill_alpha_0,0.0,17151,4409.0,140.0,0.2533008895448562,29.609055118110238,14,b8b806cfae5797bcd6ce17607f1655fd8250a4fe,0.089773029088974,3.704574546504863e-08,0.0,100,99,2601,0,,0,True,2.685,3,4,4,,0.3,0.2,0.13333333333333333
testing_35,canine cutaneous mast cell tumor,339.tiff,339,2,fill_alpha_1,1.0,17151,4409.0,140.0,0.2533008895448562,29.609055118110238,14,fafa6f80857d1eeae39318b58d7ac6d7a58dd7bc,0.0072001866064965725,0.49957635517980264,2.489378869061109,100,99,2601,0,,0,True,2.448,5,6,6,,0.5,0.3,0.2
testing_35,canine cutaneous mast cell tumor,339.tiff,339,2,fill_alpha_2,2.0,17151,4409.0,140.0,0.2533008895448562,29.609055118110238,14,56c536f193f7e563fc752ed1592fdbae41f34ab0,-0.07537265121936798,0.49999999999999994,4.978757738122218,100,98,2601,0,,0,True,2.523,5,7,8,,0.5,0.35,0.26666666666666666
testing_35,canine cutaneous mast cell tumor,343.tiff,343,0,default_51,,17382,5675.0,4651.0,0.2533008895448562,29.609055118110238,36,b774afe99b8c4f96ce18b56d8dea55e11395d6f6,,,,100,96,2601,0,,0,True,2.984,6,9,9,30.0,0.6,0.45,0.3
testing_35,canine cutaneous mast cell tumor,343.tiff,343,0,fill_alpha_m1,-1.0,17382,5675.0,4651.0,0.2533008895448562,29.609055118110238,36,f1fab7c6d85142181aa260e900e04adc27b40a54,0.13827010989189148,0.47470896630480336,-1.3883208102919262,100,91,2601,0,,0,True,2.763,0,0,0,,0.0,0.0,0.0
testing_35,canine cutaneous mast cell tumor,343.tiff,343,0,fill_alpha_0,0.0,17382,5675.0,4651.0,0.2533008895448562,29.609055118110238,36,6bcafe57d7cd3744ad8c6663b89aca19ceb193df,0.08258327096700668,6.556561263113436e-08,0.0,100,98,2601,0,,0,True,3.019,6,8,8,,0.6,0.4,0.26666666666666666
testing_35,canine cutaneous mast cell tumor,343.tiff,343,0,fill_alpha_1,1.0,17382,5675.0,4651.0,0.2533008895448562,29.609055118110238,36,993e97288ccf2160805601bc0b5841397c59ef86,0.026896443217992783,0.47060399163693933,1.3883208102919262,100,99,2601,0,,0,True,2.532,7,7,11,,0.7,0.35,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,343.tiff,343,0,fill_alpha_2,2.0,17382,5675.0,4651.0,0.2533008895448562,29.609055118110238,36,5cf3f59176648947d67f45bdc2c2cbf86831372e,-0.028790388256311417,0.5000000000000001,2.7766416205838524,100,100,2601,0,,0,True,2.528,7,9,10,,0.7,0.45,0.3333333333333333
testing_35,canine cutaneous mast cell tumor,343.tiff,343,1,default_51,,17363,489.0,4565.0,0.2533008895448562,29.609055118110238,36,6ece88324204eb4bf947a1e6e2d193312caddd58,,,,100,100,2601,0,,0,True,2.405,7,8,11,30.0,0.7,0.4,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,343.tiff,343,1,fill_alpha_m1,-1.0,17363,489.0,4565.0,0.2533008895448562,29.609055118110238,36,7a66646ddeb7956062f8aa878e26229693d58dce,0.09765923023223877,0.4317510750548305,-1.051159335576561,100,85,2601,0,,0,True,2.227,0,0,0,,0.0,0.0,0.0
testing_35,canine cutaneous mast cell tumor,343.tiff,343,1,fill_alpha_0,0.0,17363,489.0,4565.0,0.2533008895448562,29.609055118110238,36,b975a4f40d40f4d0dbe8a6d7e1f616b265183f5a,0.05749727413058281,1.1798605641900886e-08,0.0,100,99,2601,0,,0,True,2.127,5,5,8,,0.5,0.25,0.26666666666666666
