file_name,tumor_type,seed_index,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,match_radius_px,read_50,read_80,read_90,read_95,read_99,read_100,axis,cutoff_rule,z_used,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@current,od,True,1.0,True,False,217,109,16687,0.9357,107,2,0.0,1.0,29.609,178.0,1465.0,3617.0,5605.0,12590.0,15185.0,chromatin_od,current,1.0,100,100,76,11,0.35023041474654376
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@current,od,True,1.0,True,False,217,109,16687,0.9357,107,2,0.0,1.0,29.609,178.0,1465.0,3617.0,5605.0,12590.0,15185.0,chromatin_od,current,1.0,250,250,119,23,0.5483870967741935
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@current,od,True,1.0,True,False,217,109,16687,0.9357,107,2,0.0,1.0,29.609,178.0,1465.0,3617.0,5605.0,12590.0,15185.0,chromatin_od,current,1.0,500,500,143,40,0.6589861751152074
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@current,od,True,1.0,True,False,217,109,16687,0.9357,107,2,0.0,1.0,29.609,178.0,1465.0,3617.0,5605.0,12590.0,15185.0,chromatin_od,current,1.0,1000,1000,165,60,0.7603686635944701
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@current,od,True,1.0,True,False,217,109,16687,0.9357,107,2,0.0,1.0,29.609,178.0,1465.0,3617.0,5605.0,12590.0,15185.0,chromatin_od,current,1.0,2000,2000,183,81,0.8433179723502304
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@current,od,True,1.0,True,False,217,109,16687,0.9357,107,2,0.0,1.0,29.609,178.0,1465.0,3617.0,5605.0,12590.0,15185.0,chromatin_od,current,1.0,5000,5000,202,98,0.9308755760368663
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,25,25,21,3,0.0967741935483871
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,50,50,38,5,0.17511520737327188
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,100,100,71,7,0.3271889400921659
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,250,250,103,16,0.47465437788018433
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,500,500,122,27,0.5622119815668203
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,1000,1000,141,43,0.6497695852534562
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,2000,2000,169,62,0.7788018433179723
301.tiff,canine cutaneous mast cell tumor,0,tm_score@global,score,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,global,0.43783,5000,5000,196,98,0.9032258064516129
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,25,25,20,3,0.09216589861751152
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,50,50,41,3,0.1889400921658986
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,100,100,76,11,0.35023041474654376
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,250,250,119,23,0.5483870967741935
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,500,500,142,40,0.6543778801843319
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,1000,1000,165,60,0.7603686635944701
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,2000,2000,183,80,0.8433179723502304
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@global,od,True,0.43783,True,False,217,109,17523,0.9531,107,2,0.0,1.0,29.609,178.0,1479.0,3654.0,5675.0,12849.0,15648.0,chromatin_od,global,0.43783,5000,5000,202,98,0.9308755760368663
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,25,25,21,3,0.0967741935483871
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,50,50,38,5,0.17511520737327188
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,100,100,71,7,0.3271889400921659
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,250,250,103,16,0.47465437788018433
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,500,500,122,27,0.5622119815668203
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,1000,1000,141,43,0.6497695852534562
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,2000,2000,169,62,0.7788018433179723
301.tiff,canine cutaneous mast cell tumor,0,tm_score@domain,score,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,345.0,2103.0,4753.0,8716.0,11337.0,15326.0,tm_score,domain,1.06361,5000,5000,196,98,0.9032258064516129
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,25,25,20,3,0.09216589861751152
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,50,50,41,3,0.1889400921658986
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,100,100,76,11,0.35023041474654376
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,250,250,119,23,0.5483870967741935
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,500,500,143,40,0.6589861751152074
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,1000,1000,165,60,0.7603686635944701
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,2000,2000,183,81,0.8433179723502304
301.tiff,canine cutaneous mast cell tumor,0,chromatin_od@domain,od,True,1.06361,True,False,217,109,16568,0.9324,107,2,0.0,1.0,29.609,178.0,1463.0,3612.0,5599.0,12556.0,15125.0,chromatin_od,domain,1.06361,5000,5000,202,98,0.9308755760368663
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,25,25,19,1,0.08755760368663594
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,50,50,31,4,0.14285714285714285
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,100,100,53,11,0.24423963133640553
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,250,250,92,29,0.423963133640553
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,500,500,135,49,0.6221198156682027
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,1000,1000,158,60,0.728110599078341
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,2000,2000,181,86,0.8341013824884793
301.tiff,canine cutaneous mast cell tumor,1,tm_score@current,score,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,current,1.0,5000,5000,206,99,0.9493087557603687
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,25,25,17,2,0.07834101382488479
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,50,50,29,3,0.1336405529953917
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,100,100,54,6,0.2488479262672811
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,250,250,106,20,0.48847926267281105
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,500,500,135,32,0.6221198156682027
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,1000,1000,165,63,0.7603686635944701
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,2000,2000,188,87,0.8663594470046083
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@current,od,True,1.0,True,False,217,109,17635,0.9467,109,2,0.0,1.0,29.609,272.0,1343.0,2681.0,4437.0,7787.0,13471.0,chromatin_od,current,1.0,5000,5000,210,101,0.967741935483871
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,25,25,19,1,0.08755760368663594
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,50,50,31,4,0.14285714285714285
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,100,100,53,11,0.24423963133640553
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,250,250,92,29,0.423963133640553
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,500,500,135,49,0.6221198156682027
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,1000,1000,158,60,0.728110599078341
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,2000,2000,181,86,0.8341013824884793
301.tiff,canine cutaneous mast cell tumor,1,tm_score@global,score,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,global,0.43783,5000,5000,206,99,0.9493087557603687
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,25,25,17,2,0.07834101382488479
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,50,50,29,3,0.1336405529953917
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,100,100,54,6,0.2488479262672811
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,250,250,105,20,0.4838709677419355
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,500,500,135,32,0.6221198156682027
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,1000,1000,165,63,0.7603686635944701
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,2000,2000,188,87,0.8663594470046083
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@global,od,True,0.43783,True,False,217,109,18384,0.9644,109,2,0.0,1.0,29.609,273.0,1347.0,2695.0,4466.0,7858.0,13670.0,chromatin_od,global,0.43783,5000,5000,210,101,0.967741935483871
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,25,25,19,1,0.08755760368663594
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,50,50,31,4,0.14285714285714285
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,100,100,53,11,0.24423963133640553
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,250,250,92,29,0.423963133640553
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,500,500,135,49,0.6221198156682027
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,1000,1000,158,60,0.728110599078341
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,2000,2000,181,86,0.8341013824884793
301.tiff,canine cutaneous mast cell tumor,1,tm_score@domain,score,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,316.0,1554.0,3127.0,5842.0,10536.0,15130.0,tm_score,domain,1.06361,5000,5000,206,99,0.9493087557603687
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,25,25,17,2,0.07834101382488479
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,50,50,29,3,0.1336405529953917
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,100,100,54,6,0.2488479262672811
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,250,250,106,20,0.48847926267281105
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,500,500,135,32,0.6221198156682027
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,1000,1000,165,63,0.7603686635944701
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,2000,2000,188,87,0.8663594470046083
301.tiff,canine cutaneous mast cell tumor,1,chromatin_od@domain,od,True,1.06361,True,False,217,109,17481,0.9433,109,2,0.0,1.0,29.609,272.0,1341.0,2678.0,4431.0,7772.0,13409.0,chromatin_od,domain,1.06361,5000,5000,210,101,0.967741935483871
301.tiff,canine cutaneous mast cell tumor,2,tm_score@current,score,True,1.0,True,False,217,109,17529,0.9533,109,2,0.0,1.0,29.609,170.0,578.0,1172.0,2511.0,7044.0,12646.0,tm_score,current,1.0,25,25,19,6,0.08755760368663594
301.tiff,canine cutaneous mast cell tumor,2,tm_score@current,score,True,1.0,True,False,217,109,17529,0.9533,109,2,0.0,1.0,29.609,170.0,578.0,1172.0,2511.0,7044.0,12646.0,tm_score,current,1.0,50,50,39,6,0.17972350230414746
301.tiff,canine cutaneous mast cell tumor,2,tm_score@current,score,True,1.0,True,False,217,109,17529,0.9533,109,2,0.0,1.0,29.609,170.0,578.0,1172.0,2511.0,7044.0,12646.0,tm_score,current,1.0,100,100,72,10,0.3317972350230415
301.tiff,canine cutaneous mast cell tumor,2,tm_score@current,score,True,1.0,True,False,217,109,17529,0.9533,109,2,0.0,1.0,29.609,170.0,578.0,1172.0,2511.0,7044.0,12646.0,tm_score,current,1.0,250,250,131,28,0.6036866359447005
301.tiff,canine cutaneous mast cell tumor,2,tm_score@current,score,True,1.0,True,False,217,109,17529,0.9533,109,2,0.0,1.0,29.609,170.0,578.0,1172.0,2511.0,7044.0,12646.0,tm_score,current,1.0,500,500,168,57,0.7741935483870968
301.tiff,canine cutaneous mast cell tumor,2,tm_score@current,score,True,1.0,True,False,217,109,17529,0.9533,109,2,0.0,1.0,29.609,170.0,578.0,1172.0,2511.0,7044.0,12646.0,tm_score,current,1.0,1000,1000,192,76,0.8847926267281107
301.tiff,canine cutaneous mast cell tumor,2,tm_score@current,score,True,1.0,True,False,217,109,17529,0.9533,109,2,0.0,1.0,29.609,170.0,578.0,1172.0,2511.0,7044.0,12646.0,tm_score,current,1.0,2000,2000,204,93,0.9400921658986175
