pair,K,n_roi,n_clicks,pooled_delta_precision,wins,losses,ties,n_nonzero,exact_p,min_attainable_p,holm_family,holm_p,ci_low,ci_high,boot_share_ge_0,boot_share_le_0,boot_share_0_or_opposite,t_ci_low,t_ci_high,ci_excludes_0,t_ci_excludes_0,n_same_direction,majority_of_all_rois,d5_bar_met,d5_robustness
hem_rect_fill_1um - default_51,10,49,147,0.009523809523809525,14,7,28,21,0.22721195220947266,9.5367431640625e-07,new_pairs_6,0.8723868131637573,-0.004081632653061225,0.023809523809523808,0.9175,0.0951,0.0951,-0.004704267418723719,0.02375188646634277,False,False,14,False,False,not met
hem_rect_fill_1um - default_51,20,49,147,0.006122448979591836,15,11,23,26,0.21809670329093933,2.9802322387695312e-08,new_pairs_6,0.8723868131637573,-0.0020408163265306124,0.015646258503401362,0.927,0.0862,0.0862,-0.002976107360268202,0.015221005319451874,False,False,15,False,False,not met
hem_rect_fill_1um - default_51,30,49,147,0.009523809523809525,19,13,17,32,0.02404724108055234,4.656612873077393e-10,new_pairs_6,0.1202362054027617,0.0020408163265306124,0.018367346938775512,0.9964,0.0051,0.0051,0.0010548439419721337,0.01799277510564691,True,True,19,False,False,not met
hem_rect_fill_1um - hem_rect_fill,10,49,147,0.007482993197278911,9,1,39,10,0.015625,0.001953125,new_pairs_6,0.09375,0.0027210884353741495,0.013605442176870748,0.9995,0.0022,0.0022,0.0018642686480201164,0.013101717746537709,True,True,9,False,False,not met
hem_rect_fill_1um - hem_rect_fill,20,49,147,0.0013605442176870747,13,8,28,21,0.6782302856445312,9.5367431640625e-07,new_pairs_6,1.0,-0.003401360544217687,0.005782312925170068,0.7519,0.292,0.292,-0.0034103705284788976,0.006131458963853049,False,False,13,False,False,not met
hem_rect_fill_1um - hem_rect_fill,30,49,147,0.00022675736961451248,15,9,25,24,1.0,1.1920928955078125e-07,new_pairs_6,1.0,-0.0036281179138321997,0.003401360544217687,0.5985,0.4528,0.4528,-0.003428954329544786,0.003882469068773811,False,False,15,False,False,not met
hem_rect_fill - default_51,10,49,147,0.0020408163265306124,10,9,30,19,0.8456573486328125,3.814697265625e-06,reproduction_3,1.0,-0.010884353741496598,0.015646258503401362,0.6378,0.4054,0.4054,-0.011415767935174539,0.015497400588235764,False,False,10,False,False,not met
hem_rect_fill - default_51,20,49,147,0.004761904761904762,19,16,14,35,0.5046774359652773,5.820766091346741e-11,reproduction_3,1.0,-0.00510204081632653,0.017006802721088437,0.8069,0.2133,0.2133,-0.006591997696654474,0.016115807220463997,False,False,19,False,False,not met
hem_rect_fill - default_51,30,49,147,0.009297052154195011,20,14,15,34,0.06194035767111927,1.1641532182693481e-10,reproduction_3,0.18582107301335782,0.00045351473922902497,0.02040816326530612,0.9843,0.019,0.019,-0.0009278838970015833,0.019521988205391604,True,False,20,False,False,not met
