subset,domain,file_name,condition,n_clicks,tp_at_10,tp_at_20,tp_at_30,precision_at_10,precision_at_20,precision_at_30
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_m1,3,20,38,55,0.6666666666666666,0.6333333333333333,0.6111111111111112
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_0,3,27,49,72,0.9,0.8166666666666667,0.8
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_1,3,27,51,78,0.9,0.85,0.8666666666666667
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_2,3,27,51,79,0.9,0.85,0.8777777777777778
testing_35,human neuroendocrine tumor,401.tiff,default_51,3,21,26,28,0.7,0.43333333333333335,0.3111111111111111
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_m1,3,5,5,5,0.16666666666666666,0.08333333333333333,0.05555555555555555
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_0,3,15,17,18,0.5,0.2833333333333333,0.2
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_1,3,21,26,28,0.7,0.43333333333333335,0.3111111111111111
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_2,3,21,26,29,0.7,0.43333333333333335,0.32222222222222224
testing_35,human neuroendocrine tumor,404.tiff,default_51,3,13,23,32,0.43333333333333335,0.38333333333333336,0.35555555555555557
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_m1,3,8,14,20,0.26666666666666666,0.23333333333333334,0.2222222222222222
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_0,3,11,15,24,0.36666666666666664,0.25,0.26666666666666666
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_1,3,13,22,31,0.43333333333333335,0.36666666666666664,0.34444444444444444
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_2,3,12,25,34,0.4,0.4166666666666667,0.37777777777777777
