file_name,base_size,n_pre_nms_peaks,global_max_score,global_max_xy,global_max_dist_to_anchor,template_anchor,anchor_x_is_half_integer,anchor_y_is_half_integer,nearest_peak_xy,nearest_peak_dist,nearest_peak_score,match_radius_px,self_peak_survived_nms,self_peak_score_post_nms,self_peak_inside_self_hit_radius,annulus_rank0_tm_score,annulus_ordinal_tm_score,annulus_xy,annulus_score,annulus_dist_to_anchor,annulus_dist_to_click,annulus_dist_to_self_peak,n_detections,annulus_rank0_chromatin_od,annulus_ordinal_chromatin_od
403.tiff,31,53746,8.401,"(2225,2974)",0.5,"(2225.0,2974.5)",False,True,"(2225,2974)",0.5,8.401,33.06,True,8.401,True,3281,3282,"(2255,2988)",2.217,32.898,33.287,33.106,17626,393,394
