file_name,image_id,tumor_type,seed_index,seed_ann_id,mpp,map_median,mad_scale,deep_floor,n_peaks_deep,pad_px,match_radius_px,n_gt_within_seed_hole,nms_radius_um,nms_radius_tag,nms_radius_px,n_pool,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,read_50,read_80,read_90,read_95,read_99,read_100,axis,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,10,10,4,2,0.23529411764705882
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,25,25,6,4,0.35294117647058826
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,50,50,8,6,0.47058823529411764
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,75,75,10,6,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,100,100,10,8,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,150,150,10,8,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,200,200,11,8,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,250,250,11,8,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,300,300,11,9,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,400,400,12,9,0.7058823529411765
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,500,500,15,11,0.8823529411764706
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,750,750,16,13,0.9411764705882353
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,1000,1000,17,13,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,1500,1500,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,2000,2000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,3000,3000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,5000,5000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.07728,10000,10000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,10,10,6,2,0.35294117647058826
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,25,25,11,4,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,50,50,13,6,0.7647058823529411
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,75,75,15,6,0.8823529411764706
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,100,100,16,7,0.9411764705882353
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,150,150,16,9,0.9411764705882353
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,200,200,17,10,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,250,250,17,11,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,300,300,17,13,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,400,400,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,500,500,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,750,750,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,1000,1000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,1500,1500,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,2000,2000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,3000,3000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,5000,5000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,0.5,True,False,17,15,13434,0.8479,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.07728,10000,10000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,10,10,4,2,0.23529411764705882
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,25,25,6,4,0.35294117647058826
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,50,50,8,6,0.47058823529411764
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,75,75,10,6,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,100,100,10,8,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,150,150,10,8,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,200,200,11,8,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,250,250,11,8,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,300,300,11,9,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,400,400,12,9,0.7058823529411765
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,500,500,15,11,0.8823529411764706
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,750,750,16,13,0.9411764705882353
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,1000,1000,17,13,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,1500,1500,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,2000,2000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,3000,3000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,5000,5000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.19757,10000,10000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,10,10,6,2,0.35294117647058826
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,25,25,11,4,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,50,50,13,6,0.7647058823529411
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,75,75,15,6,0.8823529411764706
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,100,100,16,7,0.9411764705882353
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,150,150,16,9,0.9411764705882353
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,200,200,17,10,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,250,250,17,11,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,300,300,17,13,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,400,400,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,500,500,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,750,750,17,14,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,1000,1000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,1500,1500,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,2000,2000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,3000,3000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,5000,5000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,chromatin_od@r7.5,od,True,1.0,True,False,17,15,10108,0.6922,15,2,0.0,1.0,18.0,63.0,98.0,164.0,164.0,164.0,chromatin_od,0.19757,10000,10000,17,15,1.0
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,10,10,4,2,0.23529411764705882
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,25,25,6,4,0.35294117647058826
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,50,50,8,6,0.47058823529411764
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,75,75,10,6,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,100,100,10,8,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,150,150,10,8,0.5882352941176471
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,200,200,11,8,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,250,250,11,8,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,300,300,11,9,0.6470588235294118
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,400,400,12,9,0.7058823529411765
013.tiff,13,human breast cancer,0,254,0.22632,-0.04301,0.24057,-0.40386,36626,25,33.139,0,7.5,r7.5,33.139,16408,tm_score@r7.5,score,True,1.5,True,False,17,15,8253,0.5815,15,2,0.0,1.0,59.0,422.0,558.0,965.0,965.0,965.0,tm_score,0.31785,500,500,15,11,0.8823529411764706
