roi,shape,n_repeats,mean_ms,median_ms,min_ms,max_ms,max_over_median,p90_over_median
013.tiff,"(5412, 7215)",40,31.06214142171666,31.2109935330227,28.72811397537589,38.19097799714655,1.2236386501678869,1.0447764919911924
