file_name,seed,seed_ann_id,ranker,quantile,depth,n_found,n_gt_mitotic,ceiling,frac_of_pool
245.tiff,2,6331,od51_abs,0.98,19913,89,89,1.0,0.5704
245.tiff,2,6331,od51_abs,0.99,22844,89,89,1.0,0.6544
245.tiff,2,6331,od51_abs,1.0,22844,89,89,1.0,0.6544
245.tiff,2,6331,od51_sim,0.5,14228,89,89,1.0,0.4076
245.tiff,2,6331,od51_sim,0.9,32952,89,89,1.0,0.9439
245.tiff,2,6331,od51_sim,0.95,33273,89,89,1.0,0.9531
245.tiff,2,6331,od51_sim,0.98,33867,89,89,1.0,0.9702
245.tiff,2,6331,od51_sim,0.99,34024,89,89,1.0,0.9746
245.tiff,2,6331,od51_sim,1.0,34024,89,89,1.0,0.9746
245.tiff,2,6331,od51_onesided,0.5,744,89,89,1.0,0.0213
245.tiff,2,6331,od51_onesided,0.9,12725,89,89,1.0,0.3645
245.tiff,2,6331,od51_onesided,0.95,15457,89,89,1.0,0.4428
245.tiff,2,6331,od51_onesided,0.98,19913,89,89,1.0,0.5704
245.tiff,2,6331,od51_onesided,0.99,22844,89,89,1.0,0.6544
245.tiff,2,6331,od51_onesided,1.0,22844,89,89,1.0,0.6544
245.tiff,2,6331,feat_sim,0.5,2881,89,89,1.0,0.0825
245.tiff,2,6331,feat_sim,0.9,16233,89,89,1.0,0.465
245.tiff,2,6331,feat_sim,0.95,18102,89,89,1.0,0.5185
245.tiff,2,6331,feat_sim,0.98,31652,89,89,1.0,0.9067
245.tiff,2,6331,feat_sim,0.99,31999,89,89,1.0,0.9166
245.tiff,2,6331,feat_sim,1.0,31999,89,89,1.0,0.9166
245.tiff,3,6399,blob_abs,0.5,944,89,89,1.0,0.027
245.tiff,3,6399,blob_abs,0.9,10182,89,89,1.0,0.2917
245.tiff,3,6399,blob_abs,0.95,13480,89,89,1.0,0.3861
245.tiff,3,6399,blob_abs,0.98,15958,89,89,1.0,0.4571
245.tiff,3,6399,blob_abs,0.99,17472,89,89,1.0,0.5005
245.tiff,3,6399,blob_abs,1.0,17472,89,89,1.0,0.5005
245.tiff,3,6399,od51_abs,0.5,742,89,89,1.0,0.0213
245.tiff,3,6399,od51_abs,0.9,12725,89,89,1.0,0.3645
245.tiff,3,6399,od51_abs,0.95,15457,89,89,1.0,0.4428
245.tiff,3,6399,od51_abs,0.98,19913,89,89,1.0,0.5704
245.tiff,3,6399,od51_abs,0.99,22844,89,89,1.0,0.6544
245.tiff,3,6399,od51_abs,1.0,22844,89,89,1.0,0.6544
245.tiff,3,6399,od51_sim,0.5,2985,89,89,1.0,0.0855
245.tiff,3,6399,od51_sim,0.9,15261,89,89,1.0,0.4372
245.tiff,3,6399,od51_sim,0.95,16712,89,89,1.0,0.4787
245.tiff,3,6399,od51_sim,0.98,22501,89,89,1.0,0.6446
245.tiff,3,6399,od51_sim,0.99,22788,89,89,1.0,0.6528
245.tiff,3,6399,od51_sim,1.0,22788,89,89,1.0,0.6528
245.tiff,3,6399,od51_onesided,0.5,742,89,89,1.0,0.0213
245.tiff,3,6399,od51_onesided,0.9,12725,89,89,1.0,0.3645
245.tiff,3,6399,od51_onesided,0.95,15457,89,89,1.0,0.4428
245.tiff,3,6399,od51_onesided,0.98,19913,89,89,1.0,0.5704
245.tiff,3,6399,od51_onesided,0.99,22844,89,89,1.0,0.6544
245.tiff,3,6399,od51_onesided,1.0,22844,89,89,1.0,0.6544
245.tiff,3,6399,feat_sim,0.5,5574,89,89,1.0,0.1597
245.tiff,3,6399,feat_sim,0.9,19751,89,89,1.0,0.5658
245.tiff,3,6399,feat_sim,0.95,24830,89,89,1.0,0.7113
245.tiff,3,6399,feat_sim,0.98,32548,89,89,1.0,0.9324
245.tiff,3,6399,feat_sim,0.99,32884,89,89,1.0,0.942
245.tiff,3,6399,feat_sim,1.0,32884,89,89,1.0,0.942
245.tiff,4,6336,blob_abs,0.5,884,89,89,1.0,0.0253
245.tiff,4,6336,blob_abs,0.9,10182,89,89,1.0,0.2917
245.tiff,4,6336,blob_abs,0.95,13480,89,89,1.0,0.3861
245.tiff,4,6336,blob_abs,0.98,15958,89,89,1.0,0.4571
245.tiff,4,6336,blob_abs,0.99,17472,89,89,1.0,0.5005
245.tiff,4,6336,blob_abs,1.0,17472,89,89,1.0,0.5005
245.tiff,4,6336,od51_abs,0.5,742,89,89,1.0,0.0213
245.tiff,4,6336,od51_abs,0.9,12183,89,89,1.0,0.349
245.tiff,4,6336,od51_abs,0.95,15450,89,89,1.0,0.4426
245.tiff,4,6336,od51_abs,0.98,19277,89,89,1.0,0.5522
245.tiff,4,6336,od51_abs,0.99,19914,89,89,1.0,0.5705
245.tiff,4,6336,od51_abs,1.0,19914,89,89,1.0,0.5705
245.tiff,4,6336,od51_sim,0.5,27282,89,89,1.0,0.7815
245.tiff,4,6336,od51_sim,0.9,33806,89,89,1.0,0.9684
245.tiff,4,6336,od51_sim,0.95,33876,89,89,1.0,0.9704
245.tiff,4,6336,od51_sim,0.98,34051,89,89,1.0,0.9754
245.tiff,4,6336,od51_sim,0.99,34102,89,89,1.0,0.9769
245.tiff,4,6336,od51_sim,1.0,34102,89,89,1.0,0.9769
245.tiff,4,6336,od51_onesided,0.5,742,89,89,1.0,0.0213
245.tiff,4,6336,od51_onesided,0.9,12183,89,89,1.0,0.349
245.tiff,4,6336,od51_onesided,0.95,15450,89,89,1.0,0.4426
245.tiff,4,6336,od51_onesided,0.98,19277,89,89,1.0,0.5522
245.tiff,4,6336,od51_onesided,0.99,19914,89,89,1.0,0.5705
245.tiff,4,6336,od51_onesided,1.0,19914,89,89,1.0,0.5705
245.tiff,4,6336,feat_sim,0.5,13363,89,89,1.0,0.3828
245.tiff,4,6336,feat_sim,0.9,23779,89,89,1.0,0.6812
245.tiff,4,6336,feat_sim,0.95,26877,89,89,1.0,0.7699
245.tiff,4,6336,feat_sim,0.98,32447,89,89,1.0,0.9295
245.tiff,4,6336,feat_sim,0.99,32913,89,89,1.0,0.9428
245.tiff,4,6336,feat_sim,1.0,32913,89,89,1.0,0.9428
246.tiff,0,6536,blob_abs,0.5,187,111,115,0.9652,0.0089
246.tiff,0,6536,blob_abs,0.9,1044,111,115,0.9652,0.0496
246.tiff,0,6536,blob_abs,0.95,1756,111,115,0.9652,0.0834
246.tiff,0,6536,blob_abs,0.98,1965,111,115,0.9652,0.0933
246.tiff,0,6536,blob_abs,0.99,17320,111,115,0.9652,0.8225
246.tiff,0,6536,blob_abs,1.0,20492,111,115,0.9652,0.9731
246.tiff,0,6536,od51_abs,0.5,153,111,115,0.9652,0.0073
246.tiff,0,6536,od51_abs,0.9,1828,111,115,0.9652,0.0868
246.tiff,0,6536,od51_abs,0.95,3628,111,115,0.9652,0.1723
246.tiff,0,6536,od51_abs,0.98,8798,111,115,0.9652,0.4178
246.tiff,0,6536,od51_abs,0.99,16490,111,115,0.9652,0.7831
246.tiff,0,6536,od51_abs,1.0,20614,111,115,0.9652,0.9789
246.tiff,0,6536,od51_sim,0.5,5328,111,115,0.9652,0.253
246.tiff,0,6536,od51_sim,0.9,19039,111,115,0.9652,0.9041
246.tiff,0,6536,od51_sim,0.95,20517,111,115,0.9652,0.9743
246.tiff,0,6536,od51_sim,0.98,20582,111,115,0.9652,0.9774
246.tiff,0,6536,od51_sim,0.99,20609,111,115,0.9652,0.9787
246.tiff,0,6536,od51_sim,1.0,20614,111,115,0.9652,0.9789
246.tiff,0,6536,od51_onesided,0.5,153,111,115,0.9652,0.0073
246.tiff,0,6536,od51_onesided,0.9,1828,111,115,0.9652,0.0868
246.tiff,0,6536,od51_onesided,0.95,3628,111,115,0.9652,0.1723
246.tiff,0,6536,od51_onesided,0.98,8798,111,115,0.9652,0.4178
246.tiff,0,6536,od51_onesided,0.99,16490,111,115,0.9652,0.7831
246.tiff,0,6536,od51_onesided,1.0,20614,111,115,0.9652,0.9789
246.tiff,0,6536,feat_sim,0.5,1566,111,115,0.9652,0.0744
246.tiff,0,6536,feat_sim,0.9,12093,111,115,0.9652,0.5743
246.tiff,0,6536,feat_sim,0.95,19321,111,115,0.9652,0.9175
246.tiff,0,6536,feat_sim,0.98,20158,111,115,0.9652,0.9573
246.tiff,0,6536,feat_sim,0.99,20205,111,115,0.9652,0.9595
246.tiff,0,6536,feat_sim,1.0,20257,111,115,0.9652,0.962
246.tiff,1,6432,blob_abs,0.5,187,111,115,0.9652,0.0089
246.tiff,1,6432,blob_abs,0.9,1044,111,115,0.9652,0.0496
246.tiff,1,6432,blob_abs,0.95,1756,111,115,0.9652,0.0834
246.tiff,1,6432,blob_abs,0.98,1965,111,115,0.9652,0.0933
246.tiff,1,6432,blob_abs,0.99,17320,111,115,0.9652,0.8225
246.tiff,1,6432,blob_abs,1.0,20492,111,115,0.9652,0.9731
246.tiff,1,6432,od51_abs,0.5,190,111,115,0.9652,0.009
246.tiff,1,6432,od51_abs,0.9,1828,111,115,0.9652,0.0868
246.tiff,1,6432,od51_abs,0.95,3628,111,115,0.9652,0.1723
246.tiff,1,6432,od51_abs,0.98,8798,111,115,0.9652,0.4178
246.tiff,1,6432,od51_abs,0.99,16490,111,115,0.9652,0.7831
246.tiff,1,6432,od51_abs,1.0,20614,111,115,0.9652,0.9789
246.tiff,1,6432,od51_sim,0.5,266,111,115,0.9652,0.0126
246.tiff,1,6432,od51_sim,0.9,1880,111,115,0.9652,0.0893
246.tiff,1,6432,od51_sim,0.95,5797,111,115,0.9652,0.2753
246.tiff,1,6432,od51_sim,0.98,8798,111,115,0.9652,0.4178
246.tiff,1,6432,od51_sim,0.99,16490,111,115,0.9652,0.7831
246.tiff,1,6432,od51_sim,1.0,20614,111,115,0.9652,0.9789
246.tiff,1,6432,od51_onesided,0.5,190,111,115,0.9652,0.009
246.tiff,1,6432,od51_onesided,0.9,1828,111,115,0.9652,0.0868
246.tiff,1,6432,od51_onesided,0.95,3628,111,115,0.9652,0.1723
246.tiff,1,6432,od51_onesided,0.98,8798,111,115,0.9652,0.4178
246.tiff,1,6432,od51_onesided,0.99,16490,111,115,0.9652,0.7831
246.tiff,1,6432,od51_onesided,1.0,20614,111,115,0.9652,0.9789
246.tiff,1,6432,feat_sim,0.5,247,111,115,0.9652,0.0117
246.tiff,1,6432,feat_sim,0.9,2453,111,115,0.9652,0.1165
246.tiff,1,6432,feat_sim,0.95,16595,111,115,0.9652,0.7881
246.tiff,1,6432,feat_sim,0.98,19411,111,115,0.9652,0.9218
246.tiff,1,6432,feat_sim,0.99,20088,111,115,0.9652,0.9539
246.tiff,1,6432,feat_sim,1.0,20814,111,115,0.9652,0.9884
246.tiff,2,6548,blob_abs,0.5,191,111,115,0.9652,0.0091
246.tiff,2,6548,blob_abs,0.9,1044,111,115,0.9652,0.0496
246.tiff,2,6548,blob_abs,0.95,1756,111,115,0.9652,0.0834
246.tiff,2,6548,blob_abs,0.98,1965,111,115,0.9652,0.0933
246.tiff,2,6548,blob_abs,0.99,17320,111,115,0.9652,0.8225
246.tiff,2,6548,blob_abs,1.0,20492,111,115,0.9652,0.9731
246.tiff,2,6548,od51_abs,0.5,190,111,115,0.9652,0.009
246.tiff,2,6548,od51_abs,0.9,1828,111,115,0.9652,0.0868
246.tiff,2,6548,od51_abs,0.95,3628,111,115,0.9652,0.1723
246.tiff,2,6548,od51_abs,0.98,8798,111,115,0.9652,0.4178
246.tiff,2,6548,od51_abs,0.99,16490,111,115,0.9652,0.7831
246.tiff,2,6548,od51_abs,1.0,20614,111,115,0.9652,0.9789
246.tiff,2,6548,od51_sim,0.5,258,111,115,0.9652,0.0123
246.tiff,2,6548,od51_sim,0.9,1880,111,115,0.9652,0.0893
246.tiff,2,6548,od51_sim,0.95,5797,111,115,0.9652,0.2753
246.tiff,2,6548,od51_sim,0.98,8798,111,115,0.9652,0.4178
246.tiff,2,6548,od51_sim,0.99,16490,111,115,0.9652,0.7831
246.tiff,2,6548,od51_sim,1.0,20614,111,115,0.9652,0.9789
246.tiff,2,6548,od51_onesided,0.5,190,111,115,0.9652,0.009
246.tiff,2,6548,od51_onesided,0.9,1828,111,115,0.9652,0.0868
246.tiff,2,6548,od51_onesided,0.95,3628,111,115,0.9652,0.1723
246.tiff,2,6548,od51_onesided,0.98,8798,111,115,0.9652,0.4178
246.tiff,2,6548,od51_onesided,0.99,16490,111,115,0.9652,0.7831
246.tiff,2,6548,od51_onesided,1.0,20614,111,115,0.9652,0.9789
246.tiff,2,6548,feat_sim,0.5,165,111,115,0.9652,0.0078
246.tiff,2,6548,feat_sim,0.9,1863,111,115,0.9652,0.0885
246.tiff,2,6548,feat_sim,0.95,15405,111,115,0.9652,0.7316
246.tiff,2,6548,feat_sim,0.98,19515,111,115,0.9652,0.9267
246.tiff,2,6548,feat_sim,0.99,20305,111,115,0.9652,0.9642
246.tiff,2,6548,feat_sim,1.0,20592,111,115,0.9652,0.9779
246.tiff,3,6433,blob_abs,0.5,191,111,115,0.9652,0.0091
246.tiff,3,6433,blob_abs,0.9,1044,111,115,0.9652,0.0496
246.tiff,3,6433,blob_abs,0.95,1756,111,115,0.9652,0.0834
246.tiff,3,6433,blob_abs,0.98,1965,111,115,0.9652,0.0933
246.tiff,3,6433,blob_abs,0.99,17320,111,115,0.9652,0.8225
246.tiff,3,6433,blob_abs,1.0,20492,111,115,0.9652,0.9731
246.tiff,3,6433,od51_abs,0.5,190,111,115,0.9652,0.009
246.tiff,3,6433,od51_abs,0.9,1828,111,115,0.9652,0.0868
246.tiff,3,6433,od51_abs,0.95,3628,111,115,0.9652,0.1723
246.tiff,3,6433,od51_abs,0.98,8798,111,115,0.9652,0.4178
246.tiff,3,6433,od51_abs,0.99,16490,111,115,0.9652,0.7831
246.tiff,3,6433,od51_abs,1.0,20614,111,115,0.9652,0.9789
246.tiff,3,6433,od51_sim,0.5,238,111,115,0.9652,0.0113
246.tiff,3,6433,od51_sim,0.9,1880,111,115,0.9652,0.0893
246.tiff,3,6433,od51_sim,0.95,3700,111,115,0.9652,0.1757
246.tiff,3,6433,od51_sim,0.98,8798,111,115,0.9652,0.4178
246.tiff,3,6433,od51_sim,0.99,16490,111,115,0.9652,0.7831
246.tiff,3,6433,od51_sim,1.0,20614,111,115,0.9652,0.9789
246.tiff,3,6433,od51_onesided,0.5,190,111,115,0.9652,0.009
246.tiff,3,6433,od51_onesided,0.9,1828,111,115,0.9652,0.0868
246.tiff,3,6433,od51_onesided,0.95,3628,111,115,0.9652,0.1723
246.tiff,3,6433,od51_onesided,0.98,8798,111,115,0.9652,0.4178
246.tiff,3,6433,od51_onesided,0.99,16490,111,115,0.9652,0.7831
246.tiff,3,6433,od51_onesided,1.0,20614,111,115,0.9652,0.9789
246.tiff,3,6433,feat_sim,0.5,176,111,115,0.9652,0.0084
246.tiff,3,6433,feat_sim,0.9,1296,111,115,0.9652,0.0615
246.tiff,3,6433,feat_sim,0.95,16179,111,115,0.9652,0.7683
246.tiff,3,6433,feat_sim,0.98,19173,111,115,0.9652,0.9105
246.tiff,3,6433,feat_sim,0.99,20241,111,115,0.9652,0.9612
246.tiff,3,6433,feat_sim,1.0,20624,111,115,0.9652,0.9794
246.tiff,4,6424,blob_abs,0.5,187,111,115,0.9652,0.0089
246.tiff,4,6424,blob_abs,0.9,1044,111,115,0.9652,0.0496
246.tiff,4,6424,blob_abs,0.95,1756,111,115,0.9652,0.0834
246.tiff,4,6424,blob_abs,0.98,1965,111,115,0.9652,0.0933
246.tiff,4,6424,blob_abs,0.99,17320,111,115,0.9652,0.8225
246.tiff,4,6424,blob_abs,1.0,20492,111,115,0.9652,0.9731
246.tiff,4,6424,od51_abs,0.5,153,111,115,0.9652,0.0073
246.tiff,4,6424,od51_abs,0.9,1828,111,115,0.9652,0.0868
246.tiff,4,6424,od51_abs,0.95,3628,111,115,0.9652,0.1723
246.tiff,4,6424,od51_abs,0.98,8798,111,115,0.9652,0.4178
246.tiff,4,6424,od51_abs,0.99,16490,111,115,0.9652,0.7831
246.tiff,4,6424,od51_abs,1.0,20614,111,115,0.9652,0.9789
246.tiff,4,6424,od51_sim,0.5,1542,111,115,0.9652,0.0732
246.tiff,4,6424,od51_sim,0.9,12539,111,115,0.9652,0.5955
246.tiff,4,6424,od51_sim,0.95,18823,111,115,0.9652,0.8939
246.tiff,4,6424,od51_sim,0.98,20095,111,115,0.9652,0.9543
246.tiff,4,6424,od51_sim,0.99,20566,111,115,0.9652,0.9766
246.tiff,4,6424,od51_sim,1.0,20614,111,115,0.9652,0.9789
246.tiff,4,6424,od51_onesided,0.5,153,111,115,0.9652,0.0073
246.tiff,4,6424,od51_onesided,0.9,1828,111,115,0.9652,0.0868
246.tiff,4,6424,od51_onesided,0.95,3628,111,115,0.9652,0.1723
246.tiff,4,6424,od51_onesided,0.98,8798,111,115,0.9652,0.4178
246.tiff,4,6424,od51_onesided,0.99,16490,111,115,0.9652,0.7831
246.tiff,4,6424,od51_onesided,1.0,20614,111,115,0.9652,0.9789
246.tiff,4,6424,feat_sim,0.5,1554,111,115,0.9652,0.0738
246.tiff,4,6424,feat_sim,0.9,11031,111,115,0.9652,0.5238
246.tiff,4,6424,feat_sim,0.95,19457,111,115,0.9652,0.924
246.tiff,4,6424,feat_sim,0.98,19950,111,115,0.9652,0.9474
246.tiff,4,6424,feat_sim,0.99,20411,111,115,0.9652,0.9693
246.tiff,4,6424,feat_sim,1.0,20681,111,115,0.9652,0.9821
300.tiff,0,14558,blob_abs,0.5,141,180,180,1.0,0.0081
300.tiff,0,14558,blob_abs,0.9,698,180,180,1.0,0.0402
300.tiff,0,14558,blob_abs,0.95,1156,180,180,1.0,0.0665
300.tiff,0,14558,blob_abs,0.98,2509,180,180,1.0,0.1444
300.tiff,0,14558,blob_abs,0.99,3240,180,180,1.0,0.1865
300.tiff,0,14558,blob_abs,1.0,4245,180,180,1.0,0.2443
300.tiff,0,14558,od51_abs,0.5,148,180,180,1.0,0.0085
300.tiff,0,14558,od51_abs,0.9,3005,180,180,1.0,0.1729
300.tiff,0,14558,od51_abs,0.95,5095,180,180,1.0,0.2932
300.tiff,0,14558,od51_abs,0.98,13705,180,180,1.0,0.7888
300.tiff,0,14558,od51_abs,0.99,17064,180,180,1.0,0.9821
300.tiff,0,14558,od51_abs,1.0,17092,180,180,1.0,0.9837
300.tiff,0,14558,od51_sim,0.5,4031,180,180,1.0,0.232
300.tiff,0,14558,od51_sim,0.9,13684,180,180,1.0,0.7876
300.tiff,0,14558,od51_sim,0.95,14954,180,180,1.0,0.8607
300.tiff,0,14558,od51_sim,0.98,16908,180,180,1.0,0.9731
300.tiff,0,14558,od51_sim,0.99,17064,180,180,1.0,0.9821
300.tiff,0,14558,od51_sim,1.0,17092,180,180,1.0,0.9837
300.tiff,0,14558,od51_onesided,0.5,148,180,180,1.0,0.0085
300.tiff,0,14558,od51_onesided,0.9,3005,180,180,1.0,0.1729
300.tiff,0,14558,od51_onesided,0.95,5095,180,180,1.0,0.2932
300.tiff,0,14558,od51_onesided,0.98,13705,180,180,1.0,0.7888
300.tiff,0,14558,od51_onesided,0.99,17064,180,180,1.0,0.9821
300.tiff,0,14558,od51_onesided,1.0,17092,180,180,1.0,0.9837
300.tiff,0,14558,feat_sim,0.5,502,180,180,1.0,0.0289
300.tiff,0,14558,feat_sim,0.9,3785,180,180,1.0,0.2178
300.tiff,0,14558,feat_sim,0.95,7186,180,180,1.0,0.4136
300.tiff,0,14558,feat_sim,0.98,14574,180,180,1.0,0.8388
300.tiff,0,14558,feat_sim,0.99,16248,180,180,1.0,0.9351
300.tiff,0,14558,feat_sim,1.0,17013,180,180,1.0,0.9792
300.tiff,1,14510,blob_abs,0.5,141,180,180,1.0,0.0081
300.tiff,1,14510,blob_abs,0.9,698,180,180,1.0,0.0402
300.tiff,1,14510,blob_abs,0.95,1156,180,180,1.0,0.0665
300.tiff,1,14510,blob_abs,0.98,2509,180,180,1.0,0.1444
300.tiff,1,14510,blob_abs,0.99,3240,180,180,1.0,0.1865
300.tiff,1,14510,blob_abs,1.0,4245,180,180,1.0,0.2443
300.tiff,1,14510,od51_abs,0.5,148,180,180,1.0,0.0085
300.tiff,1,14510,od51_abs,0.9,3006,180,180,1.0,0.173
300.tiff,1,14510,od51_abs,0.95,5096,180,180,1.0,0.2933
300.tiff,1,14510,od51_abs,0.98,13706,180,180,1.0,0.7888
300.tiff,1,14510,od51_abs,0.99,17064,180,180,1.0,0.9821
300.tiff,1,14510,od51_abs,1.0,17092,180,180,1.0,0.9837
300.tiff,1,14510,od51_sim,0.5,17134,180,180,1.0,0.9861
300.tiff,1,14510,od51_sim,0.9,17351,180,180,1.0,0.9986
300.tiff,1,14510,od51_sim,0.95,17360,180,180,1.0,0.9991
300.tiff,1,14510,od51_sim,0.98,17372,180,180,1.0,0.9998
300.tiff,1,14510,od51_sim,0.99,17374,180,180,1.0,0.9999
300.tiff,1,14510,od51_sim,1.0,17375,180,180,1.0,1.0
300.tiff,1,14510,od51_onesided,0.5,148,180,180,1.0,0.0085
300.tiff,1,14510,od51_onesided,0.9,3006,180,180,1.0,0.173
300.tiff,1,14510,od51_onesided,0.95,5096,180,180,1.0,0.2933
300.tiff,1,14510,od51_onesided,0.98,13706,180,180,1.0,0.7888
300.tiff,1,14510,od51_onesided,0.99,17064,180,180,1.0,0.9821
300.tiff,1,14510,od51_onesided,1.0,17092,180,180,1.0,0.9837
300.tiff,1,14510,feat_sim,0.5,16385,180,180,1.0,0.943
300.tiff,1,14510,feat_sim,0.9,17201,180,180,1.0,0.99
300.tiff,1,14510,feat_sim,0.95,17247,180,180,1.0,0.9926
300.tiff,1,14510,feat_sim,0.98,17296,180,180,1.0,0.9955
300.tiff,1,14510,feat_sim,0.99,17322,180,180,1.0,0.9969
300.tiff,1,14510,feat_sim,1.0,17326,180,180,1.0,0.9972
300.tiff,2,14616,blob_abs,0.5,142,180,180,1.0,0.0082
300.tiff,2,14616,blob_abs,0.9,698,180,180,1.0,0.0402
300.tiff,2,14616,blob_abs,0.95,1156,180,180,1.0,0.0665
300.tiff,2,14616,blob_abs,0.98,2509,180,180,1.0,0.1444
300.tiff,2,14616,blob_abs,0.99,3240,180,180,1.0,0.1865
300.tiff,2,14616,blob_abs,1.0,4245,180,180,1.0,0.2443
300.tiff,2,14616,od51_abs,0.5,148,180,180,1.0,0.0085
300.tiff,2,14616,od51_abs,0.9,3005,180,180,1.0,0.1729
300.tiff,2,14616,od51_abs,0.95,5095,180,180,1.0,0.2932
300.tiff,2,14616,od51_abs,0.98,13705,180,180,1.0,0.7888
300.tiff,2,14616,od51_abs,0.99,17064,180,180,1.0,0.9821
300.tiff,2,14616,od51_abs,1.0,17092,180,180,1.0,0.9837
300.tiff,2,14616,od51_sim,0.5,2339,180,180,1.0,0.1346
300.tiff,2,14616,od51_sim,0.9,10904,180,180,1.0,0.6276
300.tiff,2,14616,od51_sim,0.95,12621,180,180,1.0,0.7264
300.tiff,2,14616,od51_sim,0.98,16272,180,180,1.0,0.9365
300.tiff,2,14616,od51_sim,0.99,17064,180,180,1.0,0.9821
300.tiff,2,14616,od51_sim,1.0,17092,180,180,1.0,0.9837
300.tiff,2,14616,od51_onesided,0.5,148,180,180,1.0,0.0085
300.tiff,2,14616,od51_onesided,0.9,3005,180,180,1.0,0.1729
300.tiff,2,14616,od51_onesided,0.95,5095,180,180,1.0,0.2932
300.tiff,2,14616,od51_onesided,0.98,13705,180,180,1.0,0.7888
300.tiff,2,14616,od51_onesided,0.99,17064,180,180,1.0,0.9821
300.tiff,2,14616,od51_onesided,1.0,17092,180,180,1.0,0.9837
300.tiff,2,14616,feat_sim,0.5,275,180,180,1.0,0.0158
300.tiff,2,14616,feat_sim,0.9,1939,180,180,1.0,0.1116
300.tiff,2,14616,feat_sim,0.95,4664,180,180,1.0,0.2684
300.tiff,2,14616,feat_sim,0.98,12935,180,180,1.0,0.7445
300.tiff,2,14616,feat_sim,0.99,16198,180,180,1.0,0.9323
300.tiff,2,14616,feat_sim,1.0,16926,180,180,1.0,0.9742
300.tiff,3,14528,blob_abs,0.5,142,180,180,1.0,0.0082
300.tiff,3,14528,blob_abs,0.9,698,180,180,1.0,0.0402
300.tiff,3,14528,blob_abs,0.95,1156,180,180,1.0,0.0665
300.tiff,3,14528,blob_abs,0.98,2509,180,180,1.0,0.1444
300.tiff,3,14528,blob_abs,0.99,3240,180,180,1.0,0.1865
300.tiff,3,14528,blob_abs,1.0,4245,180,180,1.0,0.2443
300.tiff,3,14528,od51_abs,0.5,148,180,180,1.0,0.0085
300.tiff,3,14528,od51_abs,0.9,3005,180,180,1.0,0.1729
300.tiff,3,14528,od51_abs,0.95,5095,180,180,1.0,0.2932
300.tiff,3,14528,od51_abs,0.98,13705,180,180,1.0,0.7888
300.tiff,3,14528,od51_abs,0.99,17064,180,180,1.0,0.9821
300.tiff,3,14528,od51_abs,1.0,17092,180,180,1.0,0.9837
300.tiff,3,14528,od51_sim,0.5,3204,180,180,1.0,0.1844
300.tiff,3,14528,od51_sim,0.9,12486,180,180,1.0,0.7186
300.tiff,3,14528,od51_sim,0.95,13738,180,180,1.0,0.7907
300.tiff,3,14528,od51_sim,0.98,16660,180,180,1.0,0.9588
300.tiff,3,14528,od51_sim,0.99,17064,180,180,1.0,0.9821
300.tiff,3,14528,od51_sim,1.0,17092,180,180,1.0,0.9837
300.tiff,3,14528,od51_onesided,0.5,148,180,180,1.0,0.0085
300.tiff,3,14528,od51_onesided,0.9,3005,180,180,1.0,0.1729
300.tiff,3,14528,od51_onesided,0.95,5095,180,180,1.0,0.2932
300.tiff,3,14528,od51_onesided,0.98,13705,180,180,1.0,0.7888
300.tiff,3,14528,od51_onesided,0.99,17064,180,180,1.0,0.9821
300.tiff,3,14528,od51_onesided,1.0,17092,180,180,1.0,0.9837
300.tiff,3,14528,feat_sim,0.5,587,180,180,1.0,0.0338
300.tiff,3,14528,feat_sim,0.9,3960,180,180,1.0,0.2279
300.tiff,3,14528,feat_sim,0.95,7581,180,180,1.0,0.4363
300.tiff,3,14528,feat_sim,0.98,15747,180,180,1.0,0.9063
300.tiff,3,14528,feat_sim,0.99,16690,180,180,1.0,0.9606
300.tiff,3,14528,feat_sim,1.0,16948,180,180,1.0,0.9754
300.tiff,4,14533,blob_abs,0.5,141,180,180,1.0,0.0081
300.tiff,4,14533,blob_abs,0.9,698,180,180,1.0,0.0402
300.tiff,4,14533,blob_abs,0.95,1156,180,180,1.0,0.0665
300.tiff,4,14533,blob_abs,0.98,2509,180,180,1.0,0.1444
300.tiff,4,14533,blob_abs,0.99,3240,180,180,1.0,0.1865
300.tiff,4,14533,blob_abs,1.0,4245,180,180,1.0,0.2443
300.tiff,4,14533,od51_abs,0.5,148,180,180,1.0,0.0085
300.tiff,4,14533,od51_abs,0.9,3005,180,180,1.0,0.1729
300.tiff,4,14533,od51_abs,0.95,5095,180,180,1.0,0.2932
300.tiff,4,14533,od51_abs,0.98,13705,180,180,1.0,0.7888
300.tiff,4,14533,od51_abs,0.99,17064,180,180,1.0,0.9821
300.tiff,4,14533,od51_abs,1.0,17092,180,180,1.0,0.9837
300.tiff,4,14533,od51_sim,0.5,967,180,180,1.0,0.0557
300.tiff,4,14533,od51_sim,0.9,5539,180,180,1.0,0.3188
300.tiff,4,14533,od51_sim,0.95,9675,180,180,1.0,0.5568
300.tiff,4,14533,od51_sim,0.98,13797,180,180,1.0,0.7941
300.tiff,4,14533,od51_sim,0.99,17064,180,180,1.0,0.9821
300.tiff,4,14533,od51_sim,1.0,17092,180,180,1.0,0.9837
300.tiff,4,14533,od51_onesided,0.5,148,180,180,1.0,0.0085
300.tiff,4,14533,od51_onesided,0.9,3005,180,180,1.0,0.1729
300.tiff,4,14533,od51_onesided,0.95,5095,180,180,1.0,0.2932
