file_name,seed,seed_ann_id,ranker,quantile,depth,n_found,n_gt_mitotic,ceiling,frac_of_pool
300.tiff,4,14533,od51_onesided,0.98,13705,180,180,1.0,0.7888
300.tiff,4,14533,od51_onesided,0.99,17064,180,180,1.0,0.9821
300.tiff,4,14533,od51_onesided,1.0,17092,180,180,1.0,0.9837
300.tiff,4,14533,feat_sim,0.5,1417,180,180,1.0,0.0816
300.tiff,4,14533,feat_sim,0.9,6247,180,180,1.0,0.3595
300.tiff,4,14533,feat_sim,0.95,8431,180,180,1.0,0.4852
300.tiff,4,14533,feat_sim,0.98,13440,180,180,1.0,0.7735
300.tiff,4,14533,feat_sim,0.99,17077,180,180,1.0,0.9828
300.tiff,4,14533,feat_sim,1.0,17236,180,180,1.0,0.992
301.tiff,0,14778,blob_abs,0.5,167,217,217,1.0,0.0082
301.tiff,0,14778,blob_abs,0.9,719,217,217,1.0,0.0353
301.tiff,0,14778,blob_abs,0.95,1427,217,217,1.0,0.0701
301.tiff,0,14778,blob_abs,0.98,4306,217,217,1.0,0.2114
301.tiff,0,14778,blob_abs,0.99,6100,217,217,1.0,0.2995
301.tiff,0,14778,blob_abs,1.0,7749,217,217,1.0,0.3804
301.tiff,0,14778,od51_abs,0.5,191,217,217,1.0,0.0094
301.tiff,0,14778,od51_abs,0.9,4217,217,217,1.0,0.207
301.tiff,0,14778,od51_abs,0.95,8105,217,217,1.0,0.3979
301.tiff,0,14778,od51_abs,0.98,14694,217,217,1.0,0.7214
301.tiff,0,14778,od51_abs,0.99,15299,217,217,1.0,0.7511
301.tiff,0,14778,od51_abs,1.0,19933,217,217,1.0,0.9786
301.tiff,0,14778,od51_sim,0.5,2607,217,217,1.0,0.128
301.tiff,0,14778,od51_sim,0.9,14677,217,217,1.0,0.7206
301.tiff,0,14778,od51_sim,0.95,17552,217,217,1.0,0.8617
301.tiff,0,14778,od51_sim,0.98,18386,217,217,1.0,0.9026
301.tiff,0,14778,od51_sim,0.99,19571,217,217,1.0,0.9608
301.tiff,0,14778,od51_sim,1.0,19933,217,217,1.0,0.9786
301.tiff,0,14778,od51_onesided,0.5,191,217,217,1.0,0.0094
301.tiff,0,14778,od51_onesided,0.9,4217,217,217,1.0,0.207
301.tiff,0,14778,od51_onesided,0.95,8105,217,217,1.0,0.3979
301.tiff,0,14778,od51_onesided,0.98,14694,217,217,1.0,0.7214
301.tiff,0,14778,od51_onesided,0.99,15299,217,217,1.0,0.7511
301.tiff,0,14778,od51_onesided,1.0,19933,217,217,1.0,0.9786
301.tiff,0,14778,feat_sim,0.5,386,217,217,1.0,0.019
301.tiff,0,14778,feat_sim,0.9,1731,217,217,1.0,0.085
301.tiff,0,14778,feat_sim,0.95,4490,217,217,1.0,0.2204
301.tiff,0,14778,feat_sim,0.98,7161,217,217,1.0,0.3516
301.tiff,0,14778,feat_sim,0.99,15635,217,217,1.0,0.7676
301.tiff,0,14778,feat_sim,1.0,18674,217,217,1.0,0.9168
301.tiff,1,14945,blob_abs,0.5,167,217,217,1.0,0.0082
301.tiff,1,14945,blob_abs,0.9,719,217,217,1.0,0.0353
301.tiff,1,14945,blob_abs,0.95,1427,217,217,1.0,0.0701
301.tiff,1,14945,blob_abs,0.98,4306,217,217,1.0,0.2114
301.tiff,1,14945,blob_abs,0.99,6100,217,217,1.0,0.2995
301.tiff,1,14945,blob_abs,1.0,7749,217,217,1.0,0.3804
301.tiff,1,14945,od51_abs,0.5,192,217,217,1.0,0.0094
301.tiff,1,14945,od51_abs,0.9,4217,217,217,1.0,0.207
301.tiff,1,14945,od51_abs,0.95,8105,217,217,1.0,0.3979
301.tiff,1,14945,od51_abs,0.98,14694,217,217,1.0,0.7214
301.tiff,1,14945,od51_abs,0.99,15299,217,217,1.0,0.7511
301.tiff,1,14945,od51_abs,1.0,19933,217,217,1.0,0.9786
301.tiff,1,14945,od51_sim,0.5,399,217,217,1.0,0.0196
301.tiff,1,14945,od51_sim,0.9,4215,217,217,1.0,0.2069
301.tiff,1,14945,od51_sim,0.95,8104,217,217,1.0,0.3979
301.tiff,1,14945,od51_sim,0.98,14693,217,217,1.0,0.7213
301.tiff,1,14945,od51_sim,0.99,15298,217,217,1.0,0.751
301.tiff,1,14945,od51_sim,1.0,19933,217,217,1.0,0.9786
301.tiff,1,14945,od51_onesided,0.5,192,217,217,1.0,0.0094
301.tiff,1,14945,od51_onesided,0.9,4217,217,217,1.0,0.207
301.tiff,1,14945,od51_onesided,0.95,8105,217,217,1.0,0.3979
301.tiff,1,14945,od51_onesided,0.98,14694,217,217,1.0,0.7214
301.tiff,1,14945,od51_onesided,0.99,15299,217,217,1.0,0.7511
301.tiff,1,14945,od51_onesided,1.0,19933,217,217,1.0,0.9786
301.tiff,1,14945,feat_sim,0.5,160,217,217,1.0,0.0079
301.tiff,1,14945,feat_sim,0.9,1024,217,217,1.0,0.0503
301.tiff,1,14945,feat_sim,0.95,3115,217,217,1.0,0.1529
301.tiff,1,14945,feat_sim,0.98,8140,217,217,1.0,0.3996
301.tiff,1,14945,feat_sim,0.99,15880,217,217,1.0,0.7796
301.tiff,1,14945,feat_sim,1.0,18839,217,217,1.0,0.9249
301.tiff,2,14841,blob_abs,0.5,167,217,217,1.0,0.0082
301.tiff,2,14841,blob_abs,0.9,719,217,217,1.0,0.0353
301.tiff,2,14841,blob_abs,0.95,1427,217,217,1.0,0.0701
301.tiff,2,14841,blob_abs,0.98,4306,217,217,1.0,0.2114
301.tiff,2,14841,blob_abs,0.99,6100,217,217,1.0,0.2995
301.tiff,2,14841,blob_abs,1.0,7749,217,217,1.0,0.3804
301.tiff,2,14841,od51_abs,0.5,191,217,217,1.0,0.0094
301.tiff,2,14841,od51_abs,0.9,4217,217,217,1.0,0.207
301.tiff,2,14841,od51_abs,0.95,8105,217,217,1.0,0.3979
301.tiff,2,14841,od51_abs,0.98,14694,217,217,1.0,0.7214
301.tiff,2,14841,od51_abs,0.99,15299,217,217,1.0,0.7511
301.tiff,2,14841,od51_abs,1.0,19933,217,217,1.0,0.9786
301.tiff,2,14841,od51_sim,0.5,1803,217,217,1.0,0.0885
301.tiff,2,14841,od51_sim,0.9,12338,217,217,1.0,0.6057
301.tiff,2,14841,od51_sim,0.95,14813,217,217,1.0,0.7272
301.tiff,2,14841,od51_sim,0.98,15904,217,217,1.0,0.7808
301.tiff,2,14841,od51_sim,0.99,18619,217,217,1.0,0.9141
301.tiff,2,14841,od51_sim,1.0,19933,217,217,1.0,0.9786
301.tiff,2,14841,od51_onesided,0.5,191,217,217,1.0,0.0094
301.tiff,2,14841,od51_onesided,0.9,4217,217,217,1.0,0.207
301.tiff,2,14841,od51_onesided,0.95,8105,217,217,1.0,0.3979
301.tiff,2,14841,od51_onesided,0.98,14694,217,217,1.0,0.7214
301.tiff,2,14841,od51_onesided,0.99,15299,217,217,1.0,0.7511
301.tiff,2,14841,od51_onesided,1.0,19933,217,217,1.0,0.9786
301.tiff,2,14841,feat_sim,0.5,310,217,217,1.0,0.0152
301.tiff,2,14841,feat_sim,0.9,1467,217,217,1.0,0.072
301.tiff,2,14841,feat_sim,0.95,2969,217,217,1.0,0.1458
301.tiff,2,14841,feat_sim,0.98,8024,217,217,1.0,0.3939
301.tiff,2,14841,feat_sim,0.99,14665,217,217,1.0,0.72
301.tiff,2,14841,feat_sim,1.0,18357,217,217,1.0,0.9012
301.tiff,3,14988,blob_abs,0.5,167,217,217,1.0,0.0082
301.tiff,3,14988,blob_abs,0.9,719,217,217,1.0,0.0353
301.tiff,3,14988,blob_abs,0.95,1427,217,217,1.0,0.0701
301.tiff,3,14988,blob_abs,0.98,4306,217,217,1.0,0.2114
301.tiff,3,14988,blob_abs,0.99,6100,217,217,1.0,0.2995
301.tiff,3,14988,blob_abs,1.0,7749,217,217,1.0,0.3804
301.tiff,3,14988,od51_abs,0.5,192,217,217,1.0,0.0094
301.tiff,3,14988,od51_abs,0.9,4217,217,217,1.0,0.207
301.tiff,3,14988,od51_abs,0.95,8105,217,217,1.0,0.3979
301.tiff,3,14988,od51_abs,0.98,14694,217,217,1.0,0.7214
301.tiff,3,14988,od51_abs,0.99,15299,217,217,1.0,0.7511
301.tiff,3,14988,od51_abs,1.0,19933,217,217,1.0,0.9786
301.tiff,3,14988,od51_sim,0.5,322,217,217,1.0,0.0158
301.tiff,3,14988,od51_sim,0.9,4216,217,217,1.0,0.207
301.tiff,3,14988,od51_sim,0.95,8104,217,217,1.0,0.3979
301.tiff,3,14988,od51_sim,0.98,14694,217,217,1.0,0.7214
301.tiff,3,14988,od51_sim,0.99,15299,217,217,1.0,0.7511
301.tiff,3,14988,od51_sim,1.0,19933,217,217,1.0,0.9786
301.tiff,3,14988,od51_onesided,0.5,192,217,217,1.0,0.0094
301.tiff,3,14988,od51_onesided,0.9,4217,217,217,1.0,0.207
301.tiff,3,14988,od51_onesided,0.95,8105,217,217,1.0,0.3979
301.tiff,3,14988,od51_onesided,0.98,14694,217,217,1.0,0.7214
301.tiff,3,14988,od51_onesided,0.99,15299,217,217,1.0,0.7511
301.tiff,3,14988,od51_onesided,1.0,19933,217,217,1.0,0.9786
301.tiff,3,14988,feat_sim,0.5,210,217,217,1.0,0.0103
301.tiff,3,14988,feat_sim,0.9,1999,217,217,1.0,0.0981
301.tiff,3,14988,feat_sim,0.95,4861,217,217,1.0,0.2386
301.tiff,3,14988,feat_sim,0.98,11223,217,217,1.0,0.551
301.tiff,3,14988,feat_sim,0.99,16922,217,217,1.0,0.8308
301.tiff,3,14988,feat_sim,1.0,18476,217,217,1.0,0.9071
301.tiff,4,14735,blob_abs,0.5,167,217,217,1.0,0.0082
301.tiff,4,14735,blob_abs,0.9,719,217,217,1.0,0.0353
301.tiff,4,14735,blob_abs,0.95,1427,217,217,1.0,0.0701
301.tiff,4,14735,blob_abs,0.98,4306,217,217,1.0,0.2114
301.tiff,4,14735,blob_abs,0.99,6100,217,217,1.0,0.2995
301.tiff,4,14735,blob_abs,1.0,7749,217,217,1.0,0.3804
301.tiff,4,14735,od51_abs,0.5,191,217,217,1.0,0.0094
301.tiff,4,14735,od51_abs,0.9,4161,217,217,1.0,0.2043
301.tiff,4,14735,od51_abs,0.95,8105,217,217,1.0,0.3979
301.tiff,4,14735,od51_abs,0.98,14694,217,217,1.0,0.7214
301.tiff,4,14735,od51_abs,0.99,15299,217,217,1.0,0.7511
301.tiff,4,14735,od51_abs,1.0,19933,217,217,1.0,0.9786
301.tiff,4,14735,od51_sim,0.5,17994,217,217,1.0,0.8834
301.tiff,4,14735,od51_sim,0.9,19883,217,217,1.0,0.9761
301.tiff,4,14735,od51_sim,0.95,19904,217,217,1.0,0.9772
301.tiff,4,14735,od51_sim,0.98,19910,217,217,1.0,0.9775
301.tiff,4,14735,od51_sim,0.99,19915,217,217,1.0,0.9777
301.tiff,4,14735,od51_sim,1.0,19933,217,217,1.0,0.9786
301.tiff,4,14735,od51_onesided,0.5,191,217,217,1.0,0.0094
301.tiff,4,14735,od51_onesided,0.9,4161,217,217,1.0,0.2043
301.tiff,4,14735,od51_onesided,0.95,8105,217,217,1.0,0.3979
301.tiff,4,14735,od51_onesided,0.98,14694,217,217,1.0,0.7214
301.tiff,4,14735,od51_onesided,0.99,15299,217,217,1.0,0.7511
301.tiff,4,14735,od51_onesided,1.0,19933,217,217,1.0,0.9786
301.tiff,4,14735,feat_sim,0.5,4672,217,217,1.0,0.2294
301.tiff,4,14735,feat_sim,0.9,15585,217,217,1.0,0.7651
301.tiff,4,14735,feat_sim,0.95,16468,217,217,1.0,0.8085
301.tiff,4,14735,feat_sim,0.98,17573,217,217,1.0,0.8627
301.tiff,4,14735,feat_sim,0.99,18705,217,217,1.0,0.9183
301.tiff,4,14735,feat_sim,1.0,19117,217,217,1.0,0.9385
405.tiff,0,20572,blob_abs,0.5,796,13,13,1.0,0.1051
405.tiff,0,20572,blob_abs,0.9,2967,13,13,1.0,0.3916
405.tiff,0,20572,blob_abs,0.95,3629,13,13,1.0,0.479
405.tiff,0,20572,blob_abs,0.98,3629,13,13,1.0,0.479
405.tiff,0,20572,blob_abs,0.99,3629,13,13,1.0,0.479
405.tiff,0,20572,blob_abs,1.0,3629,13,13,1.0,0.479
405.tiff,0,20572,od51_abs,0.5,13,13,13,1.0,0.0017
405.tiff,0,20572,od51_abs,0.9,165,13,13,1.0,0.0218
405.tiff,0,20572,od51_abs,0.95,245,13,13,1.0,0.0323
405.tiff,0,20572,od51_abs,0.98,245,13,13,1.0,0.0323
405.tiff,0,20572,od51_abs,0.99,245,13,13,1.0,0.0323
405.tiff,0,20572,od51_abs,1.0,245,13,13,1.0,0.0323
405.tiff,0,20572,od51_sim,0.5,5499,13,13,1.0,0.7258
405.tiff,0,20572,od51_sim,0.9,6820,13,13,1.0,0.9002
405.tiff,0,20572,od51_sim,0.95,6958,13,13,1.0,0.9184
405.tiff,0,20572,od51_sim,0.98,6958,13,13,1.0,0.9184
405.tiff,0,20572,od51_sim,0.99,6958,13,13,1.0,0.9184
405.tiff,0,20572,od51_sim,1.0,6958,13,13,1.0,0.9184
405.tiff,0,20572,od51_onesided,0.5,13,13,13,1.0,0.0017
405.tiff,0,20572,od51_onesided,0.9,165,13,13,1.0,0.0218
405.tiff,0,20572,od51_onesided,0.95,245,13,13,1.0,0.0323
405.tiff,0,20572,od51_onesided,0.98,245,13,13,1.0,0.0323
405.tiff,0,20572,od51_onesided,0.99,245,13,13,1.0,0.0323
405.tiff,0,20572,od51_onesided,1.0,245,13,13,1.0,0.0323
405.tiff,0,20572,feat_sim,0.5,4297,13,13,1.0,0.5672
405.tiff,0,20572,feat_sim,0.9,7385,13,13,1.0,0.9748
405.tiff,0,20572,feat_sim,0.95,7554,13,13,1.0,0.9971
405.tiff,0,20572,feat_sim,0.98,7554,13,13,1.0,0.9971
405.tiff,0,20572,feat_sim,0.99,7554,13,13,1.0,0.9971
405.tiff,0,20572,feat_sim,1.0,7554,13,13,1.0,0.9971
405.tiff,1,20568,blob_abs,0.5,960,13,13,1.0,0.1267
405.tiff,1,20568,blob_abs,0.9,2967,13,13,1.0,0.3916
405.tiff,1,20568,blob_abs,0.95,3629,13,13,1.0,0.479
405.tiff,1,20568,blob_abs,0.98,3629,13,13,1.0,0.479
405.tiff,1,20568,blob_abs,0.99,3629,13,13,1.0,0.479
405.tiff,1,20568,blob_abs,1.0,3629,13,13,1.0,0.479
405.tiff,1,20568,od51_abs,0.5,15,13,13,1.0,0.002
405.tiff,1,20568,od51_abs,0.9,244,13,13,1.0,0.0322
405.tiff,1,20568,od51_abs,0.95,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_abs,0.98,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_abs,0.99,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_abs,1.0,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_sim,0.5,15,13,13,1.0,0.002
405.tiff,1,20568,od51_sim,0.9,244,13,13,1.0,0.0322
405.tiff,1,20568,od51_sim,0.95,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_sim,0.98,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_sim,0.99,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_sim,1.0,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_onesided,0.5,15,13,13,1.0,0.002
405.tiff,1,20568,od51_onesided,0.9,244,13,13,1.0,0.0322
405.tiff,1,20568,od51_onesided,0.95,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_onesided,0.98,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_onesided,0.99,1101,13,13,1.0,0.1453
405.tiff,1,20568,od51_onesided,1.0,1101,13,13,1.0,0.1453
405.tiff,1,20568,feat_sim,0.5,346,13,13,1.0,0.0457
405.tiff,1,20568,feat_sim,0.9,1210,13,13,1.0,0.1597
405.tiff,1,20568,feat_sim,0.95,1259,13,13,1.0,0.1662
405.tiff,1,20568,feat_sim,0.98,1259,13,13,1.0,0.1662
405.tiff,1,20568,feat_sim,0.99,1259,13,13,1.0,0.1662
405.tiff,1,20568,feat_sim,1.0,1259,13,13,1.0,0.1662
405.tiff,2,20583,blob_abs,0.5,960,13,13,1.0,0.1267
405.tiff,2,20583,blob_abs,0.9,2967,13,13,1.0,0.3916
405.tiff,2,20583,blob_abs,0.95,3629,13,13,1.0,0.479
405.tiff,2,20583,blob_abs,0.98,3629,13,13,1.0,0.479
405.tiff,2,20583,blob_abs,0.99,3629,13,13,1.0,0.479
405.tiff,2,20583,blob_abs,1.0,3629,13,13,1.0,0.479
405.tiff,2,20583,od51_abs,0.5,15,13,13,1.0,0.002
405.tiff,2,20583,od51_abs,0.9,244,13,13,1.0,0.0322
405.tiff,2,20583,od51_abs,0.95,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_abs,0.98,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_abs,0.99,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_abs,1.0,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_sim,0.5,81,13,13,1.0,0.0107
405.tiff,2,20583,od51_sim,0.9,244,13,13,1.0,0.0322
405.tiff,2,20583,od51_sim,0.95,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_sim,0.98,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_sim,0.99,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_sim,1.0,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_onesided,0.5,15,13,13,1.0,0.002
405.tiff,2,20583,od51_onesided,0.9,244,13,13,1.0,0.0322
405.tiff,2,20583,od51_onesided,0.95,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_onesided,0.98,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_onesided,0.99,1101,13,13,1.0,0.1453
405.tiff,2,20583,od51_onesided,1.0,1101,13,13,1.0,0.1453
405.tiff,2,20583,feat_sim,0.5,1024,13,13,1.0,0.1352
405.tiff,2,20583,feat_sim,0.9,6888,13,13,1.0,0.9092
405.tiff,2,20583,feat_sim,0.95,7352,13,13,1.0,0.9704
405.tiff,2,20583,feat_sim,0.98,7352,13,13,1.0,0.9704
405.tiff,2,20583,feat_sim,0.99,7352,13,13,1.0,0.9704
405.tiff,2,20583,feat_sim,1.0,7352,13,13,1.0,0.9704
405.tiff,3,20585,blob_abs,0.5,960,13,13,1.0,0.1267
405.tiff,3,20585,blob_abs,0.9,2967,13,13,1.0,0.3916
405.tiff,3,20585,blob_abs,0.95,3629,13,13,1.0,0.479
405.tiff,3,20585,blob_abs,0.98,3629,13,13,1.0,0.479
405.tiff,3,20585,blob_abs,0.99,3629,13,13,1.0,0.479
405.tiff,3,20585,blob_abs,1.0,3629,13,13,1.0,0.479
405.tiff,3,20585,od51_abs,0.5,13,13,13,1.0,0.0017
405.tiff,3,20585,od51_abs,0.9,244,13,13,1.0,0.0322
405.tiff,3,20585,od51_abs,0.95,1101,13,13,1.0,0.1453
405.tiff,3,20585,od51_abs,0.98,1101,13,13,1.0,0.1453
405.tiff,3,20585,od51_abs,0.99,1101,13,13,1.0,0.1453
405.tiff,3,20585,od51_abs,1.0,1101,13,13,1.0,0.1453
405.tiff,3,20585,od51_sim,0.5,1345,13,13,1.0,0.1775
405.tiff,3,20585,od51_sim,0.9,3504,13,13,1.0,0.4625
405.tiff,3,20585,od51_sim,0.95,3814,13,13,1.0,0.5034
405.tiff,3,20585,od51_sim,0.98,3814,13,13,1.0,0.5034
405.tiff,3,20585,od51_sim,0.99,3814,13,13,1.0,0.5034
405.tiff,3,20585,od51_sim,1.0,3814,13,13,1.0,0.5034
405.tiff,3,20585,od51_onesided,0.5,13,13,13,1.0,0.0017
405.tiff,3,20585,od51_onesided,0.9,244,13,13,1.0,0.0322
405.tiff,3,20585,od51_onesided,0.95,1101,13,13,1.0,0.1453
405.tiff,3,20585,od51_onesided,0.98,1101,13,13,1.0,0.1453
405.tiff,3,20585,od51_onesided,0.99,1101,13,13,1.0,0.1453
405.tiff,3,20585,od51_onesided,1.0,1101,13,13,1.0,0.1453
405.tiff,3,20585,feat_sim,0.5,1601,13,13,1.0,0.2113
405.tiff,3,20585,feat_sim,0.9,6849,13,13,1.0,0.904
405.tiff,3,20585,feat_sim,0.95,7486,13,13,1.0,0.9881
405.tiff,3,20585,feat_sim,0.98,7486,13,13,1.0,0.9881
405.tiff,3,20585,feat_sim,0.99,7486,13,13,1.0,0.9881
405.tiff,3,20585,feat_sim,1.0,7486,13,13,1.0,0.9881
405.tiff,4,20563,blob_abs,0.5,796,13,13,1.0,0.1051
405.tiff,4,20563,blob_abs,0.9,2967,13,13,1.0,0.3916
405.tiff,4,20563,blob_abs,0.95,3629,13,13,1.0,0.479
405.tiff,4,20563,blob_abs,0.98,3629,13,13,1.0,0.479
405.tiff,4,20563,blob_abs,0.99,3629,13,13,1.0,0.479
405.tiff,4,20563,blob_abs,1.0,3629,13,13,1.0,0.479
405.tiff,4,20563,od51_abs,0.5,13,13,13,1.0,0.0017
405.tiff,4,20563,od51_abs,0.9,244,13,13,1.0,0.0322
405.tiff,4,20563,od51_abs,0.95,1101,13,13,1.0,0.1453
405.tiff,4,20563,od51_abs,0.98,1101,13,13,1.0,0.1453
405.tiff,4,20563,od51_abs,0.99,1101,13,13,1.0,0.1453
405.tiff,4,20563,od51_abs,1.0,1101,13,13,1.0,0.1453
405.tiff,4,20563,od51_sim,0.5,725,13,13,1.0,0.0957
405.tiff,4,20563,od51_sim,0.9,2561,13,13,1.0,0.338
405.tiff,4,20563,od51_sim,0.95,2821,13,13,1.0,0.3724
405.tiff,4,20563,od51_sim,0.98,2821,13,13,1.0,0.3724
405.tiff,4,20563,od51_sim,0.99,2821,13,13,1.0,0.3724
405.tiff,4,20563,od51_sim,1.0,2821,13,13,1.0,0.3724
405.tiff,4,20563,od51_onesided,0.5,13,13,13,1.0,0.0017
405.tiff,4,20563,od51_onesided,0.9,244,13,13,1.0,0.0322
405.tiff,4,20563,od51_onesided,0.95,1101,13,13,1.0,0.1453
405.tiff,4,20563,od51_onesided,0.98,1101,13,13,1.0,0.1453
405.tiff,4,20563,od51_onesided,0.99,1101,13,13,1.0,0.1453
405.tiff,4,20563,od51_onesided,1.0,1101,13,13,1.0,0.1453
405.tiff,4,20563,feat_sim,0.5,2116,13,13,1.0,0.2793
405.tiff,4,20563,feat_sim,0.9,6016,13,13,1.0,0.7941
405.tiff,4,20563,feat_sim,0.95,7492,13,13,1.0,0.9889
405.tiff,4,20563,feat_sim,0.98,7492,13,13,1.0,0.9889
405.tiff,4,20563,feat_sim,0.99,7492,13,13,1.0,0.9889
405.tiff,4,20563,feat_sim,1.0,7492,13,13,1.0,0.9889
