budget,var_tm_score,var_chromatin_od,variance_ratio,levene_stat,levene_p,n_per_arm
10,0.021391304347826084,0.004521739130434782,0.21138211382113822,32.77417424605075,6.194014446459113e-08,70
20,0.012260869565217393,0.004710144927536232,0.38416075650118203,9.085648738210555,0.003066594910323904,70
30,0.009391304347826085,0.003033816425120773,0.323045267489712,12.150859983430012,0.0006582557180848894,70
